Date,AAPL,BA,COST,ETH-USD,GS,TSLA,V
2023-03-08,151.67681884765625,207.1999969482422,470.3631286621094,1534.0882568359375,334.5685729980469,182.0,219.6125030517578
2023-03-09,149.41461181640625,201.24000549316406,464.053466796875,1438.6607666015625,327.6720275878906,172.9199981689453,217.45779418945312
2023-03-10,147.34092712402344,203.07000732421875,455.94378662109375,1429.1580810546875,313.8597717285156,173.44000244140625,213.63270568847656
2023-03-13,149.29556274414062,203.3699951171875,456.7760009765625,1680.3089599609375,302.2123107910156,174.47999572753906,211.98204040527344
2023-03-14,151.39901733398438,207.27999877929688,466.37603759765625,1703.507080078125,308.57244873046875,183.25999450683594,216.12344360351562
2023-03-15,151.79588317871094,198.2100067138672,469.9954528808594,1656.1805419921875,299.0322265625,180.4499969482422,213.86001586914062
2023-03-16,154.63357543945312,203.19000244140625,471.5438232421875,1677.2154541015625,301.8099670410156,184.1300048828125,214.92747497558594
2023-03-17,153.7902069091797,201.0500030517578,471.3406066894531,1792.485107421875,290.74676513671875,180.1300048828125,214.86817932128906
2023-03-20,156.17147827148438,204.77000427246094,473.50830078125,1735.3212890625,296.4843444824219,183.25,215.61935424804688
2023-03-21,158.03680419921875,204.6999969482422,475.01800537109375,1806.7607421875,303.9076843261719,197.5800018310547,219.3752899169922
2023-03-22,156.59811401367188,196.16000366210938,471.7954406738281,1737.717041015625,300.4498291015625,191.14999389648438,217.4874267578125
2023-03-23,157.6895294189453,197.89999389648438,472.0277099609375,1816.4051513671875,301.580078125,192.22000122070312,220.0078582763672
2023-03-24,158.9992218017578,197.52999877929688,479.2954406738281,1752.0447998046875,299.3962097167969,190.41000366210938,218.47581481933594
2023-03-27,157.0446014404297,200.57000732421875,477.31158447265625,1715.4608154296875,305.1050109863281,191.80999755859375,219.23690795898438
2023-03-28,156.4195098876953,204.9600067138672,471.06964111328125,1772.78564453125,305.018798828125,189.19000244140625,217.77407836914062
2023-03-29,159.5151824951172,207.97000122070312,475.0373840332031,1793.0018310546875,307.20269775390625,193.8800048828125,220.7096405029297
2023-03-30,161.09275817871094,211.0399932861328,475.6277160644531,1792.7371826171875,307.60498046875,195.27999877929688,219.78053283691406
2023-03-31,163.6129608154297,212.42999267578125,480.84381103515625,1822.0220947265625,313.3233947753906,207.4600067138672,222.84457397460938
2023-04-03,164.87303161621094,215.38999938964844,480.9986877441406,1810.297119140625,312.75823974609375,194.77000427246094,226.343505859375
2023-04-04,164.33724975585938,213.89999389648438,481.6761169433594,1871.005126953125,309.05133056640625,192.5800018310547,225.01905822753906
2023-04-05,162.48182678222656,210.0,481.0954895019531,1909.114013671875,307.9785461425781,185.52000427246094,225.5231170654297
2023-04-06,163.37481689453125,211.3699951171875,470.3050842285156,1872.922607421875,308.8119201660156,185.05999755859375,223.36842346191406
2023-04-10,160.7653350830078,210.77999877929688,477.9018859863281,1911.20751953125,311.2640075683594,184.50999450683594,223.80332946777344
2023-04-11,159.54493713378906,212.32000732421875,482.5664367675781,1892.189697265625,313.57244873046875,186.7899932861328,225.79989624023438
2023-04-12,158.85040283203125,212.33999633789062,473.56640625,1920.68212890625,316.3214416503906,180.5399932861328,225.1673126220703
2023-04-13,164.26779174804688,213.58999633789062,481.83099365234375,2012.6346435546875,318.1318054199219,185.89999389648438,229.99070739746094
2023-04-14,163.92051696777344,201.7100067138672,475.45355224609375,2101.635498046875,322.7199401855469,185.0,231.30526733398438
2023-04-17,163.9403533935547,205.02999877929688,478.00836181640625,2076.242919921875,325.36358642578125,187.0399932861328,230.7715301513672
2023-04-18,165.1707000732422,208.3699951171875,480.8728942871094,2104.537353515625,319.8367919921875,184.30999755859375,230.89015197753906
2023-04-19,166.32162475585938,208.7100067138672,480.03094482421875,1936.4034423828125,322.69122314453125,180.58999633789062,229.8720703125
2023-04-20,165.34925842285156,207.22999572753906,489.27288818359375,1943.09765625,324.43450927734375,162.99000549316406,231.87857055664062
2023-04-21,163.7320098876953,205.14999389648438,490.01812744140625,1849.9998779296875,327.2601623535156,165.0800018310547,231.3349151611328
2023-04-24,164.0395965576172,205.77000427246094,494.924560546875,1842.7574462890625,329.46319580078125,162.5500030517578,230.05987548828125
2023-04-25,162.49176025390625,202.19000244140625,486.940673828125,1866.753662109375,325.17205810546875,160.6699981689453,226.92665100097656
2023-04-26,162.48182678222656,203.02999877929688,478.7051086425781,1866.564208984375,322.3751220703125,153.75,225.5033721923828
2023-04-27,167.09552001953125,206.0399932861328,485.1018981933594,1908.786376953125,327.2027282714844,160.19000244140625,226.35337829589844
2023-04-28,168.3556365966797,206.77999877929688,486.9890441894531,1892.5128173828125,328.9651184082031,164.30999755859375,230.0302276611328
2023-05-01,168.26632690429688,203.8699951171875,477.6696472167969,1831.954833984375,326.216064453125,161.8300018310547,229.8127899169922
2023-05-02,167.2245330810547,203.25,478.8503112792969,1870.789306640625,319.3195495605469,160.30999755859375,224.346923828125
2023-05-03,166.14303588867188,200.92999267578125,474.2535095214844,1904.65185546875,314.7984619140625,160.61000061035156,223.3585205078125
2023-05-04,164.4959716796875,197.0500030517578,475.51422119140625,1877.7041015625,307.7199401855469,161.1999969482422,222.98294067382812
2023-05-05,172.2152862548828,198.33999633789062,483.9705505371094,1995.0609130859375,313.2371826171875,170.05999755859375,229.0912322998047
2023-05-08,172.1457977294922,197.25999450683594,483.9705505371094,1849.042724609375,312.7486572265625,171.7899932861328,229.53604125976562
2023-05-09,170.4293212890625,201.8800048828125,485.64825439453125,1848.6031494140625,311.08197021484375,169.14999389648438,230.55409240722656
2023-05-10,172.20533752441406,200.83999633789062,484.55242919921875,1842.4014892578125,308.9555358886719,168.5399932861328,228.587158203125
2023-05-11,172.3938446044922,201.83999633789062,486.7149963378906,1796.4906005859375,307.20269775390625,172.0800018310547,228.77532958984375
2023-05-12,171.45989990234375,200.6999969482422,488.8291015625,1808.019775390625,306.03411865234375,167.97999572753906,229.14175415039062
2023-05-15,170.963134765625,202.77000427246094,486.8604431152344,1817.5499267578125,308.4958190917969,166.35000610351562,230.55789184570312
2023-05-16,170.963134765625,200.8699951171875,481.1485290527344,1824.1214599609375,307.2889099121094,166.52000427246094,228.24057006835938
2023-05-17,171.5791473388672,206.8699951171875,480.0332946777344,1821.859619140625,316.2640075683594,173.86000061035156,230.39947509765625
2023-05-18,173.9239501953125,207.24000549316406,483.03961181640625,1801.728515625,315.6892395019531,176.88999938964844,231.34027099609375
2023-05-19,174.0332489013672,205.49000549316406,481.50738525390625,1812.5894775390625,312.4038391113281,180.13999938964844,231.05308532714844
2023-05-22,173.0794219970703,205.91000366210938,476.9979553222656,1817.5347900390625,311.2257385253906,188.8699951171875,229.04270935058594
2023-05-23,170.45640563964844,202.60000610351562,470.2095947265625,1854.380615234375,309.9325866699219,185.77000427246094,222.40753173828125
2023-05-24,170.73458862304688,199.27000427246094,468.16339111328125,1800.0999755859375,306.33111572265625,182.89999389648438,220.10008239746094
2023-05-25,171.877197265625,200.8699951171875,471.8387451171875,1805.9537353515625,310.2295227050781,184.47000122070312,221.21914672851562
2023-05-26,174.30149841308594,203.6300048828125,491.9226379394531,1828.689697265625,318.01690673828125,193.1699981689453,222.83335876464844
2023-05-30,176.1594696044922,204.69000244140625,492.6693115234375,1901.026611328125,316.8865966796875,201.16000366210938,219.49598693847656
2023-05-31,176.10980224609375,205.6999969482422,496.0926208496094,1874.1304931640625,312.61102294921875,203.92999267578125,218.89187622070312
2023-06-01,178.9315185546875,207.9600067138672,497.10113525390625,1862.201416015625,305.37237548828125,207.52000427246094,224.30894470214844
2023-06-02,179.78598022460938,213.32000732421875,497.09149169921875,1907.256591796875,312.36968994140625,213.97000122070312,226.57679748535156
2023-06-05,178.42481994628906,208.77999877929688,502.5802917480469,1811.828369140625,310.5938415527344,217.61000061035156,224.57635498046875
2023-06-06,178.05718994140625,207.2899932861328,500.6505432128906,1884.494873046875,315.409912109375,221.30999755859375,226.0123291015625
2023-06-07,176.67613220214844,211.92999267578125,495.7725524902344,1832.39599609375,324.0480041503906,224.57000732421875,223.0908660888672
2023-06-08,179.40846252441406,218.11000061035156,504.3647155761719,1846.3018798828125,323.77777099609375,234.86000061035156,220.892333984375
2023-06-09,179.79591369628906,217.30999755859375,501.6396484375,1840.2252197265625,324.30853271484375,244.39999389648438,221.3973846435547
2023-06-12,182.60772705078125,221.55999755859375,505.2181396484375,1742.5286865234375,327.6575927734375,249.8300018310547,223.98214721679688
2023-06-13,182.1308135986328,220.3800048828125,506.2362976074219,1739.03759765625,330.562744140625,258.7099914550781,221.23895263671875
2023-06-14,182.76670837402344,216.89999389648438,511.25970458984375,1650.519287109375,326.62493896484375,256.7900085449219,221.27857971191406
2023-06-15,184.81344604492188,219.41000366210938,513.1798095703125,1665.519775390625,327.8988952636719,255.89999389648438,223.98214721679688
2023-06-16,183.73046875,219.99000549316406,507.8171691894531,1716.6688232421875,326.5187683105469,260.5400085449219,226.69564819335938
2023-06-20,183.81988525390625,212.3699951171875,503.9864807128906,1792.1199951171875,319.19329833984375,274.45001220703125,224.2792510986328
2023-06-21,182.7766571044922,212.0800018310547,503.9088439941406,1891.0072021484375,313.7402038574219,259.4599914550781,225.0517120361328
2023-06-22,185.7970733642578,205.61000061035156,508.35040283203125,1872.9429931640625,308.4415588378906,264.6099853515625,226.18067932128906
2023-06-23,185.4791259765625,205.41000366210938,508.58319091796875,1892.862060546875,303.7413024902344,256.6000061035156,227.3294677734375
2023-06-26,184.0782012939453,205.5800018310547,507.5939636230469,1859.432861328125,301.4732360839844,241.0500030517578,224.1109161376953
2023-06-27,186.8502655029297,209.42999267578125,514.2950439453125,1889.703369140625,302.5251770019531,250.2100067138672,225.14083862304688
2023-06-28,188.0325927734375,210.72000122070312,516.6903076171875,1827.97119140625,302.7278747558594,256.239990234375,225.75485229492188
2023-06-29,188.37042236328125,211.8300018310547,515.614013671875,1852.227294921875,311.8292541503906,257.5,232.05332946777344
2023-06-30,192.7222442626953,211.16000366210938,522.1016235351562,1933.18896484375,311.2983703613281,261.7699890136719,235.1827392578125
2023-07-03,191.2219696044922,210.9199981689453,524.6812133789062,1955.38916015625,315.2265319824219,279.82000732421875,235.6680145263672
2023-07-05,190.09922790527344,213.30999755859375,524.7686157226562,1910.5880126953125,308.8951721191406,282.4800109863281,237.13368225097656
2023-07-06,190.57611083984375,212.6199951171875,521.1221313476562,1848.636474609375,302.0909118652344,276.5400085449219,236.5692138671875
2023-07-07,189.45339965820312,212.10000610351562,509.1747131347656,1870.6025390625,304.185302734375,274.42999267578125,234.16270446777344
2023-07-10,187.39671325683594,213.30999755859375,511.0754699707031,1880.556396484375,305.43994140625,269.6099853515625,235.85618591308594
2023-07-11,186.87013244628906,218.75999450683594,513.6259155273438,1878.3360595703125,309.69622802734375,269.7900085449219,238.22305297851562
2023-07-12,188.5492706298828,217.11000061035156,521.7332763671875,1872.11376953125,315.0238342285156,271.989990234375,239.8669891357422
2023-07-13,189.31430053710938,216.85000610351562,522.1695556640625,2006.511474609375,317.22442626953125,277.8999938964844,240.9563446044922
2023-07-14,189.46336364746094,213.1199951171875,530.1700439453125,1939.3470458984375,314.8211975097656,281.3800048828125,240.80780029296875
2023-07-17,192.7421112060547,211.8699951171875,536.2408447265625,1911.6461181640625,315.7959899902344,290.3800048828125,241.62977600097656
2023-07-18,192.48377990722656,211.57000732421875,536.8518676757812,1897.5992431640625,325.5150146484375,293.3399963378906,238.44091796875
2023-07-19,193.844970703125,208.60000610351562,537.3560791015625,1889.0079345703125,328.6806945800781,291.260009765625,239.08462524414062
2023-07-20,191.8876495361328,213.61000061035156,540.119873046875,1890.9691162109375,338.63134765625,262.8999938964844,237.3020477294922
2023-07-21,190.70529174804688,211.8000030517578,540.9926147460938,1892.080078125,339.6929931640625,260.0199890136719,236.93563842773438
2023-07-24,191.51010131835938,215.8699951171875,546.8792114257812,1850.0020751953125,346.42010498046875,269.05999755859375,238.4112091064453
2023-07-25,192.37448120117188,214.1199951171875,548.1011352539062,1857.741943359375,342.3374938964844,265.2799987792969,236.38104248046875
2023-07-26,193.2488250732422,232.8000030517578,549.0513305664062,1872.159912109375,345.0977783203125,264.3500061035156,234.80642700195312
2023-07-27,191.97705078125,233.75,544.8425903320312,1860.357177734375,342.15411376953125,255.7100067138672,232.17214965820312
2023-07-28,194.5702667236328,238.69000244140625,546.28759765625,1874.744873046875,340.91876220703125,266.44000244140625,233.469482421875
2023-07-31,195.18629455566406,238.85000610351562,543.7177124023438,1856.162353515625,343.46673583984375,267.42999267578125,235.43031311035156
2023-08-01,194.35169982910156,238.00999450683594,538.6749267578125,1871.7921142578125,345.2522888183594,261.07000732421875,237.4604949951172
2023-08-02,191.3411865234375,231.3800048828125,535.6493530273438,1839.0897216796875,338.8630065917969,254.11000061035156,235.261962890625
2023-08-03,189.9402618408203,231.36000061035156,540.8278198242188,1835.136474609375,340.8511962890625,259.32000732421875,236.4503631591797
2023-08-04,180.81930541992188,231.36000061035156,535.3486328125,1827.712890625,340.90911865234375,253.86000061035156,236.6781463623047
2023-08-07,177.69952392578125,238.25,541.5260009765625,1826.9388427734375,343.1675720214844,251.4499969482422,239.1737518310547
2023-08-08,178.6433868408203,238.0399932861328,539.3053588867188,1855.807373046875,336.1219787597656,249.6999969482422,236.97523498535156
2023-08-09,177.04376220703125,237.86000061035156,542.777099609375,1854.297607421875,330.7461242675781,242.19000244140625,237.44068908691406
2023-08-10,176.8251495361328,238.25999450683594,544.512939453125,1850.75341796875,328.535888671875,245.33999633789062,238.2840576171875
2023-08-11,176.88485717773438,235.72000122070312,545.9385375976562,1847.1243896484375,328.85443115234375,242.64999389648438,238.1649932861328
2023-08-14,178.54637145996094,236.7100067138672,544.4935302734375,1844.185791015625,325.9686279296875,239.75999450683594,241.00265502929688
2023-08-15,176.5465850830078,232.25999450683594,541.6229858398438,1826.9327392578125,320.6313781738281,232.9600067138672,237.95663452148438
2023-08-16,175.67108154296875,229.9499969482422,542.146728515625,1805.6590576171875,317.6393737792969,225.60000610351562,237.42083740234375
2023-08-17,173.11416625976562,224.5399932861328,530.5677490234375,1684.9334716796875,316.1048278808594,219.22000122070312,235.51583862304688
2023-08-18,173.60166931152344,226.64999389648438,528.46337890625,1660.945068359375,313.6051025390625,215.49000549316406,236.30960083007812
2023-08-21,174.94479370117188,227.22000122070312,526.78564453125,1667.26904296875,310.8351135253906,231.27999877929688,237.58950805664062
2023-08-22,176.3277130126953,230.07000732421875,522.0919799804688,1633.892578125,307.6791076660156,233.19000244140625,238.6908416748047
2023-08-23,180.19790649414062,228.5800018310547,524.5067138671875,1679.2744140625,311.095703125,236.86000061035156,240.4073486328125
2023-08-24,175.4820556640625,217.30999755859375,516.6076049804688,1659.944580078125,308.80828857421875,230.0399932861328,237.5994415283203
2023-08-25,177.70068359375,223.41000366210938,518.8423461914062,1652.93505859375,308.99169921875,238.58999633789062,240.6752471923828
2023-08-28,179.27264404296875,227.05999755859375,520.9603881835938,1652.4573974609375,314.6088562011719,238.82000732421875,241.9253692626953
2023-08-29,183.1826171875,227.25,527.3535766601562,1729.7257080078125,320.9595031738281,257.17999267578125,243.42359924316406
2023-08-30,186.69467163085938,228.85000610351562,526.8579711914062,1705.1121826171875,319.772216796875,256.8999938964844,244.30662536621094
2023-08-31,186.9135284423828,224.02999877929688,533.6786499023438,1645.63916015625,318.9255065917969,258.0799865722656,243.76092529296875
2023-09-01,188.49545288085938,223.39999389648438,528.7914428710938,1628.4912109375,318.62384033203125,245.00999450683594,246.17193603515625
2023-09-05,188.73422241210938,222.57000732421875,529.2577514648438,1633.62939453125,315.0716857910156,256.489990234375,243.42359924316406
2023-09-06,181.9788055419922,217.9499969482422,531.1621704101562,1632.2523193359375,312.52191162109375,251.9199981689453,244.23719787597656
2023-09-07,176.65602111816406,216.0500030517578,533.0372924804688,1647.5982666015625,313.3296813964844,251.49000549316406,245.20953369140625
2023-09-08,177.27285766601562,211.27000427246094,535.5343627929688,1636.1378173828125,316.7942199707031,248.5,245.35833740234375
2023-09-11,178.44686889648438,211.00999450683594,542.9088134765625,1551.6376953125,315.9475402832031,273.5799865722656,245.28890991210938
2023-09-12,175.4024658203125,210.64999389648438,542.9183959960938,1592.429443359375,322.030029296875,267.4800109863281,245.3682861328125
2023-09-13,173.32308959960938,208.39999389648438,543.8609008789062,1607.988525390625,326.00067138671875,271.29998779296875,245.89413452148438
2023-09-14,174.84530639648438,209.0500030517578,548.7286376953125,1626.974365234375,335.3336181640625,276.0400085449219,239.6135711669922
2023-09-15,174.11900329589844,208.11000061035156,540.5574951171875,1641.640380859375,333.3580322265625,274.3900146484375,239.1869354248047
2023-09-18,177.06393432617188,205.1199951171875,546.73681640625,1637.3470458984375,334.1170959472656,265.2799987792969,242.7489013671875
2023-09-19,178.15835571289062,204.47999572753906,548.3204956054688,1643.544677734375,332.7254638671875,266.5,241.65750122070312
2023-09-20,174.59657287597656,202.3699951171875,547.8154296875,1622.890625,327.674560546875,262.5899963378906,239.97076416015625
2023-09-21,173.04449462890625,199.9499969482422,539.3137817382812,1584.3070068359375,321.3876953125,255.6999969482422,234.76177978515625
2023-09-22,173.90013122558594,197.7100067138672,542.7241821289062,1593.268310546875,319.1007385253906,244.8800048828125,233.24374389648438
2023-09-25,175.18357849121094,198.77999877929688,542.7532348632812,1588.3228759765625,320.0252380371094,246.99000549316406,231.53717041015625
2023-09-26,171.0845489501953,195.63999938964844,537.2540283203125,1593.417236328125,315.13983154296875,244.1199951171875,227.85614013671875
2023-09-27,169.5623321533203,195.4600067138672,547.52392578125,1597.4912109375,313.3199462890625,240.5,227.7073211669922
2023-09-28,169.82101440429688,190.42999267578125,552.4789428710938,1652.8826904296875,316.4828186035156,246.3800048828125,229.85044860839844
2023-09-29,170.33837890625,191.67999267578125,548.9132080078125,1667.94384765625,314.8965148925781,250.22000122070312,228.21331787109375
2023-10-02,172.8654327392578,187.8300018310547,555.082763671875,1663.6275634765625,309.9624328613281,251.60000610351562,229.4635009765625
2023-10-03,171.5222930908203,188.9199981689453,548.990966796875,1656.6856689453125,297.9142761230469,246.52999877929688,227.02272033691406
2023-10-04,172.77590942382812,186.72999572753906,555.5589599609375,1647.838134765625,300.32781982421875,261.1600036621094,229.4138946533203
2023-10-05,174.01953125,186.2899932861328,553.3436889648438,1611.4764404296875,302.1768798828125,260.04998779296875,231.65623474121094
2023-10-06,176.58641052246094,187.3800048828125,541.6943359375,1645.83154296875,304.1037902832031,260.5299987792969,233.2040252685547
2023-10-09,178.07876586914062,188.49000549316406,543.09326171875,1579.806640625,304.23028564453125,259.6700134277344,232.60874938964844
2023-10-10,177.4818115234375,193.52999877929688,546.124755859375,1567.7130126953125,306.3323669433594,263.6199951171875,234.7518768310547
2023-10-11,178.88462829589844,196.07000732421875,549.457275390625,1566.2547607421875,304.6293029785156,262.989990234375,233.83905029296875
2023-10-12,179.7899932861328,191.3000030517578,547.7667846679688,1539.6124267578125,301.5442810058594,258.8699951171875,234.9304656982422
2023-10-13,177.93948364257812,184.91000366210938,550.7398071289062,1552.0894775390625,301.009033203125,251.1199951171875,235.81350708007812
2023-10-16,177.8101348876953,184.92999267578125,555.9864501953125,1600.5343017578125,305.9626159667969,253.9199981689453,238.1947784423828
2023-10-17,176.24813842773438,185.60000610351562,558.02685546875,1565.4395751953125,301.0673828125,254.85000610351562,239.31593322753906
2023-10-18,174.94479370117188,185.69000244140625,558.3182983398438,1563.7498779296875,293.86578369140625,242.67999267578125,235.6150665283203
2023-10-19,174.5667266845703,182.7899932861328,549.5641479492188,1567.45703125,291.1700134277344,220.11000061035156,231.983642578125
2023-10-20,171.9998779296875,180.0399932861328,537.2249145507812,1604.6668701171875,292.0069580078125,211.99000549316406,231.55702209472656
2023-10-23,172.11924743652344,181.02999877929688,536.60302734375,1765.3826904296875,291.19921875,212.0800018310547,229.72145080566406
2023-10-24,172.55699157714844,182.36000061035156,536.1658935546875,1784.4375,291.1603088378906,216.52000427246094,232.8170928955078
2023-10-25,170.22891235351562,177.72999572753906,534.3683471679688,1787.3975830078125,288.8052062988281,212.4199981689453,234.99989318847656
2023-10-26,166.04034423828125,179.08999633789062,532.0463256835938,1804.039306640625,289.02899169921875,205.75999450683594,229.47341918945312
2023-10-27,167.3635711669922,179.69000244140625,527.6061401367188,1780.0452880859375,282.1387939453125,207.3000030517578,227.4791259765625
2023-10-30,169.42303466796875,182.35000610351562,539.1195678710938,1810.088623046875,292.76605224609375,197.36000061035156,231.2593536376953
2023-10-31,169.90060424804688,186.82000732421875,536.7489013671875,1816.458984375,295.4715270996094,200.83999633789062,233.26358032226562
2023-11-01,173.0843048095703,189.3800048828125,540.9849243164062,1847.0897216796875,298.9264221191406,205.66000366210938,236.71640014648438
2023-11-02,176.66598510742188,192.00999450683594,541.1698608398438,1800.6209716796875,305.3494873046875,218.50999450683594,241.3499298095703
2023-11-03,175.7506561279297,195.0500030517578,545.96875,1832.795166015625,318.83795166015625,219.9600067138672,241.69717407226562
2023-11-06,178.31752014160156,192.9499969482422,554.6511840820312,1899.83740234375,315.2273864746094,219.27000427246094,241.58804321289062
2023-11-07,180.89434814453125,191.41000366210938,556.0626220703125,1888.124267578125,315.2663269042969,222.17999267578125,242.85806274414062
2023-11-08,181.95889282226562,191.8300018310547,552.2761840820312,1889.3223876953125,315.8599853515625,222.11000061035156,242.51998901367188
2023-11-09,181.48133850097656,193.3300018310547,548.275634765625,2120.56103515625,312.1813049316406,209.97999572753906,240.26290893554688
2023-11-10,185.6953582763672,196.64999389648438,561.7569580078125,2078.289794921875,316.7845153808594,214.64999389648438,243.8523406982422
2023-11-13,184.10140991210938,204.5399932861328,562.8373413085938,2055.265380859375,318.14697265625,223.7100067138672,243.27565002441406
2023-11-14,186.73141479492188,207.47000122070312,575.0726928710938,1979.0526123046875,329.64044189453125,237.41000366210938,245.53271484375
2023-11-15,187.29925537109375,208.7100067138672,580.8936157226562,2060.408447265625,328.5504455566406,242.83999633789062,246.69602966308594
2023-11-16,188.9928436279297,206.60000610351562,563.1780395507812,1960.881591796875,327.6453857421875,233.58999633789062,247.15341186523438
2023-11-17,188.97291564941406,208.0399932861328,561.7861328125,1961.28076171875,330.0978088378906,234.3000030517578,248.13778686523438
