Date,JNJ,KO,MMM,MSFT,PEP,PG,WMT
2021-03-09,143.024658203125,45.389957427978516,130.12184143066406,226.94979858398438,119.83320617675781,115.64927673339844,40.61482620239258
2021-03-10,144.3397216796875,45.90757369995117,132.51339721679688,225.6295166015625,121.03831481933594,116.71245574951172,41.65154266357422
2021-03-11,144.33065795898438,45.40781021118164,132.55648803710938,230.20191955566406,120.7121353149414,116.31834411621094,41.63578796386719
2021-03-12,144.74781799316406,45.31781005859375,132.80784606933594,228.8622283935547,120.54904174804688,117.44569396972656,42.26287078857422
2021-03-15,145.49151611328125,45.92072677612305,136.08282470703125,227.94967651367188,120.53997039794922,117.83064270019531,42.045440673828125
2021-03-16,146.35308837890625,46.091712951660156,134.19395446777344,230.76498413085938,121.4279556274414,118.17892456054688,42.03282165527344
2021-03-17,145.80894470214844,46.10971450805664,135.23533630371094,230.11456298828125,121.0745620727539,117.70232391357422,41.68305587768555
2021-03-18,145.536865234375,45.50679016113281,137.17446899414062,223.9792022705078,120.08692169189453,117.95894622802734,41.138797760009766
2021-03-19,145.14686584472656,45.7227668762207,135.52980041503906,223.62001037597656,121.87196350097656,117.32654571533203,41.68621826171875
2021-03-22,145.56407165527344,45.89372634887695,136.0756378173828,229.09523010253906,124.86214447021484,119.31543731689453,41.88557052612305
2021-03-23,145.4280242919922,46.24468994140625,135.2568817138672,230.63877868652344,126.36626434326172,121.53347778320312,42.38235855102539
2021-03-24,146.84286499023438,46.361671447753906,136.95181274414062,228.58071899414062,125.77729797363281,121.49681091308594,42.11973190307617
2021-03-25,146.8972930908203,46.81161117553711,138.68264770507812,225.55186462402344,126.52031707763672,122.34001159667969,42.404510498046875
2021-03-26,149.58180236816406,47.729488372802734,139.96102905273438,229.57090759277344,129.30206298828125,124.14561462402344,42.758907318115234
2021-03-29,150.58851623535156,48.4583854675293,140.57870483398438,228.36715698242188,131.2139434814453,126.08866882324219,43.246212005615234
2021-03-30,149.65435791015625,47.82847595214844,139.78868103027344,225.076171875,129.15708923339844,124.14561462402344,42.95193099975586
2021-03-31,149.0557861328125,47.432525634765625,138.3810272216797,228.88165283203125,128.16943359375,124.12727355957031,42.980411529541016
2021-04-01,147.67724609375,47.25254821777344,138.39541625976562,235.26943969726562,128.01541137695312,123.0732650756836,42.913963317871094
2021-04-05,148.22140502929688,47.522518157958984,140.0256805419922,241.79310607910156,129.7188720703125,125.06216430664062,44.11955261230469
2021-04-06,148.1851348876953,47.86446762084961,139.9322967529297,240.61842346191406,130.1809844970703,125.10799407958984,44.33155822753906
2021-04-07,148.38467407226562,47.94546127319336,140.0113067626953,242.59881591796875,129.9453887939453,125.32796478271484,44.23663330078125
2021-04-08,147.80422973632812,47.801483154296875,140.56436157226562,245.85093688964844,129.15708923339844,125.8045654296875,44.20814895629883
2021-04-09,146.2442626953125,47.85546875,142.2017822265625,248.375,129.18429565429688,124.98883819580078,44.23030090332031
2021-04-12,146.5979766845703,48.00844955444336,142.07968139648438,248.43325805664062,129.59202575683594,125.49293518066406,44.23663330078125
2021-04-13,144.6389923095703,47.77448272705078,141.10296630859375,250.9378662109375,129.61920166015625,123.83396911621094,44.10057067871094
2021-04-14,145.0380401611328,47.76548767089844,141.3040771484375,248.12258911132812,128.76748657226562,124.28311157226562,44.08474349975586
2021-04-15,145.46429443359375,47.990455627441406,141.8283233642578,251.91836547851562,128.9486541748047,125.78623962402344,44.35054397583008
2021-04-16,147.1421356201172,48.3054084777832,142.6183319091797,253.12213134765625,130.62498474121094,125.79537963867188,44.49293518066406
2021-04-19,147.55027770996094,48.593379974365234,142.62551879882812,251.18055725097656,131.1596221923828,125.20880889892578,44.20814895629883
2021-04-20,150.98756408691406,48.74635314941406,142.417236328125,250.71456909179688,132.02944946289062,126.2536849975586,44.549896240234375
2021-04-21,151.0873260498047,49.142295837402344,144.27017211914062,252.96678161621094,133.1802520751953,125.4288101196289,44.67962646484375
2021-04-22,149.8085479736328,48.98929977416992,144.2845458984375,249.65643310546875,132.35565185546875,124.18353271484375,44.19550323486328
2021-04-23,150.11692810058594,49.01630783081055,145.21820068359375,253.52017211914062,132.13816833496094,123.54708099365234,44.26826477050781
2021-04-26,148.84719848632812,48.28740310668945,143.37246704101562,253.90841674804688,129.90013122558594,121.07500457763672,43.638580322265625
2021-04-27,147.99464416503906,48.215423583984375,139.65223693847656,254.31617736816406,129.4742431640625,121.00121307373047,43.78730392456055
2021-04-28,146.90634155273438,48.22441482543945,140.7151336669922,247.12271118164062,128.51373291015625,121.20414733886719,43.63224792480469
2021-04-29,148.91973876953125,48.82733917236328,142.95590209960938,245.1326141357422,130.42567443847656,122.22802734375,44.182830810546875
2021-04-30,147.5865478515625,48.575374603271484,141.5841522216797,244.81222534179688,130.62498474121094,123.06741333007812,44.27143859863281
2021-05-03,149.83575439453125,49.02531051635742,142.639892578125,244.50160217285156,132.10194396972656,124.52482604980469,44.970741271972656
2021-05-04,152.1575469970703,48.719356536865234,143.1929168701172,240.5504913330078,130.4437713623047,124.10049438476562,44.52773666381836
2021-05-05,151.522705078125,48.593379974365234,144.67237854003906,239.26904296875,130.3803253173828,123.10431671142578,44.489776611328125
2021-05-06,152.1303253173828,49.07929992675781,145.3690185546875,242.43377685546875,131.89353942871094,124.65397644042969,44.80744171142578
2021-05-07,152.819580078125,49.052303314208984,145.84303283691406,245.0840606689453,131.89353942871094,124.66316986083984,44.53742218017578
2021-05-10,154.42491149902344,49.41225814819336,148.90252685546875,239.95831298828125,132.94461059570312,126.98763275146484,44.734371185302734
2021-05-11,153.1642303466797,48.88132858276367,146.30984497070312,239.03607177734375,131.97509765625,126.36040496826172,44.330936431884766
2021-05-12,152.54750061035156,48.629371643066406,142.8266143798828,232.0172882080078,130.6884002685547,125.02289581298828,43.184139251708984
2021-05-13,154.14370727539062,49.052303314208984,146.08718872070312,235.92955017089844,132.62747192382812,127.03376007080078,43.91478729248047
2021-05-14,154.37954711914062,49.250282287597656,146.78384399414062,240.89996337890625,132.8268280029297,127.30125427246094,44.321407318115234
2021-05-17,154.5337371826172,49.169288635253906,147.30813598632812,238.0167236328125,132.44627380371094,127.04296112060547,44.121273040771484
2021-05-18,154.58811950683594,48.899322509765625,145.81427001953125,235.97811889648438,131.84823608398438,125.7424087524414,45.08063888549805
2021-05-19,154.25257873535156,48.74635314941406,145.50546264648438,236.56192016601562,131.77574157714844,126.00067901611328,45.08381652832031
2021-05-20,155.1504364013672,49.17829513549805,145.88893127441406,239.8312530517578,133.40675354003906,127.29203796386719,45.24264907836914
2021-05-21,155.0507049560547,49.15129089355469,146.04086303710938,238.55662536621094,133.28897094726562,127.29203796386719,45.029815673828125
2021-05-24,155.6438751220703,49.313270568847656,146.58346557617188,244.01524353027344,133.96856689453125,127.25511932373047,45.03299331665039
2021-05-25,155.21493530273438,49.30427551269531,145.9322967529297,244.92990112304688,134.3762969970703,127.68867492675781,45.21723556518555
2021-05-26,154.293212890625,49.52023696899414,145.83828735351562,244.7061309814453,134.3762969970703,127.4027099609375,45.16323471069336
2021-05-27,154.05592346191406,49.93418884277344,147.0392303466797,242.58493041992188,132.7543487548828,124.50637817382812,45.0107536315918
2021-05-28,154.4574737548828,49.75421142578125,146.89454650878906,242.9449462890625,134.05006408691406,124.38646697998047,45.11876678466797
2021-06-01,151.06259155273438,49.745208740234375,147.0103302001953,240.72642517089844,133.76922607421875,122.56932830810547,45.001220703125
2021-06-02,151.67404174804688,49.94318771362305,147.07542419433594,240.62916564941406,134.30380249023438,123.10431671142578,44.902748107910156
2021-06-03,151.52801513671875,50.06916809082031,147.350341796875,239.08201599121094,134.7830047607422,125.30888366699219,44.982154846191406
2021-06-04,151.4641571044922,50.609092712402344,149.07223510742188,244.0250244140625,134.93814086914062,125.40111541748047,45.06157684326172
2021-06-07,150.4329071044922,50.42912673950195,147.3937225341797,246.9635467529297,134.85601806640625,125.83460998535156,44.759788513183594
2021-06-08,149.10963439941406,50.07816696166992,147.29248046875,245.7570037841797,133.596435546875,124.37724304199219,44.419883728027344
2021-06-09,151.1173553466797,49.92518997192383,146.677490234375,246.74945068359375,133.3499755859375,124.33111572265625,44.1816291809082
2021-06-10,152.4771270751953,50.312137603759766,146.9596710205078,250.301025390625,134.7191162109375,125.25350189208984,44.435760498046875
2021-06-11,150.54241943359375,50.5370979309082,146.72811889648438,250.9335174560547,134.80125427246094,124.39568328857422,44.712135314941406
2021-06-14,150.9165802001953,50.36484146118164,145.67909240722656,252.87957763671875,135.6044464111328,124.44178771972656,44.65177917480469
2021-06-15,150.113525390625,50.23790740966797,145.13648986816406,251.39080810546875,135.6135711669922,124.20196533203125,44.47389221191406
2021-06-16,150.05874633789062,49.566978454589844,142.45962524414062,250.43724060058594,134.2627410888672,122.47706604003906,43.56853103637695
2021-06-17,150.77972412109375,49.82085037231445,141.17910766601562,253.86227416992188,135.5587921142578,123.59318542480469,43.74959182739258
2021-06-18,147.82286071777344,48.75098419189453,138.6179656982422,252.4319305419922,132.72935485839844,121.78527069091797,42.939537048339844
2021-06-21,149.5203094482422,49.285911560058594,141.229736328125,255.54562377929688,133.7698516845703,122.74458312988281,43.33028030395508
2021-06-22,149.31954956054688,49.467254638671875,141.17910766601562,258.34796142578125,133.97067260742188,122.79070281982422,43.5304069519043
2021-06-23,148.4160614013672,49.06832504272461,139.1678009033203,258.1144104003906,132.20907592773438,122.61542510986328,43.190494537353516
2021-06-24,149.0913848876953,49.31311798095703,139.81898498535156,259.49615478515625,132.95753479003906,122.69847869873047,43.49228286743164
2021-06-25,149.85797119140625,49.24964904785156,140.8969268798828,257.8711853027344,133.63294982910156,124.4510269165039,44.00690841674805
2021-06-28,149.68458557128906,49.195255279541016,142.16302490234375,261.4713439941406,134.20797729492188,124.81999206542969,43.87031173706055
2021-06-29,149.69371032714844,48.83259582519531,141.822998046875,264.0791320800781,134.11668395996094,123.97138214111328,43.61616897583008
2021-06-30,150.3416290283203,49.05925750732422,143.70401000976562,263.5925598144531,135.23934936523438,124.4602279663086,44.79791259765625
2021-07-01,151.4550323486328,48.923255920410156,144.03684997558594,264.2737121582031,135.2667236328125,124.74618530273438,44.257869720458984
2021-07-02,154.21107482910156,49.122718811035156,144.6156005859375,270.1605224609375,135.914794921875,125.35498046875,44.50883102416992
2021-07-06,153.28932189941406,48.8507194519043,142.4451904296875,270.17022705078125,136.11557006835938,125.42877960205078,44.454833984375
2021-07-07,154.6034698486328,49.24964904785156,144.59390258789062,272.37896728515625,136.71798706054688,126.36962890625,44.38175964355469
2021-07-08,154.3023681640625,49.077388763427734,143.4435272216797,269.9366760253906,136.78184509277344,126.35118103027344,44.34364318847656
2021-07-09,154.91378784179688,49.37657928466797,145.41864013671875,270.442626953125,136.43502807617188,126.39729309082031,44.569190979003906
2021-07-12,154.66737365722656,49.39471435546875,144.6807098388672,269.8393859863281,136.46240234375,126.49876403808594,44.489776611328125
2021-07-13,154.47573852539062,49.88431167602539,144.40579223632812,273.40069580078125,139.61134338378906,126.34196472167969,44.65814208984375
2021-07-14,155.5252227783203,51.00856399536133,146.74264526367188,274.8893737792969,141.05345153808594,127.27356719970703,44.966278076171875
2021-07-15,153.6543731689453,51.1717643737793,146.56900024414062,273.4493103027344,141.7014923095703,128.36204528808594,45.001220703125
2021-07-16,153.40798950195312,51.135498046875,144.23936462402344,273.17681884765625,142.22174072265625,129.60726928710938,44.969459533691406
2021-07-19,152.29466247558594,50.52803039550781,142.9298858642578,269.5376892089844,142.20350646972656,129.54270935058594,44.864627838134766
2021-07-20,153.72740173339844,50.61870193481445,145.28842163085938,271.7854309082031,142.22174072265625,128.85089111328125,45.067928314208984
2021-07-21,154.67649841308594,51.27149963378906,145.2522430419922,273.8092956542969,141.69235229492188,128.39891052246094,44.84556579589844
2021-07-22,155.12367248535156,51.198970794677734,144.02235412597656,278.42144775390625,141.64671325683594,127.90697479248047,44.8773307800293
2021-07-23,156.77548217773438,51.68856430053711,145.04966735839844,281.8562927246094,143.4630584716797,129.7541046142578,45.245826721191406
2021-07-26,156.84848022460938,51.733890533447266,145.90338134765625,281.2529296875,143.3626708984375,130.20892333984375,45.309364318847656
2021-07-27,157.56947326660156,51.915225982666016,145.03518676757812,278.8106689453125,144.15673828125,130.73802185058594,45.31252670288086
2021-07-28,157.1313934326172,51.44376754760742,143.45083618164062,278.49932861328125,142.83326721191406,128.7980499267578,45.1282844543457
2021-07-29,157.1313934326172,51.72481918334961,143.37123107910156,278.7717590332031,143.12535095214844,129.46636962890625,45.18546676635742
2021-07-30,157.149658203125,51.706687927246094,143.204833984375,277.2246398925781,143.2531280517578,132.01893615722656,45.2839469909668
2021-08-02,157.21353149414062,51.570701599121094,142.9009552001953,277.1370849609375,142.67813110351562,131.69406127929688,45.17911148071289
2021-08-03,159.1482391357422,51.606964111328125,145.4403533935547,279.375,142.99757385253906,133.61544799804688,45.68738555908203
2021-08-04,158.20826721191406,50.86349868774414,142.90821838378906,278.78143310546875,140.606201171875,132.20455932617188,45.376068115234375
2021-08-05,158.50938415527344,51.226165771484375,143.10354614257812,281.71026611328125,140.843505859375,132.26956176757812,46.21790313720703
2021-08-06,157.98011779785156,51.35308837890625,143.34228515625,281.6518859863281,140.8617706298828,131.25779724121094,46.13530731201172
2021-08-09,158.52769470214844,51.362159729003906,142.83584594726562,280.55230712890625,140.88006591796875,131.97250366210938,46.246490478515625
2021-08-10,158.5824432373047,51.49816131591797,144.15255737304688,278.71337890625,140.95303344726562,132.05604553222656,47.23127365112305
2021-08-11,158.60980224609375,51.4346923828125,145.83103942871094,279.2096252441406,141.5098114013672,132.38095092773438,47.653770446777344
2021-08-12,159.887451171875,51.534423828125,145.72976684570312,281.9924621582031,141.53721618652344,132.68724060058594,47.52622985839844
2021-08-13,160.84567260742188,51.888023376464844,145.1148223876953,284.95050048828125,142.86065673828125,133.3277130126953,47.67608642578125
2021-08-16,162.2967071533203,52.11468505859375,146.37364196777344,286.65325927734375,144.25714111328125,134.25592041015625,48.0650749206543
2021-08-17,163.78424072265625,51.93335723876953,144.36959838867188,285.1742858886719,144.1201934814453,134.4786834716797,48.04913330078125
2021-08-18,161.70347595214844,51.226165771484375,142.1702423095703,283.42926025390625,142.64157104492188,133.01211547851562,47.53898620605469
2021-08-19,162.96292114257812,51.55256271362305,141.3382568359375,289.3175048828125,145.04209899902344,134.58078002929688,47.86101531982422
2021-08-20,163.75686645507812,51.35308837890625,141.54237365722656,296.7169189453125,144.5309600830078,134.67359924316406,48.28826141357422
2021-08-23,163.05001831054688,51.1717643737793,141.9214630126953,296.99957275390625,144.07460021972656,133.98675537109375,47.969425201416016
2021-08-24,161.01197814941406,50.781898498535156,141.97247314453125,295.0205993652344,142.28564453125,132.90072631835938,47.475223541259766
2021-08-25,159.94708251953125,50.83631134033203,141.673583984375,294.4259033203125,141.6558380126953,132.42733764648438,47.49435806274414
2021-08-26,159.0933074951172,50.355777740478516,142.3880157470703,291.5792541503906,141.13558959960938,132.19529724121094,46.981021881103516
2021-08-27,158.75363159179688,50.45550537109375,142.19117736816406,292.19342041015625,141.41851806640625,132.0931854248047,46.71638870239258
2021-08-30,159.42376708984375,50.93603515625,143.00767517089844,295.9662780761719,142.3860626220703,132.6686553955078,47.09261703491211
2021-08-31,158.93724060058594,51.05390930175781,141.96517944335938,294.29925537109375,142.74200439453125,132.16744995117188,47.220157623291016
2021-09-01,159.49722290039062,51.39842987060547,141.01751708984375,294.25048828125,144.12936401367188,133.51333618164062,47.118125915527344
2021-09-02,160.58969116210938,51.47097396850586,142.07452392578125,293.5875549316406,144.23504638671875,133.61544799804688,47.36681365966797
2021-09-03,160.690673828125,51.4346923828125,141.7100372314453,293.5777893066406,144.3636932373047,133.70828247070312,47.58681106567383
2021-09-07,158.1936492919922,50.47364044189453,135.28756713867188,292.6418762207031,142.01107788085938,133.20706176757812,46.95550537109375
2021-09-08,157.80809020996094,51.15363311767578,136.97154235839844,292.6711120605469,144.02366638183594,134.21881103515625,47.01609420776367
2021-09-09,154.29205322265625,50.645904541015625,135.4114990234375,289.78546142578125,143.11387634277344,133.652587890625,46.68449401855469
2021-09-10,153.2822265625,50.41924285888672,134.53668212890625,288.28411865234375,142.86575317382812,133.78253173828125,46.51552200317383
2021-09-13,152.20811462402344,50.83631134033203,135.03245544433594,289.531982421875,143.1414337158203,135.2212371826172,46.25087356567383
2021-09-14,151.2901153564453,50.872840881347656,132.98394775390625,292.26177978515625,142.5808563232422,134.9891815185547,46.00855255126953
2021-09-15,151.8592987060547,51.046409606933594,134.27426147460938,297.1653747558594,143.38040161132812,134.70143127441406,46.0882682800293
2021-09-16,151.67567443847656,50.56224822998047,133.1588897705078,297.55535888671875,142.95762634277344,133.7639617919922,46.24131393432617
2021-09-17,151.2442169189453,49.730953216552734,132.3059844970703,292.3396301269531,141.64349365234375,133.9774169921875,46.14565658569336
2021-09-20,150.3812713623047,49.38384246826172,131.60614013671875,286.9095764160156,141.16561889648438,132.63156127929688,45.51116943359375
2021-09-21,151.04226684570312,49.37470626831055,130.0679473876953,287.3970031738281,141.1012725830078,132.8357696533203,45.60043716430664
2021-09-22,150.49142456054688,49.447784423828125,131.10311889648438,291.0821228027344,141.53318786621094,133.29058837890625,45.49522018432617
2021-09-23,151.34518432617188,49.365570068359375,132.3351287841797,292.0374450683594,141.64349365234375,133.83822631835938,45.52073287963867
2021-09-24,150.88619995117188,49.22854232788086,131.97792053222656,291.8327331542969,141.7078094482422,133.24417114257812,45.64826583862305
2021-09-27,149.79376220703125,48.97276306152344,132.52467346191406,286.7828369140625,140.3477325439453,131.4898681640625,45.35493469238281
2021-09-28,149.46324157714844,48.08666229248047,131.2561798095703,276.4002685546875,138.81301879882812,130.49668884277344,44.796966552734375
2021-09-29,150.57406616210938,48.37898254394531,131.86126708984375,276.86822509765625,139.9617462158203,131.823974609375,44.77783203125
2021-09-30,148.2606201171875,47.93136978149414,127.88094329833984,274.8404846191406,138.22486877441406,129.7633819580078,44.43986129760742
2021-10-01,147.31509399414062,48.43379211425781,128.7994842529297,281.8401794433594,138.72108459472656,129.55917358398438,43.696964263916016
2021-10-04,146.1675262451172,48.40639114379883,128.33290100097656,276.00054931640625,138.0318603515625,128.82589721679688,43.276100158691406
2021-10-05,146.498046875,48.48861312866211,129.67428588867188,281.50872802734375,138.84979248046875,129.3271484375,43.55986785888672
2021-10-06,146.80099487304688,49.064109802246094,130.0533447265625,285.7494201660156,142.40625,131.05360412597656,43.87871170043945
2021-10-07,148.11373901367188,49.21940231323242,129.615966796875,287.44573974609375,143.72039794921875,132.10247802734375,44.39522933959961
2021-10-08,147.73736572265625,49.43864822387695,128.99630737304688,287.44573974609375,143.38958740234375,131.5548553466797,44.529144287109375
2021-10-11,147.11309814453125,49.539127349853516,128.50787353515625,286.84130859375,143.5825653076172,132.10247802734375,44.487693786621094
2021-10-12,144.76300048828125,49.539127349853516,127.96112823486328,285.5252380371094,144.21665954589844,131.9075469970703,44.43986129760742
2021-10-13,146.14918518066406,49.54825973510742,129.1566925048828,288.86907958984375,145.19078063964844,132.2138671875,44.117835998535156
2021-10-14,146.98458862304688,49.88626480102539,131.45303344726562,295.1473083496094,146.35791015625,133.70828247070312,44.59610366821289
2021-10-15,148.0770721435547,49.76750564575195,132.63400268554688,296.57061767578125,145.94436645507812,134.0517120361328,44.81291198730469
2021-10-18,146.99378967285156,49.27421951293945,132.47364807128906,299.5733337402344,145.2826690673828,132.12100219726562,45.17319869995117
2021-10-19,150.43637084960938,49.466060638427734,132.9037322998047,300.4897155761719,147.1298370361328,130.56166076660156,46.13290786743164
2021-10-20,150.3537139892578,49.90453338623047,132.98394775390625,299.6903076171875,148.24180603027344,131.07215881347656,46.550575256347656
2021-10-21,150.0048828125,49.648746490478516,132.76522827148438,302.9562072753906,146.28436279296875,130.12887573242188,46.80885314941406
2021-10-22,150.29861450195312,49.74010467529297,131.8029327392578,301.39642333984375,147.0103759765625,131.52980041503906,47.29666519165039
2021-10-25,150.62913513183594,49.539127349853516,132.96934509277344,300.3922424316406,146.32115173339844,131.5484619140625,47.84507369995117
2021-10-26,152.16221618652344,49.758365631103516,132.79440307617188,302.3225402832031,148.11317443847656,133.41641235351562,47.427391052246094
2021-10-27,150.3170166015625,50.71754837036133,129.93670654296875,315.0545654296875,147.59852600097656,132.46377563476562,47.03840255737305
2021-10-28,149.49998474121094,51.19257354736328,131.12496948242188,316.2049560546875,148.5266876220703,133.25762939453125,47.33173751831055
2021-10-29,149.52752685546875,51.49402618408203,130.2574920654297,323.2923583984375,148.5083770751953,133.54714965820312,47.641014099121094
2021-11-01,149.65603637695312,51.311317443847656,130.91357421875,321.0989074707031,148.19583129882812,133.22027587890625,47.75898742675781
2021-11-02,152.0153350830078,51.247371673583984,132.6558837890625,324.7644958496094,149.5559844970703,134.54647827148438,47.73666000366211
2021-11-03,151.52879333496094,51.42094421386719,132.84542846679688,325.6126403808594,150.98959350585938,135.47113037109375,47.883331298828125
2021-11-04,151.1065216064453,51.704124450683594,131.66441345214844,327.9913635253906,150.99879455566406,135.72329711914062,48.23405456542969
2021-11-05,150.0324249267578,51.923362731933594,132.53195190429688,327.62091064453125,152.55186462402344,136.39573669433594,47.8992805480957
2021-11-08,149.51832580566406,51.45749282836914,132.34239196777344,328.5274963378906,149.27110290527344,135.3777313232422,47.59318923950195
2021-11-09,149.18783569335938,51.60364532470703,132.18931579589844,327.5136413574219,150.2635955810547,135.78866577148438,47.75898742675781
2021-11-10,150.80357360839844,51.81374740600586,132.98394775390625,322.492919921875,150.7506561279297,137.12425231933594,47.32855987548828
2021-11-11,149.69276428222656,51.8320198059082,131.3728485107422,324.0820007324219,149.5100555419922,136.73196411132812,47.34769058227539
2021-11-12,151.48289489746094,51.71326446533203,133.88787841796875,328.2643127441406,149.47325134277344,136.8813934326172,47.11174392700195
2021-11-15,150.11505126953125,51.72239303588867,133.63275146484375,327.6306457519531,150.5301055908203,137.66592407226562,46.84072494506836
2021-11-16,149.33473205566406,51.356998443603516,133.67648315429688,330.98431396484375,150.0797882080078,137.4698028564453,45.64826583862305
2021-11-17,149.89474487304688,51.07381057739258,133.65463256835938,331.20892333984375,150.1349639892578,137.3857421875,45.25609588623047
