Date,CAT,CVX,KO,PEP,SLB,WMT,XOM
2022-01-03,195.76092529296875,107.27003479003906,54.590667724609375,160.0406036376953,30.099124908447266,46.30584716796875,57.61800003051758
2022-01-04,206.2393341064453,109.22187042236328,55.50204086303711,160.2718963623047,31.560428619384766,45.45751953125,59.785255432128906
2022-01-05,207.8186798095703,109.93244171142578,55.96233367919922,160.81776428222656,31.560428619384766,46.0721549987793,60.52882766723633
2022-01-06,209.93704223632812,110.8678970336914,55.66773986816406,160.8547821044922,32.310062408447266,45.94410705566406,61.95249938964844
2022-01-07,212.017578125,112.45994567871094,55.53886795043945,161.05831909179688,33.239986419677734,46.38267517089844,62.46030044555664
2022-01-10,209.6060791015625,112.53190612792969,55.630924224853516,161.1415557861328,33.32538986206055,46.29304504394531,62.088523864746094
2022-01-11,208.00779724121094,115.1043701171875,55.64932632446289,161.0675811767578,34.61588668823242,46.16179275512695,64.70010375976562
2022-01-12,210.32476806640625,114.52872467041016,55.7321891784668,160.89178466796875,34.58742141723633,45.91849899291992,64.5096664428711
2022-01-13,214.6750030517578,114.05199432373047,56.063602447509766,161.1508331298828,34.32172775268555,46.5683479309082,64.04720306396484
2022-01-14,216.50967407226562,115.99484252929688,56.51468276977539,162.50161743164062,35.877933502197266,46.437095642089844,65.17164611816406
2022-01-18,217.38917541503906,116.37261199951172,56.063602447509766,160.94729614257812,35.621726989746094,45.623985290527344,66.26887512207031
2022-01-19,210.64210510253906,115.94985961914062,56.15565872192383,162.10379028320312,35.20420837402344,46.07855224609375,66.29607391357422
2022-01-20,205.8621368408203,115.5361099243164,55.92551040649414,160.9287872314453,35.156768798828125,45.20782470703125,66.44115447998047
2022-01-21,203.44837951660156,114.15093231201172,55.64932632446289,161.18783569335938,34.50202941894531,44.87810134887695,65.44367980957031
2022-01-24,203.6764373779297,114.393798828125,55.19824981689453,160.3644256591797,34.72975158691406,44.88129425048828,66.00589752197266
2022-01-25,203.65745544433594,119.2598876953125,55.06937026977539,158.52330017089844,36.8078498840332,43.904930114746094,67.94644165039062
2022-01-26,203.638427734375,119.34983825683594,54.8668327331543,156.84864807128906,37.766239166259766,43.45675277709961,67.25727844238281
2022-01-27,201.6238250732422,121.76039123535156,54.91286849975586,156.70065307617188,36.87427520751953,43.48556137084961,68.11872863769531
2022-01-28,191.1610870361328,117.47893524169922,56.00835418701172,159.75381469726562,37.652374267578125,44.02336883544922,68.26382446289062
2022-01-31,191.5412139892578,118.12654876708984,56.164859771728516,160.54022216796875,37.07353973388672,44.75645446777344,68.88044738769531
2022-02-01,195.14280700683594,121.23870849609375,55.7505989074707,159.44847106933594,37.500553131103516,45.108585357666016,73.29655456542969
2022-02-02,194.75320434570312,121.79640197753906,56.32136154174805,162.34434509277344,37.244346618652344,45.08937454223633,73.10612487792969
2022-02-03,190.619384765625,120.7080078125,56.71721649169922,162.25181579589844,36.608585357666016,45.13420104980469,72.25373077392578
2022-02-04,188.5477752685547,122.21913146972656,56.118831634521484,159.58724975585938,36.54215621948242,44.60279083251953,73.82249450683594
2022-02-07,189.88766479492188,124.62067413330078,56.70800018310547,158.95811462402344,38.212223052978516,44.164222717285156,74.7111587524414
2022-02-08,191.48419189453125,122.72282409667969,57.076236724853516,159.1523895263672,37.02716064453125,44.173828125,72.77967834472656
2022-02-09,193.4797821044922,123.93708038330078,56.19247817993164,159.07839965820312,37.50308609008789,44.07779312133789,72.43128204345703
2022-02-10,192.9761505126953,122.363037109375,56.50547790527344,155.7754364013672,37.28416442871094,43.5623893737793,71.7344741821289
2022-02-11,191.23712158203125,124.85455322265625,55.50204086303711,155.9697265625,38.66435241699219,43.32229995727539,73.5406723022461
2022-02-14,189.95420837402344,122.9296875,55.8610725402832,154.23033142089844,37.407901763916016,42.88052749633789,72.41294860839844
2022-02-15,193.29925537109375,122.0298843383789,56.07280349731445,153.5457305908203,38.15987014770508,43.01498031616211,71.50526428222656
2022-02-16,193.51780700683594,122.06625366210938,56.063602447509766,153.86029052734375,39.682838439941406,42.74607467651367,71.83531188964844
2022-02-17,185.06021118164062,121.43910217285156,57.186702728271484,154.27662658691406,39.13075637817383,44.458736419677734,71.72528839111328
2022-02-18,182.40887451171875,121.26640319824219,57.573360443115234,155.16477966308594,38.27409744262695,44.173828125,70.92764282226562
2022-02-22,181.70565795898438,120.33930206298828,57.33400344848633,155.75694274902344,37.64586639404297,43.68083953857422,70.10247802734375
2022-02-23,177.39132690429688,123.20237731933594,56.69879913330078,154.22109985351562,37.82672119140625,43.232666015625,70.3866958618164
2022-02-24,175.50973510742188,122.56615447998047,55.704566955566406,151.53802490234375,36.47508239746094,43.06619644165039,69.49735260009766
2022-02-25,177.76193237304688,127.59239196777344,57.85873031616211,155.78469848632812,37.55068588256836,43.658424377441406,71.36772918701172
2022-02-28,178.256103515625,130.88265991210938,57.29718017578125,151.4917755126953,37.350799560546875,43.267879486083984,71.89950561523438
2022-03-01,173.74220275878906,136.0815887451172,57.04862976074219,150.13172912597656,35.856380462646484,43.53357696533203,72.58714294433594
2022-03-02,183.0360870361328,140.09893798828125,57.47209167480469,152.2134246826172,37.350799560546875,43.58799362182617,73.83404541015625
