Date,AAPL,CAT,KO,LMT,PEP
2022-03-29,176.49403381347656,210.0529022216797,57.661563873291016,409.4746398925781,156.63233947753906
2022-03-30,175.32046508789062,211.99151611328125,57.70794677734375,417.7174987792969,156.4181671142578
2022-03-31,172.20399475097656,211.74444580078125,57.513145446777344,413.45562744140625,155.87802124023438
2022-04-01,171.9081268310547,208.84608459472656,58.320186614990234,417.74566650390625,158.094482421875
2022-04-04,175.981201171875,209.83436584472656,58.01407241821289,415.9003601074219,157.68472290039062
2022-04-05,172.6477813720703,205.28244018554688,57.949134826660156,418.92584228515625,157.8523712158203
2022-04-06,169.46231079101562,205.4630126953125,58.533538818359375,425.8011169433594,160.54373168945312
2022-04-07,169.7680206298828,205.1684112548828,58.848934173583984,436.0392150878906,160.6927490234375
2022-04-08,167.74627685546875,206.24224853515625,59.21070861816406,432.3017883300781,161.23289489746094
2022-04-11,163.466064453125,205.31097412109375,59.19216537475586,434.8589782714844,160.73931884765625
2022-04-12,165.3497772216797,205.92864990234375,59.887882232666016,437.9500732421875,161.39120483398438
2022-04-13,168.05198669433594,207.4206085205078,60.045589447021484,439.4862365722656,161.11183166503906
2022-04-14,163.0124053955078,216.48641967773438,60.31459045410156,438.0531005859375,160.08740234375
2022-04-18,162.79542541503906,218.4915313720703,59.776573181152344,437.8470458984375,158.70912170410156
2022-04-19,165.0933074951172,220.6201934814453,60.36098098754883,430.7843322753906,161.01869201660156
2022-04-20,164.9256591796875,223.39505004882812,61.186561584472656,425.1360778808594,163.412109375
2022-04-21,164.12684631347656,221.0098419189453,61.41847229003906,411.71331787109375,162.8253631591797
2022-04-22,159.5606231689453,206.53427124023438,60.527950286865234,417.567626953125,160.32025146484375
2022-04-25,160.6356201171875,206.9162139892578,61.16801452636719,414.851318359375,161.8009796142578
2022-04-26,154.639404296875,200.80517578125,60.34242248535156,417.8486328125,161.39120483398438
2022-04-27,154.41258239746094,204.29991149902344,60.81550979614258,416.8089294433594,162.834716796875
2022-04-28,161.38514709472656,202.84854125976562,61.39992141723633,413.7459411621094,165.30259704589844
2022-04-29,155.47767639160156,201.03431701660156,59.93426513671875,404.7630920410156,159.91050720214844
2022-05-02,155.78341674804688,202.49525451660156,58.848934173583984,403.5360107421875,156.23190307617188
2022-05-03,157.28245544433594,203.97528076171875,58.51499557495117,407.2452697753906,156.44610595703125
2022-05-04,163.7323455810547,212.540283203125,60.32386779785156,417.52081298828125,161.91275024414062
2022-05-05,154.60983276367188,206.1809539794922,59.84149932861328,415.09478759765625,158.68116760253906
2022-05-06,155.34068298339844,204.95877075195312,60.05485534667969,420.97723388671875,158.69981384277344
2022-05-09,150.18504333496094,196.97621154785156,59.93426513671875,411.0576477050781,159.9011688232422
2022-05-10,152.60484313964844,193.82521057128906,59.377689361572266,411.3293151855469,159.7056121826172
2022-05-11,144.693603515625,195.94497680664062,59.655975341796875,412.52825927734375,158.93263244628906
2022-05-12,140.8021697998047,193.86338806152344,59.84149932861328,407.07672119140625,158.6904754638672
2022-05-13,145.2960662841797,195.10472106933594,60.96393585205078,407.6200256347656,161.7823486328125
2022-05-16,143.74542236328125,197.83560180664062,61.186561584472656,409.84930419921875,163.412109375
2022-05-17,147.3998260498047,203.4691925048828,61.019588470458984,413.0809020996094,162.47152709960938
2022-05-18,139.08363342285156,198.5517120361328,56.77104568481445,406.8331298828125,152.4043731689453
2022-05-19,135.65646362304688,197.42498779296875,55.65788650512695,398.67462158203125,150.12269592285156
2022-05-20,135.89346313476562,188.88861083984375,56.566959381103516,397.29766845703125,151.06332397460938
2022-05-23,141.34542846679688,194.93283081054688,58.3109130859375,405.615478515625,154.22035217285156
2022-05-24,138.62928771972656,196.36508178710938,59.386962890625,414.7481994628906,156.2877960205078
2022-05-25,138.78733825683594,199.85986328125,59.433345794677734,419.2068176269531,157.35879516601562
2022-05-26,142.00714111328125,203.37371826171875,59.64670944213867,419.62835693359375,158.42041015625
2022-05-27,147.79489135742188,207.33636474609375,59.999202728271484,422.0356750488281,159.9663543701172
2022-05-31,147.00474548339844,206.1046142578125,58.79328155517578,414.8251647949219,156.22259521484375
2022-06-01,146.87635803222656,207.74693298339844,58.50571823120117,414.06170654296875,155.04917907714844
2022-06-02,149.3455352783203,210.06723022460938,59.11794662475586,415.7677001953125,156.3057861328125
2022-06-03,143.58743286132812,212.83627319335938,58.41294860839844,417.2569274902344,154.58969116210938
2022-06-06,144.33807373046875,213.53334045410156,58.320186614990234,417.9356689453125,155.2367401123047
2022-06-07,146.87635803222656,216.84666442871094,58.67268371582031,430.08502197265625,156.19325256347656
2022-06-08,146.13560485839844,219.42478942871094,58.3387336730957,417.9356689453125,155.41493225097656
2022-06-09,140.88119506835938,213.571533203125,57.3276252746582,407.8597412109375,152.6485137939453
2022-06-10,135.43914794921875,205.46482849121094,56.96584701538086,405.4751281738281,152.40469360351562
2022-06-13,130.25390625,197.53958129882812,56.90091323852539,399.5747375488281,149.7977294921875
2022-06-14,131.12303161621094,197.35816955566406,55.340576171875,392.2605895996094,146.4030303955078
2022-06-15,133.7600860595703,196.69932556152344,55.75167465209961,390.3094482421875,147.96908569335938
2022-06-16,128.45631408691406,185.99545288085938,55.19108581542969,381.53436279296875,147.2563934326172
2022-06-17,129.9378204345703,183.9425048828125,55.527442932128906,380.79913330078125,147.28453063964844
2022-06-21,134.19467163085938,187.5040740966797,56.71404266357422,394.8902282714844,150.70736694335938
2022-06-22,133.6811065673828,179.3496856689453,57.134498596191406,391.5819396972656,151.94517517089844
2022-06-23,136.56507873535156,170.60324096679688,57.81656265258789,387.0294189453125,153.8863525390625
2022-06-24,139.9132843017578,177.11534118652344,58.900390625,394.9656982421875,155.79002380371094
2022-06-27,139.9132843017578,179.12049865722656,58.7789192199707,395.1636047363281,155.996337890625
2022-06-28,135.74533081054688,178.97727966308594,58.190284729003906,396.53973388671875,153.8019561767578
2022-06-29,137.5132598876953,175.19607543945312,58.610748291015625,394.8243408203125,156.3526611328125
2022-06-30,135.03419494628906,170.68917846679688,58.7789192199707,405.25830078125,156.28704833984375
2022-07-01,137.21694946289062,170.24037170410156,60.15239334106445,408.61376953125,158.8471221923828
2022-07-05,139.81451416015625,165.91493225097656,59.1246223449707,391.3934020996094,158.4907684326172
2022-07-06,141.15773010253906,164.53038024902344,59.2460823059082,401.4221496582031,160.07557678222656
2022-07-07,144.5454559326172,172.1405487060547,58.7789192199707,397.9346923828125,159.7567596435547
2022-07-08,145.2269287109375,171.01380920410156,58.99382019042969,396.2004699707031,161.18215942382812
2022-07-11,143.0836944580078,167.1180419921875,58.806949615478516,394.9939880371094,159.85989379882812
2022-07-12,144.06149291992188,166.6119842529297,58.55467987060547,390.205810546875,158.95028686523438
2022-07-13,143.69607543945312,166.01995849609375,58.283729553222656,384.5599670410156,159.51290893554688
2022-07-14,146.63931274414062,162.26736450195312,58.096858978271484,377.3117370605469,160.33815002441406
2022-07-15,148.31832885742188,165.55206298828125,58.395843505859375,375.4926452636719,160.46942138671875
2022-07-18,145.25660705566406,165.65708923339844,57.60166549682617,365.03033447265625,157.7874298095703
2022-07-19,149.13812255859375,172.5799102783203,58.42387390136719,367.9521789550781,159.4754180908203
2022-07-20,151.15293884277344,173.04141235351562,57.46150588989258,372.5141906738281,157.7874298095703
2022-07-21,153.43447875976562,174.02220153808594,57.33070373535156,372.49530029296875,158.02191162109375
2022-07-22,152.1900177001953,171.74339294433594,57.54560470581055,372.061767578125,159.05340576171875
2022-07-25,151.06405639648438,174.81060791015625,58.106201171875,376.8310241699219,159.27847290039062
2022-07-26,149.73074340820312,174.25291442871094,59.05922317504883,374.0128173828125,161.13523864746094
2022-07-27,154.85671997070312,178.1181640625,58.87235641479492,375.6434326171875,160.91017150878906
2022-07-28,155.4098663330078,180.60845947265625,59.85340118408203,382.7502746582031,163.95790100097656
2022-07-29,160.50619506835938,190.61767578125,59.956180572509766,390.0361022949219,164.0704345703125
2022-08-01,159.51852416992188,187.3582000732422,60.28319549560547,395.1918640136719,165.9365997314453
2022-08-02,158.0369873046875,176.4451446533203,59.46098327636719,404.14605712890625,164.5674591064453
2022-08-03,164.08155822753906,175.8297882080078,59.722599029541016,404.63616943359375,165.8240509033203
2022-08-04,163.7655029296875,176.57012939453125,59.489013671875,403.5334167480469,164.92379760742188
2022-08-05,163.53802490234375,178.2527618408203,59.21805953979492,401.9122619628906,163.68594360351562
2022-08-08,163.0632781982422,178.65660095214844,58.83498001098633,399.5087585449219,163.02951049804688
2022-08-09,163.11276245117188,178.86813354492188,58.90972900390625,403.9293518066406,163.63906860351562
2022-08-10,167.38540649414062,183.37759399414062,59.47032928466797,405.28662109375,164.98944091796875
2022-08-11,166.6436309814453,186.53131103515625,59.068565368652344,404.21209716796875,164.14544677734375
2022-08-12,170.2140655517578,189.261962890625,59.51704406738281,409.29241943359375,166.29290771484375
2022-08-15,171.2921142578125,188.40621948242188,60.26450729370117,412.8458251953125,168.12155151367188
2022-08-16,171.13385009765625,189.91578674316406,60.75970458984375,414.872314453125,169.0968475341797
2022-08-17,172.63719177246094,188.3870086669922,60.61956024169922,416.2201232910156,169.0030517578125
2022-08-18,172.2415771484375,189.75233459472656,60.93723678588867,414.10882568359375,169.17184448242188
2022-08-19,169.6404266357422,188.06971740722656,60.8905143737793,414.749755859375,168.95616149902344
2022-08-22,165.73370361328125,184.37753295898438,59.98421096801758,407.49212646484375,167.34320068359375
2022-08-23,165.3974151611328,189.61773681640625,60.04960632324219,408.2367858886719,167.26820373535156
2022-08-24,165.6941375732422,186.6851348876953,60.133705139160156,408.7928161621094,168.10279846191406
2022-08-25,168.16673278808594,191.22344970703125,60.42335510253906,413.4396667480469,168.11219787597656
2022-08-26,161.8269805908203,184.5313720703125,58.965789794921875,406.361083984375,164.14544677734375
2022-08-29,159.61154174804688,184.39678955078125,58.610748291015625,404.994384765625,163.6296844482422
2022-08-30,157.16860961914062,179.7431182861328,58.06883239746094,400.68695068359375,162.22308349609375
2022-08-31,155.4971160888672,177.5989532470703,57.65772247314453,398.599609375,161.5478515625
2022-09-01,156.22900390625,175.41635131835938,57.92867660522461,400.9715576171875,163.1810760498047
2022-09-02,154.10255432128906,173.8683319091797,57.134498596191406,397.138427734375,161.11358642578125
2022-09-06,152.83657836914062,173.70489501953125,57.16252136230469,396.38885498046875,160.02792358398438
2022-09-07,154.25094604492188,173.89718627929688,58.21832275390625,398.6280517578125,163.55873107910156
2022-09-08,152.7673797607422,176.0989990234375,58.040794372558594,398.16314697265625,163.0111541748047
2022-09-09,155.6454620361328,182.19493103027344,58.2276611328125,399.9468994140625,163.53038024902344
2022-09-12,161.63906860351562,184.99290466308594,58.395843505859375,397.20489501953125,164.17233276367188
2022-09-13,152.15414428710938,177.21434020996094,56.499149322509766,388.37152099609375,158.04539489746094
2022-09-14,153.60804748535156,177.54124450683594,56.79813766479492,395.2978210449219,159.2443389892578
2022-09-15,150.7002410888672,175.46441650390625,56.026397705078125,392.4134521484375,156.60098266601562
2022-09-16,149.04856872558594,172.56069946289062,56.035804748535156,393.0775451660156,157.62998962402344
2022-09-19,152.7871551513672,175.0990447998047,56.45933151245117,395.19342041015625,159.2915496826172
2022-09-20,155.18060302734375,171.13766479492188,56.37461853027344,399.0455017089844,159.470947265625
2022-09-21,152.0354766845703,165.33018493652344,55.904048919677734,398.6850280761719,159.0177764892578
2022-09-22,151.0662078857422,163.98411560058594,55.772281646728516,400.4686584472656,159.1688232421875
2022-09-23,148.7815399169922,157.91702270507812,55.15113067626953,391.9200439453125,159.0933074951172
2022-09-26,149.11781311035156,156.35935974121094,54.46409225463867,386.777587890625,159.02720642089844
2022-09-27,150.096923828125,156.1863250732422,53.061790466308594,379.2725524902344,156.7236785888672
2022-09-28,148.19796752929688,161.301513671875,53.62647247314453,379.5192565917969,159.23489379882812
2022-09-29,140.9186248779297,159.51309204101562,53.240604400634766,369.83209228515625,157.29014587402344
2022-09-30,136.68553161621094,157.76315307617188,52.72297286987305,366.5112609863281,154.12753295898438
2022-10-03,140.88897705078125,164.63790893554688,53.315895080566406,379.2725524902344,156.00621032714844
2022-10-04,144.49899291992188,172.7145538330078,53.4382438659668,385.31634521484375,157.7621612548828
2022-10-05,144.79566955566406,171.5126495361328,52.93002700805664,381.9007263183594,156.71426391601562
2022-10-06,143.83631896972656,171.9261016845703,51.79124069213867,379.1492004394531,153.69325256347656
2022-10-07,138.55484008789062,170.71461486816406,51.301841735839844,383.2764587402344,152.56982421875
2022-10-10,138.8812255859375,171.79147338867188,51.18890380859375,388.9977722167969,152.76808166503906
2022-10-11,137.45700073242188,172.82989501953125,51.27361297607422,390.01300048828125,153.49501037597656
2022-10-12,136.8240203857422,172.5895233154297,51.8947639465332,377.07135009765625,159.9146270751953
2022-10-13,141.4230499267578,176.0894012451172,52.58179473876953,385.17413330078125,164.84262084960938
2022-10-14,136.86355590820312,171.32997131347656,51.74418258666992,369.47149658203125,160.66989135742188
2022-10-17,140.84942626953125,173.83949279785156,52.41239547729492,376.967041015625,163.06777954101562
2022-10-18,142.17474365234375,176.483642578125,53.118255615234375,409.72900390625,165.26744079589844
2022-10-19,142.2835235595703,177.31053161621094,52.66650390625,417.4331970214844,163.6625518798828
2022-10-20,141.81869506835938,173.5894775390625,51.838294982910156,421.5889587402344,161.8688507080078
2022-10-21,145.65615844726562,184.12063598632812,52.66650390625,431.3331298828125,163.37933349609375
2022-10-24,147.81227111816406,185.166015625,54.18174743652344,434.03717041015625,167.7408905029297
2022-10-25,150.67059326171875,188.59246826171875,55.480525970458984,436.5895080566406,168.2978973388672
2022-10-26,147.71337890625,190.64453125,55.894630432128906,438.87603759765625,169.05316162109375
2022-10-27,143.2132110595703,205.33775329589844,56.026397705078125,447.766357421875,168.87379455566406
2022-10-28,154.0333251953125,212.30691528320312,57.18400192260742,460.0437316894531,172.03636169433594
2022-10-31,151.65963745117188,209.51925659179688,56.327552795410156,461.7611083984375,171.42274475097656
2022-11-01,148.9990997314453,211.4938507080078,56.12991714477539,460.7648620605469,170.64859008789062
2022-11-02,143.44070434570312,207.6608123779297,55.34877395629883,457.37762451171875,168.26956176757812
2022-11-03,137.3580780029297,212.22946166992188,55.32052993774414,459.996337890625,167.83531188964844
2022-11-04,137.09060668945312,220.54403686523438,55.772281646728516,457.0075988769531,168.77935791015625
2022-11-07,137.6255645751953,221.2796630859375,55.98875045776367,463.61126708984375,170.12940979003906
2022-11-08,138.2001953125,222.44117736816406,56.092281341552734,468.8201599121094,170.60142517089844
2022-11-09,133.61331176757812,218.30809020996094,55.311119079589844,460.337890625,168.56224060058594
2022-11-10,145.50149536132812,224.99652099609375,57.29694366455078,465.6416931152344,171.53602600097656
2022-11-11,148.3051300048828,228.906982421875,57.7110481262207,440.1094665527344,168.09019470214844
2022-11-14,146.8983612060547,228.9166717529297,57.155765533447266,438.3826904296875,166.8440399169922
2022-11-15,148.64193725585938,227.06790161132812,57.06165313720703,443.325927734375,167.2783203125
2022-11-16,147.40359497070312,224.9674835205078,56.958133697509766,442.3676452636719,168.35455322265625
2022-11-17,149.3156280517578,223.05099487304688,57.13694763183594,448.56329345703125,169.9594268798828
2022-11-18,149.8803253173828,224.00921630859375,57.5416374206543,452.4059753417969,171.18673706054688
2022-11-21,146.63088989257812,224.72552490234375,58.42631530761719,456.3149719238281,174.4815216064453
2022-11-22,148.78067016601562,229.65231323242188,58.680419921875,454.94866943359375,174.50038146972656
2022-11-23,149.66238403320312,229.3231964111328,58.943946838378906,456.4383544921875,174.72695922851562
2022-11-25,146.72994995117188,228.14230346679688,59.00040817260742,458.7059326171875,173.81121826171875
2022-11-28,142.87619018554688,224.85133361816406,59.009822845458984,458.46875,173.60353088378906
2022-11-29,139.85462951660156,227.58091735839844,58.802772521972656,459.3132019042969,172.3762664794922
2022-11-30,146.65069580078125,228.82957458496094,60.29085159301758,463.2180480957031,175.13290405273438
2022-12-01,146.92807006835938,228.1326446533203,60.46146011352539,461.785888671875,176.5958251953125
2022-12-02,146.4327392578125,228.5585479736328,60.99223709106445,473.758056640625,176.39633178710938
2022-12-05,145.2637481689453,225.11270141601562,60.15815353393555,468.4498291015625,173.95497131347656
2022-12-06,141.57839965820312,220.96990966796875,60.12971878051758,462.0818786621094,172.53955078125
2022-12-07,139.6267547607422,221.6377716064453,60.22450256347656,459.4086608886719,173.06202697753906
2022-12-08,141.32083129882812,223.51559448242188,60.48041534423828,463.3993835449219,174.58193969726562
2022-12-09,140.83541870117188,220.00196838378906,59.845375061035156,461.680908203125,173.9359893798828
2022-12-12,143.1436767578125,225.58697509765625,60.6320686340332,464.2968444824219,174.76242065429688
2022-12-13,144.11456298828125,227.9390411376953,60.65102767944336,458.4730224609375,174.66741943359375
2022-12-14,141.87562561035156,226.96144104003906,60.65102767944336,463.2180480957031,174.18295288085938
2022-12-15,135.2281494140625,223.263916015625,59.81694412231445,457.1077880859375,171.22860717773438
2022-12-16,133.25668334960938,225.2578887939453,59.47572326660156,459.9719543457031,171.31410217285156
2022-12-19,131.1365966796875,224.8416290283203,59.56102752685547,459.9719543457031,172.2640838623047
2022-12-20,131.06727600097656,227.60028076171875,59.51363754272461,464.1344909667969,172.15956115722656
2022-12-21,134.1879119873047,233.97897338867188,60.4709358215332,465.5665588378906,173.36598205566406
2022-12-22,130.99789428710938,229.92330932617188,60.03493881225586,457.5947265625,172.0265655517578
2022-12-23,130.63137817382812,232.17861938476562,60.489891052246094,461.4040222167969,173.13800048828125
2022-12-27,128.8184051513672,235.34376525878906,60.85954284667969,463.51397705078125,173.90748596191406
2022-12-28,124.8656005859375,231.70433044433594,60.25293731689453,461.3371887207031,172.65354919433594
2022-12-29,128.40232849121094,232.49801635742188,60.61311340332031,464.99371337890625,172.8720245361328
2022-12-30,128.71932983398438,231.8785400390625,60.29085159301758,464.4590759277344,171.61807250976562
