Date,AAPL,BTC-USD,ETH-USD,INTC,NFLX,TSLA,XRP-USD
2023-03-08,151.67681884765625,21718.080078125,1534.0882568359375,25.35719108581543,311.7900085449219,182.0,0.3891879916191101
2023-03-09,149.4146270751953,20363.021484375,1438.6607666015625,25.806167602539062,297.7799987792969,172.9199981689453,0.37213000655174255
2023-03-10,147.34092712402344,20187.244140625,1429.1580810546875,26.56746482849121,292.760009765625,173.44000244140625,0.37062200903892517
2023-03-13,149.29556274414062,24197.533203125,1680.3089599609375,26.303937911987305,293.510009765625,174.47999572753906,0.37378600239753723
2023-03-14,151.3990020751953,24746.07421875,1703.507080078125,27.33852767944336,294.94000244140625,183.25999450683594,0.3742789924144745
2023-03-15,151.7958984375,24375.9609375,1656.1805419921875,27.728940963745117,303.7900085449219,180.4499969482422,0.36055800318717957
2023-03-16,154.6335906982422,25052.7890625,1677.2154541015625,29.456510543823242,310.05999755859375,184.1300048828125,0.36602500081062317
2023-03-17,153.79022216796875,27423.9296875,1792.485107421875,29.09537696838379,303.5,180.1300048828125,0.3803820013999939
2023-03-20,156.1714630126953,27767.236328125,1735.3212890625,28.46095848083496,305.1300048828125,183.25,0.3746280074119568
2023-03-21,158.03680419921875,28175.81640625,1806.7607421875,27.777738571166992,305.7900085449219,197.5800018310547,0.46970999240875244
2023-03-22,156.59811401367188,27307.4375,1737.717041015625,27.455650329589844,293.8999938964844,191.14999389648438,0.4224799871444702
2023-03-23,157.68954467773438,28333.97265625,1816.4051513671875,28.334074020385742,320.3699951171875,192.22000122070312,0.44484999775886536
2023-03-24,158.9992218017578,27493.28515625,1752.0447998046875,28.656166076660156,328.3900146484375,190.41000366210938,0.42590200901031494
2023-03-27,157.04458618164062,27139.888671875,1715.4608154296875,28.480480194091797,327.6600036621094,191.80999755859375,0.47999098896980286
2023-03-28,156.4195098876953,27268.130859375,1772.78564453125,28.58784294128418,323.5199890136719,189.19000244140625,0.5150579810142517
2023-03-29,159.5151824951172,28348.44140625,1793.0018310546875,30.764385223388672,332.0299987792969,193.8800048828125,0.5435770153999329
2023-03-30,161.09274291992188,28033.5625,1792.7371826171875,31.32071876525879,338.42999267578125,195.27999877929688,0.5342490077018738
2023-03-31,163.6129150390625,28478.484375,1822.0220947265625,31.88681411743164,345.4800109863281,207.4600067138672,0.5384920239448547
2023-04-03,164.87301635742188,27790.220703125,1810.297119140625,32.101539611816406,348.2799987792969,194.77000427246094,0.49696001410484314
2023-04-04,164.33724975585938,28168.08984375,1871.005126953125,32.30650329589844,346.75,192.5800018310547,0.50347900390625
2023-04-05,162.48182678222656,28177.984375,1909.114013671875,32.0429801940918,342.3500061035156,185.52000427246094,0.5062350034713745
2023-04-06,163.3748321533203,28044.140625,1872.922607421875,32.023460388183594,339.3299865722656,185.05999755859375,0.5032979846000671
2023-04-10,160.76535034179688,29652.98046875,1911.20751953125,31.74040985107422,338.989990234375,184.50999450683594,0.5183179974555969
2023-04-11,159.544921875,30235.05859375,1892.189697265625,31.57448387145996,338.2099914550781,186.7899932861328,0.5175179839134216
2023-04-12,158.85040283203125,30139.052734375,1920.68212890625,31.252397537231445,331.0299987792969,180.5399932861328,0.5061150193214417
2023-04-13,164.2677764892578,30399.06640625,2012.6346435546875,31.35976219177246,346.19000244140625,185.89999389648438,0.5132920145988464
2023-04-14,163.92051696777344,30485.69921875,2101.635498046875,31.12551498413086,338.6300048828125,185.0,0.5239930152893066
2023-04-17,163.9403533935547,29445.044921875,2076.242919921875,31.369518280029297,332.7200012207031,187.0399932861328,0.5111269950866699
2023-04-18,165.17068481445312,30397.552734375,2104.537353515625,31.066951751708984,333.70001220703125,184.30999755859375,0.532263994216919
2023-04-19,166.32162475585938,28822.6796875,1936.4034423828125,30.403255462646484,323.1199951171875,180.58999633789062,0.4915989935398102
2023-04-20,165.34925842285156,28245.98828125,1943.09765625,30.120206832885742,325.3500061035156,162.99000549316406,0.47485798597335815
2023-04-21,163.7320098876953,27276.91015625,1849.9998779296875,29.573627471923828,327.9800109863281,165.0800018310547,0.449396014213562
2023-04-24,164.03958129882812,27525.33984375,1842.7574462890625,28.948972702026367,329.0199890136719,162.5500030517578,0.4612730145454407
2023-04-25,162.4917449951172,28307.59765625,1866.753662109375,28.187671661376953,322.54998779296875,160.6699981689453,0.46999499201774597
2023-04-26,162.48182678222656,28422.701171875,1866.564208984375,28.353595733642578,321.1499938964844,153.75,0.46203699707984924
2023-04-27,167.0955352783203,29473.787109375,1908.786376953125,29.14417839050293,325.8500061035156,160.19000244140625,0.46686801314353943
2023-04-28,168.35560607910156,29340.26171875,1892.5128173828125,30.315412521362305,329.92999267578125,164.30999755859375,0.48027101159095764
2023-05-01,168.26632690429688,28091.568359375,1831.954833984375,29.573627471923828,324.1199951171875,161.8300018310547,0.4649659991264343
2023-05-02,167.22451782226562,28680.537109375,1870.789306640625,29.056339263916016,317.54998779296875,160.30999755859375,0.4649510085582733
2023-05-03,166.14303588867188,29006.30859375,1904.65185546875,29.915241241455078,319.29998779296875,160.61000061035156,0.4634940028190613
2023-05-04,164.4959716796875,28847.7109375,1877.7041015625,30.615955352783203,320.7799987792969,161.1999969482422,0.4615730047225952
2023-05-05,172.2152862548828,29534.384765625,1995.0609130859375,30.370952606201172,322.760009765625,170.05999755859375,0.46779999136924744
2023-05-08,172.14581298828125,27694.2734375,1849.042724609375,30.15534782409668,331.2099914550781,171.7899932861328,0.42891499400138855
2023-05-09,170.42933654785156,27658.775390625,1848.6031494140625,29.498729705810547,332.1400146484375,169.14999389648438,0.4298880100250244
2023-05-10,172.20535278320312,27621.755859375,1842.4014892578125,29.371326446533203,335.4200134277344,168.5399932861328,0.43087300658226013
2023-05-11,172.39385986328125,27000.7890625,1796.4906005859375,28.283498764038086,344.760009765625,172.0800018310547,0.42187899351119995
2023-05-12,171.45989990234375,26804.990234375,1808.019775390625,28.371702194213867,339.8900146484375,167.97999572753906,0.43071800470352173
2023-05-15,170.963134765625,27192.693359375,1817.5499267578125,29.204723358154297,335.8900146484375,166.35000610351562,0.42756199836730957
2023-05-16,170.963134765625,27036.650390625,1824.1214599609375,28.636308670043945,333.75,166.52000427246094,0.4414219856262207
2023-05-17,171.57913208007812,27398.802734375,1821.859619140625,28.293302536010742,339.9599914550781,173.86000061035156,0.4485889971256256
2023-05-18,173.9239501953125,26832.208984375,1801.728515625,29.087120056152344,371.2900085449219,176.88999938964844,0.46029898524284363
2023-05-19,174.0332489013672,26890.12890625,1812.5894775390625,29.33212661743164,365.3599853515625,180.13999938964844,0.4679819941520691
2023-05-22,173.07940673828125,26851.27734375,1817.5347900390625,29.67513656616211,363.010009765625,188.8699951171875,0.46160098910331726
2023-05-23,170.45640563964844,27225.7265625,1854.380615234375,28.920516967773438,355.989990234375,185.77000427246094,0.46542999148368835
2023-05-24,170.73458862304688,26334.818359375,1800.0999755859375,28.420703887939453,364.8500061035156,182.89999389648438,0.45360898971557617
2023-05-25,171.877197265625,26476.20703125,1805.9537353515625,26.852664947509766,359.0,184.47000122070312,0.45373401045799255
2023-05-26,174.30149841308594,26719.291015625,1828.689697265625,28.420703887939453,378.8800048828125,193.1699981689453,0.4691399931907654
2023-05-30,176.1594696044922,27702.349609375,1901.026611328125,29.390928268432617,392.9800109863281,201.16000366210938,0.5219380259513855
2023-05-31,176.10980224609375,27219.658203125,1874.1304931640625,30.811962127685547,395.2300109863281,203.92999267578125,0.5173860192298889
2023-06-01,178.93153381347656,26819.97265625,1862.201416015625,30.508153915405273,403.1300048828125,207.52000427246094,0.5073170065879822
2023-06-02,179.78599548339844,27249.58984375,1907.256591796875,30.684560775756836,400.4700012207031,213.97000122070312,0.5253869891166687
2023-06-05,178.42481994628906,25760.09765625,1811.828369140625,29.263525009155273,403.5400085449219,217.61000061035156,0.5103939771652222
2023-06-06,178.05722045898438,27238.783203125,1884.494873046875,30.341550827026367,399.2900085449219,221.30999755859375,0.5304639935493469
2023-06-07,176.67613220214844,26345.998046875,1832.39599609375,30.655160903930664,399.7699890136719,224.57000732421875,0.5196279883384705
2023-06-08,179.408447265625,26508.216796875,1846.3018798828125,31.184371948242188,409.3699951171875,234.86000061035156,0.5245460271835327
2023-06-09,179.79592895507812,26480.375,1840.2252197265625,30.713958740234375,420.0199890136719,244.39999389648438,0.5379170179367065
2023-06-12,182.6077117919922,25902.5,1742.5286865234375,32.40940856933594,423.9700012207031,249.8300018310547,0.52572101354599
2023-06-13,182.1307830810547,25918.728515625,1739.03759765625,33.23262405395508,435.7300109863281,258.7099914550781,0.5200859904289246
2023-06-14,182.76669311523438,25124.67578125,1650.519287109375,34.8692626953125,440.8599853515625,256.7900085449219,0.4802199900150299
2023-06-15,184.81344604492188,25576.39453125,1665.519775390625,35.104469299316406,445.2699890136719,255.89999389648438,0.4801180064678192
2023-06-16,183.73045349121094,26327.462890625,1716.6688232421875,35.64347839355469,431.9599914550781,260.5400085449219,0.47574299573898315
2023-06-20,183.8198699951172,28327.48828125,1792.1199951171875,34.300846099853516,434.70001220703125,274.45001220703125,0.4928700029850006
2023-06-21,182.77664184570312,30027.296875,1891.0072021484375,32.2427978515625,424.45001220703125,259.4599914550781,0.500694990158081
2023-06-22,185.7970733642578,29912.28125,1872.9429931640625,32.05659484863281,422.4800109863281,264.6099853515625,0.4949750006198883
2023-06-23,185.4791259765625,30695.46875,1892.862060546875,32.340797424316406,424.0199890136719,256.6000061035156,0.4965659976005554
2023-06-26,184.0782012939453,30271.130859375,1859.432861328125,32.67401123046875,415.94000244140625,241.0500030517578,0.47933200001716614
2023-06-27,186.85025024414062,30688.1640625,1889.703369140625,33.418827056884766,417.0799865722656,250.2100067138672,0.4838399887084961
2023-06-28,188.0325927734375,30086.24609375,1827.97119140625,32.8994140625,429.8399963378906,256.239990234375,0.46522200107574463
2023-06-29,188.3704071044922,30445.3515625,1852.227294921875,32.252601623535156,428.239990234375,257.5,0.4747219979763031
2023-06-30,192.7222442626953,30477.251953125,1933.18896484375,32.772010803222656,440.489990234375,261.7699890136719,0.4740369915962219
2023-07-03,191.22195434570312,31156.439453125,1955.38916015625,32.94841766357422,441.44000244140625,279.82000732421875,0.4895470142364502
2023-07-05,190.09922790527344,30514.166015625,1910.5880126953125,31.8605899810791,445.8999938964844,282.4800109863281,0.4782719910144806
2023-07-06,190.5761260986328,29909.337890625,1848.636474609375,31.331375122070312,438.8399963378906,276.5400085449219,0.4637390077114105
2023-07-07,189.45339965820312,30342.265625,1870.6025390625,31.213775634765625,438.1000061035156,274.42999267578125,0.468764990568161
2023-07-10,187.39671325683594,30414.470703125,1880.556396484375,32.085994720458984,441.7099914550781,269.6099853515625,0.4776639938354492
2023-07-11,186.87013244628906,30620.951171875,1878.3360595703125,32.634803771972656,440.2099914550781,269.7900085449219,0.47571900486946106
2023-07-12,188.5492706298828,30391.646484375,1872.11376953125,33.30122375488281,444.04998779296875,271.989990234375,0.47110500931739807
2023-07-13,189.3142852783203,31476.048828125,2006.511474609375,33.193424224853516,450.3800048828125,277.8999938964844,0.8153650164604187
2023-07-14,189.46336364746094,30334.068359375,1939.3470458984375,32.48780059814453,441.9100036621094,281.3800048828125,0.7191569805145264
2023-07-17,192.7421112060547,30145.888671875,1911.6461181640625,33.683433532714844,450.04998779296875,290.3800048828125,0.739205002784729
2023-07-18,192.4837646484375,29856.5625,1897.5992431640625,33.81084060668945,474.79998779296875,293.3399963378906,0.7795400023460388
2023-07-19,193.844970703125,29913.923828125,1889.0079345703125,33.771629333496094,477.5899963378906,291.260009765625,0.8206940293312073
2023-07-20,191.88763427734375,29792.015625,1890.9691162109375,32.70341491699219,437.4200134277344,262.8999938964844,0.7940580248832703
2023-07-21,190.70529174804688,29908.744140625,1892.080078125,33.34042739868164,427.5,260.0199890136719,0.7725020051002502
2023-07-24,191.51010131835938,29176.916015625,1850.0020751953125,32.95821762084961,428.3699951171875,269.05999755859375,0.7027649879455566
2023-07-25,192.37448120117188,29227.390625,1857.741943359375,33.418827056884766,427.70001220703125,265.2799987792969,0.7095999717712402
2023-07-26,193.2488250732422,29354.97265625,1872.159912109375,33.67363739013672,422.6700134277344,264.3500061035156,0.7157989740371704
2023-07-27,191.97706604003906,29210.689453125,1860.357177734375,33.85983657836914,413.1700134277344,255.7100067138672,0.7136459946632385
2023-07-28,194.57028198242188,29319.24609375,1874.744873046875,36.09429168701172,425.7799987792969,266.44000244140625,0.7125679850578308
2023-07-31,195.18629455566406,29230.111328125,1856.162353515625,35.05546569824219,438.9700012207031,267.42999267578125,0.6985210180282593
2023-08-01,194.35169982910156,29675.732421875,1871.7921142578125,35.08486557006836,438.6199951171875,261.07000732421875,0.7072110176086426
2023-08-02,191.3411865234375,29151.958984375,1839.0897216796875,33.70303726196289,429.70001220703125,254.11000061035156,0.6851950287818909
2023-08-03,189.9402618408203,29178.6796875,1835.136474609375,34.17344284057617,431.0,259.32000732421875,0.6641349792480469
2023-08-04,180.81930541992188,29074.091796875,1827.712890625,34.56195068359375,431.6000061035156,253.86000061035156,0.6355389952659607
2023-08-07,177.6995086669922,29180.578125,1826.9388427734375,34.65046691894531,440.760009765625,251.4499969482422,0.6219310164451599
2023-08-08,178.6433868408203,29765.4921875,1855.807373046875,34.44392395019531,438.29998779296875,249.6999969482422,0.6424059867858887
2023-08-09,177.04376220703125,29561.494140625,1854.297607421875,33.716094970703125,428.8999938964844,242.19000244140625,0.6433650255203247
2023-08-10,176.8251495361328,29429.591796875,1850.75341796875,34.10951614379883,429.9800109863281,245.33999633789062,0.6329860091209412
2023-08-11,176.88485717773438,29397.71484375,1847.1243896484375,34.31605911254883,421.6600036621094,242.64999389648438,0.6316750049591064
2023-08-14,178.54635620117188,29408.443359375,1844.185791015625,35.09306716918945,427.7799987792969,239.75999450683594,0.6342819929122925
2023-08-15,176.54660034179688,29170.34765625,1826.9327392578125,34.198036193847656,423.70001220703125,232.9600067138672,0.6095989942550659
2023-08-16,175.67108154296875,28701.779296875,1805.6590576171875,32.978431701660156,415.45001220703125,225.60000610351562,0.5883280038833618
2023-08-17,173.11415100097656,26664.55078125,1684.9334716796875,32.044063568115234,403.0,219.22000122070312,0.5071420073509216
2023-08-18,173.6016845703125,26049.556640625,1660.945068359375,32.211265563964844,404.5299987792969,215.49000549316406,0.5060999989509583
2023-08-21,174.94479370117188,26124.140625,1667.26904296875,32.5948486328125,408.2900085449219,231.27999877929688,0.524537980556488
2023-08-22,176.32769775390625,26031.65625,1633.892578125,32.34896469116211,413.1700134277344,233.19000244140625,0.5209299921989441
2023-08-23,180.19790649414062,26431.640625,1679.2744140625,33.4210319519043,427.54998779296875,236.86000061035156,0.5299019813537598
2023-08-24,175.48204040527344,26162.373046875,1659.944580078125,32.05389404296875,406.92999267578125,230.0399932861328,0.5184130072593689
2023-08-25,177.70068359375,26047.66796875,1652.93505859375,32.703041076660156,416.0299987792969,238.58999633789062,0.5262460112571716
2023-08-28,179.27264404296875,26106.150390625,1652.4573974609375,33.066951751708984,418.05999755859375,238.82000732421875,0.523248016834259
2023-08-29,183.18263244628906,27727.392578125,1729.7257080078125,33.74560546875,429.989990234375,257.17999267578125,0.5400649905204773
2023-08-30,186.69467163085938,27297.265625,1705.1121826171875,33.96198272705078,434.6700134277344,256.8999938964844,0.528194010257721
2023-08-31,186.9135284423828,25931.47265625,1645.63916015625,34.56195068359375,433.67999267578125,258.0799865722656,0.510798990726471
2023-09-01,188.49546813964844,25800.724609375,1628.4912109375,36.00777053833008,439.8800048828125,245.00999450683594,0.498075008392334
2023-09-05,188.73423767089844,25779.982421875,1633.62939453125,36.10612106323242,448.67999267578125,256.489990234375,0.5054110288619995
2023-09-06,181.9788055419922,25753.236328125,1632.2523193359375,36.37167739868164,445.760009765625,251.9199981689453,0.5032430291175842
2023-09-07,176.65602111816406,26240.1953125,1647.5982666015625,37.55194091796875,443.1400146484375,251.49000549316406,0.5048570036888123
2023-09-08,177.27285766601562,25905.654296875,1636.1378173828125,37.384735107421875,442.79998779296875,248.5,0.5048499703407288
2023-09-11,178.44686889648438,25162.654296875,1551.6376953125,37.955196380615234,445.3599853515625,273.5799865722656,0.474373996257782
2023-09-12,175.40245056152344,25833.34375,1592.429443359375,38.22075271606445,434.69000244140625,267.4800109863281,0.4807380139827728
2023-09-13,173.32308959960938,26228.32421875,1607.988525390625,38.07322311401367,412.239990234375,271.29998779296875,0.48377498984336853
2023-09-14,174.8452911376953,26539.673828125,1626.974365234375,38.033878326416016,400.489990234375,276.0400085449219,0.48945701122283936
2023-09-15,174.1190185546875,26608.693359375,1641.640380859375,37.256874084472656,396.94000244140625,274.3900146484375,0.5008749961853027
2023-09-18,177.06394958496094,26754.28125,1637.3470458984375,37.36506652832031,394.3999938964844,265.2799987792969,0.5032029747962952
2023-09-19,178.15835571289062,27211.1171875,1643.544677734375,35.742210388183594,396.20001220703125,266.5,0.5141509771347046
2023-09-20,174.59657287597656,27132.0078125,1622.890625,34.11935043334961,386.29998779296875,262.5899963378906,0.5213549733161926
2023-09-21,173.04449462890625,26567.6328125,1584.3070068359375,34.080013275146484,384.1499938964844,255.6999969482422,0.5071790218353271
2023-09-22,173.90011596679688,26579.568359375,1593.268310546875,33.617740631103516,379.80999755859375,244.8800048828125,0.5125100016593933
2023-09-25,175.18357849121094,26298.48046875,1588.3228759765625,33.72593307495117,384.79998779296875,246.99000549316406,0.5054609775543213
2023-09-26,171.0845489501953,26217.25,1593.417236328125,33.27349853515625,379.25,244.1199951171875,0.5017079710960388
2023-09-27,169.5623321533203,26352.716796875,1597.4912109375,34.04066848754883,377.5899963378906,240.5,0.4995970129966736
2023-09-28,169.82102966308594,27021.546875,1652.8826904296875,34.601287841796875,376.3599853515625,246.3800048828125,0.5095250010490417
2023-09-29,170.33836364746094,26911.720703125,1667.94384765625,34.965206146240234,377.6000061035156,250.22000122070312,0.5217189788818359
2023-10-02,172.8654327392578,27530.78515625,1663.6275634765625,34.876686096191406,380.3299865722656,251.60000610351562,0.51283198595047
2023-10-03,171.5222930908203,27429.978515625,1656.6856689453125,35.10289764404297,376.75,246.52999877929688,0.5383870005607605
2023-10-04,172.77589416503906,27799.39453125,1647.838134765625,35.338951110839844,376.8999938964844,261.1600036621094,0.5329310297966003
2023-10-05,174.01951599121094,27415.912109375,1611.4764404296875,35.29961013793945,372.5899963378906,260.04998779296875,0.5233659744262695
2023-10-06,176.58639526367188,27946.59765625,1645.83154296875,35.59467315673828,381.510009765625,260.5299987792969,0.5261930227279663
2023-10-09,178.07876586914062,27583.677734375,1579.806640625,35.46681594848633,385.95001220703125,259.6700134277344,0.5032269954681396
2023-10-10,177.48179626464844,27391.01953125,1567.7130126953125,35.83073043823242,373.32000732421875,263.6199951171875,0.497435986995697
2023-10-11,178.8846435546875,26873.3203125,1566.2547607421875,36.2733268737793,365.92999267578125,262.989990234375,0.48883798718452454
2023-10-12,179.79000854492188,26756.798828125,1539.6124267578125,36.23398208618164,361.20001220703125,258.8699951171875,0.48304998874664307
2023-10-13,177.93948364257812,26862.375,1552.0894775390625,35.378299713134766,355.67999267578125,251.1199951171875,0.48569899797439575
2023-10-16,177.81011962890625,28519.466796875,1600.5343017578125,35.95859146118164,360.82000732421875,253.9199981689453,0.49797698855400085
2023-10-17,176.24810791015625,28415.748046875,1565.4395751953125,35.46681594848633,355.7200012207031,254.85000610351562,0.49169400334358215
2023-10-18,174.94479370117188,28328.341796875,1563.7498779296875,35.0537223815918,346.19000244140625,242.67999267578125,0.4883190095424652
2023-10-19,174.5667266845703,28719.806640625,1567.45703125,35.083229064941406,401.7699890136719,220.11000061035156,0.52012699842453
2023-10-20,171.99986267089844,29682.94921875,1604.6668701171875,34.34556579589844,400.9599914550781,211.99000549316406,0.5160040259361267
2023-10-23,172.11924743652344,33086.234375,1765.3826904296875,33.29317092895508,406.8399963378906,212.0800018310547,0.5468699932098389
2023-10-24,172.5570068359375,33901.52734375,1784.4375,34.02099609375,413.7300109863281,216.52000427246094,0.5585319995880127
2023-10-25,170.22891235351562,34502.8203125,1787.3975830078125,32.28995132446289,411.25,212.4199981689453,0.5553060173988342
2023-10-26,166.04037475585938,34156.6484375,1804.039306640625,31.985048294067383,403.5400085449219,205.75999450683594,0.5536829829216003
2023-10-27,167.36358642578125,33909.80078125,1780.0452880859375,34.95536804199219,397.8699951171875,207.3000030517578,0.5461069941520691
2023-10-30,169.42303466796875,34502.36328125,1810.088623046875,35.10289764404297,410.0799865722656,197.36000061035156,0.5789440274238586
2023-10-31,169.90061950683594,34667.78125,1816.458984375,35.89957809448242,411.69000244140625,200.83999633789062,0.6002820134162903
2023-11-01,173.08432006835938,35437.25390625,1847.0897216796875,36.67658233642578,420.19000244140625,205.66000366210938,0.6095380187034607
2023-11-02,176.66600036621094,34938.2421875,1800.6209716796875,37.079837799072266,424.7099914550781,218.50999450683594,0.6064389944076538
2023-11-03,175.7506561279297,34732.32421875,1832.795166015625,37.51259994506836,432.3599853515625,219.9600067138672,0.6130020022392273
2023-11-06,178.31752014160156,35037.37109375,1899.83740234375,37.44845962524414,434.739990234375,219.27000427246094,0.715516984462738
2023-11-07,180.89434814453125,35443.5625,1888.124267578125,38.25762176513672,434.6099853515625,222.17999267578125,0.6864020228385925
2023-11-08,181.9589080810547,35655.27734375,1889.3223876953125,37.418853759765625,436.6499938964844,222.11000061035156,0.6880760192871094
2023-11-09,181.48135375976562,36693.125,2120.56103515625,37.30044174194336,435.1499938964844,209.97999572753906,0.6674749851226807
2023-11-10,185.6953582763672,37313.96875,2078.289794921875,38.346431732177734,447.239990234375,214.64999389648438,0.6605749726295471
2023-11-13,184.1013946533203,36502.35546875,2055.265380859375,37.724754333496094,444.6199951171875,223.7100067138672,0.6715239882469177
2023-11-14,186.73141479492188,35537.640625,1979.0526123046875,38.889163970947266,448.6499938964844,237.41000366210938,0.6296730041503906
2023-11-15,187.2992706298828,37880.58203125,2060.408447265625,40.073307037353516,461.94000244140625,242.83999633789062,0.6496480107307434
2023-11-16,188.9928436279297,36154.76953125,1960.881591796875,42.77709197998047,466.95001220703125,233.58999633789062,0.61216801404953
2023-11-17,188.972900390625,36596.68359375,1961.28076171875,43.231014251708984,465.9100036621094,234.3000030517578,0.6137170195579529
