Date,COST,JNJ,KO,PG,WMT
2020-03-27,262.2067565917969,108.75785827636719,37.265560150146484,98.53275299072266,34.11333465576172
2020-03-30,268.4684143066406,117.45597839355469,39.17192459106445,102.85255432128906,35.85978317260742
2020-03-31,262.9445495605469,115.79583740234375,38.51905822753906,98.38070678710938,35.37102127075195
2020-04-01,264.4660949707031,113.74713897705078,36.664920806884766,97.78148651123047,35.532894134521484
2020-04-02,268.8004150390625,117.5796127319336,38.25791931152344,102.3159408569336,36.93690490722656
2020-04-03,266.19061279296875,118.4803466796875,38.15345001220703,102.92411804199219,37.1953010559082
2020-04-06,281.3790588378906,123.41667175292969,40.625633239746094,105.3657455444336,39.246822357177734
2020-04-07,280.00506591796875,121.40326690673828,40.486358642578125,100.85810852050781,37.9766731262207
2020-04-08,282.16302490234375,126.50739288330078,41.6266975402832,102.9419937133789,37.929988861083984
2020-04-09,276.6667175292969,124.7147445678711,42.65386962890625,102.5484848022461,37.91753387451172
2020-04-13,276.3070983886719,123.42549133300781,40.851966857910156,103.70220947265625,39.00711441040039
2020-04-14,289.6972351074219,128.9534912109375,42.584224700927734,108.18302154541016,40.15896224975586
2020-04-15,286.1283874511719,130.3928680419922,41.44388961791992,108.41552734375,40.08424758911133
2020-04-16,296.53997802734375,132.16781616210938,40.99994659423828,108.66597747802734,41.19562530517578
2020-04-17,293.1832275390625,134.24298095703125,41.83562088012695,111.51899719238281,41.1302490234375
2020-04-20,287.797607421875,133.93392944335938,40.503761291503906,107.86105346679688,40.42357635498047
2020-04-21,277.8840026855469,132.17660522460938,39.50270462036133,107.03821563720703,40.22433853149414
2020-04-22,285.344482421875,135.09957885742188,39.763851165771484,106.78778839111328,40.96525955200195
2020-04-23,281.63739013671875,137.3248748779297,39.23285675048828,107.4999771118164,40.01265335083008
2020-04-24,286.3866882324219,136.75088500976562,39.54623794555664,106.94175720214844,40.295936584472656
2020-04-27,284.7543640136719,136.24754333496094,40.72138977050781,105.74429321289062,39.94104766845703
2020-04-28,281.222412109375,133.68667602539062,40.68657684326172,105.24011993408203,39.84765625
2020-04-29,283.19586181640625,132.67111206054688,41.01735305786133,105.41116333007812,38.47789001464844
2020-04-30,280.0625,132.4945068359375,39.94666290283203,106.12245178222656,37.83971405029297
2020-05-01,279.064208984375,130.94912719726562,39.6942138671875,105.17710876464844,38.26620101928711
2020-05-04,281.4395751953125,130.93150329589844,39.293792724609375,104.23173522949219,38.5090217590332
2020-05-05,284.6100769042969,132.01766967773438,39.520111083984375,104.44782257080078,38.829673767089844
2020-05-06,285.5066223144531,130.7637481689453,38.95429611206055,101.82785034179688,38.38449478149414
2020-05-07,281.9111633300781,130.33103942871094,38.8237190246582,100.99054718017578,38.11246109008789
2020-05-08,282.77996826171875,131.31124877929688,40.13816452026367,104.393798828125,38.44078063964844
2020-05-11,286.83758544921875,131.6732635498047,39.64198303222656,103.81758117675781,38.669036865234375
2020-05-12,281.7631530761719,129.9336395263672,39.015228271484375,103.13334655761719,38.70343780517578
2020-05-13,279.2676086425781,129.92481994628906,38.24920654296875,102.56612396240234,38.68153762817383
2020-05-14,277.0491943359375,130.3751678466797,38.040283203125,102.46708679199219,38.59087371826172
2020-05-15,276.559326171875,132.84776306152344,37.65726852416992,103.18736267089844,39.378814697265625
2020-05-18,279.84063720703125,132.91839599609375,39.145809173583984,104.62787628173828,39.916622161865234
2020-05-19,281.569091796875,131.59378051757812,38.77149963378906,101.23363494873047,39.06926727294922
2020-05-20,281.8279724121094,130.41049194335938,39.94666290283203,101.98992156982422,39.225608825683594
2020-05-21,279.1105041503906,129.553955078125,39.31991195678711,100.49534606933594,39.08177185058594
2020-05-22,279.53564453125,128.37130737304688,39.198036193847656,101.37767028808594,38.875396728515625
2020-05-26,281.7262268066406,128.54026794433594,40.12075424194336,100.86448669433594,38.72844696044922
2020-05-27,282.8447265625,128.83370971679688,40.67787170410156,102.53910827636719,38.29695129394531
2020-05-28,286.1258850097656,130.68319702148438,40.991241455078125,104.49284362792969,38.675296783447266
2020-05-29,285.118408203125,132.26597595214844,40.634334564208984,104.36679077148438,38.79098129272461
2020-06-01,284.95208740234375,130.8788299560547,40.90419387817383,105.56422424316406,38.75971221923828
2020-06-02,283.8429260253906,131.82135009765625,40.82585525512695,106.29351043701172,38.753456115722656
2020-06-03,283.4269714355469,132.17706298828125,41.69633102416992,106.71668243408203,38.60649490356445
2020-06-04,287.2257995605469,130.4698028564453,41.7137451171875,104.48384094238281,38.1812629699707
2020-06-05,288.4180603027344,130.97662353515625,42.732215881347656,106.53659057617188,38.00928497314453
2020-06-08,283.9353332519531,130.50534057617188,43.39378356933594,107.18485260009766,37.90922546386719
2020-06-09,282.4194030761719,129.7851104736328,42.65386962890625,106.54560089111328,37.94362258911133
2020-06-10,284.0647277832031,131.42123413085938,42.32308578491211,107.34690856933594,37.884212493896484
2020-06-11,278.0567321777344,125.25917053222656,39.64198303222656,104.67292022705078,37.54963684082031
2020-06-12,276.0880432128906,126.39734649658203,40.054832458496094,104.0967025756836,36.81484603881836
2020-06-15,274.68304443359375,125.59707641601562,40.669708251953125,105.06005859375,36.92115783691406
2020-06-16,278.5466003417969,128.45135498046875,41.08255386352539,106.35652160644531,37.41206359863281
2020-06-17,276.92901611328125,128.0601348876953,40.91565704345703,106.17646789550781,37.21820068359375
2020-06-18,276.89215087890625,127.51769256591797,41.27580261230469,107.39193725585938,36.89301681518555
2020-06-19,277.1971130371094,127.89120483398438,40.42375946044922,107.06780242919922,37.474605560302734
2020-06-22,277.70556640625,127.49994659423828,40.17781066894531,106.0144271850586,38.046810150146484
2020-06-23,278.4819030761719,127.02863311767578,40.089962005615234,105.99639892578125,37.856075286865234
2020-06-24,275.4594421386719,124.32554626464844,39.22035217285156,104.81694793701172,37.61530685424805
2020-06-25,277.77947998046875,124.19216918945312,39.46630859375,106.14044189453125,37.430824279785156
2020-06-26,274.1099853515625,122.53829956054688,38.271690368652344,103.74556732177734,36.99619674682617
2020-06-29,278.7591552734375,123.6319808959961,38.96562957763672,105.93335723876953,37.22758865356445
2020-06-30,280.256591796875,125.04578399658203,39.2467041015625,107.65302276611328,37.45271682739258
2020-07-01,281.6799621582031,124.82347106933594,39.36967849731445,108.02214813232422,37.42456817626953
2020-07-02,282.59503173828125,125.34809875488281,39.42238998413086,108.83245849609375,37.27449417114258
2020-07-06,287.9097595214844,127.1353530883789,39.72982406616211,109.5077133178711,37.174434661865234
2020-07-07,292.29095458984375,127.01976776123047,39.71225357055664,110.03890228271484,39.694618225097656
2020-07-08,292.3741149902344,127.39321899414062,39.58928298950195,110.64213562011719,38.9097900390625
2020-07-09,300.89617919921875,126.69966125488281,38.570343017578125,110.27300262451172,39.944766998291016
2020-07-10,301.5339660644531,126.59296417236328,39.65955352783203,111.54247283935547,40.860923767089844
2020-07-13,298.4745788574219,129.1182403564453,39.74738693237305,111.68651580810547,40.49821472167969
2020-07-14,303.1699523925781,131.52792358398438,40.29199981689453,112.62284851074219,41.27678298950195
2020-07-15,301.9683837890625,131.83026123046875,40.75754928588867,112.09166717529297,41.273658752441406
2020-07-16,301.5708923339844,132.71055603027344,40.537940979003906,112.32575988769531,41.336185455322266
2020-07-17,300.20294189453125,132.7994842529297,41.12647247314453,113.10905456542969,41.192352294921875
2020-07-20,301.792724609375,133.0217742919922,40.5115966796875,112.75790405273438,41.107933044433594
2020-07-21,302.9296569824219,133.146240234375,41.460262298583984,112.60485076904297,41.37683868408203
2020-07-22,303.4472351074219,133.3863525390625,42.58461380004883,113.56822204589844,41.48002243041992
2020-07-23,301.423095703125,133.0306396484375,42.40892791748047,114.30298614501953,41.161094665527344
2020-07-24,301.11798095703125,131.7057647705078,42.5933952331543,114.12178802490234,41.03601837158203
2020-07-27,302.8002624511719,130.8699188232422,42.58461380004883,114.44795989990234,41.026634216308594
2020-07-28,302.77252197265625,130.5587158203125,42.32109069824219,115.86133575439453,41.1986083984375
2020-07-29,301.45074462890625,130.3008575439453,42.180545806884766,116.25092315673828,40.864044189453125
2020-07-30,300.87646484375,130.56761169433594,41.89067077636719,119.06863403320312,40.68581771850586
2020-07-31,301.53411865234375,129.6072998046875,41.495399475097656,118.79684448242188,40.4606819152832
2020-08-03,305.0447082519531,131.02110290527344,40.669708251953125,118.95084381103516,40.429420471191406
2020-08-04,314.74298095703125,130.90548706054688,41.01228332519531,121.21589660644531,41.161094665527344
2020-08-05,314.9096984863281,131.9547119140625,41.47783279418945,120.8987808227539,40.58888244628906
2020-08-06,318.0034484863281,131.19894409179688,41.706207275390625,120.23741149902344,40.445064544677734
2020-08-07,315.7803955078125,132.13259887695312,41.9873046875,120.9984359741211,40.63890838623047
2020-08-10,314.9375305175781,131.62571716308594,41.917030334472656,121.49676513671875,41.23612976074219
2020-08-11,307.9255065917969,130.68319702148438,42.10149002075195,120.70852661132812,40.71082305908203
2020-08-12,311.93634033203125,133.0751190185547,42.54069519042969,122.72891998291016,41.239261627197266
2020-08-13,310.9544677734375,131.5990447998047,42.49677276611328,123.01886749267578,41.396236419677734
2020-08-14,311.49169921875,131.81248474121094,42.55826187133789,122.40279388427734,41.6317138671875
2020-08-17,314.9004211425781,132.4793701171875,42.34744644165039,122.7651596069336,42.57361602783203
2020-08-18,315.6321716308594,133.45745849609375,42.53190231323242,123.6802749633789,42.29418182373047
2020-08-19,315.7711486816406,133.72422790527344,41.60959243774414,123.00979614257812,41.57205581665039
2020-08-20,315.7433166503906,134.64007568359375,41.59202194213867,123.98831176757812,40.994361877441406
2020-08-21,319.2076416015625,135.8315887451172,41.53052520751953,124.52286529541016,41.327178955078125
2020-08-24,318.76312255859375,136.1896209716797,42.13663101196289,125.4923095703125,41.23298263549805
2020-08-25,319.3002624511719,136.1090850830078,42.083919525146484,125.99060821533203,41.013206481933594
2020-08-26,318.8926696777344,136.32391357421875,42.30352020263672,125.38359069824219,41.03518295288086
2020-08-27,320.8286437988281,136.9325408935547,42.365013122558594,125.22052001953125,42.89699172973633
2020-08-28,322.6905212402344,137.5233154296875,43.770442962646484,125.72785186767578,44.04924392700195
2020-08-31,322.0328369140625,137.3174591064453,43.506919860839844,125.32923889160156,43.5939826965332
2020-09-01,325.4786376953125,135.62570190429688,43.14677429199219,125.19331359863281,46.338050842285156
2020-09-02,332.4073181152344,137.69338989257812,44.965057373046875,127.30430603027344,46.366302490234375
2020-09-03,322.6256103515625,133.8623809814453,44.341400146484375,125.26577758789062,45.38045120239258
2020-09-04,321.0232238769531,133.00308227539062,44.83330154418945,124.99398803710938,44.843570709228516
2020-09-08,313.8814392089844,131.81256103515625,43.75287628173828,123.16383361816406,43.468414306640625
2020-09-09,320.89349365234375,133.99664306640625,44.086673736572266,125.16609954833984,43.920509338378906
2020-09-10,314.50213623046875,131.49929809570312,43.91977310180664,123.85240173339844,42.9535026550293
2020-09-11,314.1316223144531,132.2780303955078,44.85087203979492,125.15706634521484,42.91896057128906
2020-09-14,317.6421813964844,132.78823852539062,44.90399932861328,125.60103607177734,43.11362838745117
2020-09-15,318.55926513671875,133.2716064453125,45.2050666809082,125.60103607177734,43.12618637084961
2020-09-16,318.3926086425781,132.83297729492188,44.97484588623047,124.75843048095703,42.78082275390625
2020-09-17,313.9000549316406,131.73202514648438,44.762306213378906,124.59534454345703,42.91582489013672
2020-09-18,311.1953125,133.5312042236328,44.67376708984375,124.45944213867188,42.476280212402344
2020-09-21,314.53924560546875,129.87918090820312,43.469482421875,123.86148071289062,43.03514099121094
2020-09-22,319.0594787597656,129.08253479003906,43.97421646118164,124.99398803710938,43.42445373535156
2020-09-23,319.2262268066406,129.28839111328125,42.69023513793945,123.4990005493164,42.6960563659668
2020-09-24,321.4215087890625,129.49424743652344,43.1241340637207,124.05174255371094,42.91896057128906
2020-09-25,317.3273010253906,130.3804168701172,43.141845703125,124.6859130859375,43.097930908203125
2020-09-28,323.848388671875,131.67828369140625,43.63772201538086,125.0392837524414,43.09165573120117
2020-09-29,326.1825866699219,131.633544921875,43.31893539428711,124.35977935791016,43.05710983276367
2020-09-30,328.83172607421875,133.26263427734375,43.71742248535156,125.92716979980469,43.92679977416992
2020-10-01,332.03668212890625,131.86627197265625,43.5491828918457,126.15367889404297,44.92206573486328
2020-10-02,328.8410949707031,130.89956665039062,43.70856857299805,125.13892364501953,44.11203384399414
2020-10-05,332.1478271484375,132.68081665039062,43.72628402709961,126.28958129882812,44.52018737792969
2020-10-06,331.9347839355469,130.91746520996094,43.33665084838867,126.48893737792969,44.15284729003906
2020-10-07,336.2606201171875,132.36752319335938,43.88566970825195,127.47647094726562,44.23447799682617
2020-10-08,338.17803955078125,133.2716064453125,44.682621002197266,128.3372039794922,44.38204574584961
2020-10-09,342.2257995605469,135.13340759277344,44.99254608154297,129.48782348632812,44.82787322998047
2020-10-12,348.7284240722656,135.91212463378906,45.24048614501953,130.91029357910156,45.289398193359375
2020-10-13,352.61883544921875,132.7971954345703,44.47010040283203,130.65660095214844,45.91105651855469
2020-10-14,350.4513244628906,132.56448364257812,44.38154983520508,130.5025634765625,45.19207000732422
2020-10-15,348.8210144042969,131.7499542236328,44.26643371582031,130.31231689453125,45.37731170654297
2020-10-16,353.4154357910156,132.56448364257812,44.301849365234375,130.8196563720703,45.43381881713867
2020-10-19,347.8761901855469,129.1809844970703,43.93879318237305,128.57273864746094,44.88124084472656
2020-10-20,350.4234924316406,129.38687133789062,44.496665954589844,129.0891876220703,45.17951202392578
2020-10-21,349.9696044921875,128.83189392089844,44.26643371582031,129.7868194580078,45.33648681640625
2020-10-22,348.0522155761719,129.8612518310547,44.8774299621582,128.8675537109375,45.06962585449219
2020-10-23,346.9870300292969,130.0044708251953,44.73575210571289,129.71487426757812,45.163814544677734
2020-10-26,343.3836975097656,128.86770629882812,44.09819030761719,128.7309112548828,44.63322067260742
2020-10-27,345.24554443359375,128.13368225097656,44.186737060546875,129.6966094970703,44.85612869262695
2020-10-28,338.05755615234375,123.84617614746094,42.4688606262207,125.41468048095703,43.967613220214844
2020-10-29,338.6144104003906,122.79891204833984,42.52198791503906,125.33271789550781,43.929935455322266
2020-10-30,331.8952331542969,122.72728729248047,42.55741882324219,124.90451049804688,43.56258773803711
2020-11-02,338.17828369140625,124.14156341552734,43.05329513549805,126.18000030517578,44.08063507080078
2020-11-03,345.2036437988281,123.97150421142578,43.699710845947266,128.6580047607422,44.82787322998047
2020-11-04,349.1108703613281,124.77704620361328,43.540321350097656,128.129638671875,44.5704231262207
2020-11-05,357.5191345214844,125.09932708740234,43.77940368652344,129.71487426757812,45.04450607299805
2020-11-06,357.9182434082031,127.3281021118164,43.78826904296875,130.4892120361328,45.76662826538086
2020-11-09,338.7443542480469,130.75637817382812,46.55104446411133,125.71536254882812,45.066490173339844
2020-11-10,340.24786376953125,132.72557067871094,47.799598693847656,127.78339385986328,45.70069885253906
2020-11-11,346.09466552734375,132.29595947265625,47.44540786743164,129.4324188232422,46.46049499511719
2020-11-12,348.6839599609375,132.74346923828125,46.94066619873047,129.5052947998047,46.53898239135742
2020-11-13,351.5887451171875,134.1756591796875,47.330284118652344,131.44580078125,47.26424026489258
2020-11-16,352.4704895019531,135.0260009765625,47.68449783325195,129.76039123535156,47.86077117919922
2020-11-17,354.4471740722656,133.683349609375,47.53395462036133,129.2593231201172,46.89690017700195
2020-11-18,354.73492431640625,131.91099548339844,46.58646774291992,127.27324676513672,46.80899429321289
2020-11-19,355.95074462890625,131.70516967773438,47.04692459106445,127.11835479736328,47.76029968261719
2020-11-20,353.7047119140625,131.00698852539062,46.63959503173828,126.9088363647461,47.17005157470703
2020-11-23,354.2523498535156,129.6730194091797,46.6484489440918,126.41683197021484,47.38669204711914
2020-11-24,356.5817565917969,129.6730194091797,47.126625061035156,126.00688171386719,47.52168655395508
2020-11-25,359.85784912109375,129.5017547607422,46.86982727050781,126.34394836425781,47.66925048828125
2020-11-27,360.4518737792969,129.7902069091797,46.666160583496094,126.28019714355469,47.5970458984375
2020-11-30,363.58868408203125,130.40309143066406,46.05036926269531,126.51705169677734,47.970664978027344
2020-12-01,369.10296630859375,132.89971923828125,46.44304656982422,126.97258758544922,47.923561096191406
2020-12-02,365.2363586425781,133.5216827392578,46.505516052246094,126.05244445800781,47.25796127319336
2020-12-03,356.2363586425781,134.29678344726562,47.103458404541016,125.12316131591797,46.87491989135742
2020-12-04,355.64581298828125,135.4414825439453,48.05838394165039,125.24162292480469,46.752479553222656
2020-12-07,355.5506286621094,134.269775390625,47.290870666503906,125.43289947509766,46.501312255859375
2020-12-08,359.6173400878906,136.59518432617188,47.4604377746582,125.77001953125,46.92201614379883
2020-12-09,356.46490478515625,137.99221801757812,47.59431076049805,124.27590942382812,46.551544189453125
2020-12-10,355.03631591796875,137.22607421875,47.344417572021484,123.45594787597656,46.334110260009766
2020-12-11,357.23638916015625,137.85699462890625,47.61214828491211,124.36701202392578,46.32151412963867
2020-12-14,356.5506591796875,134.35989379882812,47.54075241088867,123.76569366455078,45.89611053466797
2020-12-15,354.1697082519531,135.7118682861328,48.0494499206543,124.49456024169922,45.87405014038086
2020-12-16,351.8459167480469,134.90074157714844,47.35334014892578,125.05940246582031,45.826778411865234
2020-12-17,352.65545654296875,138.4608917236328,47.54075241088867,125.95221710205078,46.03791427612305
2020-12-18,349.5220947265625,139.26309204101562,47.96021270751953,126.67194366455078,45.99064254760742
2020-12-21,347.5888366699219,137.9201202392578,47.13022994995117,125.28714752197266,45.9969482421875
2020-12-22,344.788818359375,137.6497344970703,47.08560562133789,124.4034423828125,45.43918991088867
2020-12-23,344.65545654296875,136.9467010498047,47.37119674682617,124.21210479736328,45.13039016723633
2020-12-24,347.21734619140625,137.42437744140625,47.69247055053711,125.46939086914062,45.2186164855957
2020-12-28,353.38873291015625,138.07333374023438,48.33503341674805,126.34394836425781,45.7606086730957
2020-12-29,354.9697265625,138.9295654296875,48.308265686035156,126.10709381103516,45.470706939697266
2020-12-30,356.61737060546875,140.65113830566406,48.58492660522461,125.5149154663086,45.432891845703125
