Date,GOOGL,KO,PEP,PG,WMT
2020-03-27,55.375877380371094,37.26554870605469,105.9296875,98.53276062011719,34.11333465576172
2020-03-30,57.173927307128906,39.17192077636719,110.34415435791016,102.85256958007812,35.85977554321289
2020-03-31,57.95399856567383,38.51905822753906,105.61309814453125,98.38069915771484,35.37101745605469
2020-04-01,54.96888732910156,36.664913177490234,103.87194061279297,97.78147888183594,35.53289794921875
2020-04-02,55.71354675292969,38.25791549682617,108.91956329345703,102.31594848632812,36.9369010925293
2020-04-03,54.50004577636719,38.153446197509766,109.56150817871094,102.92412567138672,37.19529342651367
2020-04-06,59.01337432861328,40.62563705444336,115.33900451660156,105.3657455444336,39.246829986572266
2020-04-07,58.98194885253906,40.486358642578125,114.74102783203125,100.85810852050781,37.9766845703125
2020-04-08,60.200931549072266,41.62668991088867,116.61409759521484,102.94200134277344,37.929988861083984
2020-04-09,60.179481506347656,42.65386962890625,117.5110855102539,102.54850006103516,37.91753005981445
2020-04-13,60.37101364135742,40.851959228515625,115.1015853881836,103.70220947265625,39.00712203979492
2020-04-14,63.10524368286133,42.584232330322266,121.70570373535156,108.1830062866211,40.158966064453125
2020-04-15,62.709720611572266,41.44388961791992,118.74217987060547,108.41554260253906,40.08424758911133
2020-04-16,62.71620178222656,40.999942779541016,119.27863311767578,108.66596984863281,41.19562911987305
2020-04-17,63.79204177856445,41.835609436035156,120.95823669433594,111.5190200805664,41.1302490234375
2020-04-20,62.9017448425293,40.503761291503906,118.32009887695312,107.86100769042969,40.423580169677734
2020-04-21,60.45829391479492,39.50271224975586,115.14553833007812,107.0382308959961,40.22434616088867
2020-04-22,62.76508331298828,39.763851165771484,116.6229019165039,106.78780364990234,40.96525955200195
2020-04-23,63.40150833129883,39.232852935791016,114.54756164550781,107.49996948242188,40.01265335083008
2020-04-24,63.67233657836914,39.54623031616211,118.15301513671875,106.94174194335938,40.29594039916992
2020-04-27,63.386043548583984,40.72138595581055,118.24097442626953,105.74430847167969,39.9410514831543
2020-04-28,61.477272033691406,40.68656921386719,119.8765869140625,105.2401351928711,39.847652435302734
2020-04-29,66.9432373046875,41.017356872558594,117.27362823486328,105.41117858886719,38.47789001464844
2020-04-30,67.1686782836914,39.946659088134766,116.33268737792969,106.12245178222656,37.83970260620117
2020-05-01,65.70330810546875,39.69422149658203,114.44206237792969,105.17708587646484,38.266212463378906
2020-05-04,65.98161315917969,39.293785095214844,115.12794494628906,104.23175048828125,38.50902557373047
2020-05-05,67.28439331054688,39.520111083984375,115.78748321533203,104.44783020019531,38.82966613769531
2020-05-06,67.10533905029297,38.95429229736328,115.00485229492188,101.82785034179688,38.384498596191406
2020-05-07,68.29489135742188,38.82371520996094,115.68197631835938,100.99052429199219,38.112464904785156
2020-05-08,69.04603576660156,40.13815689086914,118.03868103027344,104.39380645751953,38.44077682495117
2020-05-11,70.00614929199219,39.641990661621094,118.17061614990234,103.81758880615234,38.669036865234375
2020-05-12,68.58916473388672,39.015235900878906,116.90428924560547,103.13333892822266,38.703426361083984
2020-05-13,67.24996948242188,38.24919891357422,116.9218978881836,102.56613159179688,38.68155288696289
2020-05-14,67.67542266845703,38.04029846191406,117.02740478515625,102.46707916259766,38.59086608886719
2020-05-15,68.4834213256836,37.65727233886719,119.55122375488281,103.18736267089844,39.378822326660156
2020-05-18,69.08792877197266,39.14581298828125,119.17310333251953,104.6279067993164,39.9166259765625
2020-05-19,68.55025482177734,38.77149963378906,115.84025573730469,101.233642578125,39.06926345825195
2020-05-20,70.28396606445312,39.946659088134766,115.42695617675781,101.98991394042969,39.22560501098633
2020-05-21,70.16376495361328,39.31990432739258,114.50361633300781,100.49535369873047,39.08177947998047
2020-05-22,70.48745727539062,39.19803237915039,114.74102783203125,101.37767028808594,38.87540817260742
2020-05-26,70.89295196533203,40.12075424194336,114.09909057617188,100.86447143554688,38.72844696044922
2020-05-27,70.83859252929688,40.677860260009766,115.03121948242188,102.53910827636719,38.29694366455078
2020-05-28,70.73684692382812,40.99123764038086,116.33268737792969,104.49282836914062,38.67529296875
2020-05-29,71.49895477294922,40.63433837890625,115.68197631835938,104.36679077148438,38.79098129272461
2020-06-01,71.56629180908203,40.904197692871094,116.94827270507812,105.5642318725586,38.75971603393555
2020-06-02,71.93737030029297,40.82584762573242,116.63170623779297,106.29351806640625,38.753456115722656
2020-06-03,71.78475189208984,41.69633865356445,116.79878997802734,106.71666717529297,38.60649871826172
2020-06-04,70.54032897949219,41.7137451171875,115.7114028930664,104.48384857177734,38.18125915527344
2020-06-05,71.82315063476562,42.73221206665039,117.36862182617188,106.53660583496094,38.009281158447266
2020-06-08,72.2231674194336,43.393775939941406,117.16477966308594,107.18484497070312,37.90923309326172
2020-06-09,72.4246597290039,42.65386962890625,117.83829498291016,106.54559326171875,37.94361877441406
2020-06-10,73.05410766601562,42.32308578491211,118.8663101196289,107.34690856933594,37.884212493896484
2020-06-11,69.92186737060547,39.641990661621094,113.29206848144531,104.67291259765625,37.549652099609375
2020-06-12,70.47150421142578,40.05484390258789,114.32006072998047,104.0966796875,36.814842224121094
2020-06-15,70.86153411865234,40.669708251953125,115.63165283203125,105.06006622314453,36.92116165161133
2020-06-16,72.14485931396484,41.082557678222656,116.68622589111328,106.35652923583984,37.412071228027344
2020-06-17,72.44760131835938,40.9156608581543,116.7659683227539,106.17647552490234,37.21820831298828
2020-06-18,71.52888488769531,41.27580642700195,117.66990661621094,107.39191436767578,36.89301681518555
2020-06-19,71.05606079101562,40.42375946044922,116.3405990600586,107.06779479980469,37.4745979309082
2020-06-22,72.35383605957031,40.17781448364258,116.13677978515625,106.01439666748047,38.046810150146484
2020-06-23,73.0181884765625,40.089969635009766,116.41150665283203,105.99642944335938,37.8560676574707
2020-06-24,71.45806121826172,39.220359802246094,114.81632995605469,104.81695556640625,37.61530303955078
2020-06-25,71.87702178955078,39.466304779052734,116.45579528808594,106.14045715332031,37.430824279785156
2020-06-26,67.9587173461914,38.27169418334961,114.2580337524414,103.74556732177734,36.99620056152344
2020-06-29,69.68594360351562,38.96562194824219,116.16336822509766,105.93335723876953,37.227596282958984
2020-06-30,70.72736358642578,39.2467041015625,117.20909118652344,107.65303039550781,37.45270919799805
2020-07-01,71.92190551757812,39.369686126708984,117.2977066040039,108.02215576171875,37.42457580566406
2020-07-02,73.3149642944336,39.42238998413086,117.7319564819336,108.83244323730469,37.27448272705078
2020-07-06,74.79728698730469,39.72982406616211,118.13074493408203,109.50772094726562,37.17443084716797
2020-07-07,74.3119888305664,39.71226119995117,118.37001037597656,110.03889465332031,39.69462203979492
2020-07-08,74.99430847167969,39.58927917480469,118.946044921875,110.64212036132812,38.90979766845703
2020-07-09,75.74543762207031,38.57034683227539,117.60787200927734,110.27298736572266,39.944759368896484
2020-07-10,76.76042938232422,39.65955352783203,119.15874481201172,111.54246520996094,40.860923767089844
2020-07-13,75.42474365234375,39.74739074707031,119.5575180053711,111.68653106689453,40.49821472167969
2020-07-14,75.85517120361328,40.2919921875,120.09812927246094,112.62284851074219,41.27677536010742
2020-07-15,75.65666198730469,40.75755310058594,118.47637939453125,112.09169006347656,41.27365493774414
2020-07-16,75.55890655517578,40.53794860839844,118.64472961425781,112.32575988769531,41.33618927001953
2020-07-17,75.65516662597656,41.12648010253906,119.33599090576172,113.10904693603516,41.192352294921875
2020-07-20,77.99886322021484,40.51160430908203,117.96236419677734,112.75790405273438,41.107933044433594
2020-07-21,77.60384368896484,41.46026611328125,119.13211822509766,112.60486602783203,41.37683868408203
2020-07-22,78.04923248291016,42.58460998535156,120.53235626220703,113.56820678710938,41.48003005981445
2020-07-23,75.65017700195312,42.408931732177734,121.4805908203125,114.30299377441406,41.16109085083008
2020-07-24,75.22423553466797,42.5933952331543,120.57666015625,114.1218032836914,41.03601837158203
2020-07-27,76.28260803222656,42.58460998535156,122.00342559814453,114.44795227050781,41.026641845703125
2020-07-28,74.99679565429688,42.32109069824219,121.74645233154297,115.86133575439453,41.198604583740234
2020-07-29,75.98734283447266,42.180545806884766,122.23387145996094,116.25092315673828,40.864044189453125
2020-07-30,76.72850799560547,41.89067459106445,122.02116394042969,119.06864166259766,40.68581008911133
2020-07-31,74.21372985839844,41.49539566040039,121.99461364746094,118.79681396484375,40.460689544677734
2020-08-03,73.95487213134766,40.669708251953125,121.1438217163086,118.95083618164062,40.42941665649414
2020-08-04,73.48303985595703,41.01227951049805,121.8261947631836,121.21588897705078,41.16109085083008
2020-08-05,73.7718276977539,41.47783279418945,120.74506378173828,120.89881896972656,40.58888626098633
2020-08-06,75.06163024902344,41.70621109008789,120.39940643310547,120.2374038696289,40.4450569152832
2020-08-07,74.73345184326172,41.9873046875,121.17929077148438,120.99847412109375,40.63890838623047
2020-08-10,74.65614318847656,41.917030334472656,120.50574493408203,121.49675750732422,41.236141204833984
2020-08-11,73.84415435791016,42.10149383544922,119.74360656738281,120.7085189819336,40.71083450317383
2020-08-12,75.17584991455078,42.54069900512695,122.11864471435547,122.72894287109375,41.2392692565918
2020-08-13,75.64518737792969,42.496768951416016,122.38453674316406,123.01885986328125,41.396244049072266
2020-08-14,75.0456771850586,42.55826187133789,121.90596771240234,122.40279388427734,41.63172149658203
2020-08-17,75.62474060058594,42.347442626953125,122.22499084472656,122.76517486572266,42.5736083984375
2020-08-18,77.59686279296875,42.531890869140625,122.39337921142578,123.68024444580078,42.29417419433594
2020-08-19,77.03974151611328,41.609596252441406,120.92228698730469,123.00981903076172,41.572059631347656
2020-08-20,78.61782836914062,41.59202575683594,121.16155242919922,123.98831176757812,40.99436950683594
2020-08-21,78.58391571044922,41.53053283691406,120.93112182617188,124.5228271484375,41.327171325683594
2020-08-24,79.06172943115234,42.13662338256836,121.97686767578125,125.4923095703125,41.23298263549805
2020-08-25,80.09417724609375,42.083927154541016,121.67554473876953,125.99061584472656,41.01320266723633
2020-08-26,82.0034408569336,42.30352783203125,122.71239471435547,125.38357543945312,41.03517532348633
2020-08-27,81.2248764038086,42.36500549316406,122.65038299560547,125.22046661376953,42.89698791503906
2020-08-28,81.7690200805664,43.770442962646484,124.01512908935547,125.72786712646484,44.04924774169922
2020-08-31,81.27525329589844,43.50693130493164,124.1214370727539,125.3292236328125,43.593990325927734
2020-09-01,82.54959106445312,43.14677810668945,123.3504638671875,125.19328308105469,46.338035583496094
2020-09-02,85.65739440917969,44.96506118774414,126.98390197753906,127.30431365966797,46.36630630493164
2020-09-03,81.27425384521484,44.34139633178711,124.3980941772461,125.26579284667969,45.38045120239258
2020-09-04,78.86521911621094,44.83330535888672,123.8536376953125,124.9939956665039,44.84357833862305
2020-09-08,75.99182891845703,43.75288391113281,120.98848724365234,123.16384887695312,43.46841049194336
2020-09-09,77.17041778564453,44.08666229248047,122.38088989257812,125.16613006591797,43.92051315307617
2020-09-10,76.11402893066406,43.919776916503906,120.28333282470703,123.85240936279297,42.95350646972656
2020-09-11,75.60079956054688,44.85087585449219,121.22054290771484,125.15706634521484,42.918968200683594
2020-09-14,75.2551498413086,44.90400314331055,121.9881362915039,125.60102081298828,43.11363220214844
2020-09-15,76.56640625,45.20507049560547,121.05094909667969,125.60102081298828,43.12619400024414
2020-09-16,75.41775512695312,44.974849700927734,120.47969818115234,124.7583999633789,42.780818939208984
2020-09-17,74.16834259033203,44.76232147216797,118.89091491699219,124.59532928466797,42.915828704833984
2020-09-18,72.37528228759766,44.67377471923828,117.34677124023438,124.45941162109375,42.476287841796875
2020-09-21,71.33038330078125,43.46947479248047,117.1414794921875,123.86148071289062,43.03513717651367
2020-09-22,72.81070709228516,43.97421646118164,117.95372009277344,124.9939956665039,43.424442291259766
2020-09-23,70.2954330444336,42.69023513793945,116.92727661132812,123.49907684326172,42.6960563659668
2020-09-24,70.96726989746094,43.12413024902344,117.4449691772461,124.05175018310547,42.918968200683594
2020-09-25,71.7752685546875,43.141845703125,119.2033462524414,124.6859359741211,43.09792709350586
2020-09-28,72.75284576416016,43.63772964477539,123.14849853515625,125.039306640625,43.09164810180664
2020-09-29,73.11994934082031,43.31894302368164,122.4255142211914,124.35975646972656,43.05710983276367
2020-09-30,73.09899139404297,43.71742630004883,123.71083068847656,125.92720031738281,43.92679977416992
2020-10-01,74.21124267578125,43.5491828918457,125.67449188232422,126.15369415283203,44.92205810546875
2020-10-02,72.60022735595703,43.70857238769531,123.22885131835938,125.13892364501953,44.112037658691406
2020-10-05,73.9583740234375,43.72627639770508,123.1128158569336,126.28959655761719,44.52018356323242
2020-10-06,72.3718032836914,43.33665084838867,121.12236022949219,126.48892211914062,44.15284729003906
2020-10-07,72.77679443359375,43.88567352294922,122.29163360595703,127.4764633178711,44.2344856262207
2020-10-08,73.98829650878906,44.682621002197266,123.04138946533203,128.33718872070312,44.382041931152344
2020-10-09,75.33595275878906,44.99256134033203,123.5680160522461,129.48780822753906,44.82787322998047
2020-10-12,78.03626251220703,45.2404899597168,126.86161804199219,130.91024780273438,45.28940200805664
2020-10-13,78.15996551513672,44.470096588134766,128.1201171875,130.6565704345703,45.91105270385742
2020-10-14,77.9789047241211,44.38154983520508,127.20972442626953,130.50254821777344,45.19206619262695
2020-10-15,77.5813980102539,44.266441345214844,126.23680114746094,130.31231689453125,45.37731170654297
2020-10-16,78.19139099121094,44.30185317993164,126.50458526611328,130.8196563720703,45.43383026123047
2020-10-19,76.30854797363281,43.93879699707031,124.6748046875,128.57276916503906,44.88124465942383
2020-10-20,77.36244201660156,44.49667739868164,124.70159912109375,129.08914184570312,45.17951202392578
2020-10-21,79.10363006591797,44.266441345214844,124.6034164428711,129.78683471679688,45.33649444580078
2020-10-22,80.13457489013672,44.877437591552734,124.61235046386719,128.86758422851562,45.069618225097656
2020-10-23,81.44732666015625,44.73575210571289,124.56768035888672,129.71484375,45.163814544677734
2020-10-26,79.01883697509766,44.09818649291992,123.22885131835938,128.73092651367188,44.633209228515625
2020-10-27,79.74653625488281,44.18674087524414,124.17497253417969,129.6966094970703,44.85612869262695
2020-10-28,75.3534164428711,42.46885681152344,119.75669860839844,125.41471099853516,43.967613220214844
2020-10-29,77.65171813964844,42.52198791503906,119.59606170654297,125.33271789550781,43.929935455322266
2020-10-30,80.60590362548828,42.55740737915039,118.97124481201172,124.90451049804688,43.56260299682617
2020-11-02,81.01539611816406,43.05329132080078,120.6314468383789,126.17996978759766,44.08063507080078
2020-11-03,82.07975006103516,43.699710845947266,122.31842041015625,128.6580352783203,44.82787322998047
2020-11-04,87.07688903808594,43.54032516479492,123.05032348632812,128.12962341308594,44.5704231262207
2020-11-05,87.90733337402344,43.779396057128906,123.21992492675781,129.71484375,45.04450988769531
2020-11-06,87.76917266845703,43.788265228271484,123.51445770263672,130.4892120361328,45.76662826538086
2020-11-09,87.85346221923828,46.5510368347168,123.57697296142578,125.7153549194336,45.06648254394531
2020-11-10,86.67139434814453,47.799598693847656,126.49562072753906,127.78340911865234,45.70070266723633
2020-11-11,87.14571380615234,47.445404052734375,128.4414825439453,129.43243408203125,46.46049118041992
2020-11-12,86.92575073242188,46.94065856933594,128.38792419433594,129.50531005859375,46.53898620605469
2020-11-13,88.39411926269531,47.33028793334961,129.1644744873047,131.44583129882812,47.26424026489258
2020-11-16,88.48240661621094,47.684486389160156,130.10166931152344,129.76040649414062,47.86077117919922
2020-11-17,87.86543273925781,47.53395462036133,129.63754272460938,129.25929260253906,46.89690017700195
2020-11-18,86.81702423095703,46.58647155761719,127.97733306884766,127.27323150634766,46.80899429321289
2020-11-19,87.71131134033203,47.04692840576172,127.92374420166016,127.11834716796875,47.76030731201172
2020-11-20,86.60455322265625,46.639591217041016,128.0130615234375,126.90880584716797,47.17006301879883
2020-11-23,86.16464233398438,46.6484489440918,127.65601348876953,126.4168472290039,47.38668441772461
2020-11-24,87.97715759277344,47.126625061035156,128.55751037597656,126.00686645507812,47.52169418334961
2020-11-25,87.9886245727539,46.86982727050781,128.6735382080078,126.34397888183594,47.669254302978516
2020-11-27,89.13029479980469,46.66616439819336,129.06629943847656,126.28019714355469,47.597049713134766
2020-11-30,87.50332641601562,46.05036926269531,128.7360382080078,126.51707458496094,47.97066116333008
2020-12-01,89.54627227783203,46.44304656982422,130.3783416748047,126.97259521484375,47.92356872558594
2020-12-02,91.02310943603516,46.50551986694336,129.08412170410156,126.05242156982422,47.25796127319336
2020-12-03,90.86700439453125,47.103458404541016,129.85092163085938,125.12313842773438,46.87492752075195
2020-12-04,90.96276092529297,48.058380126953125,131.1094207763672,125.2416000366211,46.75247573852539
2020-12-07,90.6270980834961,47.29087829589844,130.67791748046875,125.43291473388672,46.501304626464844
2020-12-08,90.3427963256836,47.46043395996094,130.81280517578125,125.77000427246094,46.922019958496094
2020-12-09,88.67342376708984,47.59430694580078,130.96556091308594,124.27587890625,46.551544189453125
2020-12-10,88.16419219970703,47.34442138671875,130.04867553710938,123.45594787597656,46.334110260009766
2020-12-11,88.52080535888672,47.612152099609375,130.31837463378906,124.36698150634766,46.321510314941406
2020-12-14,87.3965835571289,47.54076385498047,129.65316772460938,123.7657241821289,45.89610290527344
2020-12-15,87.83650207519531,48.0494499206543,130.13856506347656,124.4945297241211,45.87405014038086
2020-12-16,87.6424789428711,47.35335159301758,130.24644470214844,125.05940246582031,45.826778411865234
2020-12-17,86.81053924560547,47.54076385498047,130.9835968017578,125.9522476196289,46.03791046142578
2020-12-18,86.0978012084961,47.96022033691406,132.0802764892578,126.67196655273438,45.990638732910156
2020-12-21,86.5137710571289,47.130226135253906,130.7049102783203,125.28714752197266,45.9969482421875
2020-12-22,85.79854583740234,47.085609436035156,129.46435546875,124.4034194946289,45.4391975402832
2020-12-23,86.19805908203125,47.37119674682617,129.81495666503906,124.21212005615234,45.1303825378418
2020-12-24,86.49382019042969,47.69247055053711,130.39926147460938,125.46935272216797,45.21860885620117
2020-12-28,88.4789047241211,48.33503723144531,132.06228637695312,126.34397888183594,45.7606086730957
2020-12-29,87.67091369628906,48.308265686035156,132.52073669433594,126.1070785522461,45.47071075439453
2020-12-30,86.59806823730469,48.58491897583008,132.421875,125.5149154663086,45.43289566040039
