Date,AAPL,AMZN,MSFT,TSLA,UPS
2020-01-02,72.87612915039062,94.90049743652344,153.93820190429688,28.68400001525879,99.4780044555664
2020-01-03,72.16761016845703,93.74849700927734,152.0214080810547,29.534000396728516,99.41838073730469
2020-01-06,72.7426528930664,95.14399719238281,152.41432189941406,30.1026668548584,98.9754638671875
2020-01-07,72.4005355834961,95.34300231933594,151.02467346191406,31.270666122436523,98.80512237548828
2020-01-08,73.56517791748047,94.59850311279297,153.4302215576172,32.80933380126953,99.36727905273438
2020-01-09,75.12779235839844,95.05249786376953,155.3470458984375,32.089332580566406,99.59725952148438
2020-01-10,75.2976303100586,94.15799713134766,154.6282501220703,31.876667022705078,98.69437408447266
2020-01-13,76.90631866455078,94.56500244140625,156.487548828125,34.990665435791016,99.44393157958984
2020-01-14,75.8678207397461,93.47200012207031,155.3853759765625,35.861331939697266,99.88685607910156
2020-01-15,75.54270935058594,93.10099792480469,156.39170837402344,34.56666564941406,100.44902038574219
2020-01-16,76.48897552490234,93.89700317382812,159.25733947753906,34.232666015625,101.02822875976562
2020-01-17,77.3357925415039,93.23600006103516,160.14866638183594,34.03333282470703,101.01971435546875
2020-01-21,76.81169891357422,94.5999984741211,159.57357788085938,36.47999954223633,99.98906707763672
2020-01-22,77.08588409423828,94.37300109863281,158.80690002441406,37.97066879272461,99.87834167480469
2020-01-23,77.45709991455078,94.22899627685547,159.78445434570312,38.14666748046875,99.59725952148438
2020-01-24,77.23388671875,93.08200073242188,158.17433166503906,37.654666900634766,99.36727905273438
2020-01-27,74.9627914428711,91.41699981689453,155.52914428710938,37.201332092285156,97.88520050048828
2020-01-28,77.08345031738281,92.6624984741211,158.57688903808594,37.793331146240234,98.26850128173828
2020-01-29,78.69697570800781,92.9000015258789,161.0495147705078,38.732666015625,98.60069274902344
2020-01-30,78.58293151855469,93.53399658203125,165.59234619140625,42.72066879272461,91.99095916748047
2020-01-31,75.09867858886719,100.43599700927734,163.1484375,43.371334075927734,88.1750259399414
2020-02-03,74.89242553710938,100.20999908447266,167.12579345703125,52.0,86.9059066772461
2020-02-04,77.36490631103516,102.4834976196289,172.6270294189453,59.137332916259766,88.0558090209961
2020-02-05,77.9957504272461,101.99349975585938,172.41615295410156,48.97999954223633,90.32149505615234
2020-02-06,78.90807342529297,102.5114974975586,175.99098205566406,49.930667877197266,90.72181701660156
2020-02-07,77.83551025390625,103.96399688720703,176.2401885986328,49.871334075927734,87.83432006835938
2020-02-10,78.20518493652344,106.69550323486328,180.85006713867188,51.41866683959961,87.79175567626953
2020-02-11,77.73332977294922,107.54000091552734,176.76727294921875,51.62533187866211,89.3249282836914
2020-02-12,79.57933807373047,108.0,177.02606201171875,51.15266799926758,89.8956069946289
2020-02-13,79.01265716552734,107.49349975585938,176.0676727294922,53.599998474121094,89.64007568359375
2020-02-14,79.0321044921875,106.74349975585938,177.6394500732422,53.33533477783203,90.24483489990234
2020-02-18,77.5849838256836,107.78350067138672,179.44122314453125,57.22666549682617,90.64517974853516
2020-02-19,78.7086181640625,108.51100158691406,179.97940063476562,61.16133117675781,90.93478393554688
2020-02-20,77.90116882324219,107.65499877929688,177.23086547851562,59.96066665649414,90.6962890625
2020-02-21,76.13786315917969,104.79850006103516,171.628173828125,60.06666564941406,87.6810073852539
2020-02-24,72.52128601074219,100.4645004272461,164.22833251953125,55.58599853515625,84.7219009399414
2020-02-25,70.06485748291016,98.63700103759766,161.51824951171875,53.32733154296875,80.77354431152344
2020-02-26,71.17634582519531,98.97949981689453,163.536376953125,51.91999816894531,80.62730407714844
2020-02-27,66.5236587524414,94.21499633789062,152.01380920410156,45.266666412353516,77.62516784667969
2020-02-28,66.48474884033203,94.1875,155.6944580078125,44.53266525268555,77.84022521972656
2020-03-02,72.67451477050781,97.69750213623047,166.0542755126953,49.574668884277344,79.78430938720703
2020-03-03,70.36641693115234,95.44950103759766,158.0970458984375,49.70066833496094,78.53700256347656
2020-03-04,73.63035583496094,98.79149627685547,163.9015655517578,49.96666717529297,82.4251480102539
2020-03-05,71.24199676513672,96.20149993896484,159.78843688964844,48.30266571044922,79.9907455444336
2020-03-06,70.29589080810547,95.05449676513672,155.27162170410156,46.89866638183594,80.85955810546875
2020-03-09,64.73603057861328,90.03050231933594,144.7484893798828,40.53333282470703,74.9929428100586
2020-03-10,69.39842224121094,94.59100341796875,154.64697265625,43.02199935913086,79.84452819824219
2020-03-11,66.98821258544922,91.04299926757812,147.6411590576172,42.28200149536133,75.6897201538086
2020-03-12,60.37279510498047,83.83049774169922,133.63912963867188,37.369998931884766,74.1241455078125
2020-03-13,67.6059341430664,89.25,152.638427734375,36.44133377075195,81.05741119384766
