Date,AAPL,KO,PG,TSLA,V
2023-03-29,159.5151824951172,59.08190155029297,141.40060424804688,193.8800048828125,220.7096405029297
2023-03-30,161.09275817871094,59.072349548339844,142.01698303222656,195.27999877929688,219.78053283691406
2023-03-31,163.61293029785156,59.244266510009766,143.21131896972656,207.4600067138672,222.84457397460938
2023-04-03,164.8730010986328,59.59765625,144.00108337402344,194.77000427246094,226.343505859375
2023-04-04,164.33724975585938,59.41618728637695,144.69456481933594,192.5800018310547,225.01905822753906
2023-04-05,162.4818115234375,59.97968673706055,145.68661499023438,185.52000427246094,225.5231170654297
2023-04-06,163.3748016357422,60.01789093017578,146.6112518310547,185.05999755859375,223.36843872070312
2023-04-10,160.76535034179688,59.874629974365234,145.39767456054688,184.50999450683594,223.8032989501953
2023-04-11,159.54495239257812,59.769569396972656,145.1087188720703,186.7899932861328,225.7998809814453
2023-04-12,158.8504180908203,59.874629974365234,145.5036163330078,180.5399932861328,225.1673126220703
2023-04-13,164.2677764892578,60.31397247314453,146.1778106689453,185.89999389648438,229.99069213867188
2023-04-14,163.9205322265625,60.21846008300781,145.43618774414062,185.0,231.30528259277344
2023-04-17,163.9403533935547,60.610050201416016,145.48435974121094,187.0399932861328,230.7715301513672
2023-04-18,165.17066955566406,60.7055549621582,145.63845825195312,184.30999755859375,230.89015197753906
2023-04-19,166.32164001464844,60.82016372680664,145.6673583984375,180.58999633789062,229.87208557128906
2023-04-20,165.34927368164062,61.08759307861328,146.20138549804688,162.99000549316406,231.87855529785156
2023-04-21,163.73199462890625,61.17355728149414,151.26051330566406,165.0800018310547,231.33489990234375
2023-04-24,164.03956604003906,61.07804489135742,151.53189086914062,162.5500030517578,230.0598602294922
2023-04-25,162.4917449951172,60.9825325012207,151.57064819335938,160.6699981689453,226.92666625976562
2023-04-26,162.4818115234375,60.696006774902344,149.81642150878906,153.75,225.50335693359375
2023-04-27,167.0955352783203,60.82016372680664,151.648193359375,160.19000244140625,226.35336303710938
2023-04-28,168.35562133789062,61.26905822753906,151.56097412109375,164.30999755859375,230.0302276611328
2023-05-01,168.26634216308594,61.41232681274414,151.74513244628906,161.8300018310547,229.8127899169922
2023-05-02,167.2245330810547,61.13534927368164,151.60940551757812,160.30999755859375,224.34690856933594
2023-05-03,166.14303588867188,60.79151916503906,151.4155731201172,160.61000061035156,223.3585205078125
2023-05-04,164.49600219726562,60.858367919921875,150.71774291992188,161.1999969482422,222.9829559326172
2023-05-05,172.21527099609375,61.1448974609375,151.22174072265625,170.05999755859375,229.09124755859375
2023-05-08,172.1457977294922,61.04938888549805,150.5142364501953,171.7899932861328,229.53602600097656
2023-05-09,170.4293212890625,60.543190002441406,148.97325134277344,169.14999389648438,230.55406188964844
2023-05-10,172.20535278320312,60.648250579833984,149.2833709716797,168.5399932861328,228.587158203125
2023-05-11,172.3938446044922,60.99208450317383,149.6322784423828,172.0800018310547,228.77532958984375
2023-05-12,171.45989990234375,61.230857849121094,151.15391540527344,167.97999572753906,229.14175415039062
2023-05-15,170.96311950683594,61.0684928894043,151.20236206054688,166.35000610351562,230.5579071044922
2023-05-16,170.96311950683594,60.380821228027344,150.94068908691406,166.52000427246094,228.24057006835938
2023-05-17,171.57913208007812,60.31397247314453,150.30104064941406,173.86000061035156,230.39947509765625
2023-05-18,173.92393493652344,59.97968673706055,147.82962036132812,176.88999938964844,231.3402862548828
2023-05-19,174.0332489013672,60.00834274291992,148.44989013671875,180.13999938964844,231.0531005859375
2023-05-22,173.07940673828125,58.74761199951172,144.56344604492188,188.8699951171875,229.04270935058594
2023-05-23,170.45640563964844,58.64256286621094,143.00308227539062,185.77000427246094,222.40753173828125
2023-05-24,170.73460388183594,58.14591598510742,141.82064819335938,182.89999389648438,220.10008239746094
2023-05-25,171.87722778320312,57.697021484375,140.90963745117188,184.47000122070312,221.21914672851562
2023-05-26,174.30149841308594,57.55375671386719,140.91932678222656,193.1699981689453,222.8333740234375
2023-05-30,176.1594696044922,57.09531021118164,138.76771545410156,201.16000366210938,219.49598693847656
2023-05-31,176.1098175048828,56.9807014465332,138.10867309570312,203.92999267578125,218.8918914794922
2023-06-01,178.9315185546875,57.30543899536133,139.52369689941406,207.52000427246094,224.3089599609375
2023-06-02,179.78598022460938,58.4133415222168,142.00482177734375,213.97000122070312,226.57679748535156
2023-06-05,178.42481994628906,58.021751403808594,141.44268798828125,217.61000061035156,224.57635498046875
2023-06-06,178.0572052001953,57.60151672363281,140.03738403320312,221.30999755859375,226.01231384277344
2023-06-07,176.6761474609375,57.51555633544922,140.3378143310547,224.57000732421875,223.0908660888672
2023-06-08,179.408447265625,57.658817291259766,141.92727661132812,234.86000061035156,220.892333984375
2023-06-09,179.79592895507812,57.754329681396484,142.0435791015625,244.39999389648438,221.3973846435547
2023-06-12,182.6077117919922,57.506004333496094,140.92901611328125,249.8300018310547,223.98214721679688
2023-06-13,182.1308135986328,57.73522186279297,140.5897979736328,258.7099914550781,221.23895263671875
2023-06-14,182.76669311523438,58.12681579589844,141.9079132080078,256.7900085449219,221.27857971191406
2023-06-15,184.81344604492188,58.92557144165039,143.87533569335938,255.89999389648438,223.98214721679688
2023-06-16,183.73045349121094,59.34901428222656,144.93173217773438,260.5400085449219,226.69564819335938
2023-06-20,183.81988525390625,58.95444869995117,143.59426879882812,274.45001220703125,224.27926635742188
2023-06-21,182.77664184570312,59.11804962158203,144.83482360839844,259.4599914550781,225.0517120361328
2023-06-22,185.7970733642578,59.522239685058594,145.3291015625,264.6099853515625,226.18067932128906
2023-06-23,185.4791259765625,58.89670944213867,143.88502502441406,256.6000061035156,227.32945251464844
2023-06-26,184.07821655273438,58.91595458984375,144.03038024902344,241.0500030517578,224.11090087890625
2023-06-27,186.85025024414062,58.79084396362305,145.39694213867188,250.2100067138672,225.14083862304688
2023-06-28,188.03260803222656,58.24230194091797,145.36788940429688,256.239990234375,225.75485229492188
2023-06-29,188.37039184570312,57.761112213134766,144.7766876220703,257.5,232.05332946777344
2023-06-30,192.72222900390625,57.953590393066406,147.06394958496094,261.7699890136719,235.18275451660156
2023-07-03,191.22195434570312,58.30004119873047,147.80052185058594,279.82000732421875,235.6680145263672
2023-07-05,190.0992431640625,58.73310089111328,147.54855346679688,282.4800109863281,237.13368225097656
2023-07-06,190.5761260986328,58.28079605102539,147.30624389648438,276.5400085449219,236.5692138671875
2023-07-07,189.45339965820312,57.51089859008789,144.21453857421875,274.42999267578125,234.16270446777344
2023-07-10,187.396728515625,57.07783889770508,144.27272033691406,269.6099853515625,235.85618591308594
2023-07-11,186.8701171875,57.279930114746094,143.51673889160156,269.7900085449219,238.22303771972656
2023-07-12,188.54925537109375,57.587886810302734,144.2630157470703,271.989990234375,239.8669891357422
2023-07-13,189.31430053710938,58.078697204589844,144.3599090576172,277.8999938964844,240.95632934570312
2023-07-14,189.46334838867188,58.60799789428711,145.42601013183594,281.3800048828125,240.8078155517578
2023-07-17,192.7421417236328,58.52138137817383,144.39871215820312,290.3800048828125,241.62979125976562
2023-07-18,192.48377990722656,58.2904167175293,144.67005920410156,293.3399963378906,238.44093322753906
2023-07-19,193.844970703125,59.32014465332031,145.6586151123047,291.260009765625,239.08462524414062
2023-07-20,191.88766479492188,60.04191970825195,146.83970642089844,262.8999938964844,237.3020477294922
2023-07-21,190.70530700683594,60.09003448486328,149.15113830566406,260.0199890136719,236.93563842773438
2023-07-24,191.5100860595703,60.10928726196289,149.62904357910156,269.05999755859375,238.4112091064453
2023-07-25,192.3744659423828,59.907188415527344,149.98013305664062,265.2799987792969,236.38104248046875
2023-07-26,193.2488250732422,60.67707824707031,150.1361846923828,264.3500061035156,234.80642700195312
2023-07-27,191.97708129882812,60.09003448486328,148.35140991210938,255.7100067138672,232.17214965820312
2023-07-28,194.57028198242188,60.12853240966797,152.54515075683594,266.44000244140625,233.469482421875
2023-07-31,195.186279296875,59.5992317199707,152.43788146972656,267.42999267578125,235.43031311035156
2023-08-01,194.3516845703125,59.44525146484375,152.3891143798828,261.07000732421875,237.46051025390625
2023-08-02,191.3411865234375,59.62809753417969,152.72071838378906,254.11000061035156,235.261962890625
2023-08-03,189.94024658203125,59.32014465332031,153.12057495117188,259.32000732421875,236.4503631591797
2023-08-04,180.81930541992188,58.425140380859375,151.4430694580078,253.86000061035156,236.6781463623047
2023-08-07,177.69952392578125,58.887081146240234,153.04257202148438,251.4499969482422,239.1737518310547
2023-08-08,178.6433868408203,58.62724304199219,153.20834350585938,249.6999969482422,236.97525024414062
2023-08-09,177.04376220703125,58.7619743347168,153.01329040527344,242.19000244140625,237.44068908691406
2023-08-10,176.82516479492188,58.62724304199219,152.2525634765625,245.33999633789062,238.2840576171875
2023-08-11,176.88487243652344,58.867828369140625,153.14007568359375,242.64999389648438,238.1649932861328
2023-08-14,178.54637145996094,58.588748931884766,151.94046020507812,239.75999450683594,241.00265502929688
2023-08-15,176.54660034179688,58.194175720214844,150.96517944335938,232.9600067138672,237.95663452148438
2023-08-16,175.67108154296875,58.203800201416016,149.4242401123047,225.60000610351562,237.42083740234375
2023-08-17,173.11415100097656,58.32890701293945,148.35140991210938,219.22000122070312,235.51583862304688
2023-08-18,173.60166931152344,58.65611267089844,148.77076721191406,215.49000549316406,236.30960083007812
2023-08-21,174.9447784423828,58.15568161010742,148.01980590820312,231.27999877929688,237.5895233154297
2023-08-22,176.32769775390625,57.79961395263672,148.0783233642578,233.19000244140625,238.69085693359375
2023-08-23,180.19790649414062,58.001705169677734,149.46324157714844,236.86000061035156,240.40736389160156
2023-08-24,175.48204040527344,57.84772872924805,148.77076721191406,230.0399932861328,237.59942626953125
2023-08-25,177.70069885253906,58.1171875,149.74607849121094,238.58999633789062,240.67523193359375
2023-08-28,179.2726593017578,58.28079605102539,149.98013305664062,238.82000732421875,241.92538452148438
2023-08-29,183.18263244628906,58.22304916381836,150.0679168701172,257.17999267578125,243.42359924316406
2023-08-30,186.6946563720703,58.194175720214844,150.23370361328125,256.8999938964844,244.306640625
2023-08-31,186.91354370117188,57.57826614379883,150.5262908935547,258.0799865722656,243.76092529296875
2023-09-01,188.49546813964844,57.07783889770508,150.6920928955078,245.00999450683594,246.17193603515625
2023-09-05,188.73422241210938,56.60627746582031,148.6732635498047,256.489990234375,243.42359924316406
2023-09-06,181.9788055419922,56.567779541015625,148.38064575195312,251.9199981689453,244.2371826171875
2023-09-07,176.65602111816406,56.13472366333008,149.79483032226562,251.49000549316406,245.20953369140625
2023-09-08,177.27285766601562,56.13472366333008,149.15113830566406,248.5,245.3583526611328
2023-09-11,178.4468536376953,56.66401672363281,150.92617797851562,273.5799865722656,245.28892517089844
2023-09-12,175.40245056152344,56.1058464050293,148.2733917236328,267.4800109863281,245.36827087402344
2023-09-13,173.32308959960938,56.24057388305664,149.30718994140625,271.29998779296875,245.89413452148438
2023-09-14,174.84530639648438,56.706172943115234,150.9456787109375,276.0400085449219,239.6135711669922
2023-09-15,174.11900329589844,56.201778411865234,149.67779541015625,274.3900146484375,239.1869354248047
2023-09-18,177.06394958496094,56.55097579956055,150.24346923828125,265.2799987792969,242.7489013671875
2023-09-19,178.15834045410156,56.43457794189453,149.80459594726562,266.5,241.65748596191406
2023-09-20,174.59658813476562,56.68677520751953,149.67779541015625,262.5899963378906,239.9707794189453
2023-09-21,173.0445098876953,55.81378173828125,148.38064575195312,255.6999969482422,234.7617645263672
2023-09-22,173.90013122558594,55.871978759765625,147.8345184326172,244.8800048828125,233.24374389648438
2023-09-25,175.18356323242188,55.28997802734375,146.93722534179688,246.99000549316406,231.53717041015625
2023-09-26,171.0845489501953,54.834075927734375,145.63034057617188,244.1199951171875,227.8561553955078
2023-09-27,169.56231689453125,54.271480560302734,143.6992645263672,240.5,227.7073211669922
2023-09-28,169.82101440429688,54.135684967041016,142.72396850585938,246.3800048828125,229.8504638671875
2023-09-29,170.33836364746094,54.30057907104492,142.25582885742188,250.22000122070312,228.2133331298828
2023-10-02,172.86541748046875,53.81557846069336,141.60238647460938,251.60000610351562,229.46351623535156
2023-10-03,171.5222930908203,53.233577728271484,141.89498901367188,246.52999877929688,227.022705078125
2023-10-04,172.77587890625,53.38877868652344,142.3631134033203,261.1600036621094,229.41387939453125
2023-10-05,174.01953125,50.80858612060547,140.24676513671875,260.04998779296875,231.65623474121094
2023-10-06,176.58639526367188,51.545780181884766,140.52957153320312,260.5299987792969,233.20404052734375
2023-10-09,178.07875061035156,51.2935791015625,139.81761169433594,259.6700134277344,232.60874938964844
2023-10-10,177.4818115234375,52.409080505371094,141.20252990722656,263.6199951171875,234.7518768310547
2023-10-11,178.88462829589844,52.09868240356445,139.4665069580078,262.989990234375,233.83905029296875
2023-10-12,179.7899932861328,51.22568130493164,139.7786102294922,258.8699951171875,234.9304656982422
2023-10-13,177.93948364257812,51.30327606201172,141.11474609375,251.1199951171875,235.81350708007812
2023-10-16,177.81011962890625,51.827083587646484,142.46067810058594,253.9199981689453,238.19476318359375
2023-10-17,176.24810791015625,52.447879791259766,142.6459503173828,254.85000610351562,239.31593322753906
2023-10-18,174.9447784423828,52.4284782409668,146.3227996826172,242.67999267578125,235.6150665283203
2023-10-19,174.5667266845703,52.719478607177734,145.49937438964844,220.11000061035156,231.983642578125
2023-10-20,171.99986267089844,52.932884216308594,145.30308532714844,211.99000549316406,231.5570068359375
2023-10-23,172.11924743652344,52.457584381103516,145.40121459960938,212.0800018310547,229.72146606445312
2023-10-24,172.55702209472656,53.97077941894531,147.11874389648438,216.52000427246094,232.8170928955078
2023-10-25,170.2289276123047,54.43637466430664,147.8057861328125,212.4199981689453,234.99990844726562
2023-10-26,166.0403594970703,54.1065788269043,147.02061462402344,205.75999450683594,229.47341918945312
2023-10-27,167.36358642578125,53.58277893066406,144.42959594726562,207.3000030517578,227.47911071777344
2023-10-30,169.42303466796875,54.465484619140625,146.49061584472656,197.36000061035156,231.2593536376953
2023-10-31,169.90060424804688,54.795284271240234,147.246337890625,200.83999633789062,233.26356506347656
2023-11-01,173.08432006835938,54.74677658081055,146.83413696289062,205.66000366210938,236.71641540527344
2023-11-02,176.66598510742188,55.377281188964844,148.63018798828125,218.50999450683594,241.34991455078125
2023-11-03,175.75067138671875,55.03778076171875,147.2855987548828,219.9600067138672,241.6971893310547
2023-11-06,178.31753540039062,55.26087951660156,148.1394805908203,219.27000427246094,241.58804321289062
2023-11-07,180.8943634033203,55.464576721191406,147.79595947265625,222.17999267578125,242.85806274414062
2023-11-08,181.95887756347656,55.377281188964844,147.22671508789062,222.11000061035156,242.51998901367188
2023-11-09,181.48135375976562,54.96017837524414,147.5604248046875,209.97999572753906,240.26290893554688
2023-11-10,185.69534301757812,55.01837921142578,148.60072326660156,214.64999389648438,243.8523406982422
2023-11-13,184.1013946533203,55.22208023071289,149.63125610351562,223.7100067138672,243.27565002441406
2023-11-14,186.73141479492188,55.38697814941406,149.29754638671875,237.41000366210938,245.53271484375
2023-11-15,187.29925537109375,55.49367904663086,148.6105499267578,242.83999633789062,246.69602966308594
2023-11-16,188.9928436279297,55.43548583984375,149.99440002441406,233.58999633789062,247.15341186523438
2023-11-17,188.97291564941406,55.54217529296875,148.26705932617188,234.3000030517578,248.13778686523438
2023-11-20,190.72625732421875,55.677978515625,147.4818878173828,235.60000610351562,248.54544067382812
2023-11-21,189.91932678222656,56.28907775878906,146.83413696289062,241.1999969482422,250.7925567626953
2023-11-22,190.5867919921875,56.66737747192383,148.2179718017578,234.2100067138672,252.27406311035156
2023-11-24,189.25186157226562,56.81288146972656,148.57130432128906,235.4499969482422,252.8507843017578
2023-11-27,189.07252502441406,56.706172943115234,148.43389892578125,236.0800018310547,252.69166564941406
2023-11-28,189.6802215576172,56.82257843017578,149.46441650390625,246.72000122070312,251.49850463867188
2023-11-29,188.6541290283203,56.48307800292969,148.32594299316406,244.13999938964844,252.78115844726562
2023-11-30,189.23191833496094,57.13814926147461,150.67160034179688,240.0800018310547,255.2172088623047
2023-12-01,190.51705932617188,57.33369827270508,149.82754516601562,238.8300018310547,254.98854064941406
2023-12-04,188.71388244628906,57.2652587890625,149.23867797851562,235.5800018310547,252.98997497558594
2023-12-05,192.68881225585938,57.353248596191406,144.03701782226562,238.72000122070312,253.15899658203125
2023-12-06,191.59298706054688,57.29458999633789,143.9290313720703,239.3699951171875,252.8408203125
2023-12-07,193.5355987548828,57.43147277832031,143.78184509277344,242.63999938964844,254.36212158203125
2023-12-08,194.97015380859375,57.30437088012695,142.45687866210938,243.83999633789062,254.2825469970703
2023-12-11,192.44972229003906,57.724788665771484,143.11447143554688,239.74000549316406,255.05810546875
2023-12-12,193.9739532470703,58.09632110595703,143.23223876953125,237.00999450683594,258.080810546875
2023-12-13,197.21165466308594,58.59496307373047,145.8232421875,239.2899932861328,260.88470458984375
2023-12-14,197.361083984375,57.724788665771484,141.97598266601562,251.0500030517578,257.25555419921875
2023-12-15,196.8231201171875,57.29458999633789,141.28895568847656,253.5,256.55950927734375
2023-12-18,195.14947509765625,57.70523452758789,143.4579620361328,252.0800018310547,256.8975830078125
2023-12-19,196.1955108642578,57.51947021484375,143.4579620361328,257.2200012207031,258.5083312988281
2023-12-20,194.09349060058594,56.32664489746094,141.23989868164062,247.13999938964844,255.6447296142578
2023-12-21,193.94403076171875,56.69818115234375,141.58340454101562,254.5,258.0609130859375
2023-12-22,192.86813354492188,57.02082443237305,142.58447265625,252.5399932861328,256.95721435546875
2023-12-26,192.32022094726562,57.2554817199707,143.23223876953125,256.6099853515625,257.6830749511719
2023-12-27,192.41983032226562,57.402137756347656,143.35000610351562,261.44000244140625,257.4543762207031
2023-12-28,192.84820556640625,57.44124984741211,143.026123046875,253.17999267578125,258.916015625
2023-12-29,191.8021697998047,57.61724090576172,143.8210906982422,248.47999572753906,258.8663024902344
