Date,AAPL,CAT,KO,PEP,V
2022-03-29,176.49404907226562,210.0529022216797,57.66157150268555,156.6323699951172,223.70684814453125
2022-03-30,175.3204345703125,211.9915008544922,57.70794677734375,156.41818237304688,219.6175079345703
2022-03-31,172.2039794921875,211.7444610595703,57.51314926147461,155.87803649902344,217.47967529296875
2022-04-01,171.9081268310547,208.8460693359375,58.32018280029297,158.09446716308594,221.98089599609375
2022-04-04,175.98121643066406,209.83438110351562,58.01407241821289,157.6847381591797,223.3341827392578
2022-04-05,172.6477813720703,205.28245544433594,57.94913101196289,157.85235595703125,221.71609497070312
2022-04-06,169.4622802734375,205.46298217773438,58.533538818359375,160.54373168945312,214.77308654785156
2022-04-07,169.76800537109375,205.16839599609375,58.84893035888672,160.69276428222656,211.96841430664062
2022-04-08,167.74627685546875,206.24224853515625,59.21072006225586,161.23291015625,212.78233337402344
2022-04-11,163.46607971191406,205.31097412109375,59.19215774536133,160.73931884765625,210.59548950195312
2022-04-12,165.34976196289062,205.92864990234375,59.88787841796875,161.39122009277344,207.310302734375
2022-04-13,168.05198669433594,207.42062377929688,60.04558563232422,161.11184692382812,209.1441192626953
2022-04-14,163.0124053955078,216.4864044189453,60.3145866394043,160.08741760253906,208.67343139648438
2022-04-18,162.7954559326172,218.4915313720703,59.776573181152344,158.70913696289062,209.0460662841797
2022-04-19,165.0933380126953,220.6201934814453,60.36097717285156,161.01869201660156,211.52713012695312
2022-04-20,164.9257049560547,223.39503479003906,61.18655776977539,163.41207885742188,213.57669067382812
2022-04-21,164.1268310546875,221.00982666015625,61.4184684753418,162.82542419433594,212.26263427734375
2022-04-22,159.5606231689453,206.53427124023438,60.5279541015625,160.32022094726562,204.14280700683594
2022-04-25,160.63563537597656,206.9162139892578,61.16802215576172,161.80099487304688,205.88833618164062
2022-04-26,154.639404296875,200.80520629882812,60.34242630004883,161.39122009277344,197.2095947265625
2022-04-27,154.41259765625,204.2999267578125,60.815513610839844,162.83470153808594,209.9678955078125
2022-04-28,161.38516235351562,202.8485565185547,61.399925231933594,165.3025665283203,216.3911590576172
2022-04-29,155.4776611328125,201.03431701660156,59.934261322021484,159.9104766845703,209.00685119628906
2022-05-02,155.78338623046875,202.49526977539062,58.84893035888672,156.23190307617188,207.43780517578125
2022-05-03,157.282470703125,203.97528076171875,58.514991760253906,156.44610595703125,204.52528381347656
2022-05-04,163.7323760986328,212.54029846191406,60.32386779785156,161.91275024414062,210.36993408203125
2022-05-05,154.60983276367188,206.1809539794922,59.84151077270508,158.68118286132812,201.2694854736328
2022-05-06,155.34066772460938,204.95877075195312,60.05486297607422,158.6998291015625,198.89630126953125
2022-05-09,150.18505859375,196.97621154785156,59.934261322021484,159.9011688232422,189.26629638671875
2022-05-10,152.60487365722656,193.82522583007812,59.377689361572266,159.7056121826172,189.83505249023438
2022-05-11,144.693603515625,195.94497680664062,59.655967712402344,158.93263244628906,192.914306640625
2022-05-12,140.80215454101562,193.8634033203125,59.84151077270508,158.69049072265625,190.58079528808594
2022-05-13,145.29608154296875,195.10470581054688,60.963932037353516,161.78236389160156,195.74888610839844
2022-05-16,143.7454376220703,197.83558654785156,61.18655776977539,163.41207885742188,194.35369873046875
2022-05-17,147.3998260498047,203.4691619873047,61.01959228515625,162.4715118408203,200.43557739257812
2022-05-18,139.0836639404297,198.55174255371094,56.77104187011719,152.40435791015625,196.49562072753906
2022-05-19,135.65643310546875,197.4249725341797,55.65788269042969,150.12271118164062,193.92140197753906
2022-05-20,135.89344787597656,188.8886260986328,56.56696319580078,151.06329345703125,195.55239868164062
2022-05-23,141.34539794921875,194.93283081054688,58.3109130859375,154.2203369140625,203.933349609375
2022-05-24,138.62928771972656,196.36512756347656,59.386962890625,156.28781127929688,199.08949279785156
2022-05-25,138.787353515625,199.85986328125,59.433345794677734,157.3587646484375,200.27833557128906
2022-05-26,142.0071258544922,203.37371826171875,59.64670181274414,158.42039489746094,204.90606689453125
2022-05-27,147.7948760986328,207.3363494873047,59.999202728271484,159.9663848876953,209.160400390625
2022-05-31,147.0047607421875,206.10458374023438,58.79328155517578,156.2225799560547,208.46279907226562
2022-06-01,146.87635803222656,207.7469482421875,58.50571823120117,155.04917907714844,206.26193237304688
2022-06-02,149.34555053710938,210.06723022460938,59.117950439453125,156.3057861328125,211.29248046875
2022-06-03,143.58740234375,212.8363037109375,58.41294860839844,154.58969116210938,208.93443298339844
2022-06-06,144.3380584716797,213.53334045410156,58.32018280029297,155.23672485351562,209.21934509277344
2022-06-07,146.87635803222656,216.84666442871094,58.67268753051758,156.1932373046875,210.7520751953125
2022-06-08,146.13560485839844,219.42477416992188,58.3387451171875,155.4149169921875,209.76956176757812
2022-06-09,140.8811798095703,213.57151794433594,57.32762145996094,152.64852905273438,202.5086669921875
2022-06-10,135.4391326904297,205.46482849121094,56.965850830078125,152.4047088623047,196.02401733398438
2022-06-13,130.25389099121094,197.5395965576172,56.900909423828125,149.79776000976562,188.90069580078125
2022-06-14,131.1230010986328,197.358154296875,55.340572357177734,146.4030303955078,190.13865661621094
2022-06-15,133.7600860595703,196.6992950439453,55.751678466796875,147.9690704345703,192.7325439453125
2022-06-16,128.45632934570312,185.9954071044922,55.191078186035156,147.25640869140625,185.7467498779297
2022-06-17,129.93780517578125,183.9425048828125,55.527435302734375,147.28453063964844,186.69000244140625
2022-06-21,134.19468688964844,187.50408935546875,56.714046478271484,150.70736694335938,190.99349975585938
2022-06-22,133.6811065673828,179.3496856689453,57.13449478149414,151.94522094726562,190.43344116210938
2022-06-23,136.56509399414062,170.60324096679688,57.816558837890625,153.88636779785156,193.2041473388672
2022-06-24,139.9132843017578,177.11532592773438,58.90038299560547,155.7900390625,201.91915893554688
2022-06-27,139.9132843017578,179.12049865722656,58.7789192199707,155.996337890625,200.00323486328125
2022-06-28,135.74533081054688,178.97727966308594,58.19029235839844,153.80197143554688,194.6582794189453
2022-06-29,137.51324462890625,175.196044921875,58.61073684692383,156.3526611328125,196.01419067382812
2022-06-30,135.0341796875,170.68917846679688,58.7789192199707,156.28704833984375,193.4497833251953
2022-07-01,137.2169189453125,170.24038696289062,60.15238571166992,158.8471221923828,195.69976806640625
2022-07-05,139.8144989013672,165.91490173339844,59.1246223449707,158.4907684326172,197.03602600097656
2022-07-06,141.1577606201172,164.53036499023438,59.24608612060547,160.07557678222656,197.60586547851562
2022-07-07,144.5454559326172,172.1405487060547,58.7789192199707,159.75672912597656,199.25650024414062
2022-07-08,145.2269287109375,171.0138397216797,58.99382400512695,161.18214416503906,200.0130615234375
2022-07-11,143.08370971679688,167.11802673339844,58.806949615478516,159.85987854003906,201.47703552246094
2022-07-12,144.0614776611328,166.6119842529297,58.55467987060547,158.95028686523438,201.24122619628906
2022-07-13,143.69606018066406,166.0199737548828,58.28372573852539,159.512939453125,200.58291625976562
2022-07-14,146.6393280029297,162.26736450195312,58.096858978271484,160.33815002441406,202.3121795654297
2022-07-15,148.318359375,165.5520782470703,58.395851135253906,160.4694366455078,206.3699951171875
2022-07-18,145.25657653808594,165.65711975097656,57.60165786743164,157.7874298095703,203.58946228027344
2022-07-19,149.13812255859375,172.57992553710938,58.42387008666992,159.47540283203125,209.9267578125
2022-07-20,151.15293884277344,173.0414581298828,57.461509704589844,157.7874298095703,209.64183044433594
2022-07-21,153.43447875976562,174.0221710205078,57.3306999206543,158.0218963623047,212.41256713867188
2022-07-22,152.1900177001953,171.74339294433594,57.54560470581055,159.0534210205078,209.966064453125
2022-07-25,151.06407165527344,174.81060791015625,58.106201171875,159.2784881591797,210.526123046875
2022-07-26,149.730712890625,174.25291442871094,59.05922317504883,161.13522338867188,208.7772216796875
2022-07-27,154.85671997070312,178.1181640625,58.872352600097656,160.91018676757812,206.79251098632812
2022-07-28,155.40982055664062,180.60842895507812,59.853397369384766,163.9579315185547,207.6571502685547
2022-07-29,160.5061798095703,190.61767578125,59.95618438720703,164.0704345703125,208.4038543701172
2022-08-01,159.51853942871094,187.35818481445312,60.28319549560547,165.9365692138672,207.6669464111328
2022-08-02,158.03701782226562,176.4451446533203,59.46098709106445,164.56747436523438,202.6560516357422
2022-08-03,164.08157348632812,175.82977294921875,59.722599029541016,165.8240203857422,204.8372802734375
2022-08-04,163.76548767089844,176.5701446533203,59.489009857177734,164.92376708984375,209.74008178710938
2022-08-05,163.5380401611328,178.2527618408203,59.21805953979492,163.6859588623047,212.09814453125
2022-08-08,163.0633087158203,178.65660095214844,58.83497619628906,163.029541015625,209.59271240234375
2022-08-09,163.1127471923828,178.8681182861328,58.909725189208984,163.63906860351562,206.58619689941406
2022-08-10,167.38540649414062,183.37757873535156,59.4703254699707,164.9894256591797,208.39402770996094
2022-08-11,166.6436004638672,186.5312957763672,59.068565368652344,164.14547729492188,207.75918579101562
2022-08-12,170.2140655517578,189.261962890625,59.51704788208008,166.29290771484375,208.00523376464844
2022-08-15,171.29212951660156,188.4062042236328,60.26450729370117,168.12156677246094,213.0151824951172
2022-08-16,171.13388061523438,189.91578674316406,60.75970458984375,169.09683227539062,213.7238311767578
2022-08-17,172.63719177246094,188.3870086669922,60.61955642700195,169.00306701660156,211.1450653076172
2022-08-18,172.24159240722656,189.75234985351562,60.937232971191406,169.17185974121094,211.86355590820312
2022-08-19,169.64041137695312,188.0697021484375,60.89051818847656,168.95619201660156,209.4718017578125
2022-08-22,165.7337188720703,184.37753295898438,59.98421096801758,167.3432159423828,205.32803344726562
2022-08-23,165.39743041992188,189.6177520751953,60.049617767333984,167.26817321777344,203.54652404785156
2022-08-24,165.6941375732422,186.68515014648438,60.13370895385742,168.10279846191406,203.41854858398438
2022-08-25,168.16671752929688,191.22341918945312,60.4233512878418,168.11219787597656,206.5189971923828
2022-08-26,161.8269805908203,184.5313720703125,58.96578598022461,164.14547729492188,199.6980438232422
2022-08-29,159.6115264892578,184.3967742919922,58.61073684692383,163.6296844482422,199.1468505859375
2022-08-30,157.16859436035156,179.7430877685547,58.06883239746094,162.22305297851562,198.21176147460938
2022-08-31,155.4971160888672,177.59893798828125,57.65771484375,161.54788208007812,195.5837860107422
2022-09-01,156.22903442382812,175.4163360595703,57.928672790527344,163.18112182617188,196.98143005371094
2022-09-02,154.10255432128906,173.8683319091797,57.13449478149414,161.1136016845703,194.6487274169922
2022-09-06,152.8365936279297,173.7048797607422,57.16252136230469,160.0279083251953,195.51487731933594
2022-09-07,154.2509307861328,173.8971710205078,58.218318939208984,163.5587158203125,197.2668914794922
2022-09-08,152.76736450195312,176.09901428222656,58.040794372558594,163.0111541748047,197.55233764648438
2022-09-09,155.6454620361328,182.1949462890625,58.227664947509766,163.5303955078125,201.97169494628906
2022-09-12,161.63905334472656,184.99290466308594,58.395851135253906,164.17234802246094,203.37918090820312
2022-09-13,152.15415954589844,177.21435546875,56.49915313720703,158.04537963867188,196.5286865234375
2022-09-14,153.60804748535156,177.54124450683594,56.798133850097656,159.24432373046875,196.27279663085938
2022-09-15,150.7002716064453,175.46441650390625,56.02639389038086,156.60098266601562,192.2963409423828
2022-09-16,149.04855346679688,172.56068420410156,56.03581237792969,157.62998962402344,190.2589111328125
2022-09-19,152.78712463378906,175.0990447998047,56.45932388305664,159.2915496826172,190.09158325195312
2022-09-20,155.18060302734375,171.13766479492188,56.37461853027344,159.470947265625,189.04827880859375
2022-09-21,152.0354766845703,165.3302001953125,55.90404510498047,159.01776123046875,184.0777130126953
2022-09-22,151.0662078857422,163.98410034179688,55.77228927612305,159.1688232421875,182.8670654296875
2022-09-23,148.781494140625,157.91702270507812,55.1511344909668,159.09332275390625,181.0658416748047
2022-09-26,149.11781311035156,156.35939025878906,54.464088439941406,159.0272216796875,177.74888610839844
2022-09-27,150.09695434570312,156.18630981445312,53.06178283691406,156.72369384765625,175.07164001464844
2022-09-28,148.19798278808594,161.30149841308594,53.62647247314453,159.2349090576172,176.36102294921875
2022-09-29,140.91864013671875,159.51309204101562,53.24060821533203,157.2901611328125,177.2271728515625
2022-09-30,136.685546875,157.76316833496094,52.72297668457031,154.1275177001953,174.85508728027344
2022-10-03,140.88897705078125,164.63790893554688,53.31589889526367,156.00621032714844,178.7921905517578
2022-10-04,144.49896240234375,172.7145538330078,53.43824005126953,157.76217651367188,182.72923278808594
2022-10-05,144.795654296875,171.5126495361328,52.93002700805664,156.71426391601562,184.71746826171875
2022-10-06,143.8363037109375,171.9261016845703,51.791236877441406,153.69326782226562,182.67018127441406
2022-10-07,138.55482482910156,170.714599609375,51.301841735839844,152.56982421875,180.93789672851562
2022-10-10,138.8812255859375,171.79148864746094,51.188899993896484,152.76808166503906,179.31382751464844
2022-10-11,137.45700073242188,172.8299102783203,51.27360534667969,153.49501037597656,176.3216552734375
2022-10-12,136.82400512695312,172.5895538330078,51.89476776123047,159.91464233398438,175.43585205078125
2022-10-13,141.42308044433594,176.08941650390625,52.5817985534668,164.8426513671875,181.7548370361328
2022-10-14,136.86358642578125,171.32997131347656,51.74418640136719,160.6698760986328,179.74693298339844
2022-10-17,140.84939575195312,173.83949279785156,52.41239547729492,163.0677947998047,182.33554077148438
2022-10-18,142.17474365234375,176.48361206054688,53.11825180053711,165.26747131347656,184.22532653808594
2022-10-19,142.2835235595703,177.3105010986328,52.666507720947266,163.6625518798828,183.47731018066406
2022-10-20,141.81863403320312,173.58946228027344,51.838294982910156,161.86883544921875,184.2745361328125
2022-10-21,145.65615844726562,184.12063598632812,52.666507720947266,163.37933349609375,187.375
2022-10-24,147.81227111816406,185.16600036621094,54.1817512512207,167.7408905029297,187.70965576171875
2022-10-25,150.67059326171875,188.59249877929688,55.480533599853516,168.29791259765625,191.32192993164062
2022-10-26,147.71337890625,190.64453125,55.894630432128906,169.0531463623047,200.131103515625
2022-10-27,143.21322631835938,205.33778381347656,56.02639389038086,168.873779296875,201.0760040283203
2022-10-28,154.03334045410156,212.30690002441406,57.18400192260742,172.03640747070312,206.0465545654297
2022-10-31,151.65963745117188,209.51927185058594,56.32756042480469,171.42274475097656,203.90084838867188
2022-11-01,148.99913024902344,211.49383544921875,56.129920959472656,170.6486053466797,203.67445373535156
2022-11-02,143.44068908691406,207.66079711914062,55.34877014160156,168.2695770263672,197.78854370117188
2022-11-03,137.3581085205078,212.22947692871094,55.32053756713867,167.83531188964844,191.6860809326172
2022-11-04,137.09060668945312,220.54403686523438,55.77228927612305,168.77935791015625,193.88101196289062
2022-11-07,137.6255645751953,221.27967834472656,55.98875427246094,170.12937927246094,196.95191955566406
2022-11-08,138.20016479492188,222.44117736816406,56.0922737121582,170.60142517089844,198.60549926757812
2022-11-09,133.61329650878906,218.30812072753906,55.31112289428711,168.56224060058594,191.30563354492188
2022-11-10,145.50149536132812,224.99652099609375,57.29694366455078,171.53602600097656,202.7881317138672
2022-11-11,148.30514526367188,228.90699768066406,57.71104049682617,168.09022521972656,202.225830078125
2022-11-14,146.89834594726562,228.91664123535156,57.15576934814453,166.8440399169922,204.06065368652344
2022-11-15,148.64198303222656,227.0679168701172,57.06166076660156,167.27833557128906,207.1483154296875
2022-11-16,147.4036102294922,224.9674835205078,56.9581298828125,168.3545379638672,207.29624938964844
2022-11-17,149.3156280517578,223.0509796142578,57.13694381713867,169.95945739746094,208.134765625
2022-11-18,149.8802947998047,224.0092315673828,57.54163360595703,171.18673706054688,207.9473419189453
2022-11-21,146.63087463378906,224.7255096435547,58.42631530761719,174.4815216064453,203.5279541015625
2022-11-22,148.7806396484375,229.6522979736328,58.680423736572266,174.50039672851562,207.48370361328125
2022-11-23,149.66238403320312,229.3231964111328,58.943946838378906,174.7269744873047,208.86474609375
2022-11-25,146.72994995117188,228.14231872558594,59.00040817260742,173.81121826171875,210.8968505859375
2022-11-28,142.87619018554688,224.85134887695312,59.00982666015625,173.603515625,208.401123046875
2022-11-29,139.8546142578125,227.58091735839844,58.80277633666992,172.376220703125,206.23085021972656
2022-11-30,146.6506805419922,228.82957458496094,60.290855407714844,175.1329345703125,214.0634307861328
2022-12-01,146.92808532714844,228.13265991210938,60.461456298828125,176.59580993652344,214.0634307861328
2022-12-02,146.4327392578125,228.5585479736328,60.99224090576172,176.3963623046875,214.71449279785156
2022-12-05,145.26376342773438,225.11270141601562,60.15816116333008,173.9549560546875,210.78836059570312
2022-12-06,141.57839965820312,220.96995544433594,60.12971115112305,172.53953552246094,206.25062561035156
2022-12-07,139.62677001953125,221.63780212402344,60.22450637817383,173.06201171875,204.99781799316406
2022-12-08,141.32080078125,223.51559448242188,60.480411529541016,174.58192443847656,206.2703399658203
2022-12-09,140.8353729248047,220.00198364257812,59.84537887573242,173.9359893798828,205.87576293945312
2022-12-12,143.14369201660156,225.5869903564453,60.63206100463867,174.76243591308594,211.68603515625
2022-12-13,144.1145477294922,227.9390869140625,60.651023864746094,174.66741943359375,210.15701293945312
2022-12-14,141.87559509277344,226.96144104003906,60.651023864746094,174.18295288085938,210.43324279785156
2022-12-15,135.22811889648438,223.263916015625,59.81694030761719,171.22860717773438,205.09645080566406
2022-12-16,133.25665283203125,225.2578582763672,59.47572326660156,171.31410217285156,204.09024047851562
2022-12-19,131.13661193847656,224.8416748046875,59.561031341552734,172.26402282714844,202.04827880859375
2022-12-20,131.0672607421875,227.60025024414062,59.513641357421875,172.1595458984375,202.58094787597656
2022-12-21,134.18792724609375,233.97897338867188,60.4709358215332,173.36598205566406,204.01133728027344
2022-12-22,130.99790954589844,229.92330932617188,60.03493881225586,172.02658081054688,202.28500366210938
2022-12-23,130.63134765625,232.17861938476562,60.48989486694336,173.13800048828125,203.04458618164062
2022-12-27,128.8184051513672,235.34376525878906,60.85954666137695,173.90748596191406,203.49835205078125
2022-12-28,124.86558532714844,231.70433044433594,60.25293731689453,172.65353393554688,202.21597290039062
2022-12-29,128.40232849121094,232.49801635742188,60.61310958862305,172.87203979492188,205.24441528320312
2022-12-30,128.71934509277344,231.87855529785156,60.290855407714844,171.6180877685547,204.94847106933594
