Date,CAT,CVX,KO,SLB,XOM
2022-11-02,207.66079711914062,165.0609130859375,55.34877014160156,49.0808219909668,102.51195526123047
2022-11-03,212.22947692871094,167.49290466308594,55.32053756713867,49.71425247192383,103.90547180175781
2022-11-04,220.54403686523438,169.6104736328125,55.77228927612305,50.96189880371094,105.03709411621094
2022-11-07,221.27967834472656,171.63558959960938,55.98875427246094,52.603050231933594,106.28099060058594
2022-11-08,222.44117736816406,171.3859405517578,56.0922737121582,52.487876892089844,106.61767578125
2022-11-09,218.30812072753906,164.5338134765625,55.31112289428711,50.933109283447266,101.84793853759766
2022-11-10,224.99652099609375,167.65008544921875,57.29694366455078,50.96189880371094,103.34432983398438
2022-11-11,228.90699768066406,172.42161560058594,57.71104049682617,52.612648010253906,106.5708999633789
2022-11-14,228.91664123535156,172.5048370361328,57.15576934814453,51.89284896850586,106.88201904296875
2022-11-15,227.0679168701172,173.8918914794922,57.06166076660156,52.468685150146484,107.5985336303711
2022-11-16,224.9674835205078,171.06228637695312,56.9581298828125,50.85633087158203,106.44834899902344
2022-11-17,223.0509796142578,171.5468292236328,57.13694381713867,50.70277786254883,106.58976745605469
2022-11-18,224.0092315673828,170.5218048095703,57.54163360595703,51.288211822509766,105.66584777832031
2022-11-21,224.7255096435547,168.89105224609375,58.42631530761719,50.16532516479492,104.61937713623047
2022-11-22,229.6522979736328,173.22421264648438,58.680423736572266,51.48015594482422,107.64566802978516
2022-11-23,229.3231964111328,171.68663024902344,58.943946838378906,49.349544525146484,107.10828399658203
2022-11-25,228.14231872558594,171.18341064453125,59.00040817260742,48.78330993652344,106.73118591308594
2022-11-28,224.85134887695312,166.207275390625,59.00982666015625,47.871559143066406,103.5257568359375
2022-11-29,227.58091735839844,168.69532775878906,58.80277633666992,48.994449615478516,104.21397399902344
2022-11-30,228.82957458496094,170.81996154785156,60.290855407714844,49.47431182861328,104.96820068359375
2022-12-01,228.13265991210938,170.0558624267578,60.461456298828125,49.67586135864258,104.4591064453125
2022-12-02,228.5585479736328,168.69532775878906,60.99224090576172,50.664390563964844,103.57288360595703
2022-12-05,225.11270141601562,164.52992248535156,60.15816116333008,49.3111572265625,100.73516082763672
2022-12-06,220.96995544433594,160.2899169921875,60.12971115112305,48.9981803894043,97.93511962890625
2022-12-07,221.63780212402344,160.7651824951172,60.22450637817383,47.95812225341797,97.7182846069336
2022-12-08,223.51559448242188,161.71566772460938,60.480411529541016,48.07368087768555,98.44422149658203
2022-12-09,220.00198364257812,156.55316162109375,59.84537887573242,45.232791900634766,97.61457061767578
2022-12-12,225.5869903564453,158.18389892578125,60.63206100463867,47.28401184082031,100.01864624023438
2022-12-13,227.9390869140625,161.7063446044922,60.651023864746094,49.16189193725586,101.11226654052734
2022-12-14,226.96144104003906,160.5880889892578,60.651023864746094,48.564823150634766,100.36746978759766
2022-12-15,223.263916015625,159.38600158691406,59.81694030761719,48.25666046142578,99.4058609008789
2022-12-16,225.2578582763672,157.22409057617188,59.47572326660156,47.55366134643555,98.70818328857422
2022-12-19,224.8416748046875,158.30506896972656,59.561031341552734,47.98701095581055,99.15129852294922
2022-12-20,227.60025024414062,160.90496826171875,59.513641357421875,49.84563446044922,100.58430480957031
2022-12-21,233.97897338867188,162.79661560058594,60.4709358215332,51.33830642700195,101.87590026855469
2022-12-22,229.92330932617188,160.35516357421875,60.03493881225586,49.48931121826172,99.82067108154297
2022-12-23,232.17861938476562,165.3126678466797,60.48989486694336,51.0301399230957,102.4604263305664
2022-12-27,235.34376525878906,167.39071655273438,60.85954666137695,51.52128219604492,103.88400268554688
2022-12-28,231.70433044433594,164.92129516601562,60.25293731689453,50.654563903808594,102.17758178710938
2022-12-29,232.49801635742188,166.17001342773438,60.61310958862305,50.95309829711914,102.95067596435547
2022-12-30,231.87855529785156,167.26025390625,60.290855407714844,51.48275375366211,103.98771667480469
