Date,AMZN,GOOGL,KO,PEP,PG,UPS,WMT
2020-03-06,95.05449676513672,64.6269760131836,47.684913635253906,120.70320892333984,108.80907440185547,80.85957336425781,36.334083557128906
2020-03-09,90.03050231933594,60.63935089111328,44.75099563598633,114.45964050292969,103.80059814453125,74.9929428100586,36.312381744384766
2020-03-10,94.59100341796875,63.60101318359375,46.304256439208984,117.95956420898438,107.81632232666016,79.84449768066406,37.12752151489258
2020-03-11,91.04299926757812,60.39544677734375,45.05301284790039,114.09908294677734,99.80276489257812,75.689697265625,35.46625518798828
2020-03-12,83.83049774169922,55.44021987915039,40.69527816772461,101.42726135253906,91.08264923095703,74.12413787841797,32.249088287353516
2020-03-13,89.25,60.56353759765625,42.1925163269043,112.07653045654297,102.02079772949219,81.05741882324219,35.36397171020508
2020-03-16,84.4574966430664,53.51748275756836,39.39824676513672,99.44866943359375,97.0391616821289,74.88971710205078,33.089027404785156
2020-03-17,90.39199829101562,55.764915466308594,41.069580078125,112.31395721435547,105.75032806396484,83.2595443725586,36.9632568359375
2020-03-18,91.5,54.42473602294922,39.041351318359375,106.33419036865234,105.04376220703125,85.38426208496094,37.99224090576172
2020-03-19,94.04650115966797,55.446205139160156,36.41248321533203,103.18605041503906,99.123046875,82.7950439453125,37.18595504760742
2020-03-20,92.30449676513672,53.27857208251953,33.339656829833984,91.39356994628906,91.61034393310547,80.39505004882812,35.47998046875
2020-03-23,95.1415023803711,52.57631301879883,32.69550704956055,92.4928207397461,87.37995910644531,79.05313873291016,35.57648849487305
2020-03-24,97.00499725341797,56.36094284057617,34.34071350097656,100.10819244384766,92.3615951538086,81.94342803955078,35.809974670410156
2020-03-25,94.29199981689453,54.9449462890625,36.220970153808594,98.92986297607422,90.25983428955078,81.28966522216797,34.05729293823242
2020-03-26,97.77449798583984,58.002376556396484,38.55387878417969,105.75381469726562,96.03746032714844,85.83157348632812,34.188045501708984
2020-03-27,95.00499725341797,55.375877380371094,37.26554870605469,105.9296875,98.53275299072266,83.88749694824219,34.11333465576172
2020-03-30,98.19750213623047,57.173927307128906,39.171913146972656,110.34416961669922,102.85255432128906,84.1627426147461,35.85976791381836
2020-03-31,97.48600006103516,57.95399856567383,38.51905822753906,105.61310577392578,98.38070678710938,80.36064910888672,35.37102508544922
2020-04-01,95.38500213623047,54.96888732910156,36.664920806884766,103.87194061279297,97.78150177001953,77.75421905517578,35.53289794921875
2020-04-02,95.94149780273438,55.71354675292969,38.257911682128906,108.91957092285156,102.31593322753906,80.03375244140625,36.9369010925293
2020-04-03,95.32949829101562,54.50004577636719,38.15345764160156,109.56151580810547,102.92412567138672,77.41873168945312,37.19529724121094
2020-04-06,99.87950134277344,59.01337432861328,40.62563705444336,115.33902740478516,105.36573791503906,82.3047103881836,39.246822357177734
2020-04-07,100.58000183105469,58.98194885253906,40.48636245727539,114.74102783203125,100.85810852050781,79.92194366455078,37.97669219970703
2020-04-08,102.1500015258789,60.200931549072266,41.62668991088867,116.61410522460938,102.94197845458984,84.9799575805664,37.92998504638672
2020-04-09,102.13800048828125,60.179481506347656,42.653873443603516,117.51109313964844,102.54847717285156,84.89393615722656,37.91753387451172
2020-04-13,108.44349670410156,60.37101364135742,40.85196304321289,115.10159301757812,103.70220184326172,84.66167449951172,39.007118225097656
2020-04-14,114.16600036621094,63.10524368286133,42.584224700927734,121.70569610595703,108.18299865722656,87.22511291503906,40.15896987915039
2020-04-15,115.38400268554688,62.709720611572266,41.44389343261719,118.7422103881836,108.41554260253906,85.95198059082031,40.08424377441406
2020-04-16,120.40950012207031,62.71620178222656,40.99994659423828,119.27861785888672,108.66596221923828,87.93047332763672,41.19563293457031
2020-04-17,118.75,63.79204177856445,41.83560562133789,120.95824432373047,111.5190200805664,88.38638305664062,41.13024139404297
2020-04-20,119.68049621582031,62.9017448425293,40.50376892089844,118.3200912475586,107.86104583740234,87.05305480957031,40.4235725402832
2020-04-21,116.40599822998047,60.45829391479492,39.50270462036133,115.14554595947266,107.0382308959961,86.55414581298828,40.22433853149414
2020-04-22,118.17449951171875,62.76508331298828,39.763851165771484,116.62291717529297,106.78777313232422,83.96491241455078,40.96525573730469
2020-04-23,119.97250366210938,63.40150833129883,39.23285675048828,114.54756927490234,107.49994659423828,85.54769897460938,40.01264190673828
2020-04-24,120.51100158691406,63.67233657836914,39.546234130859375,118.15303039550781,106.9417495727539,86.17564392089844,40.295936584472656
2020-04-27,118.80000305175781,63.386043548583984,40.72139358520508,118.24095153808594,105.74430084228516,88.21434020996094,39.9410514831543
2020-04-28,115.7040023803711,61.477272033691406,40.68657302856445,119.87659454345703,105.24012756347656,82.94985961914062,39.847652435302734
2020-04-29,118.635498046875,66.9432373046875,41.01735305786133,117.27363586425781,105.41118621826172,82.67460632324219,38.47789001464844
2020-04-30,123.69999694824219,67.1686782836914,39.94664764404297,116.33270263671875,106.12244415283203,81.42730712890625,37.83970642089844
2020-05-01,114.302001953125,65.70330810546875,39.69420623779297,114.44206237792969,105.17708587646484,79.05313873291016,38.26620101928711
2020-05-04,115.79949951171875,65.98161315917969,39.293785095214844,115.12799072265625,104.23174285888672,77.7972183227539,38.50901794433594
2020-05-05,115.88999938964844,67.28439331054688,39.52012252807617,115.78749084472656,104.44780731201172,79.74991607666016,38.829673767089844
2020-05-06,117.56300354003906,67.10533905029297,38.95429229736328,115.00483703613281,101.82786560058594,79.93915557861328,38.38449478149414
2020-05-07,118.38050079345703,68.29489135742188,38.823734283447266,115.68196105957031,100.99053192138672,79.85311889648438,38.11246871948242
2020-05-08,118.98049926757812,69.04603576660156,40.138160705566406,118.03868103027344,104.39379119873047,81.57354736328125,38.44078826904297
2020-05-11,120.44999694824219,70.00614929199219,39.64198303222656,118.17058563232422,103.81759643554688,80.78215026855469,38.66903305053711
2020-05-12,117.84750366210938,68.58916473388672,39.015228271484375,116.90430450439453,103.13334655761719,79.87031555175781,38.70343017578125
2020-05-13,118.39600372314453,67.24996948242188,38.24921417236328,116.921875,102.56611633300781,78.05526733398438,38.68153762817383
2020-05-14,119.44249725341797,67.67542266845703,38.04029083251953,117.02742004394531,102.46707153320312,78.87248992919922,38.59086608886719
2020-05-15,120.48899841308594,68.4834213256836,37.65726852416992,119.55122375488281,103.1873550415039,78.30475616455078,39.37881851196289
2020-05-18,121.31300354003906,69.08792877197266,39.145809173583984,119.17312622070312,104.62788391113281,82.66600036621094,39.916622161865234
2020-05-19,122.46649932861328,68.55025482177734,38.77150344848633,115.84026336669922,101.23362731933594,82.94985961914062,39.069271087646484
2020-05-20,124.89700317382812,70.28396606445312,39.94664764404297,115.42693328857422,101.98990631103516,83.59503173828125,39.22560119628906
2020-05-21,122.33699798583984,70.16376495361328,39.31990432739258,114.50361633300781,100.495361328125,83.70684051513672,39.08177185058594
2020-05-22,121.84400177001953,70.48745727539062,39.198036193847656,114.74102783203125,101.37767791748047,84.07192993164062,38.875404357910156
2020-05-26,121.09300231933594,70.89295196533203,40.120758056640625,114.09908294677734,100.864501953125,84.37616729736328,38.72844314575195
2020-05-27,120.51950073242188,70.83859252929688,40.6778564453125,115.0312271118164,102.53910827636719,86.59270477294922,38.29695510864258
2020-05-28,120.05500030517578,70.73684692382812,40.99123764038086,116.33270263671875,104.49282836914062,86.67961120605469,38.67529296875
2020-05-29,122.11849975585938,71.49895477294922,40.634334564208984,115.68196105957031,104.36679077148438,86.6709213256836,38.79097366333008
2020-06-01,123.552001953125,71.56629180908203,40.90419387817383,116.9482650756836,105.56423950195312,86.29716491699219,38.75971984863281
2020-06-02,123.62049865722656,71.93737030029297,40.825843811035156,116.6317138671875,106.29348754882812,87.94000244140625,38.753456115722656
2020-06-03,123.91999816894531,71.78475189208984,41.69633865356445,116.79875946044922,106.71665954589844,90.095703125,38.60649871826172
2020-06-04,123.02999877929688,70.54032897949219,41.71373748779297,115.71141815185547,104.48384857177734,89.70452880859375,38.18126678466797
2020-06-05,124.1500015258789,71.82315063476562,42.732215881347656,117.36861419677734,106.53661346435547,92.70338439941406,38.00928497314453
2020-06-08,126.2030029296875,72.2231674194336,43.393775939941406,117.16476440429688,107.18482971191406,96.00646209716797,37.90922927856445
2020-06-09,130.04299926757812,72.4246597290039,42.653873443603516,117.83831024169922,106.54560852050781,93.72906494140625,37.94361877441406
2020-06-10,132.37249755859375,73.05410766601562,42.323081970214844,118.86627960205078,107.34690856933594,92.6860122680664,37.88420867919922
2020-06-11,127.89800262451172,69.92186737060547,39.64198303222656,113.29206848144531,104.67290496826172,87.33155059814453,37.54964065551758
2020-06-12,127.2509994506836,70.47150421142578,40.05482864379883,114.32007598876953,104.09671783447266,88.20946502685547,36.814849853515625
2020-06-15,128.63400268554688,70.86153411865234,40.669700622558594,115.63164520263672,105.06005859375,91.8254623413086,36.92115020751953
2020-06-16,130.7635040283203,72.14485931396484,41.082557678222656,116.68622589111328,106.35652160644531,91.99061584472656,37.41206359863281
2020-06-17,132.0489959716797,72.44760131835938,40.9156608581543,116.76598358154297,106.17646789550781,92.99893188476562,37.21820068359375
2020-06-18,132.69900512695312,71.52888488769531,41.27580261230469,117.669921875,107.39189910888672,93.51177215576172,36.89301681518555
2020-06-19,133.75050354003906,71.05606079101562,40.42375564575195,116.34060668945312,107.06777954101562,93.67692565917969,37.4745979309082
2020-06-22,135.6909942626953,72.35383605957031,40.17781448364258,116.13677215576172,106.01441192626953,92.92070007324219,38.04680252075195
2020-06-23,138.2205047607422,73.0181884765625,40.089962005615234,116.41150665283203,105.99639892578125,96.1455307006836,37.85607147216797
2020-06-24,136.72000122070312,71.45806121826172,39.22035598754883,114.81636047363281,104.81696319580078,95.18067932128906,37.61531066894531
2020-06-25,137.72900390625,71.87702178955078,39.466312408447266,116.45581817626953,106.14045715332031,96.06731414794922,37.43083190917969
2020-06-26,134.64349365234375,67.9587173461914,38.27168655395508,114.25802612304688,103.74556732177734,93.28575897216797,36.99620056152344
2020-06-29,134.0189971923828,69.68594360351562,38.96562576293945,116.16338348388672,105.93338012695312,95.16332244873047,37.22758483886719
2020-06-30,137.9409942626953,70.72736358642578,39.246707916259766,117.20907592773438,107.65302276611328,96.6409912109375,37.45271682739258
2020-07-01,143.93499755859375,71.92190551757812,39.36967849731445,117.29771423339844,108.02216339111328,99.45730590820312,37.42457580566406
2020-07-02,144.51499938964844,73.3149642944336,39.42238998413086,117.73193359375,108.83245086669922,99.40514373779297,37.27449035644531
2020-07-06,152.8520050048828,74.79728698730469,39.72982406616211,118.13074493408203,109.5077133178711,100.2743911743164,37.17443084716797
2020-07-07,150.00599670410156,74.3119888305664,39.71225357055664,118.3700180053711,110.03890228271484,99.48339080810547,39.694618225097656
2020-07-08,154.0554962158203,74.99430847167969,39.58928680419922,118.94607543945312,110.64212799072266,99.50076293945312,38.9098014831543
2020-07-09,159.13150024414062,75.74543762207031,38.570343017578125,117.60786437988281,110.2729721069336,99.48339080810547,39.944766998291016
2020-07-10,160.0,76.76042938232422,39.65956115722656,119.15872955322266,111.5424575805664,100.0223159790039,40.86091232299805
2020-07-13,155.1999969482422,75.42474365234375,39.74738693237305,119.55754852294922,111.68651580810547,98.88360595703125,40.498199462890625
2020-07-14,154.1999969482422,75.85517120361328,40.29199981689453,120.09814453125,112.62285614013672,100.2483139038086,41.27678298950195
2020-07-15,150.44349670410156,75.65666198730469,40.757545471191406,118.4763412475586,112.09166717529297,103.62091827392578,41.27365493774414
2020-07-16,149.9949951171875,75.55890655517578,40.53795623779297,118.64476013183594,112.32576751708984,104.08160400390625,41.3361930847168
2020-07-17,148.09849548339844,75.65516662597656,41.12647247314453,119.33596801757812,113.10903930664062,103.04722595214844,41.192359924316406
2020-07-20,159.8419952392578,77.99886322021484,40.5115966796875,117.96236419677734,112.7579345703125,102.8733901977539,41.1079216003418
2020-07-21,156.9145050048828,77.60384368896484,41.460269927978516,119.13213348388672,112.60485076904297,103.47314453125,41.3768424987793
2020-07-22,154.99549865722656,78.04923248291016,42.5846061706543,120.5323486328125,113.56820678710938,103.19498443603516,41.48002624511719
2020-07-23,149.32749938964844,75.65017700195312,42.408935546875,121.4805908203125,114.3030014038086,102.69084167480469,41.161094665527344
2020-07-24,150.44549560546875,75.22423553466797,42.5933952331543,120.57666778564453,114.12178802490234,102.8733901977539,41.03601837158203
2020-07-27,152.760498046875,76.28260803222656,42.5846061706543,122.00344848632812,114.44795227050781,105.185546875,41.026641845703125
2020-07-28,150.01649475097656,74.99679565429688,42.32109832763672,121.74641418457031,115.86133575439453,103.97728729248047,41.198604583740234
2020-07-29,151.67649841308594,75.98734283447266,42.180545806884766,122.23384857177734,116.25093078613281,107.50636291503906,40.864044189453125
2020-07-30,152.593994140625,76.72850799560547,41.89067077636719,122.02120208740234,119.06863403320312,122.9613037109375,40.685829162597656
2020-07-31,158.23399353027344,74.21372985839844,41.49540328979492,121.99457550048828,118.79682922363281,124.09127807617188,40.460689544677734
2020-08-03,155.59449768066406,73.95487213134766,40.669700622558594,121.14383697509766,118.95084381103516,123.58712768554688,40.429412841796875
2020-08-04,156.94149780273438,73.48303985595703,41.01228332519531,121.82620239257812,121.21590423583984,125.79496002197266,41.161094665527344
2020-08-05,160.25149536132812,73.7718276977539,41.47783279418945,120.74503326416016,120.89879608154297,126.10789489746094,40.58888626098633
2020-08-06,161.25,75.06163024902344,41.70621871948242,120.39940643310547,120.2374038696289,126.44691467285156,40.4450569152832
2020-08-07,158.3730010986328,74.73345184326172,41.9873046875,121.17928314208984,120.99845886230469,136.3822021484375,40.63890838623047
2020-08-10,157.4080047607422,74.65614318847656,41.91703414916992,120.50574493408203,121.49678039550781,138.72039794921875,41.23613357543945
2020-08-11,154.0334930419922,73.84415435791016,42.10149002075195,119.7436294555664,120.70851135253906,135.46946716308594,40.710838317871094
2020-08-12,158.11199951171875,75.17584991455078,42.54069137573242,122.1186752319336,122.72894287109375,137.15582275390625,41.2392578125
2020-08-13,158.05099487304688,75.64518737792969,42.49677276611328,122.38452911376953,123.01888275146484,138.45965576171875,41.396244049072266
2020-08-14,157.4010009765625,75.0456771850586,42.558258056640625,121.90595245361328,122.40279388427734,139.72003173828125,41.631717681884766
2020-08-17,159.12049865722656,75.62474060058594,42.34744644165039,122.2249755859375,122.76518249511719,139.3375701904297,42.5736198425293
2020-08-18,165.62449645996094,77.59686279296875,42.53191375732422,122.39337921142578,123.68022155761719,139.06813049316406,42.29417419433594
2020-08-19,163.0240020751953,77.03974151611328,41.609596252441406,120.9222640991211,123.0097885131836,139.37232971191406,41.57204818725586
2020-08-20,164.86849975585938,78.61782836914062,41.59202575683594,121.16153717041016,123.98829650878906,138.68565368652344,40.9943733215332
2020-08-21,164.23599243164062,78.58391571044922,41.53053283691406,120.93113708496094,124.52285766601562,139.1143035888672,41.327171325683594
2020-08-24,165.3730010986328,79.06172943115234,42.13663101196289,121.97685241699219,125.49231719970703,140.26901245117188,41.23298263549805
2020-08-25,167.32449340820312,80.09417724609375,42.08391571044922,121.67554473876953,125.99059295654297,139.12303161621094,41.0131950378418
2020-08-26,172.09249877929688,82.0034408569336,42.303524017333984,122.71240997314453,125.38358306884766,139.0005645751953,41.03517532348633
2020-08-27,170.0,81.2248764038086,42.36500930786133,122.6503677368164,125.22049713134766,140.1465301513672,42.8969841003418
2020-08-28,170.08999633789062,81.7690200805664,43.77044677734375,124.0151138305664,125.72786712646484,142.0272979736328,44.04924011230469
2020-08-31,172.54800415039062,81.27525329589844,43.506927490234375,124.1214370727539,125.32920837402344,143.1294708251953,43.593990325927734
2020-09-01,174.95599365234375,82.54959106445312,43.14678192138672,123.35047912597656,125.19330596923828,142.28094482421875,46.33804702758789
2020-09-02,176.57249450683594,85.65739440917969,44.96506118774414,126.98389434814453,127.3043441772461,145.0189971923828,46.366294860839844
2020-09-03,168.39999389648438,81.27425384521484,44.34140396118164,124.39812469482422,125.26580810546875,138.23080444335938,45.380455017089844
2020-09-04,164.7310028076172,78.86521911621094,44.83330154418945,123.85362243652344,124.99398040771484,140.6451416015625,44.84357452392578
2020-09-08,157.49200439453125,75.99182891845703,43.75287628173828,120.98849487304688,123.1638412475586,136.85739135742188,43.46841049194336
2020-09-09,163.4304962158203,77.17041778564453,44.086666107177734,122.38090515136719,125.16614532470703,139.78787231445312,43.92051315307617
2020-09-10,158.7554931640625,76.11402893066406,43.919769287109375,120.2833251953125,123.85240936279297,138.11705017089844,42.95350646972656
2020-09-11,155.81100463867188,75.60079956054688,44.850868225097656,121.2205581665039,125.1571044921875,138.9743194580078,42.918968200683594
2020-09-14,155.14849853515625,75.2551498413086,44.90400314331055,121.98817443847656,125.60104370117188,140.08526611328125,43.11363220214844
2020-09-15,157.80650329589844,76.56640625,45.20507049560547,121.05096435546875,125.60104370117188,141.30120849609375,43.12618637084961
2020-09-16,153.90499877929688,75.41775512695312,44.97483825683594,120.47972869873047,124.75840759277344,139.84910583496094,42.780826568603516
2020-09-17,150.43649291992188,74.16834259033203,44.762325286865234,118.89093017578125,124.59536743164062,139.74412536621094,42.915828704833984
2020-09-18,147.74549865722656,72.37528228759766,44.673770904541016,117.3467788696289,124.45940399169922,139.6654052734375,42.47627639770508
2020-09-21,148.02349853515625,71.33038330078125,43.469478607177734,117.14148712158203,123.86149597167969,140.89007568359375,43.035133361816406
2020-09-22,156.44949340820312,72.81070709228516,43.974212646484375,117.9537353515625,124.99398040771484,141.6161346435547,43.42444610595703
2020-09-23,149.9929962158203,70.2954330444336,42.69023513793945,116.92724609375,123.49907684326172,141.31869506835938,42.69605255126953
2020-09-24,150.989501953125,70.96726989746094,43.12413787841797,117.4449462890625,124.0517349243164,140.3214874267578,42.918968200683594
2020-09-25,154.75650024414062,71.7752685546875,43.141845703125,119.20332336425781,124.68592834472656,145.31637573242188,43.097930908203125
2020-09-28,158.70249938964844,72.75284576416016,43.63772964477539,123.14852142333984,125.03929901123047,147.7482452392578,43.09165573120117
2020-09-29,157.24400329589844,73.11994934082031,43.318939208984375,122.42552947998047,124.35978698730469,147.3983612060547,43.05711364746094
2020-09-30,157.43649291992188,73.09899139404297,43.71742248535156,123.71082305908203,125.92720031738281,145.76251220703125,43.92679214477539
2020-10-01,161.06300354003906,74.21124267578125,43.54917907714844,125.67452239990234,126.1537094116211,146.65478515625,44.92206573486328
2020-10-02,156.25,72.60022735595703,43.70856475830078,123.22883605957031,125.1389389038086,146.05120849609375,44.11203384399414
2020-10-05,159.9600067138672,73.9583740234375,43.72627258300781,123.11279296875,126.28959655761719,147.97567749023438,44.52018356323242
2020-10-06,154.9980010986328,72.3718032836914,43.33665084838867,121.12236785888672,126.4889144897461,148.14187622070312,44.15285110473633
2020-10-07,159.7845001220703,72.77679443359375,43.88566207885742,122.29161834716797,127.47644805908203,153.0755615234375,44.23448181152344
2020-10-08,159.52749633789062,73.98829650878906,44.68262481689453,123.04139709472656,128.337158203125,152.39328002929688,44.382041931152344
2020-10-09,164.33250427246094,75.33595275878906,44.992557525634766,123.56802368164062,129.48785400390625,152.8131561279297,44.827877044677734
2020-10-12,172.14649963378906,78.03626251220703,45.2404899597168,126.86161804199219,130.91029357910156,154.4314727783203,45.289405822753906
2020-10-13,172.18150329589844,78.15996551513672,44.47010803222656,128.12014770507812,130.65660095214844,153.37301635742188,45.91105270385742
2020-10-14,168.1855010986328,77.9789047241211,44.381553649902344,127.20970916748047,130.50253295898438,152.54197692871094,45.192073822021484
2020-10-15,166.9324951171875,77.5813980102539,44.26643753051758,126.23680114746094,130.3123321533203,152.24456787109375,45.377315521240234
2020-10-16,163.635498046875,78.19139099121094,44.301856994628906,126.50457763671875,130.8196563720703,152.594482421875,45.43382263183594
2020-10-19,160.36050415039062,76.30854797363281,43.93880081176758,124.67481231689453,128.57275390625,150.54751586914062,44.88124465942383
2020-10-20,160.85049438476562,77.36244201660156,44.49666213989258,124.70158386230469,129.08920288085938,152.97938537597656,45.17951202392578
2020-10-21,159.2469940185547,79.10363006591797,44.26643753051758,124.60346221923828,129.7868194580078,151.09860229492188,45.336490631103516
2020-10-22,158.82000732421875,80.13457489013672,44.877437591552734,124.61233520507812,128.86756896972656,151.3260498046875,45.06962585449219
2020-10-23,160.22000122070312,81.44732666015625,44.73575973510742,124.56768798828125,129.71484375,150.37254333496094,45.163822174072266
2020-10-26,160.3520050048828,79.01883697509766,44.09818649291992,123.22883605957031,128.7309112548828,146.96096801757812,44.63321304321289
2020-10-27,164.31649780273438,79.74653625488281,44.18674087524414,124.17498016357422,129.69659423828125,149.44528198242188,44.85613250732422
2020-10-28,158.13900756835938,75.3534164428711,42.46886444091797,119.75672912597656,125.41470336914062,136.27130126953125,43.96760940551758
2020-10-29,160.55050659179688,77.65171813964844,42.52198791503906,119.5960693359375,125.33273315429688,141.1525115966797,43.929935455322266
2020-10-30,151.8074951171875,80.60590362548828,42.557411193847656,118.97124481201172,124.90450286865234,137.43472290039062,43.56260299682617
2020-11-02,150.2239990234375,81.01539611816406,43.05329513549805,120.6314468383789,126.17999267578125,139.5691680908203,44.08064651489258
2020-11-03,152.42050170898438,82.07975006103516,43.699710845947266,122.31840515136719,128.6580352783203,143.00697326660156,44.827877044677734
2020-11-04,162.05799865722656,87.07688903808594,43.54032897949219,123.05030822753906,128.1295928955078,142.21971130371094,44.57041931152344
2020-11-05,166.10000610351562,87.90733337402344,43.77940368652344,123.21992492675781,129.71484375,143.07701110839844,45.04450988769531
2020-11-06,165.56849670410156,87.76917266845703,43.78826141357422,123.51443481445312,130.48922729492188,146.6810302734375,45.766624450683594
2020-11-09,157.18699645996094,87.85346221923828,46.55104064941406,123.57693481445312,125.7153549194336,142.779541015625,45.066490173339844
2020-11-10,151.75100708007812,86.67139434814453,47.79960250854492,126.49565887451172,127.78340911865234,144.10047912597656,45.70070266723633
2020-11-11,156.8695068359375,87.14571380615234,47.445404052734375,128.44146728515625,129.4324188232422,145.771240234375,46.46049118041992
2020-11-12,155.51400756835938,86.92575073242188,46.9406623840332,128.38792419433594,129.50527954101562,143.55340576171875,46.53897476196289
2020-11-13,156.4405059814453,88.39411926269531,47.330284118652344,129.16445922851562,131.44581604003906,144.0462646484375,47.264244079589844
2020-11-16,156.55299377441406,88.48240661621094,47.684486389160156,130.10165405273438,129.7603759765625,148.24435424804688,47.86075973510742
