Date,BTC-USD,COST,GOOGL,GS,MRNA,MSFT,TSLA
2021-03-10,56008.55078125,309.0169982910156,101.55802154541016,312.67071533203125,129.75,225.6295166015625,222.68666076660156
2021-03-11,57805.12109375,313.6165466308594,104.767578125,312.74383544921875,140.47000122070312,230.20191955566406,233.1999969482422
2021-03-12,57332.08984375,315.99261474609375,102.246826171875,318.8780517578125,136.99000549316406,228.86224365234375,231.2433319091797
2021-03-15,55907.19921875,315.3914489746094,102.46826934814453,316.3548889160156,143.66000366210938,227.94969177246094,235.97999572753906
2021-03-16,56804.90234375,312.2804870605469,103.93714141845703,312.38726806640625,156.02000427246094,230.7649688720703,225.6266632080078
2021-03-17,58870.89453125,314.1317138671875,103.85384368896484,315.3493347167969,147.5500030517578,230.11456298828125,233.93666076660156
2021-03-18,57858.921875,308.2059020996094,100.8173599243164,318.1375427246094,141.4600067138672,223.9792022705078,217.72000122070312
2021-03-19,58346.65234375,313.8646240234375,101.09767150878906,314.6636962890625,143.74000549316406,223.62002563476562,218.2899932861328
2021-03-22,54529.14453125,319.1893310546875,101.28370666503906,310.2115478515625,145.60000610351562,229.09524536132812,223.3333282470703
2021-03-23,54738.9453125,324.77178955078125,101.81439208984375,303.3002624511719,136.52000427246094,230.6387939453125,220.72000122070312
2021-03-24,52774.265625,322.5769348144531,101.37548065185547,300.44805908203125,131.61000061035156,228.58074951171875,210.08999633789062
2021-03-25,51704.16015625,330.49725341796875,101.37198638916016,302.1849365234375,133.3300018310547,225.55186462402344,213.4633331298828
2021-03-26,55137.3125,335.9174499511719,100.98644256591797,299.2961120605469,133.27999877929688,229.57089233398438,206.23666381835938
2021-03-29,57750.19921875,339.85858154296875,102.03683471679688,297.7785949707031,123.41999816894531,228.3671417236328,203.76333618164062
2021-03-30,58917.69140625,333.7513122558594,102.07075500488281,303.51971435546875,118.48999786376953,225.0762176513672,211.8733367919922
2021-03-31,58918.83203125,336.3564758300781,102.87127685546875,298.9395751953125,130.9499969482422,228.8816375732422,222.64332580566406
2021-04-01,59095.80859375,338.7038879394531,106.22596740722656,299.524658203125,132.5500030517578,235.26942443847656,220.5833282470703
2021-04-05,59057.87890625,344.31494140625,110.6739501953125,295.7764892578125,129.91000366210938,241.7930908203125,230.35000610351562
2021-04-06,58192.359375,343.64703369140625,110.19014739990234,298.9944152832031,133.52999877929688,240.6184539794922,230.5399932861328
2021-04-07,56048.9375,342.3968811035156,111.67497253417969,298.5282287597656,131.47000122070312,242.5988311767578,223.6566619873047
2021-04-08,58323.953125,344.6966857910156,112.24356842041016,302.724365234375,133.8800048828125,245.85093688964844,227.93333435058594
2021-04-09,58245.00390625,346.5955810546875,113.25306701660156,302.4226379394531,140.9199981689453,248.375,225.67333984375
2021-04-12,59893.453125,348.1224060058594,111.95378112792969,303.3642883300781,139.39999389648438,248.43324279785156,233.9933319091797
2021-04-13,63503.45703125,348.5041198730469,112.44306945800781,299.56121826171875,149.7100067138672,250.9378662109375,254.10667419433594
2021-04-14,63109.6953125,346.55743408203125,111.81861877441406,306.5730895996094,160.02999877929688,248.12257385253906,244.07666015625
2021-04-15,63314.01171875,351.92987060546875,113.98026275634766,309.49853515625,159.8699951171875,251.91836547851562,246.28334045410156
2021-04-16,61572.7890625,353.7620849609375,113.85557556152344,312.93585205078125,170.80999755859375,253.12213134765625,246.5933380126953
2021-04-19,55724.265625,352.6456604003906,114.20520782470703,313.6488952636719,161.91000366210938,251.18057250976562,238.2100067138672
2021-04-20,56473.03125,354.72589111328125,113.66903686523438,303.4008483886719,156.77999877929688,250.71461486816406,239.663330078125
2021-04-21,53906.08984375,356.9779052734375,113.63612365722656,306.4998779296875,169.5,252.9668426513672,248.0399932861328
2021-04-22,51762.2734375,354.2773742675781,112.34780883789062,302.4592590332031,168.10000610351562,249.6564483642578,239.89666748046875
2021-04-23,51093.65234375,356.2050476074219,114.71245574951172,310.2298278808594,173.6300048828125,253.52011108398438,243.13333129882812
2021-04-26,54021.75390625,351.6626281738281,115.21121978759766,314.0420227050781,177.61000061035156,253.90843200683594,246.06666564941406
2021-04-27,55033.1171875,353.27532958984375,114.26605987548828,316.8851013183594,183.41000366210938,254.31617736816406,234.913330078125
2021-04-28,54824.703125,352.6837463378906,117.66065979003906,318.23809814453125,178.67999267578125,247.1226806640625,231.46665954589844
2021-04-29,53555.109375,357.2166442871094,119.34248352050781,322.68109130859375,175.6699981689453,245.13258361816406,225.6666717529297
2021-04-30,57750.17578125,355.8299865722656,117.38433837890625,318.5489807128906,178.82000732421875,244.8121795654297,236.47999572753906
2021-05-03,57200.29296875,362.7440490722656,116.8646240234375,320.11224365234375,186.02000427246094,244.5015869140625,228.3000030517578
2021-05-04,53333.5390625,358.8901672363281,115.05660247802734,319.81964111328125,173.58999633789062,240.55044555664062,224.53334045410156
2021-05-05,57424.0078125,356.2220153808594,115.45262145996094,326.93206787109375,162.83999633789062,239.26904296875,223.64666748046875
2021-05-06,56396.515625,366.03375244140625,116.5788345336914,334.5655517578125,160.5,242.43377685546875,221.17999267578125
2021-05-07,57356.40234375,367.5255126953125,117.30602264404297,339.0633239746094,163.14999389648438,245.08404541015625,224.1233367919922
2021-05-10,55859.796875,364.8096923828125,114.3044662475586,337.04296875,158.5500030517578,239.9582977294922,209.67999267578125
2021-05-11,56704.57421875,361.6538391113281,113.22264099121094,329.03472900390625,158.99000549316406,239.03604125976562,205.73333740234375
2021-05-12,49150.53515625,355.9352111816406,109.74076080322266,323.9883117675781,152.67999267578125,232.01731872558594,196.6300048828125
2021-05-13,49716.19140625,362.94488525390625,111.17671203613281,328.0199279785156,149.8699951171875,235.9295654296875,190.56333923339844
2021-05-14,49880.53515625,367.6212158203125,113.63761138916016,337.1252136230469,161.3800048828125,240.89999389648438,196.5800018310547
2021-05-17,43537.51171875,367.18133544921875,114.16331481933594,337.56414794921875,160.42999267578125,238.0167236328125,192.27667236328125
2021-05-18,42909.40234375,366.0815124511719,112.84407806396484,333.2764892578125,159.52999877929688,235.97811889648438,192.6233367919922
2021-05-19,37002.44140625,363.0691833496094,113.2944564819336,327.6268615722656,157.99000549316406,236.56195068359375,187.82000732421875
2021-05-20,40782.73828125,366.81787109375,115.06259155273438,328.9067077636719,165.97000122070312,239.8312530517578,195.5933380126953
2021-05-21,37304.69140625,364.0829162597656,114.42316436767578,334.8306579589844,161.4499969482422,238.5565643310547,193.6266632080078
2021-05-24,38705.98046875,366.6935729980469,117.76040649414062,336.6864013671875,164.1699981689453,244.01528930664062,202.14666748046875
2021-05-25,38402.22265625,368.5391845703125,117.8516845703125,333.2308349609375,169.25999450683594,244.929931640625,201.56333923339844
2021-05-26,39294.19921875,368.7687072753906,118.72152709960938,335.872802734375,175.58999633789062,244.70614624023438,206.3766632080078
2021-05-27,38436.96875,370.5666198730469,117.84220123291016,339.5020751953125,179.5399932861328,242.58493041992188,210.28334045410156
2021-05-28,35697.60546875,361.7399597167969,117.55142211914062,341.2449645996094,185.00999450683594,242.9449462890625,208.4066619873047
2021-06-01,36684.92578125,361.7017517089844,118.7649154663086,350.802978515625,184.66000366210938,240.72647094726562,207.96665954589844
2021-06-02,37575.1796875,363.9585266113281,118.23673248291016,351.72027587890625,191.60000610351562,240.62916564941406,201.7066650390625
2021-06-03,39208.765625,367.09521484375,117.08906555175781,356.56353759765625,195.22000122070312,239.08206176757812,190.94667053222656
2021-06-04,36894.40625,370.5857238769531,119.38288116455078,359.06768798828125,206.07000732421875,244.02500915527344,199.68333435058594
2021-06-07,33560.70703125,363.77685546875,119.81831359863281,356.04986572265625,219.57000732421875,246.9635467529297,201.7100067138672
2021-06-08,33472.6328125,363.1074523925781,119.62578582763672,352.87603759765625,213.0,245.75701904296875,201.19667053222656
2021-06-09,37345.12109375,363.3560485839844,120.09961700439453,351.1148986816406,217.44000244140625,246.7494659423828,199.5933380126953
2021-06-10,36702.59765625,366.2728576660156,121.45575714111328,343.0061950683594,217.0,250.30101013183594,203.3733367919922
2021-06-11,37334.3984375,365.1443786621094,121.2098617553711,346.7760925292969,218.85000610351562,250.93350219726562,203.29666137695312
2021-06-14,40218.4765625,366.99005126953125,122.14305877685547,342.070556640625,207.41000366210938,252.87957763671875,205.89666748046875
2021-06-15,40406.26953125,367.1334533691406,121.11959075927734,340.58453369140625,201.58999633789062,251.39080810546875,199.7866668701172
2021-06-16,38347.0625,362.83013916015625,120.47418212890625,340.309326171875,197.83999633789062,250.43722534179688,201.6233367919922
2021-06-17,38053.50390625,367.936767578125,121.44278717041016,331.59527587890625,202.47000122070312,253.86228942871094,205.53334045410156
2021-06-18,35787.24609375,364.23590087890625,119.81431579589844,319.97332763671875,199.19000244140625,252.43194580078125,207.77000427246094
2021-06-21,31676.693359375,369.8971862792969,121.5116195678711,327.96282958984375,208.24000549316406,255.5456085205078,206.94332885742188
2021-06-22,32505.66015625,375.0420227050781,122.02833557128906,327.9536437988281,221.36000061035156,258.3479309082031,207.90333557128906
2021-06-23,33723.02734375,374.84124755859375,121.82533264160156,331.1824645996094,212.0399932861328,258.1143798828125,218.85667419433594
2021-06-24,34662.4375,374.9368591308594,122.19741821289062,338.2454528808594,220.13999938964844,259.4961242675781,226.60667419433594
2021-06-25,31637.779296875,377.2702941894531,122.20589447021484,338.2638244628906,219.94000244140625,257.87115478515625,223.9566650390625
2021-06-28,34434.3359375,379.2115783691406,122.23332977294922,338.20880126953125,222.94000244140625,261.47137451171875,229.57333374023438
2021-06-29,35867.77734375,381.3632507324219,121.9704818725586,341.79534912109375,234.4600067138672,264.0790710449219,226.9199981689453
2021-06-30,35040.8359375,378.3794860839844,121.78793334960938,348.1336975097656,234.97999572753906,263.592529296875,226.56666564941406
2021-07-01,33572.1171875,377.2894287109375,122.14205932617188,343.96929931640625,235.11000061035156,264.2737121582031,225.97332763671875
2021-07-02,33897.046875,381.5066833496094,124.94810485839844,343.20794677734375,234.3000030517578,270.1604309082031,226.3000030517578
2021-07-06,34235.1953125,381.4300842285156,125.87831115722656,339.2637023925781,233.33999633789062,270.1702575683594,219.86000061035156
2021-07-07,33855.328125,386.9958801269531,126.1615982055664,337.2548522949219,221.89999389648438,272.37896728515625,214.88333129882812
2021-07-08,32877.37109375,389.3578796386719,124.7351303100586,329.2470397949219,232.7899932861328,269.93670654296875,217.60333251953125
2021-07-09,33798.01171875,394.34979248046875,125.20846557617188,341.0064697265625,232.80999755859375,270.44268798828125,218.98333740234375
2021-07-12,33155.84765625,390.0560302734375,126.661865234375,349.02349853515625,239.33999633789062,269.83935546875,228.56666564941406
2021-07-13,32702.025390625,389.2718811035156,127.02696228027344,344.87738037109375,235.14999389648438,273.4006042480469,222.84666442871094
2021-07-14,32822.34765625,392.03558349609375,127.92024993896484,343.4281005859375,246.66000366210938,274.8894348144531,217.7933349609375
2021-07-15,31780.73046875,393.8238525390625,126.69129180908203,342.4649658203125,259.67498779296875,273.44927978515625,216.86666870117188
2021-07-16,31421.5390625,392.4371337890625,126.65637969970703,334.62225341796875,286.42999267578125,273.17681884765625,214.74000549316406
2021-07-19,30817.83203125,396.052001953125,124.2702865600586,325.3761291503906,313.5899963378906,269.5377197265625,215.4066619873047
2021-07-20,29807.34765625,398.0506896972656,125.89775848388672,334.5855407714844,307.3299865722656,271.785400390625,220.1666717529297
2021-07-21,32110.693359375,396.8744201660156,127.23395538330078,342.6025390625,321.1099853515625,273.809326171875,218.42999267578125
2021-07-22,32313.10546875,399.2939147949219,128.1042938232422,341.87786865234375,323.4800109863281,278.42144775390625,216.4199981689453
2021-07-23,33581.55078125,404.9264831542969,132.6864471435547,343.1070556640625,348.8299865722656,281.85626220703125,214.4600067138672
2021-07-26,37337.53515625,404.7351989746094,133.7039337158203,344.8039245605469,335.8699951171875,281.2528991699219,219.2066650390625
2021-07-27,39406.94140625,405.7967224121094,131.57418823242188,343.8316955566406,328.5,278.8106384277344,214.92666625976562
2021-07-28,39995.90625,403.7693176269531,135.75782775878906,343.2720947265625,349.32000732421875,278.4992980957031,215.66000366210938
2021-07-29,40008.421875,407.4580078125,135.44212341308594,346.3174743652344,345.6400146484375,278.771728515625,225.78334045410156
2021-07-30,42235.546875,411.71197509765625,134.3937225341797,343.8683776855469,353.6000061035156,277.2246398925781,229.06666564941406
2021-08-02,39201.9453125,410.9455261230469,134.52142333984375,346.9045715332031,346.6099853515625,277.1370544433594,236.55667114257812
2021-08-03,38152.98046875,416.83770751953125,135.29498291015625,348.8951110839844,386.510009765625,279.37506103515625,236.5800018310547
2021-08-04,39747.50390625,416.8089599609375,134.79173278808594,346.601806640625,419.04998779296875,278.781494140625,236.97332763671875
2021-08-05,40869.5546875,424.6174621582031,135.91494750976562,352.5091247558594,416.260009765625,281.7102966308594,238.2100067138672
2021-08-06,42816.5,421.20660400390625,135.40321350097656,364.97491455078125,413.7200012207031,281.6519470214844,233.03334045410156
2021-08-09,46365.40234375,422.0115051269531,136.57481384277344,366.8003234863281,484.4700012207031,280.5523986816406,237.9199981689453
2021-08-10,45585.03125,424.4641418457031,136.46908569335938,374.2210388183594,456.760009765625,278.71337890625,236.663330078125
2021-08-11,45593.63671875,425.6809387207031,135.94239807128906,379.65130615234375,385.3299865722656,279.20965576171875,235.94000244140625
2021-08-12,44428.2890625,426.6964416503906,136.85513305664062,380.6694641113281,391.4200134277344,281.9925231933594,240.75
2021-08-13,47793.3203125,429.053466796875,137.38729858398438,376.7986145019531,389.7799987792969,284.950439453125,239.05667114257812
2021-08-16,46004.484375,433.8822326660156,137.96786499023438,374.5696105957031,373.8599853515625,286.65325927734375,228.72332763671875
2021-08-17,44695.359375,433.3840637207031,136.32394409179688,371.4692077636719,401.8599853515625,285.17425537109375,221.90333557128906
2021-08-18,44801.1875,427.5108947753906,135.11444091796875,365.80963134765625,398.79998779296875,283.4291687011719,229.663330078125
2021-08-19,46717.578125,435.2235412597656,135.34486389160156,361.01226806640625,375.5299987792969,289.3174743652344,224.49000549316406
2021-08-20,49339.17578125,439.75531005859375,137.0900421142578,363.12200927734375,382.9800109863281,296.7168884277344,226.75332641601562
2021-08-23,49546.1484375,435.865478515625,139.6956024169922,368.24041748046875,411.8900146484375,296.9996032714844,235.43333435058594
2021-08-24,47706.1171875,432.8570861816406,140.91258239746094,374.76226806640625,394.94000244140625,295.0205993652344,236.163330078125
2021-08-25,48960.7890625,432.320556640625,141.72805786132812,378.9449768066406,397.8699951171875,294.4259338378906,237.06666564941406
2021-08-26,46942.21875,430.4809875488281,141.0911407470703,378.2937927246094,400.29998779296875,291.57928466796875,233.72000122070312
2021-08-27,49058.66796875,431.4678649902344,143.64830017089844,384.9715576171875,382.2200012207031,292.1934509277344,237.30667114257812
2021-08-30,47054.984375,436.8236083984375,144.2333526611328,379.3852844238281,370.69000244140625,295.9662780761719,243.6366729736328
2021-08-31,47166.6875,436.4020080566406,144.340087890625,381.14581298828125,376.69000244140625,294.2992858886719,245.24000549316406
2021-09-01,48847.02734375,437.3888244628906,144.8568115234375,381.2840576171875,389.94000244140625,294.2504577636719,244.69667053222656
2021-09-02,49327.72265625,441.6523742675781,142.93307495117188,382.05828857421875,397.6600036621094,293.5875244140625,244.1300048828125
2021-09-03,50025.375,443.16619873046875,143.38446044921875,379.1180419921875,416.70001220703125,293.5777893066406,244.52333068847656
2021-09-07,46811.12890625,440.3398132324219,143.9241180419922,378.2054748535156,436.3900146484375,292.6419372558594,250.97332763671875
2021-09-08,46091.390625,446.18414306640625,143.33607482910156,373.3019104003906,422.8999938964844,292.671142578125,251.2899932861328
2021-09-09,46391.421875,446.41412353515625,143.1864471435547,372.9147644042969,455.9200134277344,289.7854919433594,251.6199951171875
2021-09-10,44883.91015625,445.6667785644531,140.5280303955078,371.90087890625,449.3800048828125,288.2840881347656,245.42333984375
2021-09-13,44963.07421875,440.397216796875,141.98094177246094,377.22845458984375,419.7200012207031,289.531982421875,247.6666717529297
2021-09-14,47092.4921875,439.1996765136719,142.19241333007812,372.0943603515625,427.7099914550781,292.2616882324219,248.163330078125
2021-09-15,48176.34765625,441.42242431640625,144.07275390625,370.4906005859375,434.4599914550781,297.1654052734375,251.94332885742188
2021-09-16,47783.359375,443.8942565917969,143.25527954101562,365.633056640625,440.6499938964844,297.55535888671875,252.3300018310547
2021-09-17,47267.51953125,440.25360107421875,140.4522247314453,360.8216552734375,430.04998779296875,292.33966064453125,253.163330078125
2021-09-20,42843.80078125,432.2343444824219,138.37684631347656,348.53497314453125,423.3299865722656,286.9095764160156,243.38999938964844
2021-09-21,40693.67578125,433.1636657714844,138.68959045410156,346.4241027832031,434.0400085449219,287.39697265625,246.4600067138672
2021-09-22,43574.5078125,433.3743896484375,139.93699645996094,355.3004150390625,440.7200012207031,291.0820617675781,250.64666748046875
2021-09-23,44895.09765625,433.80560302734375,140.86720275878906,361.19024658203125,454.6000061035156,292.0374755859375,251.2133331298828
2021-09-24,42839.75,448.14825439453125,141.8637237548828,360.2593994140625,430.1400146484375,291.8327331542969,258.1300048828125
2021-09-27,42235.73046875,441.2595520019531,140.72354125976562,368.51812744140625,408.8399963378906,286.7828674316406,263.78668212890625
2021-09-28,41034.54296875,428.6031188964844,135.49449157714844,359.0149841308594,384.2099914550781,276.4002380371094,259.1866760253906
2021-09-29,41564.36328125,432.8570861816406,134.02163696289062,354.765869140625,378.8999938964844,276.8682861328125,260.4366760253906
2021-09-30,43790.89453125,430.5193176269531,133.34580993652344,348.4427185058594,384.8599853515625,274.8404541015625,258.49334716796875
2021-10-01,48116.94140625,429.5420837402344,136.2057342529297,350.258544921875,341.0899963378906,281.8401794433594,258.40667724609375
2021-10-04,49112.90234375,421.69537353515625,133.329345703125,344.8663635253906,325.8399963378906,276.0005187988281,260.510009765625
2021-10-05,51514.8125,427.53961181640625,135.68701171875,355.6138610839844,332.1099853515625,281.5086975097656,260.1966552734375
2021-10-06,55361.44921875,430.5097351074219,137.22520446777344,357.6785583496094,302.4200134277344,285.74945068359375,260.9166564941406
2021-10-07,53805.984375,433.891845703125,138.881103515625,360.04736328125,309.3599853515625,287.44573974609375,264.53668212890625
2021-10-08,53967.84765625,432.91448974609375,139.4402313232422,362.0658874511719,304.9100036621094,287.44573974609375,261.8299865722656
2021-10-11,57484.7890625,430.8546447753906,138.5708770751953,355.08843994140625,305.1000061035156,286.84130859375,263.9800109863281
2021-10-12,56041.05859375,428.1431884765625,136.11196899414062,356.2774353027344,311.1300048828125,285.5252685546875,268.5733337402344
2021-10-13,57401.09765625,426.6390380859375,137.24217224121094,356.0746765136719,321.5,288.8691101074219,270.3599853515625
2021-10-14,57321.5234375,431.7744445800781,140.80233764648438,360.5819396972656,331.8800048828125,295.14727783203125,272.7733459472656
2021-10-15,61593.94921875,433.43194580078125,141.01881408691406,374.2881164550781,324.2099914550781,296.5707092285156,281.010009765625
2021-10-18,62026.078125,442.5912780761719,142.42532348632812,381.3117370605469,334.8399963378906,299.5733642578125,290.03668212890625
2021-10-19,64261.9921875,447.5063171386719,142.88319396972656,379.9014587402344,333.6099853515625,300.4897155761719,288.0899963378906
2021-10-20,65992.8359375,450.0835876464844,141.4188232421875,375.9656982421875,333.010009765625,299.6903076171875,288.6000061035156
2021-10-21,62210.171875,457.2310485839844,141.53553771972656,375.6891784667969,339.57000732421875,302.9562683105469,298.0
2021-10-22,60692.265625,461.7915344238281,137.22669982910156,381.89239501953125,326.5400085449219,301.3963928222656,303.2266540527344
2021-10-25,63039.82421875,469.56158447265625,137.10751342773438,382.28875732421875,349.55999755859375,300.39227294921875,341.6199951171875
2021-10-26,60363.79296875,465.18310546875,138.9644012451172,384.9249267578125,345.739990234375,302.3226013183594,339.4766540527344
2021-10-27,58482.38671875,468.6131286621094,145.85633850097656,378.8230895996094,340.8800048828125,315.0545959472656,345.9533386230469
2021-10-28,60622.13671875,470.73394775390625,145.48875427246094,382.353271484375,347.9200134277344,316.2049255371094,359.0133361816406
2021-10-29,62227.96484375,471.7032165527344,147.68031311035156,380.99835205078125,345.2099914550781,323.2923583984375,371.3333435058594
2021-11-01,61004.40625,472.01983642578125,143.14254760742188,384.0861511230469,337.1700134277344,321.0989074707031,402.86334228515625
2021-11-02,63226.40234375,476.9332275390625,145.07327270507812,390.67657470703125,348.6400146484375,324.7644348144531,390.6666564941406
2021-11-03,62970.046875,482.0577087402344,146.23590087890625,385.1922607421875,345.9200134277344,325.6126708984375,404.6199951171875
2021-11-04,61452.23046875,494.8113708496094,147.90127563476562,376.1316223144531,284.0199890136719,327.9913635253906,409.9700012207031
2021-11-05,61125.67578125,492.4122314453125,148.4843292236328,375.21905517578125,236.99000549316406,327.62091064453125,407.36334228515625
2021-11-08,67566.828125,483.47802734375,148.6628875732422,376.3805236816406,244.67999267578125,328.5274963378906,387.64666748046875
2021-11-09,66971.828125,488.1802673339844,148.55067443847656,373.6244812011719,236.85000610351562,327.5136413574219,341.1666564941406
2021-11-10,64995.23046875,485.10943603515625,145.5331268310547,367.8820495605469,228.9600067138672,322.4929504394531,355.98333740234375
2021-11-11,64949.9609375,491.5102233886719,145.4064483642578,370.85003662109375,225.82000732421875,324.08203125,354.5033264160156
2021-11-12,64155.94140625,496.2987976074219,148.3107452392578,373.2189025878906,231.19000244140625,328.26434326171875,344.47332763671875
2021-11-15,63557.87109375,498.9090881347656,148.08531188964844,373.126708984375,235.07000732421875,327.630615234375,337.7966613769531
2021-11-16,60161.24609375,505.46337890625,147.5107421875,371.5413818359375,234.27999877929688,330.9842834472656,351.57666015625
2021-11-17,60368.01171875,505.0507507324219,147.68130493164062,360.9045715332031,242.22999572753906,331.2089538574219,363.0033264160156
2021-11-18,56942.13671875,508.0065002441406,149.46839904785156,360.7386169433594,251.41000366210938,333.3087463378906,365.4599914550781
2021-11-19,58119.578125,512.248046875,148.5586395263672,357.0701599121094,263.7799987792969,335.10577392578125,379.0199890136719
2021-11-22,56289.2890625,517.8715209960938,145.9406280517578,365.1537780761719,282.69000244140625,331.9023132324219,385.6233215332031
2021-11-23,57569.07421875,523.255126953125,145.4219207763672,374.5369873046875,276.3800048828125,329.802490234375,369.6766662597656
2021-11-24,56280.42578125,527.5448608398438,145.75906372070312,367.946533203125,273.3900146484375,330.027099609375,372.0
2021-11-26,53569.765625,524.090087890625,141.83180236816406,358.9136962890625,329.6300048828125,321.98907470703125,360.6400146484375
