Date,BTC-USD,COST,GOOGL,GS,MRNA,MSFT,TSLA
2021-11-29,57806.56640625,532.4869995117188,145.17103576660156,356.28668212890625,368.510009765625,328.7769470214844,378.9966735839844
2021-11-30,57005.42578125,517.6124267578125,141.54701232910156,351.1710205078125,352.42999267578125,322.87786865234375,381.586669921875
2021-12-01,57229.828125,508.45745849609375,140.70309448242188,348.8453369140625,310.6099853515625,322.3797912597656,365.0
2021-12-02,56477.81640625,504.30230712890625,142.6128692626953,359.0934753417969,301.489990234375,321.8035583496094,361.5333251953125
2021-12-03,53598.24609375,507.5842590332031,141.6507568359375,354.6365661621094,306.7200012207031,315.4747314453125,338.3233337402344
2021-12-06,50582.625,511.681884765625,142.80140686035156,360.7242736816406,265.3299865722656,318.58050537109375,336.336669921875
2021-12-07,50700.0859375,520.14599609375,146.90574645996094,370.74078369140625,282.3500061035156,327.1068420410156,350.5833435058594
2021-12-08,50504.796875,508.7166442871094,147.82046508789062,368.15557861328125,283.3999938964844,327.15570068359375,356.32000732421875
2021-12-09,47672.12109375,503.1698913574219,147.27383422851562,367.38653564453125,272.2099914550781,325.3293151855469,334.6000061035156
2021-12-10,47243.3046875,536.2680053710938,147.63592529296875,362.3551330566406,257.05999755859375,334.54913330078125,339.010009765625
2021-12-13,46737.48046875,534.7324829101562,145.46630859375,356.4063720703125,271.989990234375,331.4823303222656,322.13665771484375
2021-12-14,46612.6328125,523.3319702148438,143.55152893066406,360.2795715332031,277.1600036621094,320.6803283691406,319.5033264160156
2021-12-15,48896.72265625,542.6591796875,146.07928466796875,361.2894592285156,283.2799987792969,326.8431091308594,325.3299865722656
2021-12-16,47665.42578125,530.3276977539062,144.08822631835938,368.201904296875,282.0199890136719,317.3205871582031,308.97332763671875
2021-12-17,46202.14453125,525.5103149414062,141.37493896484375,353.7747802734375,294.79998779296875,316.2462463378906,310.8566589355469
2021-12-20,46880.27734375,526.422119140625,141.25721740722656,344.3327331542969,276.3800048828125,312.44696044921875,299.9800109863281
2021-12-21,48936.61328125,523.4183349609375,143.1181182861328,352.40350341796875,268.1400146484375,319.6549072265625,312.84332275390625
2021-12-22,48628.51171875,527.4872436523438,146.0533447265625,354.26593017578125,251.36000061035156,325.427001953125,336.2900085449219
2021-12-23,50784.5390625,528.158935546875,146.55360412597656,356.7769775390625,249.99000549316406,326.8822326660156,355.6666564941406
2021-12-27,50640.41796875,540.7302856445312,147.54115295410156,359.55682373046875,246.8800048828125,334.4612121582031,364.64666748046875
2021-12-28,47588.85546875,541.8530883789062,146.32467651367188,359.1583557128906,241.44000244140625,333.2892150878906,362.8233337402344
2021-12-29,46444.7109375,544.8568115234375,146.29275512695312,357.8518371582031,247.8800048828125,333.9728698730469,362.0633239746094
2021-12-30,47178.125,541.1524658203125,145.83937072753906,357.2217712402344,251.60000610351562,331.40423583984375,356.7799987792969
