Date,BAC,BTC-USD,GOOGL,MRNA,NVDA,PFE,XRP-USD
2021-03-09,33.2812614440918,54824.1171875,101.76600646972656,130.8699951171875,12.49372386932373,29.71630096435547,0.48598799109458923
2021-03-10,34.243412017822266,56008.55078125,101.55802154541016,129.75,12.4418363571167,30.130342483520508,0.4631659984588623
2021-03-11,34.124290466308594,57805.12109375,104.767578125,140.47000122070312,12.965973854064941,29.94057846069336,0.4529600143432617
2021-03-12,34.765724182128906,57332.08984375,102.246826171875,136.99000549316406,12.828763008117676,30.138967514038086,0.44113099575042725
2021-03-15,34.591617584228516,55907.19921875,102.46826934814453,143.66000366210938,13.16330337524414,30.54438591003418,0.4375549852848053
2021-03-16,34.49082565307617,56804.90234375,103.93714141845703,156.02000427246094,13.263092041015625,30.906688690185547,0.4625999927520752
2021-03-17,34.7748908996582,58870.89453125,103.85384368896484,147.5500030517578,13.31298828125,30.872180938720703,0.4724169969558716
2021-03-18,35.68205261230469,57858.921875,100.8173599243164,141.4600067138672,12.69554615020752,30.854923248291016,0.4729189872741699
2021-03-19,35.30636215209961,58346.65234375,101.09767150878906,143.74000549316406,12.818535804748535,30.64790916442871,0.47117099165916443
2021-03-22,34.5091438293457,54529.14453125,101.28370666503906,145.60000610351562,13.158313751220703,31.05331039428711,0.5499420166015625
2021-03-23,33.81273651123047,54738.9453125,101.81439208984375,136.52000427246094,13.043061256408691,30.50126075744629,0.5565950274467468
2021-03-24,33.81273651123047,52774.265625,101.37548065185547,131.61000061035156,12.616215705871582,30.71690559387207,0.48883700370788574
2021-03-25,34.5091438293457,51704.16015625,101.37198638916016,133.3300018310547,12.508692741394043,30.768659591674805,0.5174980163574219
2021-03-26,35.443809509277344,55137.3125,100.98644256591797,133.27999877929688,12.812047958374023,31.268970489501953,0.5670549869537354
2021-03-29,35.10477066040039,57750.19921875,102.03683471679688,123.41999816894531,12.920817375183105,31.588125228881836,0.5678709745407104
2021-03-30,35.72787857055664,58917.69140625,102.07075500488281,118.48999786376953,12.844480514526367,31.14820671081543,0.5668590068817139
2021-03-31,35.45297622680664,58918.83203125,102.87127685546875,130.9499969482422,13.31997299194336,31.251720428466797,0.573868989944458
2021-04-01,36.18604278564453,59095.80859375,106.22596740722656,132.5500030517578,13.782489776611328,31.312097549438477,0.5792919993400574
2021-04-05,36.4701042175293,59057.87890625,110.6739501953125,129.91000366210938,13.957868576049805,31.294845581054688,0.9204729795455933
2021-04-06,36.369300842285156,58192.359375,110.19014739990234,133.52999877929688,13.832133293151855,31.096446990966797,1.0962660312652588
2021-04-07,36.69919204711914,56048.9375,111.67497253417969,131.47000122070312,14.11353588104248,30.97568702697754,0.917576014995575
2021-04-08,36.37846755981445,58323.953125,112.24356842041016,133.8800048828125,14.286670684814453,31.018814086914062,1.0527559518814087
2021-04-09,36.644203186035156,58245.00390625,113.25306701660156,140.9199981689453,14.369494438171387,31.57086753845215,1.0208369493484497
2021-04-12,36.70834732055664,59893.453125,111.95378112792969,139.39999389648438,15.176778793334961,31.890029907226562,1.4677350521087646
2021-04-13,36.0302619934082,63503.45703125,112.44306945800781,149.7100067138672,15.646282196044922,32.05392837524414,1.7940009832382202
2021-04-14,36.54341506958008,63109.6953125,111.81861877441406,160.02999877929688,15.244637489318848,32.06255340576172,1.8392360210418701
2021-04-15,35.49879455566406,63314.01171875,113.98026275634766,159.8699951171875,16.103063583374023,32.4334716796875,1.7660670280456543
2021-04-16,35.87448501586914,61572.7890625,113.85557556152344,170.80999755859375,15.878787994384766,33.27019119262695,1.55752694606781
2021-04-19,35.8928108215332,55724.265625,114.20520782470703,161.91000366210938,15.329205513000488,33.580711364746094,1.3150440454483032
2021-04-20,34.89400863647461,56473.03125,113.66903686523438,156.77999877929688,15.139110565185547,33.66697311401367,1.3832989931106567
2021-04-21,35.480464935302734,53906.08984375,113.63612365722656,169.5,15.327957153320312,34.0982666015625,1.2964979410171509
2021-04-22,35.15058135986328,51762.2734375,112.34780883789062,168.10000610351562,14.818790435791016,33.330562591552734,1.159682035446167
2021-04-23,35.901981353759766,51093.65234375,114.71245574951172,173.6300048828125,15.23291015625,33.347808837890625,1.169659972190857
2021-04-26,36.11273193359375,54021.75390625,115.21121978759766,177.61000061035156,15.445211410522461,33.36507034301758,1.3685059547424316
2021-04-27,36.54341506958008,55033.1171875,114.26605987548828,183.41000366210938,15.349162101745605,33.16667175292969,1.4009549617767334
2021-04-28,36.68086242675781,54824.703125,117.66065979003906,178.67999267578125,15.244386672973633,33.47720718383789,1.3586009740829468
2021-04-29,37.67049789428711,53555.109375,119.34248352050781,175.6699981689453,15.29228401184082,33.296051025390625,1.399359941482544
2021-04-30,37.1390266418457,57750.17578125,117.38433837890625,178.82000732421875,14.977701187133789,33.339195251464844,1.5916739702224731
2021-05-03,37.16651916503906,57200.29296875,116.8646240234375,186.02000427246094,14.805316925048828,34.357051849365234,1.555994987487793
2021-05-04,37.5697021484375,53333.5390625,115.05660247802734,173.58999633789062,14.320845603942871,34.4605598449707,1.3923759460449219
2021-05-05,37.92707443237305,57424.0078125,115.45262145996094,162.83999633789062,14.42786979675293,34.47780990600586,1.6145119667053223
2021-05-06,38.495201110839844,56396.515625,116.5788345336914,160.5,14.492233276367188,34.13808059692383,1.6005810499191284
2021-05-07,38.65098571777344,57356.40234375,117.30602264404297,163.14999389648438,14.780872344970703,34.47780990600586,1.5817550420761108
2021-05-10,38.5318603515625,55859.796875,114.3044662475586,158.5500030517578,14.235528945922852,34.721717834472656,1.3890060186386108
2021-05-11,38.09201431274414,56704.57421875,113.22264099121094,158.99000549316406,14.27593994140625,34.277462005615234,1.4776819944381714
2021-05-12,37.734642028808594,49150.53515625,109.74076080322266,152.67999267578125,13.729353904724121,34.573631286621094,1.247864007949829
2021-05-13,38.33942413330078,49716.19140625,111.17671203613281,149.8699951171875,13.636301040649414,34.93077850341797,1.3589099645614624
2021-05-14,38.81591796875,49880.53515625,113.63761138916016,161.3800048828125,14.212825775146484,34.86109924316406,1.4029170274734497
2021-05-17,39.164127349853516,43537.51171875,114.16331481933594,160.42999267578125,14.135489463806152,34.939491271972656,1.4962999820709229
2021-05-18,38.63264846801758,42909.40234375,112.84407806396484,159.52999877929688,13.986058235168457,34.88722610473633,1.5907340049743652
2021-05-19,38.45854949951172,37002.44140625,113.2944564819336,157.99000549316406,14.0359525680542,34.695579528808594,1.0703129768371582
2021-05-20,38.36691665649414,40782.73828125,115.06259155273438,165.97000122070312,14.581543922424316,34.94820022583008,1.1855369806289673
2021-05-21,38.852569580078125,37304.69140625,114.42316436767578,161.4499969482422,14.959989547729492,34.80011749267578,1.0069760084152222
2021-05-24,39.063331604003906,38705.98046875,117.76040649414062,164.1699981689453,15.578927040100098,34.67816162109375,0.9928349852561951
2021-05-25,38.495201110839844,38402.22265625,117.8516845703125,169.25999450683594,15.614598274230957,34.260040283203125,0.976186990737915
2021-05-26,38.52269744873047,39294.19921875,118.72152709960938,175.58999633789062,15.666739463806152,33.902896881103516,1.0337250232696533
2021-05-27,38.990020751953125,38436.96875,117.84220123291016,179.5399932861328,15.455188751220703,33.66770553588867,0.9702349901199341
2021-05-28,38.84341049194336,35697.60546875,117.55142211914062,185.00999450683594,16.210081100463867,33.73738479614258,0.9001479744911194
2021-06-01,39.32905960083008,36684.92578125,118.7649154663086,184.66000366210938,16.23004722595215,33.53702926635742,1.0110009908676147
2021-06-02,39.34739303588867,37575.1796875,118.23673248291016,191.60000610351562,16.742704391479492,33.78965377807617,1.024399995803833
2021-06-03,39.798282623291016,39208.765625,117.08906555175781,195.22000122070312,16.93379783630371,33.946449279785156,1.045320987701416
2021-06-04,39.81669616699219,36894.40625,119.38288116455078,206.07000732421875,17.541006088256836,34.103240966796875,0.970196008682251
2021-06-07,39.678653717041016,33560.70703125,119.81831359863281,219.57000732421875,17.58167266845703,33.963871002197266,0.8611549735069275
2021-06-08,39.45781707763672,33472.6328125,119.62578582763672,213.0,17.420019149780273,33.84191131591797,0.8757879734039307
2021-06-09,38.94251251220703,37345.12109375,120.09961700439453,217.44000244140625,17.32544708251953,34.67816162109375,0.9200339913368225
2021-06-10,38.36278533935547,36702.59765625,121.45575714111328,217.0,17.39206886291504,35.43600845336914,0.8691819906234741
2021-06-11,38.51921844482422,37334.3984375,121.2098617553711,218.85000610351562,17.791563034057617,34.974334716796875,0.8484500050544739
2021-06-14,38.05911636352539,40218.4765625,122.14305877685547,207.41000366210938,17.984695434570312,34.5213623046875,0.8928970098495483
2021-06-15,38.08673095703125,40406.26953125,121.11959075927734,201.58999633789062,17.754884719848633,34.486515045166016,0.8898000121116638
2021-06-16,38.298370361328125,38347.0625,120.47418212890625,197.83999633789062,17.776592254638672,34.23390197753906,0.8319079875946045
2021-06-17,36.623626708984375,38053.50390625,121.44278717041016,202.47000122070312,18.621990203857422,34.39070510864258,0.8414379954338074
2021-06-18,35.685035705566406,35787.24609375,119.81431579589844,199.19000244140625,18.603525161743164,33.80706787109375,0.797648012638092
2021-06-21,36.57761001586914,31676.693359375,121.5116195678711,208.24000549316406,18.39242935180664,34.33843994140625,0.6103879809379578
2021-06-22,36.780059814453125,32505.66015625,122.02833557128906,221.36000061035156,18.851055145263672,34.503944396972656,0.5450670123100281
2021-06-23,36.991703033447266,33723.02734375,121.82533264160156,212.0399932861328,19.021236419677734,34.016136169433594,0.6265349984169006
2021-06-24,37.5714225769043,34662.4375,122.19741821289062,220.13999938964844,19.169206619262695,34.13808059692383,0.671999990940094
2021-06-25,38.298370361328125,31637.779296875,122.20589447021484,219.94000244140625,18.995037078857422,33.955162048339844,0.6133229732513428
2021-06-28,38.24315643310547,34434.3359375,122.23332977294922,222.94000244140625,19.94723129272461,34.07710647583008,0.643746018409729
2021-06-29,37.62662887573242,35867.77734375,121.9704818725586,234.4600067138672,19.98890495300293,34.0596809387207,0.7017250061035156
2021-06-30,37.93950271606445,35040.8359375,121.78793334960938,234.97999572753906,19.96470069885254,34.11195373535156,0.7063739895820618
2021-07-01,38.224761962890625,33572.1171875,122.14205932617188,235.11000061035156,20.173803329467773,34.46038818359375,0.6611800193786621
2021-07-02,37.86589050292969,33897.046875,124.94810485839844,234.3000030517578,20.448284149169922,34.60847473144531,0.6567630171775818
2021-07-06,36.8720703125,34235.1953125,125.87831115722656,233.33999633789062,20.65938377380371,34.22519302368164,0.6654019951820374
2021-07-07,36.57761001586914,33855.328125,126.1615982055664,221.89999389648438,20.333251953125,34.277462005615234,0.6515750288963318
2021-07-08,35.685035705566406,32877.37109375,124.7351303100586,232.7899932861328,19.86513900756836,34.19035339355469,0.623058021068573
2021-07-09,36.8444709777832,33798.01171875,125.20846557617188,232.80999755859375,20.012361526489258,34.503944396972656,0.6368039846420288
2021-07-12,37.38738250732422,33155.84765625,126.661865234375,239.33999633789062,20.473737716674805,34.63460922241211,0.6301779747009277
2021-07-13,36.678829193115234,32702.025390625,127.02696228027344,235.14999389648438,20.211732864379883,34.53878402709961,0.6195229887962341
2021-07-14,35.758644104003906,32822.34765625,127.92024993896484,246.66000366210938,19.804006576538086,34.80011749267578,0.6203240156173706
2021-07-15,35.73103713989258,31780.73046875,126.69129180908203,259.67498779296875,18.930408477783203,34.92206573486328,0.5969409942626953
2021-07-16,34.8936653137207,31421.5390625,126.65637969970703,286.42999267578125,18.126678466796875,35.1485481262207,0.5907739996910095
2021-07-19,33.98267364501953,30817.83203125,124.2702865600586,313.5899963378906,18.7442626953125,34.974334716796875,0.5575559735298157
2021-07-20,34.68202590942383,29807.34765625,125.89775848388672,307.3299865722656,18.576828002929688,35.75831604003906,0.5293359756469727
2021-07-21,35.39056396484375,32110.693359375,127.23395538330078,321.1099853515625,19.37331771850586,35.73218536376953,0.569998025894165
2021-07-22,34.93046569824219,32313.10546875,128.1042938232422,323.4800109863281,19.556970596313477,36.124176025390625,0.5922060012817383
2021-07-23,34.691219329833984,33581.55078125,132.6864471435547,348.8299865722656,19.521039962768555,36.30710983276367,0.6092240214347839
2021-07-26,35.0869026184082,37337.53515625,133.7039337158203,335.8699951171875,19.257537841796875,36.420345306396484,0.6256179809570312
2021-07-27,34.94887924194336,39406.94140625,131.57418823242188,328.5,19.17169952392578,36.67295455932617,0.6446040272712708
2021-07-28,35.0869026184082,39995.90625,135.75782775878906,349.32000732421875,19.46613883972168,37.848934173583984,0.7254449725151062
2021-07-29,35.5930061340332,40008.421875,135.44212341308594,345.6400146484375,19.624845504760742,37.611610412597656,0.7480170130729675
2021-07-30,35.29854202270508,42235.546875,134.3937225341797,353.6000061035156,19.462156295776367,37.62919616699219,0.7521190047264099
2021-08-02,34.93046569824219,39201.9453125,134.52142333984375,346.6099853515625,19.712677001953125,38.6400146484375,0.7392200231552124
2021-08-03,35.473384857177734,38152.98046875,135.29498291015625,386.510009765625,19.77755355834961,40.1518669128418,0.7127289772033691
2021-08-04,35.215736389160156,39747.50390625,134.79173278808594,419.04998779296875,20.235687255859375,39.721160888671875,0.7304880023002625
2021-08-05,35.905879974365234,40869.5546875,135.91494750976562,416.260009765625,20.597997665405273,39.60689926147461,0.7331510186195374
2021-08-06,36.9456901550293,42816.5,135.40321350097656,413.7200012207031,20.327512741088867,39.61569595336914,0.7465130090713501
2021-08-09,37.424190521240234,46365.40234375,136.57481384277344,484.4700012207031,20.25664520263672,40.415557861328125,0.8185529708862305
2021-08-10,38.12353515625,45585.03125,136.46908569335938,456.760009765625,19.89832305908203,42.35811233520508,0.8512470126152039
2021-08-11,38.60203552246094,45593.63671875,135.94239807128906,385.3299865722656,19.661773681640625,40.705631256103516,1.0125240087509155
2021-08-12,38.78607177734375,44428.2890625,136.85513305664062,391.4200134277344,19.867385864257812,41.5230827331543,0.9645490050315857
2021-08-13,38.307579040527344,47793.3203125,137.38729858398438,389.7799987792969,20.14984703063965,42.61301803588867,1.089959979057312
2021-08-16,37.99470901489258,46004.484375,137.96786499023438,373.8599853515625,19.91230010986328,42.99097442626953,1.1909929513931274
2021-08-17,37.8106689453125,44695.359375,136.32394409179688,401.8599853515625,19.42122459411621,44.3182373046875,1.0981990098953247
2021-08-18,37.534610748291016,44801.1875,135.11444091796875,398.79998779296875,19.004018783569336,43.34257507324219,1.14609694480896
2021-08-19,36.98249435424805,46717.578125,135.34486389160156,375.5299987792969,19.760587692260742,42.89429473876953,1.232841968536377
2021-08-20,37.14813995361328,49339.17578125,137.0900421142578,382.9800109863281,20.776660919189453,42.823974609375,1.2632219791412354
2021-08-23,37.64503860473633,49546.1484375,139.6956024169922,411.8900146484375,21.916501998901367,43.88753890991211,1.2472699880599976
2021-08-24,38.16954040527344,47706.1171875,140.91258239746094,394.94000244140625,21.751815795898438,42.525123596191406,1.1373519897460938
2021-08-25,38.78607177734375,48960.7890625,141.72805786132812,397.8699951171875,22.171016693115234,41.760406494140625,1.1725289821624756
2021-08-26,38.68486022949219,46942.21875,141.0911407470703,400.29998779296875,22.02629280090332,41.64613342285156,1.0752660036087036
2021-08-27,39.09893798828125,49058.66796875,143.64830017089844,382.2200012207031,22.593225479125977,40.96053695678711,1.1884729862213135
2021-08-30,38.335174560546875,47054.984375,144.2333526611328,370.69000244140625,22.64512825012207,41.101165771484375,1.1014349460601807
2021-08-31,38.417999267578125,47166.6875,144.340087890625,376.69000244140625,22.346641540527344,40.49467468261719,1.1875929832458496
2021-09-01,37.90269470214844,48847.02734375,144.8568115234375,389.94000244140625,22.402542114257812,40.468299865722656,1.234889030456543
2021-09-02,37.9396858215332,49327.72265625,142.93307495117188,397.6600036621094,22.35761833190918,41.171485900878906,1.256324052810669
2021-09-03,37.96743392944336,50025.375,143.38446044921875,416.70001220703125,22.803850173950195,41.171485900878906,1.2914350032806396
2021-09-07,38.217159271240234,46811.12890625,143.9241180419922,436.3900146484375,22.6231632232666,41.09238052368164,1.1250989437103271
2021-09-08,37.717716217041016,46091.390625,143.33607482910156,422.8999938964844,22.300718307495117,40.88142395019531,1.1007200479507446
2021-09-09,37.856449127197266,46391.421875,143.1864471435547,455.9200134277344,22.138992309570312,40.459510803222656,1.0894010066986084
2021-09-10,37.24600601196289,44883.91015625,140.5280303955078,449.3800048828125,22.439477920532227,40.07276153564453,1.0572669506072998
2021-09-13,37.865699768066406,44963.07421875,141.98094177246094,419.7200012207031,22.114038467407227,39.18499755859375,1.0646779537200928
2021-09-14,36.84830093383789,47092.4921875,142.19241333007812,427.7099914550781,22.203882217407227,39.29925537109375,1.0965739488601685
2021-09-15,37.125770568847656,48176.34765625,144.07275390625,434.4599914550781,22.30271339416504,39.35199737548828,1.121353030204773
2021-09-16,37.4124870300293,47783.359375,143.25527954101562,440.6499938964844,22.203882217407227,39.08830642700195,1.0914980173110962
2021-09-17,37.4587287902832,47267.51953125,140.4522247314453,430.04998779296875,21.862470626831055,38.578495025634766,1.0655980110168457
2021-09-20,36.17311477661133,42843.80078125,138.37684631347656,423.3299865722656,21.076818466186523,38.850975036621094,0.9171519875526428
2021-09-21,36.191612243652344,40693.67578125,138.68959045410156,434.0400085449219,21.2095890045166,38.6048583984375,0.8763290047645569
2021-09-22,37.125770568847656,43574.5078125,139.93699645996094,440.7200012207031,21.90339469909668,38.631229400634766,1.0040760040283203
2021-09-23,38.55937957763672,44895.09765625,140.86720275878906,454.6000061035156,22.443471908569336,38.842185974121094,1.0020400285720825
2021-09-24,38.975589752197266,42839.75,141.8637237548828,430.1400146484375,22.043153762817383,38.622440338134766,0.9459239840507507
2021-09-27,40.01148223876953,42235.73046875,140.72354125976562,408.8399963378906,21.62287712097168,38.297218322753906,0.9236850142478943
2021-09-28,39.91898727416992,41034.54296875,135.49449157714844,384.2099914550781,20.66352081298828,37.83136749267578,0.893688976764679
2021-09-29,39.835750579833984,41564.36328125,134.02163696289062,378.8999938964844,20.481842041015625,38.262062072753906,0.9283490180969238
2021-09-30,39.26231002807617,43790.89453125,133.34580993652344,384.8599853515625,20.680496215820312,37.80499267578125,0.9526360034942627
2021-10-01,39.845001220703125,48116.94140625,136.2057342529297,341.0899963378906,20.706453323364258,37.73466873168945,1.0426239967346191
2021-10-04,40.085472106933594,49112.90234375,133.329345703125,325.8399963378906,19.698184967041016,37.28638458251953,1.043004035949707
2021-10-05,40.89938735961914,51514.8125,135.68701171875,332.1099853515625,20.415950775146484,37.198486328125,1.0855029821395874
2021-10-06,40.91789245605469,55361.44921875,137.22520446777344,302.4200134277344,20.664520263671875,36.9348030090332,1.0776560306549072
2021-10-07,40.80690383911133,53805.984375,138.881103515625,309.3599853515625,21.038883209228516,37.56766891479492,1.0680259466171265
2021-10-08,41.0103759765625,53967.84765625,139.4402313232422,304.9100036621094,20.795299530029297,37.31276321411133,1.0628910064697266
2021-10-11,40.492427825927734,57484.7890625,138.5708770751953,305.1000061035156,20.65953254699707,36.9699592590332,1.137887954711914
2021-10-12,40.27045440673828,56041.05859375,136.11196899414062,311.1300048828125,20.635574340820312,36.78537368774414,1.1018589735031128
2021-10-13,39.90049362182617,57401.09765625,137.24217224121094,321.5,20.90311050415039,36.407405853271484,1.128391981124878
2021-10-14,41.68556213378906,57321.5234375,140.80233764648438,331.8800048828125,21.7087345123291,36.62715148925781,1.132315993309021
2021-10-15,42.887939453125,61593.94921875,141.01881408691406,324.2099914550781,21.82453155517578,36.46893310546875,1.1405500173568726
2021-10-18,42.80470275878906,62026.078125,142.42532348632812,334.8399963378906,22.183916091918945,36.31951141357422,1.0838420391082764
2021-10-19,42.989681243896484,64261.9921875,142.88319396972656,333.6099853515625,22.251798629760742,36.99631881713867,1.092079997062683
2021-10-20,43.55387496948242,65992.8359375,141.4188232421875,333.010009765625,22.06511878967285,37.620399475097656,1.1423280239105225
2021-10-21,43.31339645385742,62210.171875,141.53553771972656,339.57000732421875,22.653106689453125,37.67313766479492,1.0893150568008423
2021-10-22,43.997833251953125,60692.265625,137.22669982910156,326.5400085449219,22.68705177307129,37.93683624267578,1.0883740186691284
2021-10-25,43.94233703613281,63039.82421875,137.10751342773438,349.55999755859375,23.126300811767578,37.928043365478516,1.0951579809188843
2021-10-26,44.358543395996094,60363.79296875,138.9644012451172,345.739990234375,24.674636840820312,38.28843307495117,1.108093023300171
2021-10-27,43.50762939453125,58482.38671875,145.85633850097656,340.8800048828125,24.40909194946289,37.76982879638672,0.9954519867897034
2021-10-28,44.19205856323242,60622.13671875,145.48875427246094,347.9200134277344,24.898252487182617,37.95442199707031,1.0588200092315674
2021-10-29,44.19205856323242,62227.96484375,147.68031311035156,345.2099914550781,25.523183822631836,38.446651458740234,1.0815030336380005
2021-11-01,44.25680160522461,61004.40625,143.14254760742188,337.1700134277344,25.782733917236328,38.35874938964844,1.0928670167922974
2021-11-02,44.28455352783203,63226.40234375,145.07327270507812,348.6400146484375,26.355751037597656,39.949710845947266,1.1361960172653198
2021-11-03,44.737754821777344,62970.046875,146.23590087890625,345.9200134277344,26.55241584777832,39.39594650268555,1.2087960243225098
2021-11-04,43.775848388671875,61452.23046875,147.90127563476562,284.0199890136719,29.749927520751953,38.88166046142578,1.202003002166748
2021-11-05,43.44288635253906,61125.67578125,148.4843292236328,236.99000549316406,29.701011657714844,43.10234069824219,1.161532998085022
2021-11-08,43.78510284423828,67566.828125,148.6628875732422,244.67999267578125,30.75120735168457,42.85406494140625,1.282377004623413
2021-11-09,43.359642028808594,66971.828125,148.55067443847656,236.85000610351562,30.60445785522461,41.94076919555664,1.258929967880249
2021-11-10,43.6833610534668,64995.23046875,145.5331268310547,228.9600067138672,29.408512115478516,43.46588134765625,1.1933729648590088
2021-11-11,43.92383575439453,64949.9609375,145.4064483642578,225.82000732421875,30.337919235229492,44.49445343017578,1.2183640003204346
2021-11-12,43.387393951416016,64155.94140625,148.3107452392578,231.19000244140625,30.337919235229492,44.09543991088867,1.1893550157546997
2021-11-15,43.516876220703125,63557.87109375,148.08531188964844,235.07000732421875,29.973543167114258,44.024505615234375,1.1713709831237793
2021-11-16,43.54462432861328,60161.24609375,147.5107421875,234.27999877929688,30.15123748779297,43.98016357421875,1.0909340381622314
2021-11-17,43.01742172241211,60368.01171875,147.68130493164062,242.22999572753906,29.21085548400879,45.106266021728516,1.096290946006775
2021-11-18,42.841697692871094,56942.13671875,149.46839904785156,251.41000366210938,31.620716094970703,45.585086822509766,1.0419540405273438
