Date,CAT,CVX,KO,LMT,PEP,T,XOM
2022-01-03,195.7609405517578,107.27003479003906,54.590667724609375,329.65631103515625,160.04058837890625,15.975510597229004,57.61799240112305
2022-01-04,206.23931884765625,109.22187042236328,55.502037048339844,336.75439453125,160.2718963623047,16.107433319091797,59.785255432128906
2022-01-05,207.81866455078125,109.93244934082031,55.96233367919922,333.1727600097656,160.81776428222656,16.46551513671875,60.528812408447266
2022-01-06,209.93704223632812,110.8678970336914,55.667747497558594,333.04254150390625,160.8547821044922,16.402694702148438,61.95248794555664
2022-01-07,212.01760864257812,112.45994567871094,55.53887176513672,335.03338623046875,161.05831909179688,16.963062286376953,62.460304260253906
2022-01-10,209.60606384277344,112.53189849853516,55.63092041015625,337.9265441894531,161.14157104492188,17.0727481842041,62.08852005004883
2022-01-11,208.00779724121094,115.10435485839844,55.649322509765625,338.7545166015625,161.0675506591797,16.995323181152344,64.7000961303711
2022-01-12,210.32476806640625,114.52871704101562,55.73219299316406,336.11248779296875,160.89178466796875,17.06629753112793,64.50967407226562
2022-01-13,214.67503356933594,114.05199432373047,56.063594818115234,339.7220458984375,161.15081787109375,17.292129516601562,64.04720306396484
2022-01-14,216.50967407226562,115.99483489990234,56.51468276977539,346.6434326171875,162.50164794921875,17.537315368652344,65.17163848876953
2022-01-18,217.38917541503906,116.37261199951172,56.063594818115234,350.29010009765625,160.94729614257812,17.62119483947754,66.26885986328125
2022-01-19,210.64210510253906,115.94985961914062,56.15565490722656,351.02496337890625,162.10379028320312,17.601839065551758,66.29606628417969
2022-01-20,205.86215209960938,115.53609466552734,55.92551040649414,348.9784240722656,160.9287872314453,17.4340763092041,66.441162109375
2022-01-21,203.44839477539062,114.15092468261719,55.649322509765625,345.3222961425781,161.18783569335938,17.169532775878906,65.44366455078125
2022-01-24,203.6764678955078,114.39379119873047,55.198246002197266,347.3038635253906,160.3644256591797,16.995323181152344,66.00588989257812
2022-01-25,203.6574249267578,119.25987243652344,55.06936264038086,360.17901611328125,158.52330017089844,17.085655212402344,67.94644165039062
2022-01-26,203.638427734375,119.34982299804688,54.8668327331543,363.96527099609375,156.84866333007812,15.646795272827148,67.25726318359375
2022-01-27,201.62384033203125,121.7603988647461,54.91286849975586,361.95587158203125,156.7006072998047,15.562918663024902,68.11873626708984
2022-01-28,191.16111755371094,117.47896575927734,56.00836181640625,365.74212646484375,159.75381469726562,16.26621437072754,68.26383972167969
2022-01-31,191.54116821289062,118.1265640258789,56.164859771728516,362.0023498535156,160.54019165039062,16.453330993652344,68.88044738769531
2022-02-01,195.142822265625,121.23872375488281,55.75060272216797,360.0301818847656,159.44847106933594,15.756484031677246,73.29656219482422
2022-02-02,194.75320434570312,121.79637908935547,56.32136154174805,360.33709716796875,162.34434509277344,15.833910942077637,73.10613250732422
2022-02-03,190.61941528320312,120.70802307128906,56.71720504760742,362.5326232910156,162.2517852783203,15.84681510925293,72.25373840332031
2022-02-04,188.54779052734375,122.2191390991211,56.11883544921875,362.18841552734375,159.5872802734375,15.537108421325684,73.82250213623047
2022-02-07,189.88768005371094,124.62071228027344,56.708003997802734,364.98858642578125,158.95809936523438,15.440323829650879,74.71115112304688
2022-02-08,191.48419189453125,122.72280883789062,57.07624053955078,368.4306945800781,159.1523895263672,15.446776390075684,72.7796859741211
2022-02-09,193.4798126220703,123.93708038330078,56.19247817993164,367.03521728515625,159.07839965820312,15.808101654052734,72.4312744140625
2022-02-10,192.9761505126953,122.36302947998047,56.50547409057617,358.56024169921875,155.77545166015625,15.646795272827148,71.73445892333984
2022-02-11,191.2371063232422,124.85454559326172,55.502037048339844,368.5701599121094,155.96971130371094,15.56937026977539,73.5406723022461
2022-02-14,189.9542236328125,122.92969512939453,55.8610725402832,359.9930114746094,154.23036193847656,15.517748832702637,72.4129409790039
2022-02-15,193.29925537109375,122.02986907958984,56.07280349731445,355.5740966796875,153.54571533203125,15.70486831665039,71.5052490234375
2022-02-16,193.51780700683594,122.06624603271484,56.063594818115234,359.92779541015625,153.8603057861328,15.446776390075684,71.8353271484375
2022-02-17,185.0602264404297,121.4390869140625,57.18670654296875,361.6675109863281,154.27659606933594,15.330636024475098,71.72530364990234
2022-02-18,182.40887451171875,121.26640319824219,57.57334899902344,359.51849365234375,155.164794921875,15.40160846710205,70.9276351928711
2022-02-22,181.70565795898438,120.33930969238281,57.33399963378906,359.2766418457031,155.7569580078125,15.324180603027344,70.10247039794922
2022-02-23,177.39132690429688,123.20236206054688,56.698795318603516,361.78839111328125,154.22113037109375,15.169326782226562,70.38668823242188
2022-02-24,175.50975036621094,122.56615447998047,55.70457077026367,368.12371826171875,151.5380096435547,14.988661766052246,69.49735260009766
2022-02-25,177.76194763183594,127.59239196777344,57.858734130859375,380.9429931640625,155.78469848632812,15.42741584777832,71.36771392822266
2022-02-28,178.256103515625,130.8826446533203,57.29718017578125,406.3367004394531,151.49179077148438,15.285465240478516,71.89949798583984
2022-03-01,173.74220275878906,136.08157348632812,57.04862594604492,427.7026672363281,150.1317596435547,15.182230949401855,72.5871353149414
2022-03-02,183.03607177734375,140.0989532470703,57.47209167480469,421.5111083984375,152.21340942382812,15.369346618652344,73.83406829833984
2022-03-03,185.1647186279297,141.98948669433594,57.508914947509766,419.4691467285156,152.0504608154297,15.42741584777832,74.30165100097656
2022-03-04,185.93446350097656,144.19813537597656,57.60096740722656,429.1451416015625,154.3600311279297,15.40160846710205,77.0980453491211
2022-03-07,186.92276000976562,147.27932739257812,56.229305267333984,436.638671875,151.2867889404297,15.208041191101074,79.87611389160156
2022-03-08,199.5616912841797,154.99594116210938,54.00149154663086,420.56500244140625,147.02154541015625,14.840261459350586,80.48123168945312
2022-03-09,199.35263061523438,151.12400817871094,54.27766799926758,420.31219482421875,146.5838165283203,15.00801944732666,75.90613555908203
2022-03-10,201.26271057128906,155.25955200195312,53.28343200683594,416.2281799316406,143.8924102783203,14.962854385375977,78.262451171875
2022-03-11,204.15158081054688,155.3322296142578,53.320255279541016,411.2449951171875,143.16603088378906,14.962854385375977,77.8590316772461
2022-03-14,204.73130798339844,151.53302001953125,54.30353546142578,416.3125,145.17759704589844,14.769286155700684,75.07180786132812
2022-03-15,205.7005615234375,143.86183166503906,55.30538558959961,420.2653503417969,148.07388305664062,14.898330688476562,70.79928588867188
2022-03-16,205.33946228027344,143.34376525878906,55.15696716308594,394.66552734375,148.7257843017578,14.962854385375977,70.53338623046875
2022-03-17,210.68011474609375,145.82508850097656,55.741371154785156,401.4565124511719,149.8805694580078,14.962854385375977,72.4129409790039
2022-03-18,209.9293670654297,146.99757385253906,55.75065612792969,399.1990966796875,151.6034393310547,14.982208251953125,72.12870788574219
2022-03-21,212.59019470214844,149.6425018310547,56.19591522216797,412.1441955566406,151.3892364501953,14.943496704101562,75.36520385742188
2022-03-22,211.63992309570312,149.142578125,56.39999008178711,412.6968688964844,153.0469207763672,14.97575855255127,75.03512573242188
2022-03-23,211.12673950195312,150.75132751464844,56.0289421081543,417.0617980957031,152.2460174560547,14.97575855255127,76.21786499023438
2022-03-24,211.16477966308594,151.15126037597656,56.56696319580078,421.2582092285156,153.16798400878906,15.053183555603027,76.44707489013672
2022-03-25,212.2576141357422,153.88706970214844,57.0771598815918,424.9394836425781,153.88510131835938,15.38225269317627,78.1157455444336
2022-03-28,210.82266235351562,151.1967315673828,57.438934326171875,416.8089904785156,154.3413848876953,15.40160846710205,75.92447662353516
2022-03-29,210.05291748046875,149.3516387939453,57.66157150268555,409.4746398925781,156.6324005126953,15.479040145874023,75.52108001708984
2022-03-30,211.99151611328125,150.4059600830078,57.70795440673828,417.7174987792969,156.41818237304688,15.57581901550293,76.81381225585938
2022-03-31,211.74444580078125,147.99732971191406,57.51314926147461,413.45556640625,155.87802124023438,15.24675464630127,75.7227783203125
2022-04-01,208.84605407714844,149.2607421875,58.320186614990234,417.7456359863281,158.09446716308594,15.47258472442627,76.20870208740234
2022-04-04,209.83436584472656,149.39706420898438,58.014068603515625,415.9003601074219,157.68472290039062,15.601630210876465,76.24539184570312
2022-04-05,205.28245544433594,148.4790496826172,57.949134826660156,418.9258728027344,157.8523406982422,15.41451358795166,75.85112762451172
2022-04-06,205.4630126953125,149.7969970703125,58.53354263305664,425.8011474609375,160.54376220703125,15.504846572875977,76.69463348388672
2022-04-07,205.1684112548828,151.87840270996094,58.848934173583984,436.03924560546875,160.6927490234375,15.31127643585205,77.97822570800781
2022-04-08,206.2422332763672,154.4506072998047,59.210716247558594,432.3017883300781,161.23289489746094,15.57581901550293,79.61940002441406
2022-04-11,205.3109588623047,150.47869873046875,59.192161560058594,434.8589782714844,160.73931884765625,16.769569396972656,76.87799835205078
2022-04-12,205.9286346435547,153.6143798828125,59.88788604736328,437.9500732421875,161.39122009277344,16.70977210998535,78.48249816894531
2022-04-13,207.42062377929688,156.0321044921875,60.04558181762695,439.4862060546875,161.11183166503906,16.829362869262695,79.59188842773438
2022-04-14,216.4864044189453,155.95938110351562,60.314598083496094,438.0531005859375,160.08743286132812,16.93335723876953,80.5270767211914
2022-04-18,218.49156188964844,158.04986572265625,59.776573181152344,437.8470458984375,158.70913696289062,16.864025115966797,81.18721771240234
2022-04-19,220.62020874023438,156.17750549316406,60.36098098754883,430.78436279296875,161.0186767578125,16.890024185180664,80.46290588378906
2022-04-20,223.39503479003906,156.8137664794922,61.18656539916992,425.1361083984375,163.41209411621094,16.83802604675293,80.64627075195312
2022-04-21,221.0098114013672,149.5879364013672,61.41848373413086,411.7133483886719,162.82537841796875,17.513975143432617,79.7936019897461
2022-04-22,206.5342559814453,146.28860473632812,60.52794647216797,417.56768798828125,160.32022094726562,16.91602325439453,78.05156707763672
2022-04-25,206.91622924804688,143.143798828125,61.16801452636719,414.85125732421875,161.80099487304688,16.90735626220703,75.42020416259766
2022-04-26,200.80517578125,142.27125549316406,60.34242248535156,417.8486633300781,161.39122009277344,16.72536849975586,75.44771575927734
2022-04-27,204.29991149902344,142.0076904296875,60.815513610839844,416.8089904785156,162.834716796875,16.526052474975586,77.6023178100586
2022-04-28,202.8485565185547,147.05210876464844,61.399925231933594,413.7459411621094,165.30259704589844,16.829362869262695,79.94944763183594
2022-04-29,201.0343475341797,142.39846801757812,59.934261322021484,404.7630615234375,159.91046142578125,16.34406852722168,78.16159057617188
2022-05-02,202.4952850341797,145.1979217529297,58.848934173583984,403.53594970703125,156.23190307617188,16.56938362121582,79.22515106201172
