Date,BTC-USD,GOOGL,MRNA,MSFT,PFE,TSLA,XRP-USD
2021-03-09,54824.1171875,101.76600646972656,130.8699951171875,226.94981384277344,29.71630096435547,224.52667236328125,0.48598799109458923
2021-03-10,56008.55078125,101.55802154541016,129.75,225.6295166015625,30.130346298217773,222.68666076660156,0.4631659984588623
2021-03-11,57805.12109375,104.767578125,140.47000122070312,230.20191955566406,29.940568923950195,233.1999969482422,0.4529600143432617
2021-03-12,57332.08984375,102.246826171875,136.99000549316406,228.86224365234375,30.13896942138672,231.2433319091797,0.44113099575042725
2021-03-15,55907.19921875,102.46826934814453,143.66000366210938,227.94969177246094,30.54439353942871,235.97999572753906,0.4375549852848053
2021-03-16,56804.90234375,103.93714141845703,156.02000427246094,230.7649688720703,30.906675338745117,225.6266632080078,0.4625999927520752
2021-03-17,58870.89453125,103.85384368896484,147.5500030517578,230.11456298828125,30.87217903137207,233.93666076660156,0.4724169969558716
2021-03-18,57858.921875,100.8173599243164,141.4600067138672,223.9792022705078,30.85492706298828,217.72000122070312,0.4729189872741699
2021-03-19,58346.65234375,101.09767150878906,143.74000549316406,223.62002563476562,30.647905349731445,218.2899932861328,0.47117099165916443
2021-03-22,54529.14453125,101.28370666503906,145.60000610351562,229.09524536132812,31.053314208984375,223.3333282470703,0.5499420166015625
2021-03-23,54738.9453125,101.81439208984375,136.52000427246094,230.6387939453125,30.501262664794922,220.72000122070312,0.5565950274467468
2021-03-24,52774.265625,101.37548065185547,131.61000061035156,228.58074951171875,30.716909408569336,210.08999633789062,0.48883700370788574
2021-03-25,51704.16015625,101.37198638916016,133.3300018310547,225.55186462402344,30.768657684326172,213.4633331298828,0.5174980163574219
2021-03-26,55137.3125,100.98644256591797,133.27999877929688,229.57089233398438,31.268966674804688,206.23666381835938,0.5670549869537354
2021-03-29,57750.19921875,102.03683471679688,123.41999816894531,228.3671417236328,31.5881290435791,203.76333618164062,0.5678709745407104
2021-03-30,58917.69140625,102.07075500488281,118.48999786376953,225.0762176513672,31.148212432861328,211.8733367919922,0.5668590068817139
2021-03-31,58918.83203125,102.87127685546875,130.9499969482422,228.8816375732422,31.251720428466797,222.64332580566406,0.573868989944458
2021-04-01,59095.80859375,106.22596740722656,132.5500030517578,235.26942443847656,31.312095642089844,220.5833282470703,0.5792919993400574
2021-04-05,59057.87890625,110.6739501953125,129.91000366210938,241.7930908203125,31.29483985900879,230.35000610351562,0.9204729795455933
2021-04-06,58192.359375,110.19014739990234,133.52999877929688,240.6184539794922,31.096454620361328,230.5399932861328,1.0962660312652588
2021-04-07,56048.9375,111.67497253417969,131.47000122070312,242.5988311767578,30.97568702697754,223.6566619873047,0.917576014995575
2021-04-08,58323.953125,112.24356842041016,133.8800048828125,245.85093688964844,31.018815994262695,227.93333435058594,1.0527559518814087
2021-04-09,58245.00390625,113.25306701660156,140.9199981689453,248.375,31.570873260498047,225.67333984375,1.0208369493484497
2021-04-12,59893.453125,111.95378112792969,139.39999389648438,248.43324279785156,31.890033721923828,233.9933319091797,1.4677350521087646
2021-04-13,63503.45703125,112.44306945800781,149.7100067138672,250.9378662109375,32.05392837524414,254.10667419433594,1.7940009832382202
2021-04-14,63109.6953125,111.81861877441406,160.02999877929688,248.12257385253906,32.06254959106445,244.07666015625,1.8392360210418701
2021-04-15,63314.01171875,113.98026275634766,159.8699951171875,251.91836547851562,32.433467864990234,246.28334045410156,1.7660670280456543
2021-04-16,61572.7890625,113.85557556152344,170.80999755859375,253.12213134765625,33.270179748535156,246.5933380126953,1.55752694606781
2021-04-19,55724.265625,114.20520782470703,161.91000366210938,251.18057250976562,33.580718994140625,238.2100067138672,1.3150440454483032
2021-04-20,56473.03125,113.66903686523438,156.77999877929688,250.71461486816406,33.6669807434082,239.663330078125,1.3832989931106567
2021-04-21,53906.08984375,113.63612365722656,169.5,252.9668426513672,34.09827423095703,248.0399932861328,1.2964979410171509
2021-04-22,51762.2734375,112.34780883789062,168.10000610351562,249.6564483642578,33.330570220947266,239.89666748046875,1.159682035446167
2021-04-23,51093.65234375,114.71245574951172,173.6300048828125,253.52011108398438,33.347816467285156,243.13333129882812,1.169659972190857
2021-04-26,54021.75390625,115.21121978759766,177.61000061035156,253.90843200683594,33.36506271362305,246.06666564941406,1.3685059547424316
2021-04-27,55033.1171875,114.26605987548828,183.41000366210938,254.31617736816406,33.16667175292969,234.913330078125,1.4009549617767334
2021-04-28,54824.703125,117.66065979003906,178.67999267578125,247.1226806640625,33.47720718383789,231.46665954589844,1.3586009740829468
2021-04-29,53555.109375,119.34248352050781,175.6699981689453,245.13258361816406,33.296051025390625,225.6666717529297,1.399359941482544
2021-04-30,57750.17578125,117.38433837890625,178.82000732421875,244.8121795654297,33.33918762207031,236.47999572753906,1.5916739702224731
2021-05-03,57200.29296875,116.8646240234375,186.02000427246094,244.5015869140625,34.357051849365234,228.3000030517578,1.555994987487793
2021-05-04,53333.5390625,115.05660247802734,173.58999633789062,240.55044555664062,34.46056365966797,224.53334045410156,1.3923759460449219
2021-05-05,57424.0078125,115.45262145996094,162.83999633789062,239.26904296875,34.47780990600586,223.64666748046875,1.6145119667053223
2021-05-06,56396.515625,116.5788345336914,160.5,242.43377685546875,34.138084411621094,221.17999267578125,1.6005810499191284
2021-05-07,57356.40234375,117.30602264404297,163.14999389648438,245.08404541015625,34.477813720703125,224.1233367919922,1.5817550420761108
2021-05-10,55859.796875,114.3044662475586,158.5500030517578,239.9582977294922,34.72172164916992,209.67999267578125,1.3890060186386108
2021-05-11,56704.57421875,113.22264099121094,158.99000549316406,239.03604125976562,34.27745819091797,205.73333740234375,1.4776819944381714
2021-05-12,49150.53515625,109.74076080322266,152.67999267578125,232.01731872558594,34.57362747192383,196.6300048828125,1.247864007949829
2021-05-13,49716.19140625,111.17671203613281,149.8699951171875,235.9295654296875,34.93077850341797,190.56333923339844,1.3589099645614624
2021-05-14,49880.53515625,113.63761138916016,161.3800048828125,240.89999389648438,34.86109161376953,196.5800018310547,1.4029170274734497
2021-05-17,43537.51171875,114.16331481933594,160.42999267578125,238.0167236328125,34.939491271972656,192.27667236328125,1.4962999820709229
2021-05-18,42909.40234375,112.84407806396484,159.52999877929688,235.97811889648438,34.88722610473633,192.6233367919922,1.5907340049743652
2021-05-19,37002.44140625,113.2944564819336,157.99000549316406,236.56195068359375,34.69558334350586,187.82000732421875,1.0703129768371582
2021-05-20,40782.73828125,115.06259155273438,165.97000122070312,239.8312530517578,34.948204040527344,195.5933380126953,1.1855369806289673
2021-05-21,37304.69140625,114.42316436767578,161.4499969482422,238.5565643310547,34.800113677978516,193.6266632080078,1.0069760084152222
2021-05-24,38705.98046875,117.76040649414062,164.1699981689453,244.01528930664062,34.678157806396484,202.14666748046875,0.9928349852561951
2021-05-25,38402.22265625,117.8516845703125,169.25999450683594,244.929931640625,34.260032653808594,201.56333923339844,0.976186990737915
2021-05-26,39294.19921875,118.72152709960938,175.58999633789062,244.70614624023438,33.90288543701172,206.3766632080078,1.0337250232696533
2021-05-27,38436.96875,117.84220123291016,179.5399932861328,242.58493041992188,33.667694091796875,210.28334045410156,0.9702349901199341
2021-05-28,35697.60546875,117.55142211914062,185.00999450683594,242.9449462890625,33.73738479614258,208.4066619873047,0.9001479744911194
2021-06-01,36684.92578125,118.7649154663086,184.66000366210938,240.72647094726562,33.53703689575195,207.96665954589844,1.0110009908676147
2021-06-02,37575.1796875,118.23673248291016,191.60000610351562,240.62916564941406,33.78964614868164,201.7066650390625,1.024399995803833
2021-06-03,39208.765625,117.08906555175781,195.22000122070312,239.08206176757812,33.946449279785156,190.94667053222656,1.045320987701416
2021-06-04,36894.40625,119.38288116455078,206.07000732421875,244.02500915527344,34.10324478149414,199.68333435058594,0.970196008682251
2021-06-07,33560.70703125,119.81831359863281,219.57000732421875,246.9635467529297,33.96387481689453,201.7100067138672,0.8611549735069275
2021-06-08,33472.6328125,119.62578582763672,213.0,245.75701904296875,33.841915130615234,201.19667053222656,0.8757879734039307
2021-06-09,37345.12109375,120.09961700439453,217.44000244140625,246.7494659423828,34.678157806396484,199.5933380126953,0.9200339913368225
2021-06-10,36702.59765625,121.45575714111328,217.0,250.30101013183594,35.436012268066406,203.3733367919922,0.8691819906234741
2021-06-11,37334.3984375,121.2098617553711,218.85000610351562,250.93350219726562,34.974334716796875,203.29666137695312,0.8484500050544739
2021-06-14,40218.4765625,122.14305877685547,207.41000366210938,252.87957763671875,34.52136993408203,205.89666748046875,0.8928970098495483
2021-06-15,40406.26953125,121.11959075927734,201.58999633789062,251.39080810546875,34.48652267456055,199.7866668701172,0.8898000121116638
2021-06-16,38347.0625,120.47418212890625,197.83999633789062,250.43722534179688,34.23390197753906,201.6233367919922,0.8319079875946045
2021-06-17,38053.50390625,121.44278717041016,202.47000122070312,253.86228942871094,34.39070129394531,205.53334045410156,0.8414379954338074
2021-06-18,35787.24609375,119.81431579589844,199.19000244140625,252.43194580078125,33.807071685791016,207.77000427246094,0.797648012638092
2021-06-21,31676.693359375,121.5116195678711,208.24000549316406,255.5456085205078,34.338436126708984,206.94332885742188,0.6103879809379578
2021-06-22,32505.66015625,122.02833557128906,221.36000061035156,258.3479309082031,34.50394821166992,207.90333557128906,0.5450670123100281
2021-06-23,33723.02734375,121.82533264160156,212.0399932861328,258.1143798828125,34.01613235473633,218.85667419433594,0.6265349984169006
2021-06-24,34662.4375,122.19741821289062,220.13999938964844,259.4961242675781,34.138084411621094,226.60667419433594,0.671999990940094
2021-06-25,31637.779296875,122.20589447021484,219.94000244140625,257.87115478515625,33.95515823364258,223.9566650390625,0.6133229732513428
2021-06-28,34434.3359375,122.23332977294922,222.94000244140625,261.47137451171875,34.07710647583008,229.57333374023438,0.643746018409729
2021-06-29,35867.77734375,121.9704818725586,234.4600067138672,264.0790710449219,34.059688568115234,226.9199981689453,0.7017250061035156
2021-06-30,35040.8359375,121.78793334960938,234.97999572753906,263.592529296875,34.1119499206543,226.56666564941406,0.7063739895820618
2021-07-01,33572.1171875,122.14205932617188,235.11000061035156,264.2737121582031,34.46038818359375,225.97332763671875,0.6611800193786621
2021-07-02,33897.046875,124.94810485839844,234.3000030517578,270.1604309082031,34.60847473144531,226.3000030517578,0.6567630171775818
2021-07-06,34235.1953125,125.87831115722656,233.33999633789062,270.1702575683594,34.22519302368164,219.86000061035156,0.6654019951820374
2021-07-07,33855.328125,126.1615982055664,221.89999389648438,272.37896728515625,34.27745819091797,214.88333129882812,0.6515750288963318
2021-07-08,32877.37109375,124.7351303100586,232.7899932861328,269.93670654296875,34.19035339355469,217.60333251953125,0.623058021068573
2021-07-09,33798.01171875,125.20846557617188,232.80999755859375,270.44268798828125,34.50394821166992,218.98333740234375,0.6368039846420288
2021-07-12,33155.84765625,126.661865234375,239.33999633789062,269.83935546875,34.63460922241211,228.56666564941406,0.6301779747009277
2021-07-13,32702.025390625,127.02696228027344,235.14999389648438,273.4006042480469,34.53879165649414,222.84666442871094,0.6195229887962341
2021-07-14,32822.34765625,127.92024993896484,246.66000366210938,274.8894348144531,34.800113677978516,217.7933349609375,0.6203240156173706
2021-07-15,31780.73046875,126.69129180908203,259.67498779296875,273.44927978515625,34.92207336425781,216.86666870117188,0.5969409942626953
2021-07-16,31421.5390625,126.65637969970703,286.42999267578125,273.17681884765625,35.1485481262207,214.74000549316406,0.5907739996910095
2021-07-19,30817.83203125,124.2702865600586,313.5899963378906,269.5377197265625,34.974334716796875,215.4066619873047,0.5575559735298157
2021-07-20,29807.34765625,125.89775848388672,307.3299865722656,271.785400390625,35.758323669433594,220.1666717529297,0.5293359756469727
2021-07-21,32110.693359375,127.23395538330078,321.1099853515625,273.809326171875,35.732181549072266,218.42999267578125,0.569998025894165
2021-07-22,32313.10546875,128.1042938232422,323.4800109863281,278.42144775390625,36.12417221069336,216.4199981689453,0.5922060012817383
2021-07-23,33581.55078125,132.6864471435547,348.8299865722656,281.85626220703125,36.30710220336914,214.4600067138672,0.6092240214347839
2021-07-26,37337.53515625,133.7039337158203,335.8699951171875,281.2528991699219,36.42034149169922,219.2066650390625,0.6256179809570312
2021-07-27,39406.94140625,131.57418823242188,328.5,278.8106384277344,36.67296600341797,214.92666625976562,0.6446040272712708
2021-07-28,39995.90625,135.75782775878906,349.32000732421875,278.4992980957031,37.848941802978516,215.66000366210938,0.7254449725151062
2021-07-29,40008.421875,135.44212341308594,345.6400146484375,278.771728515625,37.611610412597656,225.78334045410156,0.7480170130729675
2021-07-30,42235.546875,134.3937225341797,353.6000061035156,277.2246398925781,37.62919235229492,229.06666564941406,0.7521190047264099
2021-08-02,39201.9453125,134.52142333984375,346.6099853515625,277.1370544433594,38.640018463134766,236.55667114257812,0.7392200231552124
2021-08-03,38152.98046875,135.29498291015625,386.510009765625,279.37506103515625,40.15187454223633,236.5800018310547,0.7127289772033691
2021-08-04,39747.50390625,134.79173278808594,419.04998779296875,278.781494140625,39.72116470336914,236.97332763671875,0.7304880023002625
2021-08-05,40869.5546875,135.91494750976562,416.260009765625,281.7102966308594,39.60690689086914,238.2100067138672,0.7331510186195374
2021-08-06,42816.5,135.40321350097656,413.7200012207031,281.6519470214844,39.615684509277344,233.03334045410156,0.7465130090713501
2021-08-09,46365.40234375,136.57481384277344,484.4700012207031,280.5523986816406,40.41556167602539,237.9199981689453,0.8185529708862305
2021-08-10,45585.03125,136.46908569335938,456.760009765625,278.71337890625,42.35811233520508,236.663330078125,0.8512470126152039
2021-08-11,45593.63671875,135.94239807128906,385.3299865722656,279.20965576171875,40.705631256103516,235.94000244140625,1.0125240087509155
2021-08-12,44428.2890625,136.85513305664062,391.4200134277344,281.9925231933594,41.5230827331543,240.75,0.9645490050315857
2021-08-13,47793.3203125,137.38729858398438,389.7799987792969,284.950439453125,42.61302185058594,239.05667114257812,1.089959979057312
2021-08-16,46004.484375,137.96786499023438,373.8599853515625,286.65325927734375,42.99098205566406,228.72332763671875,1.1909929513931274
2021-08-17,44695.359375,136.32394409179688,401.8599853515625,285.17425537109375,44.318241119384766,221.90333557128906,1.0981990098953247
2021-08-18,44801.1875,135.11444091796875,398.79998779296875,283.4291687011719,43.34257507324219,229.663330078125,1.14609694480896
2021-08-19,46717.578125,135.34486389160156,375.5299987792969,289.3174743652344,42.894290924072266,224.49000549316406,1.232841968536377
2021-08-20,49339.17578125,137.0900421142578,382.9800109863281,296.7168884277344,42.823970794677734,226.75332641601562,1.2632219791412354
2021-08-23,49546.1484375,139.6956024169922,411.8900146484375,296.9996032714844,43.88753128051758,235.43333435058594,1.2472699880599976
2021-08-24,47706.1171875,140.91258239746094,394.94000244140625,295.0205993652344,42.52511978149414,236.163330078125,1.1373519897460938
2021-08-25,48960.7890625,141.72805786132812,397.8699951171875,294.4259338378906,41.760398864746094,237.06666564941406,1.1725289821624756
2021-08-26,46942.21875,141.0911407470703,400.29998779296875,291.57928466796875,41.646141052246094,233.72000122070312,1.0752660036087036
2021-08-27,49058.66796875,143.64830017089844,382.2200012207031,292.1934509277344,40.96053695678711,237.30667114257812,1.1884729862213135
2021-08-30,47054.984375,144.2333526611328,370.69000244140625,295.9662780761719,41.10116958618164,243.6366729736328,1.1014349460601807
2021-08-31,47166.6875,144.340087890625,376.69000244140625,294.2992858886719,40.494667053222656,245.24000549316406,1.1875929832458496
2021-09-01,48847.02734375,144.8568115234375,389.94000244140625,294.2504577636719,40.468299865722656,244.69667053222656,1.234889030456543
2021-09-02,49327.72265625,142.93307495117188,397.6600036621094,293.5875244140625,41.17148971557617,244.1300048828125,1.256324052810669
2021-09-03,50025.375,143.38446044921875,416.70001220703125,293.5777893066406,41.17148971557617,244.52333068847656,1.2914350032806396
2021-09-07,46811.12890625,143.9241180419922,436.3900146484375,292.6419372558594,41.092376708984375,250.97332763671875,1.1250989437103271
2021-09-08,46091.390625,143.33607482910156,422.8999938964844,292.671142578125,40.88142395019531,251.2899932861328,1.1007200479507446
2021-09-09,46391.421875,143.1864471435547,455.9200134277344,289.7854919433594,40.459510803222656,251.6199951171875,1.0894010066986084
2021-09-10,44883.91015625,140.5280303955078,449.3800048828125,288.2840881347656,40.072757720947266,245.42333984375,1.0572669506072998
2021-09-13,44963.07421875,141.98094177246094,419.7200012207031,289.531982421875,39.18498992919922,247.6666717529297,1.0646779537200928
2021-09-14,47092.4921875,142.19241333007812,427.7099914550781,292.2616882324219,39.299259185791016,248.163330078125,1.0965739488601685
2021-09-15,48176.34765625,144.07275390625,434.4599914550781,297.1654052734375,39.35200119018555,251.94332885742188,1.121353030204773
2021-09-16,47783.359375,143.25527954101562,440.6499938964844,297.55535888671875,39.08830642700195,252.3300018310547,1.0914980173110962
2021-09-17,47267.51953125,140.4522247314453,430.04998779296875,292.33966064453125,38.5784912109375,253.163330078125,1.0655980110168457
2021-09-20,42843.80078125,138.37684631347656,423.3299865722656,286.9095764160156,38.85097122192383,243.38999938964844,0.9171519875526428
2021-09-21,40693.67578125,138.68959045410156,434.0400085449219,287.39697265625,38.6048583984375,246.4600067138672,0.8763290047645569
2021-09-22,43574.5078125,139.93699645996094,440.7200012207031,291.0820617675781,38.63123321533203,250.64666748046875,1.0040760040283203
2021-09-23,44895.09765625,140.86720275878906,454.6000061035156,292.0374755859375,38.84217834472656,251.2133331298828,1.0020400285720825
2021-09-24,42839.75,141.8637237548828,430.1400146484375,291.8327331542969,38.6224479675293,258.1300048828125,0.9459239840507507
2021-09-27,42235.73046875,140.72354125976562,408.8399963378906,286.7828674316406,38.297218322753906,263.78668212890625,0.9236850142478943
2021-09-28,41034.54296875,135.49449157714844,384.2099914550781,276.4002380371094,37.83136749267578,259.1866760253906,0.893688976764679
2021-09-29,41564.36328125,134.02163696289062,378.8999938964844,276.8682861328125,38.26205825805664,260.4366760253906,0.9283490180969238
2021-09-30,43790.89453125,133.34580993652344,384.8599853515625,274.8404541015625,37.80498123168945,258.49334716796875,0.9526360034942627
2021-10-01,48116.94140625,136.2057342529297,341.0899963378906,281.8401794433594,37.73466873168945,258.40667724609375,1.0426239967346191
2021-10-04,49112.90234375,133.329345703125,325.8399963378906,276.0005187988281,37.2863883972168,260.510009765625,1.043004035949707
2021-10-05,51514.8125,135.68701171875,332.1099853515625,281.5086975097656,37.198490142822266,260.1966552734375,1.0855029821395874
2021-10-06,55361.44921875,137.22520446777344,302.4200134277344,285.74945068359375,36.93479919433594,260.9166564941406,1.0776560306549072
2021-10-07,53805.984375,138.881103515625,309.3599853515625,287.44573974609375,37.567665100097656,264.53668212890625,1.0680259466171265
2021-10-08,53967.84765625,139.4402313232422,304.9100036621094,287.44573974609375,37.3127555847168,261.8299865722656,1.0628910064697266
2021-10-11,57484.7890625,138.5708770751953,305.1000061035156,286.84130859375,36.96995544433594,263.9800109863281,1.137887954711914
2021-10-12,56041.05859375,136.11196899414062,311.1300048828125,285.5252685546875,36.78536605834961,268.5733337402344,1.1018589735031128
2021-10-13,57401.09765625,137.24217224121094,321.5,288.8691101074219,36.40740966796875,270.3599853515625,1.128391981124878
2021-10-14,57321.5234375,140.80233764648438,331.8800048828125,295.14727783203125,36.62715530395508,272.7733459472656,1.132315993309021
2021-10-15,61593.94921875,141.01881408691406,324.2099914550781,296.5707092285156,36.46894073486328,281.010009765625,1.1405500173568726
2021-10-18,62026.078125,142.42532348632812,334.8399963378906,299.5733642578125,36.319515228271484,290.03668212890625,1.0838420391082764
2021-10-19,64261.9921875,142.88319396972656,333.6099853515625,300.4897155761719,36.99632263183594,288.0899963378906,1.092079997062683
2021-10-20,65992.8359375,141.4188232421875,333.010009765625,299.6903076171875,37.620399475097656,288.6000061035156,1.1423280239105225
2021-10-21,62210.171875,141.53553771972656,339.57000732421875,302.9562683105469,37.67314529418945,298.0,1.0893150568008423
2021-10-22,60692.265625,137.22669982910156,326.5400085449219,301.3963928222656,37.93683624267578,303.2266540527344,1.0883740186691284
2021-10-25,63039.82421875,137.10751342773438,349.55999755859375,300.39227294921875,37.92804718017578,341.6199951171875,1.0951579809188843
2021-10-26,60363.79296875,138.9644012451172,345.739990234375,302.3226013183594,38.28842544555664,339.4766540527344,1.108093023300171
2021-10-27,58482.38671875,145.85633850097656,340.8800048828125,315.0545959472656,37.76982879638672,345.9533386230469,0.9954519867897034
2021-10-28,60622.13671875,145.48875427246094,347.9200134277344,316.2049255371094,37.954410552978516,359.0133361816406,1.0588200092315674
2021-10-29,62227.96484375,147.68031311035156,345.2099914550781,323.2923583984375,38.44664764404297,371.3333435058594,1.0815030336380005
2021-11-01,61004.40625,143.14254760742188,337.1700134277344,321.0989074707031,38.35874557495117,402.86334228515625,1.0928670167922974
2021-11-02,63226.40234375,145.07327270507812,348.6400146484375,324.7644348144531,39.949703216552734,390.6666564941406,1.1361960172653198
2021-11-03,62970.046875,146.23590087890625,345.9200134277344,325.6126708984375,39.39594268798828,404.6199951171875,1.2087960243225098
2021-11-04,61452.23046875,147.90127563476562,284.0199890136719,327.9913635253906,38.88165283203125,409.9700012207031,1.202003002166748
2021-11-05,61125.67578125,148.4843292236328,236.99000549316406,327.62091064453125,43.10234069824219,407.36334228515625,1.161532998085022
2021-11-08,67566.828125,148.6628875732422,244.67999267578125,328.5274963378906,42.854061126708984,387.64666748046875,1.282377004623413
2021-11-09,66971.828125,148.55067443847656,236.85000610351562,327.5136413574219,41.940765380859375,341.1666564941406,1.258929967880249
2021-11-10,64995.23046875,145.5331268310547,228.9600067138672,322.4929504394531,43.465885162353516,355.98333740234375,1.1933729648590088
2021-11-11,64949.9609375,145.4064483642578,225.82000732421875,324.08203125,44.49445343017578,354.5033264160156,1.2183640003204346
2021-11-12,64155.94140625,148.3107452392578,231.19000244140625,328.26434326171875,44.09543991088867,344.47332763671875,1.1893550157546997
2021-11-15,63557.87109375,148.08531188964844,235.07000732421875,327.630615234375,44.024505615234375,337.7966613769531,1.1713709831237793
2021-11-16,60161.24609375,147.5107421875,234.27999877929688,330.9842834472656,43.98016357421875,351.57666015625,1.0909340381622314
2021-11-17,60368.01171875,147.68130493164062,242.22999572753906,331.2089538574219,45.106266021728516,363.0033264160156,1.096290946006775
2021-11-18,56942.13671875,149.46839904785156,251.41000366210938,333.3087463378906,45.585079193115234,365.4599914550781,1.0419540405273438
2021-11-19,58119.578125,148.5586395263672,263.7799987792969,335.10577392578125,45.04420471191406,379.0199890136719,1.0914920568466187
