Date,AAPL,CAT,KO,LMT,MSFT,PEP,V
2022-03-08,155.27059936523438,199.56167602539062,54.001487731933594,420.5650329589844,269.971923828125,147.02154541015625,188.001220703125
2022-03-09,160.7046356201172,199.35264587402344,54.27766036987305,420.3121337890625,282.3523864746094,146.58383178710938,195.8954620361328
2022-03-10,156.335693359375,201.26271057128906,53.2834358215332,416.2281494140625,279.50439453125,143.89239501953125,194.14013671875
2022-03-11,152.59788513183594,204.15159606933594,53.320255279541016,411.2450256347656,274.1020202636719,143.166015625,192.90451049804688
2022-03-14,148.54457092285156,204.7312774658203,54.30353927612305,416.3124694824219,270.54937744140625,145.17759704589844,196.45448303222656
2022-03-15,152.95294189453125,205.70059204101562,55.305381774902344,420.26531982421875,281.0311279296875,148.07386779785156,202.15208435058594
2022-03-16,157.39096069335938,205.33944702148438,55.15696334838867,394.6654968261719,288.11688232421875,148.72579956054688,207.77122497558594
2022-03-17,158.40673828125,210.68011474609375,55.741371154785156,401.45660400390625,288.92919921875,149.88058471679688,209.3206329345703
2022-03-18,161.72047424316406,209.9293670654297,55.75064468383789,399.1990966796875,294.02813720703125,151.6034393310547,214.8711700439453
2022-03-21,163.10116577148438,212.59022521972656,56.1959114074707,412.1441955566406,292.78521728515625,151.3892364501953,212.84117126464844
2022-03-22,166.49375915527344,211.63992309570312,56.39999008178711,412.69683837890625,297.580810546875,153.0469207763672,214.24354553222656
2022-03-23,167.8646240234375,211.1267547607422,56.02893829345703,417.0618591308594,293.108154296875,152.24603271484375,210.52685546875
2022-03-24,171.6714324951172,211.16476440429688,56.56696701049805,421.2582092285156,297.6199951171875,153.1680145263672,213.10597229003906
2022-03-25,172.3124542236328,212.25759887695312,57.077152252197266,424.93939208984375,297.2089538574219,153.8850860595703,214.2042999267578
2022-03-28,173.18035888671875,210.82269287109375,57.43893814086914,416.8089294433594,304.0793151855469,154.3414306640625,216.49905395507812
2022-03-29,176.49404907226562,210.0529327392578,57.66156768798828,409.474609375,308.6889953613281,156.6323699951172,223.70681762695312
2022-03-30,175.32044982910156,211.9915008544922,57.70794677734375,417.717529296875,307.1719665527344,156.41818237304688,219.61752319335938
2022-03-31,172.20399475097656,211.74444580078125,57.51314926147461,413.45556640625,301.7402648925781,155.87803649902344,217.47970581054688
2022-04-01,171.9081268310547,208.84605407714844,58.320186614990234,417.74566650390625,302.8266296386719,158.094482421875,221.98089599609375
2022-04-04,175.98123168945312,209.83433532714844,58.01407241821289,415.9003601074219,308.2583923339844,157.68472290039062,223.3341827392578
2022-04-05,172.64776611328125,205.28245544433594,57.94913864135742,418.92584228515625,304.25555419921875,157.85235595703125,221.7161407470703
2022-04-06,169.46231079101562,205.46299743652344,58.53354263305664,425.8011474609375,293.1179504394531,160.54373168945312,214.77308654785156
2022-04-07,169.7680206298828,205.16842651367188,58.848941802978516,436.03924560546875,294.9481506347656,160.69273376464844,211.96839904785156
2022-04-08,167.7462921142578,206.24224853515625,59.21071243286133,432.3017883300781,290.64190673828125,161.23289489746094,212.78236389160156
2022-04-11,163.46607971191406,205.31097412109375,59.19216537475586,434.85894775390625,279.1814880371094,160.73931884765625,210.59552001953125
2022-04-12,165.34976196289062,205.9286651611328,59.88787841796875,437.9500427246094,276.0495910644531,161.39120483398438,207.31028747558594
2022-04-13,168.05198669433594,207.4206085205078,60.04558563232422,439.4862060546875,281.4911193847656,161.11181640625,209.1441192626953
2022-04-14,163.01242065429688,216.48643493652344,60.31460189819336,438.0530700683594,273.86712646484375,160.08740234375,208.67340087890625
2022-04-18,162.79544067382812,218.49151611328125,59.77656555175781,437.8470458984375,274.5423889160156,158.70913696289062,209.0460662841797
2022-04-19,165.0933074951172,220.62017822265625,60.36098098754883,430.78436279296875,279.2205810546875,161.01870727539062,211.52711486816406
2022-04-20,164.92564392089844,223.39505004882812,61.18656921386719,425.1361083984375,280.2579345703125,163.412109375,213.57664489746094
2022-04-21,164.1268310546875,221.0098114013672,61.418479919433594,411.7133483886719,274.8262023925781,162.8253631591797,212.26260375976562
2022-04-22,159.5606231689453,206.5342559814453,60.527957916259766,417.56768798828125,268.19073486328125,160.32022094726562,204.1427764892578
2022-04-25,160.63560485839844,206.91622924804688,61.16801834106445,414.8513488769531,274.73822021484375,161.80096435546875,205.88833618164062
2022-04-26,154.639404296875,200.80517578125,60.34242630004883,417.8486328125,264.4619140625,161.39120483398438,197.20957946777344
2022-04-27,154.41258239746094,204.29994201660156,60.81551742553711,416.8089294433594,277.1848449707031,162.834716796875,209.9678955078125
2022-04-28,161.38514709472656,202.8485565185547,61.39992141723633,413.7459411621094,283.45831298828125,165.3026123046875,216.39117431640625
2022-04-29,155.4776611328125,201.03433227539062,59.93426513671875,404.7630615234375,271.6063537597656,159.9104766845703,209.00686645507812
2022-05-02,155.78343200683594,202.49526977539062,58.848941802978516,403.5360412597656,278.4082946777344,156.23193359375,207.43780517578125
2022-05-03,157.282470703125,203.9752655029297,58.514991760253906,407.2453308105469,275.7756042480469,156.44610595703125,204.5252685546875
2022-05-04,163.73236083984375,212.540283203125,60.32386779785156,417.520751953125,283.80084228515625,161.9127197265625,210.36996459960938
2022-05-05,154.60983276367188,206.1809844970703,59.84150695800781,415.0947570800781,271.4399719238281,158.68118286132812,201.26950073242188
2022-05-06,155.3406982421875,204.95875549316406,60.05485534667969,420.9772033691406,268.8758544921875,158.69979858398438,198.8962860107422
2022-05-09,150.18504333496094,196.9761962890625,59.93426513671875,411.0575866699219,258.9420471191406,159.9011688232422,189.26626586914062
2022-05-10,152.60484313964844,193.82521057128906,59.377689361572266,411.3292541503906,263.7572326660156,159.7056121826172,189.83505249023438
2022-05-11,144.69361877441406,195.94496154785156,59.655975341796875,412.5282897949219,254.99794006347656,158.9326171875,192.91429138183594
2022-05-12,140.8021697998047,193.86341857910156,59.84150695800781,407.0766906738281,249.90878295898438,158.6905059814453,190.58079528808594
2022-05-13,145.29608154296875,195.104736328125,60.963932037353516,407.62005615234375,255.5557861328125,161.78236389160156,195.7489013671875
2022-05-16,143.74545288085938,197.83558654785156,61.18656921386719,409.84930419921875,255.92776489257812,163.412109375,194.3537139892578
2022-05-17,147.3998260498047,203.46920776367188,61.01959228515625,413.0809326171875,261.1343688964844,162.4714813232422,200.435546875
2022-05-18,139.08364868164062,198.55174255371094,56.77104949951172,406.8331604003906,249.24501037597656,152.40435791015625,196.49563598632812
2022-05-19,135.6564178466797,197.42498779296875,55.65788650512695,398.6745910644531,248.3228759765625,150.12271118164062,193.92140197753906
2022-05-20,135.89344787597656,188.88865661621094,56.56696701049805,397.2975769042969,247.75390625,151.0632781982422,195.5524139404297
2022-05-23,141.34542846679688,194.93284606933594,58.310916900634766,405.61541748046875,255.68997192382812,154.2203369140625,203.933349609375
2022-05-24,138.62930297851562,196.36509704589844,59.38695526123047,414.74822998046875,254.67958068847656,156.2877655029297,199.08946228027344
2022-05-25,138.787353515625,199.85986328125,59.433345794677734,419.2068786621094,257.5243835449219,157.35877990722656,200.27835083007812
2022-05-26,142.0071563720703,203.37374877929688,59.646705627441406,419.6283874511719,260.8400573730469,158.42041015625,204.9060516357422
2022-05-27,147.7948760986328,207.3363494873047,59.99919509887695,422.0356750488281,268.0404052734375,159.9663543701172,209.16041564941406
2022-05-31,147.00474548339844,206.10458374023438,58.793277740478516,414.82513427734375,266.69647216796875,156.2225799560547,208.46279907226562
2022-06-01,146.8763427734375,207.7469482421875,58.505714416503906,414.06170654296875,267.23602294921875,155.04920959472656,206.26190185546875
2022-06-02,149.3455352783203,210.06723022460938,59.11794662475586,415.7677307128906,269.3548583984375,156.3057861328125,211.29249572753906
2022-06-03,143.58741760253906,212.83627319335938,58.4129524230957,417.2569580078125,264.8817138671875,154.58969116210938,208.9344024658203
2022-06-06,144.3380584716797,213.53330993652344,58.320186614990234,417.9355773925781,263.6358642578125,155.23670959472656,209.21934509277344
2022-06-07,146.8763427734375,216.84664916992188,58.67268753051758,430.08502197265625,267.3144836425781,156.19326782226562,210.75209045410156
2022-06-08,146.13558959960938,219.42477416992188,58.33873748779297,417.9355773925781,265.2642822265625,155.41493225097656,209.76956176757812
2022-06-09,140.88119506835938,213.57151794433594,57.32762145996094,407.8597412109375,259.751220703125,152.64852905273438,202.5086669921875
2022-06-10,135.43914794921875,205.46482849121094,56.965850830078125,405.47509765625,248.17576599121094,152.4047393798828,196.0240020751953
2022-06-13,130.25389099121094,197.53958129882812,56.900909423828125,399.5747375488281,237.64993286132812,149.79774475097656,188.9006805419922
2022-06-14,131.12301635742188,197.35816955566406,55.340572357177734,392.2605895996094,239.8375244140625,146.40306091308594,190.138671875
2022-06-15,133.7600860595703,196.69931030273438,55.751670837402344,390.30950927734375,246.9691619873047,147.96913146972656,192.7325439453125
2022-06-16,128.456298828125,185.99542236328125,55.19107437133789,381.5343322753906,240.30838012695312,147.2563934326172,185.74676513671875
2022-06-17,129.93783569335938,183.94248962402344,55.52743911743164,380.7991638183594,242.93734741210938,147.2845458984375,186.6900177001953
2022-06-21,134.1946563720703,187.5041046142578,56.714046478271484,394.8902587890625,248.9114990234375,150.7073516845703,190.99346923828125
2022-06-22,133.68109130859375,179.34967041015625,57.134498596191406,391.58197021484375,248.31309509277344,151.9451904296875,190.43344116210938
2022-06-23,136.56507873535156,170.60324096679688,57.816558837890625,387.0294189453125,253.93402099609375,153.88636779785156,193.20413208007812
2022-06-24,139.9132843017578,177.1153106689453,58.900386810302734,394.9656677246094,262.6058654785156,155.79002380371094,201.9191436767578
2022-06-27,139.9132843017578,179.12051391601562,58.77892303466797,395.16357421875,259.84930419921875,155.996337890625,200.0032501220703
2022-06-28,135.7453155517578,178.97726440429688,58.19028854370117,396.5397033691406,251.5993194580078,153.8019561767578,194.65829467773438
2022-06-29,137.5132293701172,175.19606018066406,58.61074447631836,394.8243103027344,255.30740356445312,156.35264587402344,196.01417541503906
2022-06-30,135.03419494628906,170.68914794921875,58.77892303466797,405.25830078125,251.94268798828125,156.2870330810547,193.4497833251953
2022-07-01,137.21693420410156,170.24041748046875,60.15238952636719,408.6138000488281,254.6403045654297,158.84710693359375,195.6997833251953
2022-07-05,139.8144989013672,165.91488647460938,59.1246223449707,391.3934020996094,257.84814453125,158.49075317382812,197.0360107421875
2022-07-06,141.15774536132812,164.53036499023438,59.24608612060547,401.4221496582031,261.14422607421875,160.07559204101562,197.6058807373047
2022-07-07,144.54547119140625,172.1405487060547,58.77892303466797,397.9347229003906,263.29254150390625,159.75674438476562,199.2565460205078
2022-07-08,145.22694396972656,171.01382446289062,58.99382019042969,396.2004089355469,262.56658935546875,161.18215942382812,200.01307678222656
2022-07-11,143.08370971679688,167.1180419921875,58.806949615478516,394.9939270019531,259.4765319824219,159.85987854003906,201.4770050048828
2022-07-12,144.06150817871094,166.61195373535156,58.55467987060547,390.2057800292969,248.84278869628906,158.95028686523438,201.24122619628906
2022-07-13,143.69607543945312,166.01992797851562,58.28372573852539,384.5599060058594,247.910888671875,159.51292419433594,200.58290100097656
2022-07-14,146.63929748535156,162.2673797607422,58.09684753417969,377.3116760253906,249.24501037597656,160.33815002441406,202.31219482421875
2022-07-15,148.31832885742188,165.5520477294922,58.39584732055664,375.49261474609375,251.8347930908203,160.46942138671875,206.3699951171875
2022-07-18,145.25657653808594,165.65708923339844,57.601661682128906,365.0302734375,249.41177368164062,157.78746032714844,203.5894775390625
2022-07-19,149.1381072998047,172.5799102783203,58.42387771606445,367.95220947265625,254.59129333496094,159.47540283203125,209.92677307128906
2022-07-20,151.1529541015625,173.0414276123047,57.46150588989258,372.5141296386719,257.27911376953125,157.78746032714844,209.64181518554688
2022-07-21,153.43447875976562,174.0221710205078,57.33070373535156,372.49530029296875,259.8002624511719,158.0218963623047,212.41256713867188
2022-07-22,152.1900177001953,171.74339294433594,57.54559326171875,372.0617370605469,255.405517578125,159.05340576171875,209.96607971191406
2022-07-25,151.06405639648438,174.8105926513672,58.106197357177734,376.8310241699219,253.9045867919922,159.2785186767578,210.52609252929688
2022-07-26,149.730712890625,174.25291442871094,59.05922317504883,374.0127868652344,247.10646057128906,161.13525390625,208.77720642089844
2022-07-27,154.8567352294922,178.1181640625,58.87235641479492,375.64349365234375,263.6259765625,160.91018676757812,206.79249572753906
2022-07-28,155.40982055664062,180.6084442138672,59.8534049987793,382.750244140625,271.1501159667969,163.9578857421875,207.65711975097656
2022-07-29,160.50621032714844,190.61767578125,59.9561767578125,390.0361022949219,275.39764404296875,164.07044982910156,208.4038543701172
2022-08-01,159.5185089111328,187.35818481445312,60.28319549560547,395.19189453125,272.71966552734375,165.93658447265625,207.6669464111328
2022-08-02,158.03701782226562,176.4451446533203,59.46098709106445,404.14605712890625,269.59033203125,164.56747436523438,202.6560516357422
2022-08-03,164.08157348632812,175.8297882080078,59.72260284423828,404.6362609863281,277.0947570800781,165.82406616210938,204.8372802734375
2022-08-04,163.76553344726562,176.57012939453125,59.489013671875,403.5334777832031,278.2522888183594,164.92381286621094,209.74008178710938
2022-08-05,163.5380401611328,178.25277709960938,59.218055725097656,401.9122314453125,277.5263671875,163.6859588623047,212.09814453125
2022-08-08,163.06329345703125,178.6566162109375,58.834983825683594,399.5086975097656,274.9856872558594,163.0294952392578,209.59271240234375
2022-08-09,163.1127471923828,178.8681182861328,58.90972900390625,403.9293212890625,276.92803955078125,163.63906860351562,206.58616638183594
2022-08-10,167.3854217529297,183.37757873535156,59.4703254699707,405.28656005859375,283.6575012207031,164.9894256591797,208.39402770996094
2022-08-11,166.6436004638672,186.5312957763672,59.068565368652344,404.2120666503906,281.5581359863281,164.14544677734375,207.75918579101562
2022-08-12,170.21405029296875,189.26194763183594,59.51704406738281,409.29241943359375,286.3551330566406,166.29293823242188,208.0052490234375
2022-08-15,171.29212951660156,188.40621948242188,60.2645149230957,412.8458251953125,287.88543701171875,168.12156677246094,213.01516723632812
2022-08-16,171.13388061523438,189.91578674316406,60.759708404541016,414.8722839355469,287.139892578125,169.0968475341797,213.72384643554688
2022-08-17,172.63717651367188,188.38699340820312,60.61955642700195,416.2201843261719,286.3829650878906,169.0030517578125,211.1450653076172
2022-08-18,172.24160766601562,189.75233459472656,60.937232971191406,414.1088562011719,285.25244140625,169.17185974121094,211.8635711669922
2022-08-19,169.64041137695312,188.0697021484375,60.8905143737793,414.749755859375,281.300537109375,168.9561767578125,209.47181701660156
2022-08-22,165.7336883544922,184.37753295898438,59.98420715332031,407.4921569824219,273.04290771484375,167.34320068359375,205.32803344726562
2022-08-23,165.3974151611328,189.61773681640625,60.04960632324219,408.23675537109375,271.75506591796875,167.2681884765625,203.54652404785156
2022-08-24,165.6941375732422,186.68515014648438,60.133705139160156,408.7928771972656,271.11614990234375,168.10279846191406,203.41856384277344
2022-08-25,168.166748046875,191.2234344482422,60.423343658447266,413.4396057128906,274.1242980957031,168.11219787597656,206.51901245117188
2022-08-26,161.8269805908203,184.53138732910156,58.96578598022461,406.361083984375,263.546630859375,164.14544677734375,199.697998046875
2022-08-29,159.61151123046875,184.3967742919922,58.61074447631836,404.99432373046875,260.735107421875,163.62969970703125,199.14682006835938
2022-08-30,157.16859436035156,179.7431182861328,58.068824768066406,400.6869201660156,258.5133972167969,162.22303771972656,198.2117919921875
2022-08-31,155.49713134765625,177.5989532470703,57.657718658447266,398.599609375,257.038818359375,161.5478515625,195.5837860107422
2022-09-01,156.22900390625,175.41636657714844,57.928680419921875,400.9715270996094,255.98690795898438,163.18109130859375,196.98146057128906
2022-09-02,154.10256958007812,173.86831665039062,57.134498596191406,397.1383972167969,251.72048950195312,161.1135711669922,194.64871215820312
2022-09-06,152.8365936279297,173.70484924316406,57.16252517700195,396.388916015625,248.95809936523438,160.02793884277344,195.514892578125
2022-09-07,154.2509307861328,173.89718627929688,58.21832275390625,398.6280822753906,253.71607971191406,163.55870056152344,197.26687622070312
2022-09-08,152.7673797607422,176.09902954101562,58.040794372558594,398.1631774902344,254.13876342773438,163.01116943359375,197.55233764648438
2022-09-09,155.64547729492188,182.19493103027344,58.2276611328125,399.9468994140625,259.9781494140625,163.5303955078125,201.97166442871094
2022-09-12,161.63905334472656,184.9928741455078,58.39584732055664,397.2048645019531,262.13104248046875,164.17234802246094,203.37921142578125
2022-09-13,152.15415954589844,177.21434020996094,56.499149322509766,388.37152099609375,247.719482421875,158.04539489746094,196.5286865234375
2022-09-14,153.6080322265625,177.54124450683594,56.79813766479492,395.2977600097656,247.94557189941406,159.2443389892578,196.27276611328125
2022-09-15,150.70028686523438,175.4644317626953,56.026397705078125,392.4134216308594,241.2214813232422,156.60096740722656,192.2963104248047
2022-09-16,149.04856872558594,172.56069946289062,56.035804748535156,393.07763671875,240.59234619140625,157.62998962402344,190.25889587402344
2022-09-19,152.7871551513672,175.09906005859375,56.459320068359375,395.193359375,240.37608337402344,159.2915496826172,190.09158325195312
2022-09-20,155.18063354492188,171.13766479492188,56.3746223449707,399.0455322265625,238.3411407470703,159.470947265625,189.04827880859375
2022-09-21,152.03546142578125,165.3302001953125,55.90404510498047,398.68499755859375,234.9004669189453,159.01779174804688,184.07769775390625
2022-09-22,151.06622314453125,163.98410034179688,55.77228546142578,400.4687194824219,236.89605712890625,159.16880798339844,182.86703491210938
2022-09-23,148.78150939941406,157.9170379638672,55.151126861572266,391.9200744628906,233.887939453125,159.0933074951172,181.06585693359375
2022-09-26,149.11781311035156,156.35935974121094,54.46409225463867,386.7776184082031,233.42587280273438,159.02719116210938,177.7488555908203
2022-09-27,150.09695434570312,156.18630981445312,53.061790466308594,379.2725524902344,232.40353393554688,156.7236785888672,175.0716552734375
2022-09-28,148.19798278808594,161.30149841308594,53.62647247314453,379.51922607421875,236.98452758789062,159.2349090576172,176.3610382080078
2022-09-29,140.91867065429688,159.5131072998047,53.24060821533203,369.8320617675781,233.4750518798828,157.29013061523438,177.22718811035156
2022-09-30,136.685546875,157.76315307617188,52.72297286987305,366.5111999511719,228.9530029296875,154.12753295898438,174.8551025390625
2022-10-03,140.8889617919922,164.63790893554688,53.315895080566406,379.2725524902344,236.66014099121094,156.00621032714844,178.7921905517578
2022-10-04,144.4989776611328,172.7145233154297,53.43824768066406,385.3164367675781,244.66221618652344,157.76217651367188,182.72923278808594
2022-10-05,144.79568481445312,171.5126190185547,52.93002700805664,381.9007873535156,244.97674560546875,156.71424865722656,184.71746826171875
2022-10-06,143.8363037109375,171.9261016845703,51.79124069213867,379.14923095703125,242.6076202392578,153.69325256347656,182.6702117919922
2022-10-07,138.55484008789062,170.71461486816406,51.30184555053711,383.2764892578125,230.27027893066406,152.56979370117188,180.93789672851562
2022-10-10,138.8812255859375,171.79148864746094,51.18890380859375,388.9977722167969,225.36485290527344,152.76809692382812,179.31382751464844
2022-10-11,137.4569854736328,172.82989501953125,51.27360916137695,390.012939453125,221.58993530273438,153.49501037597656,176.32167053222656
2022-10-12,136.82400512695312,172.58953857421875,51.894771575927734,377.0713806152344,221.92417907714844,159.9146270751953,175.4358367919922
2022-10-13,141.42306518554688,176.0894012451172,52.58180236816406,385.1740417480469,230.27027893066406,164.84263610839844,181.7548370361328
2022-10-14,136.86358642578125,171.3299560546875,51.744178771972656,369.47149658203125,224.68653869628906,160.66986083984375,179.7469024658203
2022-10-17,140.84942626953125,173.8394775390625,52.41239547729492,376.967041015625,233.50453186035156,163.06777954101562,182.3355712890625
2022-10-18,142.1747283935547,176.48361206054688,53.118255615234375,409.7289733886719,234.45806884765625,165.26742553710938,184.225341796875
2022-10-19,142.28353881835938,177.3105010986328,52.666507720947266,417.4331970214844,232.47232055664062,163.6625518798828,183.477294921875
2022-10-20,141.81866455078125,173.5894775390625,51.83829879760742,421.5889892578125,232.1479034423828,161.86883544921875,184.27455139160156
2022-10-21,145.6561737060547,184.12060546875,52.666507720947266,431.3330993652344,238.01673889160156,163.37933349609375,187.375
2022-10-24,147.81228637695312,185.16598510742188,54.1817512512207,434.0372009277344,243.059814453125,167.74090576171875,187.7096710205078
2022-10-25,150.6705780029297,188.59249877929688,55.48052978515625,436.5895080566406,246.41201782226562,168.2978973388672,191.32188415527344
2022-10-26,147.71334838867188,190.64451599121094,55.89463806152344,438.8761291503906,227.3997802734375,169.0531768798828,200.131103515625
2022-10-27,143.21322631835938,205.33778381347656,56.026397705078125,447.76629638671875,222.90721130371094,168.87379455566406,201.0759735107422
2022-10-28,154.0333251953125,212.30690002441406,57.18400573730469,460.0437316894531,231.87265014648438,172.036376953125,206.0465545654297
2022-10-31,151.6596221923828,209.5192413330078,56.32756042480469,461.7611389160156,228.196044921875,171.4227294921875,203.90081787109375
2022-11-01,148.99913024902344,211.4938507080078,56.129920959472656,460.7648620605469,224.30316162109375,170.6486053466797,203.67446899414062
2022-11-02,143.44068908691406,207.66082763671875,55.34877395629883,457.3776550292969,216.3699188232422,168.2695770263672,197.78854370117188
2022-11-03,137.35809326171875,212.22946166992188,55.32053756713867,459.9963073730469,210.61904907226562,167.83529663085938,191.68609619140625
2022-11-04,137.0906219482422,220.54403686523438,55.77228546142578,457.00762939453125,217.6380615234375,168.77935791015625,193.8809814453125
2022-11-07,137.6255645751953,221.27967834472656,55.98875427246094,463.6112365722656,224.00823974609375,170.12939453125,196.95191955566406
2022-11-08,138.20018005371094,222.44117736816406,56.0922737121582,468.8201599121094,224.99127197265625,170.60142517089844,198.60549926757812
2022-11-09,133.61329650878906,218.30809020996094,55.31112289428711,460.337890625,220.70518493652344,168.562255859375,191.3056182861328
2022-11-10,145.5015106201172,224.99655151367188,57.29693603515625,465.64166259765625,238.86215209960938,171.53604125976562,202.7881317138672
2022-11-11,148.3051300048828,228.90701293945312,57.71104049682617,440.10955810546875,242.92218017578125,168.0902099609375,202.225830078125
2022-11-14,146.89837646484375,228.9166717529297,57.155765533447266,438.3826599121094,237.45640563964844,166.8440399169922,204.06068420410156
2022-11-15,148.64195251464844,227.0679168701172,57.06165313720703,443.325927734375,237.86929321289062,167.2783203125,207.14830017089844
2022-11-16,147.40359497070312,224.9674835205078,56.958126068115234,442.36761474609375,238.30303955078125,168.35458374023438,207.2962646484375
2022-11-17,149.3156280517578,223.05101013183594,57.13694763183594,448.56329345703125,238.2537384033203,169.95945739746094,208.13478088378906
2022-11-18,149.8802947998047,224.0092315673828,57.54164123535156,452.40594482421875,237.80026245117188,171.18673706054688,207.9473419189453
