Date,AAPL,BA,COST,GS,SLB,V,WMT
2023-11-17,188.97291564941406,208.0399932861328,561.7861328125,330.0978088378906,51.628902435302734,248.13778686523438,51.09360885620117
2023-11-20,190.7262420654297,217.7100067138672,565.3389282226562,330.3508605957031,51.521453857421875,248.54544067382812,51.07716369628906
2023-11-21,189.91932678222656,218.27000427246094,568.7457275390625,325.9909362792969,51.50191116333008,250.7925567626953,51.2613410949707
2023-11-22,190.5867919921875,219.91000366210938,573.3984985351562,329.56256103515625,51.3065299987793,252.27406311035156,50.869964599609375
2023-11-24,189.25184631347656,220.0,575.6177978515625,330.058837890625,51.38467788696289,252.8507843017578,51.327125549316406
2023-11-27,189.07252502441406,219.3000030517578,579.0636596679688,328.6574401855469,51.335838317871094,252.69166564941406,51.560638427734375
2023-11-28,189.6802215576172,222.3699951171875,578.1875610351562,328.59906005859375,51.10138702392578,251.49850463867188,52.17566680908203
2023-11-29,188.6541290283203,224.42999267578125,572.2110595703125,333.8582458496094,50.671546936035156,252.78115844726562,51.333702087402344
2023-11-30,189.23191833496094,231.6300048828125,576.9611206054688,335.1141662597656,50.837623596191406,255.2172088623047,51.20542907714844
2023-12-01,190.51705932617188,233.8699951171875,580.377685546875,341.8745422363281,51.179534912109375,254.98854064941406,50.76142501831055
2023-12-04,188.71388244628906,234.8699951171875,583.13232421875,342.81646728515625,50.827850341796875,252.98997497558594,50.74827194213867
2023-12-05,192.68881225585938,234.16000366210938,589.2354125976562,335.32025146484375,49.67936706542969,253.15899658203125,51.21858215332031
2023-12-06,191.59298706054688,236.88999938964844,591.260009765625,335.53607177734375,48.226585388183594,252.8408203125,50.66276168823242
2023-12-07,193.53561401367188,237.3300018310547,594.6863403320312,338.13623046875,47.56890106201172,254.36212158203125,50.32933807373047
2023-12-08,194.97015380859375,244.6999969482422,594.5208740234375,344.2293395996094,47.90264892578125,254.2825469970703,49.80115509033203
2023-12-11,192.44970703125,248.0800018310547,607.252685546875,345.14190673828125,48.2462158203125,255.05810546875,49.92660140991211
2023-12-12,193.9739532470703,248.6300048828125,612.7426147460938,345.97589111328125,48.13823699951172,258.080810546875,49.966217041015625
2023-12-13,197.21165466308594,250.91000366210938,624.9097290039062,355.9054870605469,48.28547668457031,260.88470458984375,50.85422134399414
2023-12-14,197.361083984375,256.239990234375,613.9884643554688,376.2552795410156,51.456085205078125,257.25555419921875,50.233604431152344
2023-12-15,196.8231201171875,264.2699890136719,641.2820434570312,373.3509826660156,51.23031234741211,256.55950927734375,50.42177200317383
2023-12-18,195.1494598388672,260.4100036621094,663.105224609375,369.31829833984375,51.31865692138672,256.8975830078125,51.157928466796875
2023-12-19,196.1955108642578,263.510009765625,659.6984252929688,375.2544860839844,52.00578689575195,258.5083312988281,51.342796325683594
2023-12-20,194.09349060058594,260.25,643.404052734375,370.417236328125,51.58369445800781,255.6447296142578,50.74198532104492
2023-12-21,193.94403076171875,262.0199890136719,647.4532470703125,373.4098815917969,51.61314392089844,258.0609130859375,51.101806640625
2023-12-22,192.86814880371094,260.44000244140625,653.7218017578125,373.4883117675781,52.10395050048828,256.95721435546875,51.7125244140625
2023-12-26,192.32022094726562,262.7900085449219,656.6614379882812,374.4302673339844,52.69291305541992,257.6830749511719,51.63329315185547
2023-12-27,192.41983032226562,262.1000061035156,663.8092041015625,377.24627685546875,52.054866790771484,257.4543762207031,52.11856460571289
2023-12-28,192.84820556640625,260.3500061035156,660.125732421875,379.1399841308594,51.279396057128906,258.916015625,52.016231536865234
2023-12-29,191.80218505859375,260.6600036621094,657.1194458007812,378.51202392578125,51.083072662353516,258.8663024902344,52.04263687133789
