Date,JPM,KO,PEP,PG,WMT
2022-03-29,131.37745666503906,57.66157150268555,156.6323699951172,145.9776153564453,47.314048767089844
2022-03-30,130.7819061279297,57.70794677734375,156.41818237304688,144.97286987304688,48.16245651245117
2022-03-31,126.85492706298828,57.51314926147461,155.87803649902344,143.47984313964844,47.85715866088867
2022-04-01,125.91502380371094,58.32018280029297,158.09446716308594,145.63018798828125,48.5287971496582
2022-04-04,126.47339630126953,58.01407241821289,157.6847381591797,144.6818084716797,48.53844451904297
2022-04-05,125.0015640258789,57.94913101196289,157.85235595703125,145.1888427734375,48.676631927490234
2022-04-06,123.26725006103516,58.533538818359375,160.54373168945312,147.26405334472656,49.80782699584961
2022-04-07,122.89225769042969,58.84893035888672,160.69276428222656,149.17025756835938,50.30593490600586
2022-04-08,125.14215850830078,59.21072006225586,161.23291015625,150.33457946777344,50.585514068603516
2022-04-11,124.68280792236328,59.19215774536133,160.73931884765625,149.7617950439453,49.58286666870117
2022-04-12,123.31411743164062,59.88787841796875,161.39122009277344,149.3110809326172,49.24222946166992
2022-04-13,119.33927154541016,60.04558563232422,161.11184692382812,149.73362731933594,50.524452209472656
2022-04-14,118.23307800292969,60.3145866394043,160.08741760253906,148.89793395996094,50.479461669921875
2022-04-18,120.4267349243164,59.776573181152344,158.70913696289062,147.47999572753906,50.09383773803711
2022-04-19,122.92037963867188,60.36097717285156,161.01869201660156,149.6866912841797,50.66264343261719
2022-04-20,123.35162353515625,61.18655776977539,163.41207885742188,153.66806030273438,51.29894256591797
2022-04-21,122.39541625976562,61.4184684753418,162.82542419433594,153.54815673828125,51.37606430053711
2022-04-22,118.87991333007812,60.5279541015625,160.32022094726562,152.263916015625,50.40876770019531
2022-04-25,118.84241485595703,61.16802215576172,161.80099487304688,153.49148559570312,50.43447494506836
2022-04-26,115.3269271850586,60.34242630004883,161.39122009277344,150.88528442382812,49.90744400024414
2022-04-27,113.82697296142578,60.815513610839844,162.83470153808594,150.479248046875,49.566795349121094
2022-04-28,115.62689971923828,61.399925231933594,165.3025665283203,154.30355834960938,50.199886322021484
2022-04-29,111.89579010009766,59.934261322021484,159.9104766845703,151.6029510498047,49.16510009765625
2022-05-02,112.91763305664062,58.84893035888672,156.23190307617188,149.5538787841797,48.84052276611328
2022-05-03,115.33628845214844,58.514991760253906,156.44610595703125,147.50477600097656,49.01084899902344
2022-05-04,119.15177917480469,60.32386779785156,161.91275024414062,148.59071350097656,49.68892288208008
2022-05-05,116.17064666748047,59.84151077270508,158.68118286132812,145.85232543945312,49.26318359375
2022-05-06,115.983154296875,60.05486297607422,158.6998291015625,147.30648803710938,48.2375373840332
2022-05-09,114.23947143554688,59.934261322021484,159.9011688232422,146.93826293945312,48.801963806152344
2022-05-10,111.45519256591797,59.377689361572266,159.7056121826172,146.1638946533203,48.11497497558594
2022-05-11,110.75209045410156,59.655967712402344,158.93263244628906,144.10540771484375,47.61183166503906
2022-05-12,110.65833282470703,59.84151077270508,158.69049072265625,143.51995849609375,47.566680908203125
2022-05-13,111.64269256591797,60.963932037353516,161.78236389160156,145.05914306640625,47.750518798828125
2022-05-16,110.86459350585938,61.18655776977539,163.41207885742188,146.4755401611328,47.802120208740234
2022-05-17,114.53943634033203,61.01959228515625,162.4715118408203,146.06005859375,42.3642692565918
2022-05-18,112.58013916015625,56.77104187011719,152.40435791015625,136.957275390625,39.487308502197266
2022-05-19,110.91146087646484,55.65788269042969,150.12271118164062,133.8033905029297,38.40359878540039
2022-05-20,110.00210571289062,56.56696319580078,151.06329345703125,133.8883819580078,38.445533752441406
2022-05-23,116.80811309814453,58.3109130859375,154.2203369140625,136.9667205810547,39.54213333129883
2022-05-24,118.45805358886719,59.386962890625,156.28781127929688,139.4029541015625,40.035606384277344
2022-05-25,119.28302764892578,59.433345794677734,157.3587646484375,137.11778259277344,39.79047775268555
2022-05-26,121.34545135498047,59.64670181274414,158.42039489746094,138.3170166015625,40.63874053955078
2022-05-27,123.06100463867188,59.999202728271484,159.9663848876953,140.4322052001953,41.4386100769043
2022-05-31,123.96097564697266,58.79328155517578,156.2225799560547,139.63902282714844,41.48699188232422
2022-06-01,121.78605651855469,58.50571823120117,155.04917907714844,137.52383422851562,40.46134567260742
2022-06-02,123.74534606933594,59.117950439453125,156.3057861328125,139.00634765625,41.125755310058594
2022-06-03,122.02041625976562,58.41294860839844,154.58969116210938,137.75991821289062,40.41941452026367
2022-06-06,121.6173095703125,58.32018280029297,155.23672485351562,137.2216796875,40.2742805480957
2022-06-07,121.93606567382812,58.67268753051758,156.1932373046875,138.7513885498047,39.79047775268555
2022-06-08,119.99549865722656,58.3387451171875,155.4149169921875,137.0233612060547,39.445377349853516
2022-06-09,117.47372436523438,57.32762145996094,152.64852905273438,134.54937744140625,39.03253936767578
2022-06-10,112.07392120361328,56.965850830078125,152.4047088623047,134.03948974609375,39.25185775756836
2022-06-13,108.73654174804688,56.900909423828125,149.79776000976562,130.4512176513672,38.51327133178711
2022-06-14,106.92723083496094,55.340572357177734,146.4030303955078,126.38140869140625,38.529396057128906
2022-06-15,108.19283294677734,55.751678466796875,147.9690704345703,125.12553405761719,38.50358963012695
2022-06-16,106.33663940429688,55.191078186035156,147.25640869140625,125.89041137695312,38.90351867675781
2022-06-17,105.9616470336914,55.527435302734375,147.28453063964844,124.98389434814453,38.152034759521484
2022-06-21,108.5865478515625,56.714046478271484,150.70736694335938,128.77041625976562,39.403446197509766
2022-06-22,107.9771957397461,57.13449478149414,151.94522094726562,130.78173828125,38.92610168457031
2022-06-23,106.79598999023438,57.816558837890625,153.88636779785156,134.36997985839844,39.87112045288086
2022-06-24,109.98336029052734,58.90038299560547,155.7900390625,136.30572509765625,39.90336990356445
2022-06-27,109.10215759277344,58.7789192199707,155.996337890625,135.2670440673828,40.03238296508789
2022-06-28,108.57717895507812,58.19029235839844,153.80197143554688,133.0668487548828,39.467960357666016
2022-06-29,108.0896987915039,58.61073684692383,156.3526611328125,134.27554321289062,39.32281494140625
2022-06-30,105.56790161132812,58.7789192199707,156.28704833984375,135.77691650390625,39.213157653808594
2022-07-01,106.9178695678711,60.15238571166992,158.8471221923828,137.96763610839844,39.551815032958984
2022-07-05,106.51118469238281,59.1246223449707,158.4907684326172,136.63623046875,40.07431411743164
2022-07-06,105.8207778930664,59.24608612060547,160.07557678222656,137.91099548339844,40.35813522338867
2022-07-07,108.49727630615234,58.7789192199707,159.75672912597656,137.86376953125,40.41941452026367
2022-07-08,108.15680694580078,58.99382400512695,161.18214416503906,136.9384002685547,40.445213317871094
2022-07-11,106.73817443847656,58.806949615478516,159.85987854003906,137.90155029296875,40.46134567260742
2022-07-12,106.84220123291016,58.55467987060547,158.95028686523438,136.6834259033203,40.33878707885742
2022-07-13,105.8396987915039,58.28372573852539,159.512939453125,137.5804901123047,40.435546875
2022-07-14,102.14179229736328,58.096858978271484,160.33815002441406,137.17445373535156,41.225738525390625
2022-07-15,106.82328796386719,58.395851135253906,160.4694366455078,136.98558044433594,41.62889862060547
2022-07-18,105.72621154785156,57.60165786743164,157.7874298095703,135.32366943359375,41.53214645385742
2022-07-19,108.34595489501953,58.42387008666992,159.47540283203125,136.01296997070312,41.78694152832031
2022-07-20,108.32703399658203,57.461509704589844,157.7874298095703,133.66175842285156,42.13527297973633
2022-07-21,109.06472778320312,57.3306999206543,158.0218963623047,133.7881622314453,42.751304626464844
2022-07-22,108.53511047363281,57.54560470581055,159.0534210205078,135.9265594482422,42.64164733886719
2022-07-25,108.97015380859375,58.106201171875,159.2784881591797,136.8484649658203,42.58036804199219
2022-07-26,107.26779174804688,59.05922317504883,161.13522338867188,137.11459350585938,39.342166900634766
2022-07-27,108.98905944824219,58.872352600097656,160.91018676757812,138.41664123535156,40.82902908325195
2022-07-28,108.58238983154297,59.853397369384766,163.9579315185547,140.71656799316406,41.84822463989258
2022-07-29,109.1025619506836,59.95618438720703,164.0704345703125,132.02041625976562,42.59004211425781
2022-08-01,108.01493835449219,60.28319549560547,165.9365692138672,135.81251525878906,42.748085021972656
2022-08-02,106.33148956298828,59.46098709106445,164.56747436523438,134.90963745117188,42.793235778808594
2022-08-03,107.4474868774414,59.722599029541016,165.8240203857422,137.69432067871094,42.09011459350586
2022-08-04,106.2652816772461,59.489009857177734,164.92376708984375,137.47572326660156,40.50004959106445
2022-08-05,109.48087310791016,59.21805953979492,163.6859588623047,137.54225158691406,40.8258056640625
2022-08-08,108.1473388671875,58.83497619628906,163.029541015625,138.06495666503906,41.15801239013672
2022-08-09,109.12146759033203,58.909725189208984,163.63906860351562,137.74183654785156,41.564395904541016
2022-08-10,111.96820831298828,59.4703254699707,164.9894256591797,139.0438995361328,41.65147399902344
2022-08-11,113.62327575683594,59.068565368652344,164.14547729492188,138.05545043945312,42.05316162109375
2022-08-12,115.50533294677734,59.51704788208008,166.29290771484375,139.39553833007812,42.830604553222656
2022-08-15,115.81744384765625,60.26450729370117,168.12156677246094,141.19180297851562,42.95369338989258
2022-08-16,116.92396545410156,60.75970458984375,169.09683227539062,142.49386596679688,45.14673614501953
2022-08-17,115.94039154052734,60.61955642700195,169.00306701660156,141.83807373046875,45.195316314697266
2022-08-18,115.04190826416016,60.937232971191406,169.17185974121094,142.34178161621094,45.0495491027832
2022-08-19,112.19517517089844,60.89051818847656,168.95619201660156,142.30377197265625,44.38548278808594
2022-08-22,110.34149932861328,59.98421096801758,167.3432159423828,141.92361450195312,43.59184646606445
2022-08-23,109.25387573242188,60.049617767333984,167.26817321777344,139.1864471435547,43.40720748901367
2022-08-24,109.5186996459961,60.13370895385742,168.10279846191406,138.58770751953125,43.7214241027832
2022-08-25,112.1195297241211,60.4233512878418,168.11219787597656,138.47364807128906,44.01296615600586
2022-08-26,108.44998168945312,58.96578598022461,164.14547729492188,135.23277282714844,42.62976837158203
2022-08-29,108.1851806640625,58.61073684692383,163.6296844482422,134.6625213623047,43.044395446777344
2022-08-30,108.20410919189453,58.06883239746094,162.22305297851562,133.2274169921875,42.91482162475586
2022-08-31,107.56097412109375,57.65771484375,161.54788208007812,131.09852600097656,42.937496185302734
2022-09-01,108.29867553710938,57.928672790527344,163.18112182617188,132.7141876220703,43.562686920166016
2022-09-02,107.54206085205078,57.13449478149414,161.1136016845703,130.35719299316406,43.08326721191406
2022-09-06,107.57044219970703,57.16252136230469,160.0279083251953,128.90310668945312,42.869476318359375
2022-09-07,109.61327362060547,58.218318939208984,163.5587158203125,130.8513946533203,43.97084426879883
2022-09-08,112.16681671142578,58.040794372558594,163.0111541748047,131.02249145507812,44.19436264038086
2022-09-09,112.70590209960938,58.227664947509766,163.5303955078125,133.0183563232422,44.32717514038086
2022-09-12,114.03942108154297,58.395851135253906,164.17234802246094,134.10182189941406,44.72562026977539
2022-09-13,110.07670593261719,56.49915313720703,158.04537963867188,131.32662963867188,43.80240249633789
2022-09-14,109.82133483886719,56.798133850097656,159.24432373046875,131.64024353027344,43.70521926879883
2022-09-15,111.4764175415039,56.02639389038086,156.60098266601562,130.62332153320312,43.23552322387695
2022-09-16,110.72926330566406,56.03581237792969,157.62998962402344,131.42164611816406,43.14481735229492
2022-09-19,111.75069427490234,56.45932388305664,159.2915496826172,131.14602661132812,43.51410675048828
2022-09-20,109.54706573486328,56.37461853027344,159.470947265625,130.6803436279297,43.26143264770508
2022-09-21,106.38823699951172,55.90404510498047,159.01776123046875,128.99810791015625,43.65663146972656
2022-09-22,105.17767333984375,55.77228927612305,159.1688232421875,129.454345703125,43.2096061706543
2022-09-23,103.21994018554688,55.1511344909668,159.09332275390625,128.85557556152344,42.13090133666992
2022-09-26,100.99742126464844,54.464088439941406,159.0272216796875,128.9791259765625,42.53582000732422
2022-09-27,100.10840606689453,53.06178283691406,156.72369384765625,125.43412780761719,42.41920471191406
2022-09-28,102.13232421875,53.62647247314453,159.2349090576172,125.43412780761719,43.118900299072266
2022-09-29,100.40159606933594,53.24060821533203,157.2901611328125,122.31680297851562,42.8403205871582
2022-09-30,98.83162689208984,52.72297668457031,154.1275177001953,119.98831939697266,42.014286041259766
2022-10-03,101.88643646240234,53.31589889526367,156.00621032714844,122.13621520996094,42.9310188293457
2022-10-04,106.65304565429688,53.43824005126953,157.76217651367188,123.64738464355469,43.488189697265625
2022-10-05,105.33622741699219,52.93002700805664,156.71426391601562,122.7919921875,43.05735397338867
2022-10-06,103.18923950195312,51.791236877441406,153.69326782226562,120.20691680908203,42.65567398071289
2022-10-07,101.12813568115234,51.301841735839844,152.56982421875,118.10651397705078,41.644996643066406
2022-10-10,100.18344116210938,51.188899993896484,152.76808166503906,117.62181854248047,41.89119338989258
2022-10-11,97.29216766357422,51.27360534667969,153.49501037597656,118.0685043334961,42.97637176513672
2022-10-12,98.86662292480469,51.89476776123047,159.91464233398438,118.25857543945312,42.4904670715332
2022-10-13,104.36293029785156,52.5817985534668,164.8426513671875,120.04534149169922,42.85003662109375
2022-10-14,106.099609375,51.74418640136719,160.6698760986328,118.87635803222656,42.250755310058594
2022-10-17,110.55580139160156,52.41239547729492,163.0677947998047,121.02426147460938,42.55526351928711
2022-10-18,113.39937591552734,53.11825180053711,165.26747131347656,122.00316619873047,43.452552795410156
2022-10-19,111.17605590820312,52.666507720947266,163.6625518798828,123.13414764404297,43.32946014404297
2022-10-20,110.81344604492188,51.838294982910156,161.86883544921875,121.54815673828125,43.43635940551758
2022-10-21,116.6341781616211,52.666507720947266,163.37933349609375,123.07003021240234,44.3142204284668
2022-10-24,116.77731323242188,54.1817512512207,167.7408905029297,123.82615661621094,45.159690856933594
2022-10-25,117.08264923095703,55.480533599853516,168.29791259765625,125.25231170654297,45.37348175048828
2022-10-26,118.4281234741211,55.894630432128906,169.0531463623047,126.13288879394531,45.7200927734375
2022-10-27,118.89568328857422,56.02639389038086,168.873779296875,126.22860717773438,45.587284088134766
2022-10-28,120.30792999267578,57.18400192260742,172.03640747070312,129.42547607421875,46.163883209228516
2022-10-31,120.1170883178711,56.32756042480469,171.42274475097656,128.8990478515625,46.10557174682617
2022-11-01,122.28314208984375,56.129920959472656,170.6486053466797,129.10006713867188,45.89825439453125
2022-11-02,121.15718078613281,55.34877014160156,168.2695770263672,127.24317932128906,45.59375762939453
2022-11-03,121.37665557861328,55.32053756713867,167.83531188964844,126.37218475341797,45.584041595458984
2022-11-04,124.69731903076172,55.77228927612305,168.77935791015625,128.67892456054688,45.66503143310547
2022-11-07,125.35575103759766,55.98875427246094,170.12937927246094,130.65065002441406,46.14445114135742
2022-11-08,125.43207550048828,56.0922737121582,170.60142517089844,130.94735717773438,46.25458908081055
2022-11-09,123.80036926269531,55.31112289428711,168.56224060058594,130.63148498535156,45.17913055419922
2022-11-10,128.8959197998047,57.29694366455078,171.53602600097656,135.1300811767578,46.11529541015625
2022-11-11,129.10581970214844,57.71104049682617,168.09022521972656,134.9290771484375,46.186561584472656
2022-11-14,127.77947235107422,57.15576934814453,166.8440399169922,134.9386444091797,44.82927703857422
2022-11-15,126.85387420654297,57.06166076660156,167.27833557128906,134.46966552734375,47.76088333129883
2022-11-16,127.02561950683594,56.9581298828125,168.3545379638672,135.6660919189453,48.104248046875
2022-11-17,126.47217559814453,57.13694381713867,169.95945739746094,134.83334350585938,47.94227981567383
2022-11-18,127.71265411376953,57.54163360595703,171.18673706054688,136.4605255126953,48.6646614074707
2022-11-21,126.95882415771484,58.42631530761719,174.4815216064453,138.19296264648438,48.96268081665039
2022-11-22,128.8577117919922,58.680423736572266,174.50039672851562,139.37982177734375,49.13759994506836
2022-11-23,130.23178100585938,58.943946838378906,174.7269744873047,140.1742401123047,49.37407302856445
2022-11-25,130.47988891601562,59.00040817260742,173.81121826171875,140.4326934814453,49.58462905883789
2022-11-28,128.19931030273438,59.00982666015625,173.603515625,140.3178253173828,49.72716522216797
2022-11-29,130.30812072753906,58.80277633666992,172.376220703125,139.24581909179688,49.55223846435547
2022-11-30,131.85397338867188,60.290855407714844,175.1329345703125,142.76812744140625,49.37407302856445
2022-12-01,130.00279235839844,60.461456298828125,176.59580993652344,142.85426330566406,49.68180847167969
2022-12-02,128.97222900390625,60.99224090576172,176.3963623046875,144.15597534179688,49.63322067260742
2022-12-05,125.35575103759766,60.15816116333008,173.9549560546875,142.70111083984375,49.1246452331543
2022-12-06,125.56565856933594,60.12971115112305,172.53953552246094,142.8829803466797,48.55451965332031
2022-12-07,125.47978210449219,60.22450637817383,173.06201171875,143.80186462402344,48.301856994628906
2022-12-08,126.79661560058594,60.480411529541016,174.58192443847656,144.83555603027344,48.37664031982422
2022-12-09,126.10956573486328,59.84537887573242,173.9359893798828,144.45269775390625,47.248348236083984
2022-12-12,128.06573486328125,60.63206100463867,174.76243591308594,145.93629455566406,48.1295166015625
2022-12-13,127.94169616699219,60.651023864746094,174.66741943359375,145.7161407470703,47.957183837890625
2022-12-14,127.30236053466797,60.651023864746094,174.18295288085938,146.29039001464844,47.69055938720703
2022-12-15,124.14387512207031,59.81694030761719,171.22860717773438,144.6345672607422,47.264610290527344
2022-12-16,123.37095642089844,59.47572326660156,171.31410217285156,143.99327087402344,46.41594696044922
2022-12-19,124.10572052001953,59.561031341552734,172.26402282714844,143.9549560546875,46.432212829589844
2022-12-20,124.70689392089844,59.513641357421875,172.1595458984375,144.01243591308594,46.83865737915039
2022-12-21,126.10956573486328,60.4709358215332,173.36598205566406,145.33326721191406,47.20608139038086
2022-12-22,124.67826080322266,60.03493881225586,172.02658081054688,145.66830444335938,46.65331268310547
2022-12-23,125.26985931396484,60.48989486694336,173.13800048828125,146.079833984375,46.74760818481445
2022-12-27,125.70881652832031,60.85954666137695,173.90748596191406,147.35284423828125,46.760616302490234
2022-12-28,126.39584350585938,60.25293731689453,172.65353393554688,145.44813537597656,45.941226959228516
2022-12-29,127.12104797363281,60.61310958862305,172.87203979492188,146.05113220214844,46.22085189819336
2022-12-30,127.96076965332031,60.290855407714844,171.6180877685547,145.0652618408203,46.103797912597656
