assets,AAPL,MSFT,GOOGL,AMZN,TSLA,JPM,BAC,V,PG,KO,WMT,PEP,CVX,XOM,SLB,BA,UPS,CAT,MMM,JNJ,PFE,MRNA,DIS,NFLX,T,NVDA,ORCL,INTC,LMT,GS,COST,BTC-USD,ETH-USD,LTC-USD,XRP-USD
AAPL,0.027149081401608183,0.0030531199216434395,0.001611085811841654,0.0013983526917268397,-0.0001954262333179864,0.0021125767252051938,0.0018360784639010449,-0.0051067012923246445,0.0011101117971721829,0.001287586252159479,0.0010648161902057447,-0.02274234894024574,0.026399883664965557,0.0190436117482713,0.031089588033892442,0.0020487027382141507,0.000787162477958288,-0.005465730788213995,-0.0012551512618078344,0.007700436527562932,-0.047743199415866876,-0.00994772445023038,-0.0013891028994494946,0.000247364326478954,-0.008864528831103368,0.0009138580446616325,0.0021912322984541702,0.0007228787270500643,-0.3632198800891714,0.07840792303439445,0.0487315022012795,0.009699659217155475,-0.0002732828239712746,0.010410622530374202,0.0039289098451831435
MSFT,0.00305311992164344,0.0244975499683638,0.0031917815530478053,0.00393826488551608,0.0019446853910389163,0.0010675550137589673,-0.0012537936099646088,0.0039295300416266185,0.005722636454887043,-0.0035418823589639004,0.001253231527640474,0.00858345771504757,0.22869289379711924,0.0038830191592610455,0.015173334555657357,0.0006276595768921405,0.00223464556300721,-0.006422389681925874,0.004864275635443219,0.04093983796305417,-0.18012839716199516,0.007053141690824281,-0.017695274773452476,-0.0003458909186842332,-0.01149978972159733,0.00025884433278427685,0.0049533337017989496,0.00029508286477222107,-0.5990113377750939,0.005849967768920047,0.029908524976302996,0.0028250778433927667,-0.000511884495522804,-0.021623023592863607,-0.014698591274989814
GOOGL,0.001611085811841654,0.0031917815530478058,0.014638972672091168,0.0033463818299815516,0.0025208779673787274,-0.011254365298303665,0.0035031883368692703,-0.0006131051718995548,0.007358945887866409,-0.00036077659161002084,0.0008403323604620616,-0.016754447204790045,0.0044491293797827465,-0.03432531965088805,0.0018572293382511213,0.001006834735581235,0.0010213781151051623,0.003943290894291002,-0.04624454250035602,0.0032774494264281384,-0.09092285361383964,-0.001321333598551994,-0.006332570709423368,0.0008749161561921035,-0.030821735867063407,0.0003682576201324276,-0.00681643214410149,0.00975868888476105,0.09560630992030948,-0.009362807907651429,-0.454837139415356,-0.0007055362101079358,0.0003335454094402238,0.00582897761477185,0.025280478799423224
AMZN,0.0013983526917268397,0.00393826488551608,0.003346381829981551,0.3918232959727877,0.0011770372042212366,0.0021601604875709363,-0.0031820651248861223,0.023294481041485442,0.0009927038984948035,0.0035003032912164765,-0.0010660570082930059,-0.02244655429523256,-0.055431675479190194,0.2023593683422982,0.19292125304096058,0.0022398694828941255,0.00028544427155415496,-0.0010717280292358862,0.06157672964400379,0.07231908460779593,-0.3539196527477817,-0.011119536498382668,-0.012516438308867882,0.002382618755807042,0.030912272732909554,0.0007926867331523782,-0.016869047119316378,0.001245605551227424,-0.5591275914428683,0.031562413849554806,-0.12516132758773293,-0.004525477558361325,-0.0008357713802850751,-0.045024657827131186,0.004480434149553786
TSLA,-0.00019542623331798636,0.0019446853910389163,0.0025208779673787274,0.0011770372042212366,0.018232434161152916,0.013597601999567523,-0.0030922302940274036,0.0037809159194390055,0.00454161380094716,-0.0011614699251964787,0.001132830906989029,-0.0333525505428707,-0.09533274837677623,0.18318541908259248,-0.005273667794349825,0.000587762851323478,0.00052100736119264,-0.015529745721547675,-0.0037181906197605694,0.012310194199528295,0.0004033754495154532,0.0012731623570846485,-0.0019224754112060936,-0.0003722022450470265,0.0011729036526075289,0.0001870015896333754,-0.003247382691136606,0.006177903957834327,0.030500735526809746,0.1045202035641994,1.4692479888715482,-0.00868493844060435,0.0007101983192130082,0.25617879563948825,0.014215650456871612
JPM,0.002112576725205194,0.0010675550137589673,-0.011254365298303667,0.0021601604875709363,0.013597601999567523,0.9029646418280284,0.15299445788579444,-0.05813326444673538,0.021090547704403915,-0.05444328112401258,0.004744147852376454,-1.1809240072792775,0.29340052880865874,1.1926675288659039,0.1653709241554741,0.051215913532468675,0.0017502094551249921,0.01519426255147469,-0.012159007745931028,0.06224085141890289,-0.43517985955404875,-0.05980398040612182,0.06784982774985544,-0.003286731584071724,0.15055587298330947,0.0020638550947978855,-0.014504858058715528,0.01125829090232362,-0.1659097495940428,0.19924935734195742,-0.44698862267102624,9.894225011823132e-05,0.00010372454885773369,5.311609685750394,0.0103553100385636
BAC,0.0018360784639010449,-0.0012537936099646088,0.0035031883368692703,-0.0031820651248861223,-0.0030922302940274036,0.15299445788579444,0.14300343528999487,-0.032686180054789474,-0.0012782532621279795,-0.008740405343829808,-0.001875645284153588,-0.019275919406818786,0.40825720125427667,-0.07555005043655667,-0.03319710674621293,-0.0013415978008088484,8.085028765656992e-05,0.016948287099940375,0.018653325050744313,-0.10008042078857605,4.6361938417267305,0.06196114670015552,0.021300564413737573,0.0012537308138056717,0.05210470231726065,0.004092981770467918,0.008223054106948407,0.011034298074849395,0.044422942053661894,0.23420824921346817,-0.12922956067969024,-0.01099990494311347,0.0004279114444475047,0.033429599741920495,0.08601247993140895
V,-0.0051067012923246445,0.003929530041626619,-0.0006131051718995548,0.023294481041485446,0.0037809159194390055,-0.05813326444673538,-0.032686180054789474,0.936630532651384,-0.042831798772574134,-0.01993231083539155,-0.0037118953511926372,-0.021747493013162464,-0.0002855761109742346,-0.3211184396838161,0.023229476774252415,-0.0008917232024420003,-0.005728662533473779,0.04156479756678297,0.1679241266764911,-0.12166532291581493,0.6547127279840705,0.13585194713963064,0.2537300619560858,0.009230311134023951,-0.026509633555250326,0.009630541458704744,0.04259495955931974,-0.09803726339809436,-0.13637388767172548,0.10402716274897846,-0.0023178074870612883,0.07616234352119455,-0.00041034399946007815,0.12972363730041134,0.26075996614516184
PG,0.0011101117971721829,0.005722636454887043,0.007358945887866408,0.0009927038984948035,0.00454161380094716,0.021090547704403915,-0.0012782532621279797,-0.042831798772574134,0.03364434360357628,-0.007680987696308376,0.0005054998826023523,-0.045797798258211765,-0.19530866841170244,0.4288733443847813,-0.026987543371707487,0.0006441818405642707,0.0034310994605000404,0.012050331723402762,-0.05184220665590688,-0.001337236355603083,-0.4802616182735658,1.103913375187608e-05,-0.0033319176670579768,-0.000744896318366284,-0.006789874046706811,-5.9115266650078515e-05,0.00215795286793483,0.030763566591424946,0.8882546882234562,0.04004850702041856,-2.434845695119328,0.010339448295123016,-0.0017807955356862193,0.029141735226832013,-0.007763851620672859
KO,0.0012875862521594787,-0.0035418823589639004,-0.00036077659161002084,0.003500303291216476,-0.001161469925196479,-0.05444328112401258,-0.008740405343829808,-0.01993231083539155,-0.007680987696308375,0.5067667925932021,0.0011900658005937381,0.1573210220793027,2.3450949900362477,0.2226762748018987,0.06449908518123275,0.013954716122220368,0.0038064967155415474,-0.010378726765891223,0.004183657067452862,-0.103339338902485,1.1467659503747654,0.00219001989219774,-0.048796171173594825,-0.0011457058555762606,-0.09448191390434886,0.0014775060417943516,0.025000074645660987,0.026094666470193807,0.8397339786039747,0.19186036605288564,-0.15467968257630035,-0.13324357181722382,0.0003389003908452621,-0.704054440817882,-0.03872433369270848
