AAPL,MSFT,GOOGL,AMZN,TSLA,JPM,BAC,V,PG,KO,WMT,PEP,CVX,XOM,SLB,BA,UPS,CAT,MMM,JNJ,PFE,MRNA,DIS,NFLX,T,NVDA,ORCL,INTC,LMT,GS,COST,BTC-USD,ETH-USD,LTC-USD,XRP-USD
0.006279502401898451,0.005441375478246746,-0.0005195710027967593,-0.00036529935470408503,0.008209944865358754,-0.017472182365492195,-0.01028345759822602,-0.043285698497942504,0.0027928484471175796,-0.1614619632937977,-0.20713746743792216,3.266786843124243,0.003873915953101381,0.040057408829060615,0.0015267582634734822,-0.018693277373558415,0.0038964122162234993,3.31889106629536,0.0008390046891642022,0.04811155961973612,-0.24164306301579774,0.009583192669968321,0.0029596534041207434,0.00016261800923556002,1.0304667753772518,0.02239229311439761,-0.011473296518139109,-0.007179796365663904,0.0016234411751192557,-0.007831292062288941,0.016556385130022777,-0.029910377407352362,0.005496139395831934,0.0028983079742264106,0.004812696936366434
-0.0005231051745421267,-0.0017505850713588345,-0.06070763172448801,0.0007620907154017864,0.03663671180441863,0.010954417940828742,0.009207829477126506,0.019994453426935177,0.0004000042215464017,0.0239326355566456,0.03100773374227872,-0.36876011887031546,0.00039641607505869203,-0.0026050783216721163,0.015476420834008575,-0.0003192720788949277,-0.00033033794868275734,0.29961201572496776,0.00022516786875237393,-0.358534065129109,0.2833783448161402,0.002061399967050015,0.0007764994777352818,-0.0004601184289011462,-0.2647068019002282,-0.004111849917587618,0.0015666394505247094,-0.0618627920915501,-0.00020580566639039066,0.004983882799445727,-0.04007330909720053,0.01805318335307482,0.001143671023492887,-0.0013455074445760662,0.027134367739640286
-0.0007174572895957132,0.0005492187613189703,0.07204930727875025,-0.006347348253187279,-0.01686490033745014,0.007274445236102656,-0.007290307015004105,0.02822288436909015,0.0008801438544345785,0.12191377183390495,0.22895336311803138,0.7514232105872578,0.00020234877894398373,-0.006932222732914495,-0.022587035813155687,0.021341136254773074,-0.005856114466016971,0.3217972229445818,-0.0002921429753947047,0.4909210957519017,0.1511235635251218,0.008992308468300347,-0.0017770673135750759,0.000527203661116582,0.41204005961666823,-0.008144995749552186,0.026010006112695994,0.07781318485464128,-2.4612279990288144e-05,0.007281191467918724,0.03455900655237243,0.01542967252860028,-0.0255290296561409,0.009935032074405825,0.0020357429709425556
0.0031819811166859946,0.0020306952526361055,-0.007767856776636606,-0.00568107409026819,0.012114499146594904,0.00011624703021451133,0.007351799645276547,-0.11177977232934333,-0.02582012353043306,-0.18937857645107103,-0.012588503115780525,0.13646134707365398,0.0005426120923766042,-0.0321316061240049,0.025259869808440527,-0.0034196711994134432,0.006176689850049932,0.018915595764247506,0.00028312286324405633,-1.0354271322969277,0.06313586027976203,0.009836060471617003,-0.0034556477369586114,-0.000663373175330495,-0.017613774660789283,-0.015001755173141063,-0.008609663290131908,-0.009305787174465951,0.000861160798309113,0.0015532172897003704,-0.004986893269149029,-0.40176358896142383,-0.012885370175316324,-0.021580609313013532,0.002060045769840091
-0.03155863318369578,-0.019014715752969313,-0.014208499336438418,-0.005907852798212598,-0.023056128040146784,-0.0006704228312439664,0.0016280831565353981,-0.4421126750480523,0.028081467904672586,0.18271780989237363,0.01619445094019545,0.007057730332199252,-0.0013364805871716179,-0.008648915518057798,-0.0017386175476350463,0.003928913655870669,-0.0030875707739091984,-0.007596801443549017,-0.0004834612177109232,2.646818666078815,-0.024250694911934767,-0.12369343586662085,-0.0029410104305250817,0.00039913912943245755,0.33107345084845297,0.026327052056790867,-0.009534835699000932,-0.012039055005742427,-0.01872612028748233,-0.0005305068340264452,-0.8580673932417315,0.666632787685344,0.03228757525204484,0.020252195054061506,-0.004682250960062473
0.01470690968400934,0.012129175862490182,0.012345629359890031,0.016973462729449995,0.04602186287865995,-0.0014089971935939971,-0.03863909882979577,0.8558514270019049,-0.12938038429773668,0.05894336758697016,-0.0038838581559301755,-0.567804595375977,0.0012424497481087204,0.048921340519573864,-0.0028663778709778764,-0.0011862711399814874,-0.021286258138481284,-0.01197633117698671,-8.51781840468524e-05,-7.198402392291903,0.008642456460061343,0.13666422625193175,-0.002137135689853409,-0.0006267184503522261,0.10234290510855981,-0.027794072441789774,0.01871768777050531,0.02206195108752418,0.014264023690415017,-0.007348394112234646,5.902920255681986,0.0009885612353397466,0.006820132281641023,-0.0008625130182273733,-0.005836295003625702
0.001622281838545403,0.008405057487157253,-0.005923628314801421,-0.005564933692494223,-0.019307533313092318,0.001225656979793932,0.003005093098296552,0.07371771279968442,0.14036304047067283,-0.035127295096186506,-0.037094093571190534,1.1378625028753482,-0.001584262765733202,-0.046639603965898724,-0.0022770791446460326,-0.0006305477675875304,0.005864305878834575,-0.04059087089906532,-0.0008614268340979558,0.5552296815506754,0.017819166517799356,0.003940342167011668,-0.0037823637917947517,0.00034384665146691695,0.019952977650054438,-0.004943194095722969,-0.004253092159128946,-0.01064188108795272,0.004616728020532479,-0.024396613967175962,-0.1513688698755301,-0.0033006901877031813,0.0017496809208288333,-6.780090929381366e-05,0.0023299987529745714
0.011955004207715447,-0.033016256780017295,0.012205571837591078,0.00011975366385086339,-0.03976089408676686,0.0007253914919889137,0.014524952336695485,-0.021836744886352122,-0.01838043365416686,-0.09842864924024719,0.04227449273849615,-0.05610268711670774,-0.008290585771839498,-0.017444573394017504,-0.005590842936689211,-0.10093369106734973,-0.002721425400482813,-0.05420891418229834,0.0007367880482833655,-0.07088834559375501,-0.005837118320532797,-0.006167783504179458,0.00893919088795303,-0.00013953212441264462,-0.0211831095256515,0.03371783364217218,0.00025298859575761945,0.00041661781919200003,-0.0020987155302043536,0.033143918608191214,0.12085747611821107,-0.07760696007601797,-0.0010469147130377499,0.001771812421301533,-0.020203628277914776
-0.004806795267747077,0.025607844016128256,-0.0037828027411833665,-0.008952170620014632,0.058231779606862766,-0.28379199308516045,0.014415439038344191,-0.0028567174023775843,-0.04029715185161176,0.004210656599673124,-0.012781274004879606,0.17800161323786723,0.009658922138675807,0.017111323199597184,-0.04659971611250102,0.11446300663417586,-0.00932033746737071,0.11463854779522076,0.00027526877265615646,0.01055675096584574,0.003620679536482152,-0.03258413241618263,0.003005577188498698,0.0002673162518025407,-0.022263369105477326,-0.03747658645216945,2.819716632318503e-05,0.0013353735077974438,-0.00940726658219504,-0.0825481323019337,-1.3168188574240483,0.08155273922655559,-0.004650476373588841,-0.000875979071719879,0.00015825714778716637
0.009100240275585758,-0.012803444895946092,0.007922101008084548,0.015599716476596637,0.0034084878175884015,0.05811029790362032,0.004703089027034313,-0.006747231576341606,-0.05180812121539613,-0.06212250192276558,-0.013672114936413293,-0.2561334011151434,-0.0005023965600233771,0.05202463947428071,-0.09468843732831422,-0.0012625575806660683,0.01422961057868899,-0.11369388705008665,5.058829516180197e-06,0.09187858872221244,-0.06781109194916168,-0.06399088199966962,-0.0017527294441092023,-9.014824594810733e-06,-0.01994305826732634,0.008575181516351948,0.0008357884473362276,0.008352751165802141,-0.01802589297315793,-0.7337876310668899,1.6258965906637877,-0.0049879210047441,-0.0032070405483034525,-0.0021682877853885785,-0.006008550172767357
