Date,BTC-USD,COST,LTC-USD,MRNA,PEP,PG,WMT
2020-01-02,6985.47021484375,268.24407958984375,39.82301330566406,19.229999542236328,118.6358413696289,109.72232818603516,36.86407470703125
2020-01-03,7344.88427734375,268.4649658203125,42.41557312011719,18.889999389648438,118.46990966796875,108.98440551757812,36.538639068603516
2020-01-06,7769.21923828125,268.53857421875,45.81635284423828,18.1299991607666,118.92407989501953,109.13552856445312,36.46425247192383
2020-01-07,8163.6923828125,268.1152648925781,46.424583435058594,17.780000686645508,117.05485534667969,108.45983123779297,36.12641525268555
2020-01-08,8079.86279296875,271.1888732910156,45.65376663208008,17.979999542236328,117.6575698852539,108.92214965820312,36.00244903564453
2020-01-09,7879.0712890625,275.541748046875,45.2159309387207,18.399999618530273,117.73616790771484,110.11353302001953,36.374359130859375
2020-01-10,8166.55419921875,273.53558349609375,48.72732925415039,19.139999389648438,117.50907135009766,110.22021484375,36.07062911987305
2020-01-13,8144.1943359375,275.9557800292969,49.733768463134766,20.260000228881836,119.25602722167969,111.02928924560547,35.91565704345703
2020-01-14,8827.7646484375,275.8453369140625,58.478233337402344,20.0,119.53555297851562,110.86036682128906,36.00864028930664
2020-01-15,8807.0107421875,276.8301086425781,58.05284881591797,20.239999771118164,121.5882339477539,111.989501953125,35.72970199584961
2020-01-16,8723.7861328125,278.86376953125,57.618255615234375,21.010000228881836,121.94634246826172,112.0873031616211,35.92185974121094
2020-01-17,8929.0380859375,280.3822326660156,61.487125396728516,20.6200008392334,123.38752746582031,112.38960266113281,35.63051986694336
2020-01-21,8745.89453125,288.2779541015625,57.64788055419922,20.940000534057617,123.91163635253906,112.1051025390625,35.825782775878906
2020-01-22,8680.8759765625,287.0172119140625,58.3547248840332,21.969999313354492,125.23936462402344,112.30067443847656,35.98384475708008
2020-01-23,8406.515625,287.9283142089844,54.6302604675293,21.469999313354492,125.47515869140625,111.78730010986328,35.89396667480469
2020-01-24,8445.4345703125,285.74737548828125,54.53178787231445,21.1200008392334,124.8375244140625,111.92149353027344,35.44765090942383
2020-01-27,8909.8193359375,284.7718200683594,58.763267517089844,22.739999771118164,124.15624237060547,112.41338348388672,35.90945816040039
2020-01-28,9358.58984375,286.0601501464844,60.671817779541016,22.360000610351562,124.41829681396484,112.71746826171875,36.13881301879883
2020-01-29,9316.6298828125,284.8914489746094,60.07793426513672,20.549999237060547,123.79808807373047,111.84992980957031,35.918758392333984
2020-01-30,9508.9931640625,284.7901611328125,68.15906524658203,20.989999771118164,125.63243103027344,112.64590454101562,36.13261032104492
2020-01-31,9350.529296875,281.1551818847656,67.8794937133789,20.510000228881836,124.0514144897461,111.4564208984375,35.48484420776367
2020-02-03,9293.521484375,277.9159851074219,69.78022003173828,20.3799991607666,124.47941589355469,111.89464569091797,35.41666793823242
2020-02-04,9180.962890625,280.5846862792969,68.1957778930664,20.8700008392334,125.099609375,112.38655090332031,35.726593017578125
2020-02-05,9613.423828125,284.31170654296875,72.49310302734375,20.049999237060547,126.04293823242188,113.41508483886719,36.20389175415039
2020-02-06,9729.8017578125,286.44195556640625,73.38868713378906,19.8799991607666,126.06916046142578,113.71022033691406,36.04894256591797
2020-02-07,9795.943359375,289.2270202636719,74.35611724853516,23.239999771118164,126.97753143310547,112.76219177246094,36.09231948852539
2020-02-10,9856.611328125,289.37457275390625,74.33509826660156,23.649999618530273,127.23087310791016,112.8426742553711,35.720394134521484
2020-02-11,10208.236328125,286.50653076171875,76.59739685058594,21.350000381469727,127.59774017333984,111.04500579833984,35.76689529418945
2020-02-12,10326.0546875,290.6010437011719,81.29744720458984,19.010000228881836,127.59774017333984,110.40998077392578,35.90636444091797
2020-02-13,10214.3798828125,293.4414367675781,80.40342712402344,19.045000076293945,127.93840789794922,111.76049041748047,36.399166107177734
2020-02-14,10312.1162109375,293.5428466796875,82.99034881591797,19.0,128.3926239013672,112.81584167480469,36.538639068603516
2020-02-18,10141.99609375,296.9918518066406,77.0351791381836,18.90999984741211,127.17847442626953,111.67999267578125,37.077938079833984
2020-02-19,9633.38671875,297.88629150390625,71.13594055175781,18.920000076293945,127.11730194091797,112.18978881835938,36.47355270385742
