Date,GOOGL,KO,UPS,V,WMT
2021-02-18,105.03042602539062,45.30964279174805,142.68212890625,204.0314178466797,43.37835693359375
2021-02-19,104.18252563476562,44.720619201660156,142.1861114501953,199.52879333496094,43.59263610839844
2021-02-22,102.45929718017578,45.184696197509766,143.1249542236328,203.02760314941406,43.38780975341797
2021-02-23,102.75157165527344,45.10436248779297,142.4252471923828,206.72132873535156,42.68826675415039
2021-02-24,103.93314361572266,45.25608444213867,141.7698974609375,213.8553009033203,41.97610855102539
2021-02-25,100.54852294921875,44.774169921875,139.50253295898438,208.31961059570312,41.579071044921875
2021-02-26,100.84578704833984,43.72107696533203,139.78599548339844,206.99415588378906,40.939395904541016
2021-03-01,103.2273941040039,44.533206939697266,143.0098114013672,211.12644958496094,41.39630126953125
2021-03-02,102.96903228759766,44.71169662475586,142.92123413085938,210.28829956054688,40.999263763427734
2021-03-03,100.32208251953125,44.60459518432617,142.08868408203125,209.3916778564453,40.20517349243164
2021-03-04,101.44530487060547,44.56890106201172,141.2207489013672,206.12677001953125,40.1862678527832
2021-03-05,104.5945053100586,45.32748794555664,145.60482788085938,209.9374542236328,40.68730163574219
2021-03-08,100.12706756591797,46.086063385009766,142.47842407226562,214.67398071289062,40.29655838012695
2021-03-09,101.76600646972656,45.38995361328125,144.60403442382812,214.7616729736328,40.61482238769531
2021-03-10,101.55802154541016,45.907569885253906,146.3399200439453,217.50030517578125,41.65155029296875
2021-03-11,104.767578125,45.407806396484375,148.1201629638672,220.4045867919922,41.63578796386719
2021-03-12,102.246826171875,45.317813873291016,148.51870727539062,218.66009521484375,42.26286315917969
2021-03-15,102.46826934814453,45.92073440551758,144.04605102539062,217.59776306152344,42.04543685913086
2021-03-16,103.93714141845703,46.091712951660156,144.2054901123047,218.991455078125,42.032833099365234
2021-03-17,103.85384368896484,46.10971450805664,142.2835693359375,217.35414123535156,41.68306350708008
2021-03-18,100.8173599243164,45.50679397583008,141.885009765625,215.0540771484375,41.1387939453125
2021-03-19,101.09767150878906,45.722755432128906,141.0790557861328,201.64366149902344,41.68621826171875
2021-03-22,101.28370666503906,45.89373016357422,142.64669799804688,202.71568298339844,41.88557052612305
2021-03-23,101.81439208984375,46.24468994140625,141.58384704589844,202.8618927001953,42.382362365722656
2021-03-24,101.37548065185547,46.36167526245117,141.628173828125,202.783935546875,42.11972427368164
2021-03-25,101.37198638916016,46.811607360839844,144.58631896972656,202.68646240234375,42.40451431274414
2021-03-26,100.98644256591797,47.7294921875,148.7755584716797,208.10520935058594,42.758907318115234
2021-03-29,102.03683471679688,48.4583854675293,148.9172821044922,209.06028747558594,43.24620819091797
2021-03-30,102.07075500488281,47.82847595214844,149.36009216308594,206.5166015625,42.95193099975586
2021-03-31,102.87127685546875,47.432525634765625,150.55577087402344,206.35093688964844,42.98041534423828
2021-04-01,106.22596740722656,47.25255584716797,151.6982879638672,211.3506317138672,42.913963317871094
2021-04-05,110.6739501953125,47.522518157958984,152.2917022705078,213.4752655029297,44.119544982910156
2021-04-06,110.19014739990234,47.86446762084961,153.195068359375,213.09515380859375,44.33155822753906
2021-04-07,111.67497253417969,47.94546127319336,152.2917022705078,213.69940185546875,44.236629486083984
2021-04-08,112.24356842041016,47.80147933959961,153.23936462402344,215.093017578125,44.20814895629883
2021-04-09,113.25306701660156,47.855472564697266,155.82553100585938,216.8668212890625,44.23030090332031
2021-04-12,111.95378112792969,48.00844192504883,158.16371154785156,215.84349060058594,44.236629486083984
2021-04-13,112.44306945800781,47.774478912353516,158.9076690673828,215.40492248535156,44.10057067871094
2021-04-14,111.81861877441406,47.765480041503906,156.0646514892578,216.34054565429688,44.084747314453125
2021-04-15,113.98026275634766,47.99045944213867,159.10252380371094,220.53128051757812,44.35054016113281
2021-04-16,113.85557556152344,48.30541229248047,159.16455078125,220.6580047607422,44.49292755126953
2021-04-19,114.20520782470703,48.5933723449707,157.70315551757812,220.05368041992188,44.20814895629883
2021-04-20,113.66903686523438,48.74634552001953,159.1468048095703,217.6074981689453,44.549896240234375
2021-04-21,113.63612365722656,49.14229202270508,158.1548614501953,221.6715545654297,44.679630279541016
2021-04-22,112.34780883789062,48.98931884765625,157.2160186767578,221.7885284423828,44.19549560546875
2021-04-23,114.71245574951172,49.01631164550781,158.500244140625,224.1568145751953,44.268272399902344
2021-04-26,115.21121978759766,48.28740692138672,155.7103729248047,224.4881591796875,43.63858413696289
2021-04-27,114.26605987548828,48.215431213378906,171.93592834472656,224.06906127929688,43.787296295166016
2021-04-28,117.66065979003906,48.22442626953125,175.69117736816406,227.5190887451172,43.63224411010742
2021-04-29,119.34248352050781,48.82733917236328,180.42953491210938,230.84251403808594,44.18283462524414
2021-04-30,117.38433837890625,48.57537841796875,180.55355834960938,227.6263427734375,44.27143859863281
2021-05-03,116.8646240234375,49.025306701660156,187.94007873535156,226.70045471191406,44.97073745727539
2021-05-04,115.05660247802734,48.71935272216797,189.80882263183594,226.13522338867188,44.527740478515625
2021-05-05,115.45262145996094,48.5933723449707,189.99481201171875,223.3868408203125,44.48977279663086
2021-05-06,116.5788345336914,49.07931137084961,190.22509765625,225.44322204589844,44.80744171142578
2021-05-07,117.30602264404297,49.05230712890625,192.63414001464844,226.22293090820312,44.53742218017578
2021-05-10,114.3044662475586,49.412254333496094,191.42076110839844,220.22918701171875,44.73438262939453
2021-05-11,113.22264099121094,48.88133239746094,189.82656860351562,219.75160217285156,44.330936431884766
2021-05-12,109.74076080322266,48.629364013671875,186.61154174804688,215.02484130859375,43.184139251708984
2021-05-13,111.17671203613281,49.05230712890625,191.01336669921875,218.37257385253906,43.91478729248047
2021-05-14,113.63761138916016,49.25028610229492,191.64219665527344,221.49578857421875,44.321407318115234
2021-05-17,114.16331481933594,49.169288635253906,191.5624542236328,221.0077667236328,44.12126922607422
2021-05-18,112.84407806396484,48.89933395385742,189.52545166015625,220.15866088867188,45.08064270019531
2021-05-19,113.2944564819336,48.74634552001953,189.8442840576172,219.2021484375,45.08382034301758
2021-05-20,115.06259155273438,49.178287506103516,189.48114013671875,221.0077667236328,45.24264907836914
2021-05-21,114.42316436767578,49.15128707885742,188.54672241210938,221.32986450195312,45.02980422973633
2021-05-24,117.76040649414062,49.313270568847656,189.93499755859375,223.81869506835938,45.032989501953125
2021-05-25,117.8516845703125,49.30427169799805,188.2085723876953,223.52589416503906,45.21723556518555
2021-05-26,118.72152709960938,49.520240783691406,190.27316284179688,221.62266540527344,45.16323471069336
2021-05-27,117.84220123291016,49.93418502807617,189.37432861328125,221.41770935058594,45.010746002197266
2021-05-28,117.55142211914062,49.75421142578125,190.97621154785156,221.84713745117188,45.11875915527344
2021-06-01,118.7649154663086,49.745216369628906,189.81040954589844,221.19322204589844,45.001220703125
2021-06-02,118.23673248291016,49.94318389892578,188.5823211669922,224.1505584716797,44.90274429321289
2021-06-03,117.08906555175781,50.06916427612305,188.64459228515625,222.63772583007812,44.98216247558594
2021-06-04,119.38288116455078,50.609092712402344,187.44322204589844,224.6190185546875,45.06157684326172
2021-06-07,119.81831359863281,50.429115295410156,189.48114013671875,225.7707061767578,44.75979232788086
2021-06-08,119.62578582763672,50.07816696166992,186.66897583007812,226.4832305908203,44.41988754272461
2021-06-09,120.09961700439453,49.92518997192383,178.92672729492188,226.73696899414062,44.18163299560547
2021-06-10,121.45575714111328,50.312129974365234,180.83116149902344,228.3376007080078,44.435768127441406
2021-06-11,121.2098617553711,50.53710174560547,180.83116149902344,229.32339477539062,44.712135314941406
2021-06-14,122.14305877685547,50.364837646484375,178.9534149169922,228.46450805664062,44.65178298950195
2021-06-15,121.11959075927734,50.23790740966797,180.06581115722656,227.39089965820312,44.4738883972168
2021-06-16,120.47418212890625,49.566978454589844,178.357177734375,224.0919952392578,43.56853485107422
2021-06-17,121.44278717041016,49.82084274291992,176.24807739257812,226.58079528808594,43.74960708618164
2021-06-18,119.81431579589844,48.75099182128906,175.99888610839844,224.88253784179688,42.93954086303711
2021-06-21,121.5116195678711,49.285911560058594,180.93792724609375,228.69874572753906,43.33027648925781
2021-06-22,122.02833557128906,49.467247009277344,182.7889862060547,230.27011108398438,43.53040313720703
2021-06-23,121.82533264160156,49.068321228027344,181.56089782714844,229.0500946044922,43.190494537353516
2021-06-24,122.19741821289062,49.3131217956543,183.41192626953125,230.57269287109375,43.49227523803711
2021-06-25,122.20589447021484,49.24965286254883,182.97584533691406,231.6267852783203,44.00691223144531
2021-06-28,122.23332977294922,49.19525146484375,182.6376953125,228.47425842285156,43.87030792236328
2021-06-29,121.9704818725586,48.83258819580078,184.7556915283203,230.2896270751953,43.616172790527344
2021-06-30,121.78793334960938,49.05924987792969,185.07608032226562,228.21075439453125,44.797908782958984
2021-07-01,122.14205932617188,48.923248291015625,187.07835388183594,229.50881958007812,44.25787353515625
2021-07-02,124.94810485839844,49.12271499633789,188.244140625,232.90536499023438,44.50883483886719
2021-07-06,125.87831115722656,48.8507194519043,188.03057861328125,233.85208129882812,44.454833984375
2021-07-07,126.1615982055664,49.24965286254883,190.67361450195312,234.24249267578125,44.38175964355469
2021-07-08,124.7351303100586,49.07738494873047,188.72470092773438,230.9337921142578,44.34364318847656
2021-07-09,125.20846557617188,49.376583099365234,190.37107849121094,232.74917602539062,44.569190979003906
2021-07-12,126.661865234375,49.394710540771484,189.84600830078125,232.16355895996094,44.489768981933594
2021-07-13,127.02696228027344,49.884307861328125,188.0127716064453,236.53610229492188,44.65814208984375
2021-07-14,127.92024993896484,51.00856018066406,188.244140625,240.0887908935547,44.96626663208008
2021-07-15,126.69129180908203,51.1717643737793,189.42776489257812,242.58738708496094,45.001220703125
2021-07-16,126.65637969970703,51.135501861572266,187.38983154296875,242.16769409179688,44.96945571899414
2021-07-19,124.2702865600586,50.52803421020508,188.13735961914062,234.6426544189453,44.864620208740234
2021-07-20,125.89775848388672,50.61870193481445,189.07176208496094,236.87771606445312,45.067928314208984
2021-07-21,127.23395538330078,51.2714958190918,189.06288146972656,237.814697265625,44.845558166503906
2021-07-22,128.1042938232422,51.1989631652832,189.75698852539062,238.28317260742188,44.8773307800293
2021-07-23,132.6864471435547,51.68855667114258,188.34207153320312,243.04611206054688,45.24583053588867
2021-07-26,133.7039337158203,51.733890533447266,186.75799560546875,244.24658203125,45.309364318847656
2021-07-27,131.57418823242188,51.91522216796875,173.70294189453125,244.9102783203125,45.31253433227539
2021-07-28,135.75782775878906,51.44376754760742,170.89967346191406,241.0159912109375,45.128292083740234
2021-07-29,135.44212341308594,51.724822998046875,170.69500732421875,241.9724884033203,45.18546676635742
2021-07-30,134.3937225341797,51.70668411254883,170.29452514648438,240.4791717529297,45.28394317626953
2021-08-02,134.52142333984375,51.57069396972656,170.81068420410156,234.0277557373047,45.179115295410156
2021-08-03,135.29498291015625,51.60696029663086,172.77737426757812,231.4022979736328,45.68738555908203
2021-08-04,134.79173278808594,50.863502502441406,169.7872772216797,230.9923553466797,45.376068115234375
2021-08-05,135.91494750976562,51.226165771484375,169.45799255371094,234.4474639892578,46.2178955078125
2021-08-06,135.40321350097656,51.35309982299805,171.39804077148438,235.60888671875,46.135311126708984
2021-08-09,136.57481384277344,51.362159729003906,169.9563446044922,234.24249267578125,46.24649429321289
2021-08-10,136.46908569335938,51.49816131591797,169.6271209716797,232.35877990722656,47.23126983642578
2021-08-11,135.94239807128906,51.4346923828125,171.22003173828125,229.4209747314453,47.653770446777344
2021-08-12,136.85513305664062,51.5344352722168,172.3235321044922,226.53781127929688,47.52623748779297
2021-08-13,137.38729858398438,51.88802719116211,172.62611389160156,227.3783416748047,47.67608642578125
2021-08-16,137.96786499023438,52.114688873291016,175.3759765625,230.0269317626953,48.06507110595703
2021-08-17,136.32394409179688,51.93335723876953,175.99000549316406,229.2157440185547,48.04913330078125
2021-08-18,135.11444091796875,51.226165771484375,173.3558349609375,226.3814697265625,47.53899002075195
2021-08-19,135.34486389160156,51.55255889892578,172.6973114013672,226.32284545898438,47.86101531982422
2021-08-20,137.0900421142578,51.35309982299805,172.87623596191406,226.11758422851562,48.28826141357422
2021-08-23,139.6956024169922,51.1717643737793,172.6615447998047,228.83456420898438,47.969417572021484
2021-08-24,140.91258239746094,50.781898498535156,172.903076171875,228.93231201171875,47.475215911865234
2021-08-25,141.72805786132812,50.8363037109375,172.54522705078125,227.3197021484375,47.49435043334961
2021-08-26,141.0911407470703,50.35578155517578,172.08897399902344,225.29661560058594,46.981014251708984
2021-08-27,143.64830017089844,50.45550537109375,172.92991638183594,227.41744995117188,46.71637725830078
2021-08-30,144.2333526611328,50.93603515625,173.56507873535156,225.99053955078125,47.092620849609375
2021-08-31,144.340087890625,51.05389404296875,175.0143585205078,223.90882873535156,47.22014617919922
2021-09-01,144.8568115234375,51.39842987060547,175.70323181152344,224.9056854248047,47.11812210083008
2021-09-02,142.93307495117188,51.47096252441406,177.3046112060547,219.10028076171875,47.366817474365234
2021-09-03,143.38446044921875,51.4346923828125,176.54415893554688,220.00918579101562,47.586814880371094
2021-09-07,143.9241180419922,50.47364044189453,174.9517364501953,221.14291381835938,46.955509185791016
2021-09-08,143.33607482910156,51.15363311767578,174.06610107421875,223.89901733398438,47.016090393066406
2021-09-09,143.1864471435547,50.64590072631836,169.09197998046875,222.33526611328125,46.68450164794922
2021-09-10,140.5280303955078,50.41923904418945,172.8941192626953,219.81373596191406,46.5155143737793
2021-09-13,141.98094177246094,50.8363037109375,173.90504455566406,219.54006958007812,46.25087356567383
2021-09-14,142.19241333007812,50.87283706665039,170.88124084472656,217.97633361816406,46.0085563659668
2021-09-15,144.07275390625,51.04641342163086,172.97462463378906,218.73866271972656,46.0882682800293
2021-09-16,143.25527954101562,50.56224822998047,172.63467407226562,219.24685668945312,46.24131393432617
2021-09-17,140.4522247314453,49.7309684753418,170.0045166015625,216.72535705566406,46.145652770996094
2021-09-20,138.37684631347656,49.38383483886719,169.43191528320312,215.06387329101562,45.51116943359375
2021-09-21,138.68959045410156,49.374698638916016,169.7361602783203,215.18115234375,45.60044479370117
2021-09-22,139.93699645996094,49.447784423828125,165.77294921875,217.70269775390625,45.49522399902344
2021-09-23,140.86720275878906,49.36556625366211,167.10594177246094,223.1366729736328,45.52073287963867
2021-09-24,141.8637237548828,49.22854232788086,168.2063446044922,226.34234619140625,45.64826583862305
2021-09-27,140.72354125976562,48.97275924682617,167.15066528320312,224.39749145507812,45.35493469238281
2021-09-28,135.49449157714844,48.086666107177734,167.0791015625,220.44900512695312,44.79696273803711
2021-09-29,134.02163696289062,48.378990173339844,165.27195739746094,221.54360961914062,44.777835845947266
2021-09-30,133.34580993652344,47.931373596191406,162.91017150878906,217.70269775390625,44.43986511230469
2021-10-01,136.2057342529297,48.433799743652344,162.36447143554688,225.23797607421875,43.69697570800781
2021-10-04,133.329345703125,48.406394958496094,159.61798095703125,219.63780212402344,43.276100158691406
2021-10-05,135.68701171875,48.48860168457031,160.7362518310547,219.19801330566406,43.55986785888672
2021-10-06,137.22520446777344,49.064109802246094,161.65773010253906,221.37747192382812,43.87870407104492
2021-10-07,138.881103515625,49.21940994262695,162.462890625,225.32594299316406,44.39522933959961
2021-10-08,139.4402313232422,49.43864440917969,164.1536865234375,225.05226135253906,44.529136657714844
2021-10-11,138.5708770751953,49.539127349853516,162.58811950683594,220.00918579101562,44.48768997192383
2021-10-12,136.11196899414062,49.539127349853516,162.81178283691406,218.97320556640625,44.43986511230469
2021-10-13,137.24217224121094,49.54826736450195,164.66363525390625,217.41925048828125,44.11783981323242
2021-10-14,140.80233764648438,49.88625717163086,171.24803161621094,220.07760620117188,44.59610366821289
2021-10-15,141.01881408691406,49.76750564575195,173.33248901367188,225.75596618652344,44.81290817260742
2021-10-18,142.42532348632812,49.27422332763672,173.01040649414062,225.4236602783203,45.17319869995117
2021-10-19,142.88319396972656,49.46604919433594,173.36825561523438,228.22865295410156,46.132904052734375
2021-10-20,141.4188232421875,49.9045295715332,174.69229125976562,226.17620849609375,46.55058670043945
2021-10-21,141.53553771972656,49.64875411987305,178.42286682128906,225.02296447753906,46.80884552001953
2021-10-22,137.22669982910156,49.7401008605957,182.3323516845703,225.99053955078125,47.296669006347656
2021-10-25,137.10751342773438,49.539127349853516,182.4128875732422,228.58047485351562,47.845069885253906
2021-10-26,138.9644012451172,49.75836944580078,195.08966064453125,226.56715393066406,47.42738723754883
2021-10-27,145.85633850097656,50.71754837036133,189.84715270996094,210.89060974121094,47.038414001464844
2021-10-28,145.48875427246094,51.192569732666016,191.3590545654297,205.085205078125,47.33174514770508
2021-10-29,147.68031311035156,51.494022369384766,190.97434997558594,206.97149658203125,47.641014099121094
2021-11-01,143.14254760742188,51.31132125854492,188.67520141601562,207.64584350585938,47.75898361206055
2021-11-02,145.07327270507812,51.24737548828125,187.10069274902344,204.4010772705078,47.73666763305664
2021-11-03,146.23590087890625,51.42094421386719,190.32131958007812,203.38461303710938,47.883338928222656
2021-11-04,147.90127563476562,51.70412826538086,188.51417541503906,204.0491943359375,48.234066009521484
2021-11-05,148.4843292236328,51.923370361328125,186.27764892578125,211.76043701171875,47.89927291870117
2021-11-08,148.6628875732422,51.457489013671875,187.24383544921875,215.49391174316406,47.593196868896484
2021-11-09,148.55067443847656,51.60364532470703,187.8342742919922,208.55474853515625,47.75898361206055
2021-11-10,145.5331268310547,51.81374740600586,189.33724975585938,211.04647827148438,47.32855224609375
2021-11-11,145.4064483642578,51.83202362060547,190.81333923339844,206.01409912109375,47.347686767578125
2021-11-12,148.3107452392578,51.71326446533203,190.72389221191406,207.64910888671875,47.11173629760742
2021-11-15,148.08531188964844,51.72239303588867,189.22988891601562,207.85475158691406,46.84072494506836
2021-11-16,147.5107421875,51.356998443603516,189.54296875,210.67442321777344,45.64826583862305
2021-11-17,147.68130493164062,51.07380676269531,185.9466094970703,200.76629638671875,45.25609588623047
2021-11-18,149.46839904785156,50.61705780029297,185.606689453125,199.0725555419922,45.64508056640625
2021-11-19,148.5586395263672,50.36128234863281,187.42271423339844,196.6542510986328,45.39957046508789
2021-11-22,145.9406280517578,50.671875,189.5894317626953,191.4848175048828,46.161598205566406
2021-11-23,145.4219207763672,51.04641342163086,190.42550659179688,194.33389282226562,46.4900016784668
2021-11-24,145.75906372070312,50.63533020019531,187.42271423339844,198.99423217773438,46.722755432128906
2021-11-26,141.83180236816406,49.08238220214844,184.57276916503906,193.511474609375,46.19986343383789
2021-11-29,145.17103576660156,49.85886001586914,183.97940063476562,192.1799774169922,45.476097106933594
2021-11-30,141.54701232910156,48.2846565246582,178.34242248535156,189.71273803710938,44.838417053222656
2021-12-01,140.70309448242188,48.146568298339844,174.54847717285156,186.17831420898438,43.725669860839844
2021-12-02,142.6128692626953,48.85542297363281,179.7179412841797,194.13809204101562,43.19320297241211
2021-12-03,141.6507568359375,49.2880973815918,180.46412658691406,192.20936584472656,43.84363555908203
2021-12-06,142.80140686035156,50.54929733276367,181.65989685058594,198.4361572265625,44.31870651245117
2021-12-07,146.90574645996094,50.82547378540039,184.65367126464844,203.02796936035156,44.175228118896484
2021-12-08,147.82046508789062,50.63214874267578,184.05133056640625,204.6140594482422,43.72885513305664
2021-12-09,147.27383422851562,50.503265380859375,185.6875762939453,206.9637908935547,44.337093353271484
2021-12-10,147.63592529296875,51.81050109863281,187.99810791015625,208.93170166015625,45.146995544433594
2021-12-13,145.46630859375,53.1729621887207,185.4807891845703,206.60153198242188,45.960113525390625
2021-12-14,143.55152893066406,53.209781646728516,183.1702880859375,205.58331298828125,46.398681640625
2021-12-15,146.07928466796875,53.44913864135742,184.99533081054688,207.86451721191406,46.66438293457031
2021-12-16,144.08822631835938,53.99228286743164,186.97323608398438,209.8813934326172,45.8864860534668
2021-12-17,141.37493896484375,53.14533996582031,185.7325439453125,207.44351196289062,44.417118072509766
2021-12-20,141.25721740722656,52.97043228149414,181.99253845214844,204.3692626953125,44.56117630004883
2021-12-21,143.1181182861328,53.18217086791992,186.1910400390625,210.8702392578125,44.69562530517578
2021-12-22,146.0533447265625,53.559608459472656,187.395751953125,213.396240234375,44.75324630737305
2021-12-23,146.55360412597656,53.596435546875,190.76715087890625,212.08428955078125,44.65400314331055
2021-12-27,147.54115295410156,53.99228286743164,193.39231872558594,213.07315063476562,45.060569763183594
2021-12-28,146.32467651367188,54.204017639160156,193.0057373046875,213.4843292236328,45.707218170166016
2021-12-29,146.29275512695312,54.268455505371094,192.933837890625,213.60179138183594,45.684814453125
2021-12-30,145.83937072753906,54.111961364746094,192.3044891357422,213.30807495117188,45.83205795288086
