Date,COST,ETH-USD,LTC-USD,MRNA,MSFT,NVDA,PFE
2020-03-06,287.1150817871094,243.52529907226562,63.02560043334961,29.610000610351562,155.2716522216797,6.627651691436768,27.517423629760742
2020-03-09,278.48345947265625,201.986328125,50.168148040771484,24.290000915527344,144.7484893798828,6.114459991455078,26.527359008789062
2020-03-10,285.3261413574219,200.76724243164062,50.25638961791992,22.34000015258789,154.64698791503906,6.504087924957275,27.17954444885254
2020-03-11,274.2874755859375,194.8685302734375,48.463783264160156,23.610000610351562,147.6411590576172,6.14011812210083,25.277997970581055
2020-03-12,258.07537841796875,112.34712219238281,30.930883407592773,22.299999237060547,133.6391143798828,5.388765335083008,23.588603973388672
2020-03-13,278.7508850097656,133.20181274414062,37.43795394897461,21.299999237060547,152.63844299316406,5.999863147735596,25.702308654785156
2020-03-16,261.146240234375,110.60587310791016,32.876216888427734,26.489999771118164,130.1410369873047,4.892764091491699,23.714330673217773
2020-03-17,283.1036071777344,113.9427490234375,33.56386947631836,28.18000030517578,140.8563995361328,5.412681579589844,25.270139694213867
2020-03-18,283.5739440917969,114.84226989746094,33.68417739868164,31.579999923706055,134.92691040039062,5.052700042724609,25.42729377746582
2020-03-19,281.4714050292969,136.59385681152344,39.07376480102539,28.270000457763672,137.1468505859375,5.305558681488037,23.902910232543945
2020-03-20,267.8229064941406,132.73716735839844,38.131954193115234,28.200000762939453,131.99575805664062,5.125691890716553,22.79498863220215
2020-03-23,263.31341552734375,134.91160583496094,38.76576614379883,26.56999969482422,130.67918395996094,5.298584938049316,22.386388778686523
2020-03-24,262.769287109375,138.76144409179688,40.49064636230469,25.81999969482422,142.55740356445312,6.2076311111450195,23.337160110473633
2020-03-25,259.0067443847656,136.19589233398438,39.151222229003906,27.1299991607666,141.19271850585938,6.118943691253662,23.376445770263672
2020-03-26,269.556640625,138.36155700683594,40.16059875488281,27.940000534057617,150.0244598388672,6.4084248542785645,24.947975158691406
2020-03-27,262.2068176269531,133.9379425048828,38.91847610473633,30.049999237060547,143.8643341064453,6.296070098876953,24.280075073242188
2020-03-30,268.46844482421875,132.904541015625,39.13829040527344,30.479999542236328,153.98388671875,6.616440773010254,25.67087745666504
2020-03-31,262.944580078125,133.59356689453125,39.299102783203125,29.950000762939453,151.56210327148438,6.566865921020508,25.64730453491211
2020-04-01,264.4662170410156,135.63455200195312,39.38081359863281,29.670000076293945,146.1804656982422,6.055418014526367,24.947975158691406
2020-04-02,268.80047607421875,142.02914428710938,39.874168395996094,33.20000076293945,149.2075958251953,6.3643293380737305,25.828025817871094
2020-04-03,266.1906433105469,142.09130859375,40.359134674072266,34.84000015258789,147.83334350585938,6.076344013214111,26.433067321777344
2020-04-06,281.379150390625,169.13587951660156,44.39112091064453,34.63999938964844,158.82740783691406,6.6864447593688965,27.163827896118164
2020-04-07,280.0050048828125,165.10194396972656,44.667930603027344,32.02000045776367,157.11680603027344,6.453017711639404,26.40949821472168
2020-04-08,282.16302490234375,172.64173889160156,46.31985855102539,32.41999816894531,158.69285583496094,6.650321960449219,27.18739891052246
2020-04-09,276.666748046875,170.80714416503906,46.384979248046875,31.860000610351562,158.7024688720703,6.550673007965088,27.808156967163086
2020-04-13,276.3070983886719,156.27955627441406,41.204341888427734,32.900001525878906,159.05804443359375,6.722568035125732,27.61171531677246
2020-04-14,289.6973571777344,157.5963897705078,41.05384063720703,34.65999984741211,166.92881774902344,7.073829650878906,28.633209228515625
2020-04-15,286.12841796875,153.28689575195312,39.58906936645508,37.25,165.17974853515625,6.996352672576904,28.263896942138672
2020-04-16,296.5400085449219,172.15737915039062,42.68901824951172,40.599998474121094,170.13858032226562,7.3416361808776855,28.193178176879883
2020-04-17,293.1832580566406,171.63858032226562,42.74503707885742,46.849998474121094,171.63778686523438,7.282346248626709,29.002513885498047
2020-04-20,287.797607421875,172.2971649169922,40.82838439941406,51.689998626708984,168.2357940673828,7.151058197021484,28.350330352783203
2020-04-21,277.884033203125,172.73770141601562,41.04014205932617,49.2599983215332,161.2779998779297,6.714097023010254,27.988874435424805
2020-04-22,285.3445739746094,182.59957885742188,41.887413024902344,51.20000076293945,166.75579833984375,7.128637790679932,28.483909606933594
2020-04-23,281.63739013671875,185.02867126464844,42.93721389770508,47.439998626708984,164.7376251220703,7.075324535369873,28.829648971557617
2020-04-24,286.3866271972656,189.2369384765625,44.81045150756836,50.5,167.74563598632812,7.214334487915039,29.371826171875
2020-04-27,284.75433349609375,197.22471618652344,44.71006393432617,48.04999923706055,167.26512145996094,7.400928020477295,30.1182918548584
2020-04-28,281.222412109375,198.41539001464844,46.02870178222656,47.880001068115234,163.1904296875,7.258430004119873,29.788284301757812
2020-04-29,283.19586181640625,216.96823120117188,49.18130111694336,46.369998931884766,170.5133819580078,7.435307025909424,29.95328712463379
2020-04-30,280.0625,207.60205078125,46.714019775390625,45.9900016784668,172.2239990234375,7.281348705291748,30.141870498657227
2020-05-01,279.064208984375,214.21910095214844,47.79170227050781,47.93000030517578,167.76490783691406,7.044682025909424,29.576120376586914
2020-05-04,281.439697265625,208.17401123046875,47.47349166870117,50.5,171.868408203125,7.256685733795166,29.560407638549805
2020-05-05,284.61004638671875,206.77439880371094,46.78725814819336,49.34000015258789,173.71356201171875,7.317721843719482,30.259729385375977
2020-05-06,285.5066833496094,204.0557861328125,45.942867279052734,48.95000076293945,175.4241485595703,7.418614864349365,30.259729385375977
2020-05-07,281.9110412597656,212.28941345214844,47.330116271972656,53.189998626708984,176.44287109375,7.59499454498291,29.331233978271484
2020-05-08,282.7798767089844,212.9915771484375,47.88221740722656,59.25,177.48072814941406,7.785074710845947,29.537561416625977
2020-05-11,286.8375549316406,185.912841796875,41.6999626159668,66.9000015258789,179.46044921875,8.037187576293945,30.235925674438477
2020-05-12,281.7632141113281,189.3125,42.111881256103516,62.349998474121094,175.39537048339844,7.77510929107666,29.648670196533203
2020-05-13,279.267578125,199.1932830810547,43.134559631347656,65.18000030517578,172.7429656982422,7.752689361572266,29.402652740478516
2020-05-14,277.04925537109375,202.9490966796875,43.945335388183594,64.55999755859375,173.4925079345703,8.00230884552002,30.09308433532715
2020-05-15,276.5594177246094,195.62266540527344,42.833980560302734,66.69000244140625,176.02001953125,8.460944175720215,29.966108322143555
2020-05-18,279.8406677246094,214.52505493164062,45.201072692871094,80.0,177.70179748535156,8.719533920288086,30.21211814880371
2020-05-19,281.5691223144531,213.45111083984375,45.38361358642578,71.66999816894531,176.4716796875,8.774587631225586,29.902618408203125
2020-05-20,281.8279113769531,210.09674072265625,44.17212677001953,73.47000122070312,178.91949462890625,8.938511848449707,29.862937927246094
2020-05-21,279.1103820800781,199.88360595703125,42.74270248413086,67.05000305175781,176.7703857421875,8.744443893432617,29.56930923461914
2020-05-22,279.5356750488281,207.169189453125,44.20758056640625,69.0,176.84751892089844,8.994563102722168,29.759765625
2020-05-26,281.7261962890625,201.90231323242188,42.43205642700195,57.709999084472656,174.97796630859375,8.687146186828613,29.751834869384766
2020-05-27,282.8446350097656,208.86343383789062,43.86143112182617,52.18000030517578,175.20924377441406,8.49532413482666,29.68834686279297
2020-05-28,286.1258544921875,219.84042358398438,44.758697509765625,55.540000915527344,174.81414794921875,8.457207679748535,30.29941177368164
2020-05-29,285.1183776855469,220.6751251220703,44.6524658203125,61.5,176.59698486328125,8.844341278076172,30.307350158691406
2020-06-01,284.9519958496094,246.99176025390625,48.1252326965332,62.18000030517578,176.19223022460938,8.775334358215332,28.140836715698242
2020-06-02,283.8428649902344,237.21905517578125,45.92351531982422,59.869998931884766,178.19671630859375,8.794269561767578,28.696353912353516
2020-06-03,283.4268798828125,244.1793212890625,47.17289352416992,59.88999938964844,178.63035583496094,8.738714218139648,28.696353912353516
2020-06-04,287.2257995605469,244.4263916015625,47.637596130371094,60.59000015258789,176.27896118164062,8.739713668823242,28.577316284179688
2020-06-05,288.4181213378906,241.22198486328125,47.05314636230469,58.189998626708984,180.40353393554688,8.892744064331055,28.561445236206055
2020-06-08,283.935302734375,246.30990600585938,46.47397232055664,59.099998474121094,181.52146911621094,8.778095245361328,29.037599563598633
2020-06-09,282.4194641113281,244.9114532470703,46.06941223144531,58.22999954223633,182.90914916992188,9.018355369567871,28.736040115356445
2020-06-10,284.0646667480469,247.4449462890625,46.67997741699219,60.06999969482422,189.69354248046875,9.338129043579102,28.505887985229492
2020-06-11,278.0567321777344,231.70266723632812,43.51470947265625,60.20000076293945,179.50732421875,8.769371032714844,26.42667579650879
2020-06-12,276.08807373046875,237.4932098388672,44.82805252075195,62.0,180.9239501953125,8.905203819274902,26.78379249572754
2020-06-15,274.6830139160156,229.9289093017578,43.9142951965332,66.56999969482422,182.0803985595703,9.145716667175293,26.47429084777832
2020-06-16,278.5465393066406,234.41616821289062,43.87725830078125,64.33999633789062,186.54232788085938,9.040785789489746,26.50603485107422
2020-06-17,276.9290771484375,233.0282745361328,44.03235626220703,63.310001373291016,187.18800354003906,9.20777702331543,26.633010864257812
2020-06-18,276.8921203613281,232.10116577148438,43.56013107299805,64.94999694824219,189.1924285888672,9.189831733703613,26.379058837890625
2020-06-19,277.1971740722656,227.13829040527344,42.679832458496094,66.3499984741211,188.06492614746094,9.232950210571289,26.521909713745117
2020-06-22,277.7055358886719,242.53318786621094,44.18800354003906,64.75,193.28819274902344,9.497637748718262,26.27589225769043
2020-06-23,278.48187255859375,244.14215087890625,44.17927932739258,62.939998626708984,194.5794677734375,9.421123504638672,26.006067276000977
2020-06-24,275.4594421386719,235.7724609375,42.84382629394531,64.83999633789062,190.65724182128906,9.207280158996582,25.54578399658203
2020-06-25,277.77947998046875,232.94448852539062,42.56352996826172,62.0,193.06649780273438,9.4610013961792,25.64895248413086
2020-06-26,274.10992431640625,229.6680450439453,43.32078552246094,61.279998779296875,189.20211791992188,9.127025604248047,25.42674446105957
2020-06-29,278.7591857910156,228.1948699951172,41.85103225708008,62.08000183105469,191.23550415039062,9.171886444091797,25.902902603149414
2020-06-30,280.2565612792969,226.31500244140625,41.46779251098633,64.20999908447266,196.12144470214844,9.468728065490723,25.950517654418945
2020-07-01,281.67999267578125,231.11341857910156,41.69924545288086,61.59000015258789,197.26821899414062,9.500880241394043,26.775856018066406
2020-07-02,282.59503173828125,229.39219665527344,41.48573303222656,58.56999969482422,198.77159118652344,9.582879066467285,27.38692283630371
2020-07-06,287.9097595214844,241.51022338867188,43.96349334716797,59.150001525878906,203.05038452148438,9.809182167053223,27.38692283630371
2020-07-07,292.2910461425781,239.07553100585938,43.3182487487793,61.09000015258789,200.68930053710938,9.841583251953125,27.00600242614746
2020-07-08,292.3741760253906,246.67001342773438,45.20074462890625,61.58000183105469,205.10305786132812,10.184782028198242,26.78379249572754
2020-07-09,300.8961486816406,243.01596069335938,44.53745651245117,64.95999908447266,206.53897094726562,10.476887702941895,26.55364990234375
2020-07-10,301.533935546875,240.9849853515625,44.246116638183594,62.61000061035156,205.9125518798828,10.44722843170166,26.847278594970703
2020-07-13,298.47442626953125,239.60458374023438,43.919795989990234,71.77999877929688,199.5521697998047,10.021533012390137,27.942441940307617
2020-07-14,303.16998291015625,240.21148681640625,43.80286407470703,75.04000091552734,200.78570556640625,10.345291137695312,27.958311080932617
2020-07-15,301.9683837890625,238.42352294921875,43.278953552246094,80.22000122070312,200.48696899414062,10.195998191833496,28.347171783447266
2020-07-16,301.5709228515625,233.64088439941406,42.035438537597656,81.80999755859375,196.51654052734375,10.103780746459961,28.251941680908203
2020-07-17,300.202880859375,232.77308654785156,41.91281509399414,94.8499984741211,195.51431274414062,10.170327186584473,28.767780303955078
2020-07-20,301.792724609375,236.15316772460938,41.97581100463867,82.68000030517578,203.91770935058594,10.478630065917969,28.96617889404297
2020-07-21,302.9295959472656,245.0167236328125,43.61614990234375,80.86000061035156,201.17117309570312,10.2969388961792,29.116960525512695
2020-07-22,303.447265625,262.1906433105469,44.93611526489258,83.2249984741211,204.062255859375,10.406853675842285,30.600982666015625
2020-07-23,301.42303466796875,274.6890563964844,44.85007858276367,75.33000183105469,195.18666076660156,10.098796844482422,30.4819393157959
2020-07-24,301.11798095703125,279.2154235839844,44.18254089355469,73.20999908447266,193.99163818359375,10.163351058959961,29.886743545532227
2020-07-27,302.80023193359375,321.51409912109375,52.95002746582031,79.91000366210938,196.44908142089844,10.389656066894531,29.791513442993164
2020-07-28,302.7724609375,316.6572570800781,55.5752067565918,81.48999786376953,194.68548583984375,10.184282302856445,30.966033935546875
2020-07-29,301.4507751464844,318.1908874511719,55.17200469970703,79.51000213623047,196.65145874023438,10.433521270751953,31.156496047973633
2020-07-30,300.8764953613281,334.5866394042969,56.64311218261719,77.62999725341797,196.49725341796875,10.58156681060791,31.0443058013916
2020-07-31,301.53411865234375,345.5546569824219,57.998138427734375,74.0999984741211,197.5669403076172,10.582313537597656,30.835954666137695
2020-08-03,305.0447692871094,386.295166015625,58.468902587890625,77.9800033569336,208.6783447265625,10.976606369018555,30.731781005859375
2020-08-04,314.742919921875,389.87548828125,57.53305435180664,78.45999908447266,205.54635620117188,11.193442344665527,30.76383399963379
2020-08-05,314.9096984863281,401.590576171875,59.01070785522461,75.80000305175781,205.2090606689453,11.252260208129883,30.811918258666992
2020-08-06,318.0034484863281,394.9619445800781,59.16426467895508,73.76000213623047,208.4952392578125,11.300860404968262,30.66767120361328
2020-08-07,315.7804260253906,379.5128479003906,57.24553298950195,74.0999984741211,204.76573181152344,11.165276527404785,30.811918258666992
2020-08-10,314.9375,395.8875732421875,58.28884506225586,72.01000213623047,200.68930053710938,11.13088321685791,30.76383399963379
2020-08-11,307.92547607421875,380.3840637207031,54.386844635009766,68.97000122070312,195.9961700439453,10.81684684753418,30.28302574157715
2020-08-12,311.93634033203125,391.024169921875,54.96858596801758,69.5199966430664,201.59521484375,11.405292510986328,30.71575355529785
2020-08-13,310.9544372558594,428.7417907714844,57.74131774902344,67.83000183105469,201.1230010986328,11.408034324645996,30.58753776550293
2020-08-14,311.49169921875,437.3978271484375,56.75312423706055,69.1500015258789,201.3157196044922,11.528663635253906,30.499385833740234
2020-08-17,314.9004211425781,429.53125,67.02803802490234,69.76000213623047,202.64566040039062,12.299302101135254,30.731781005859375
2020-08-18,315.6322021484375,423.6693115234375,65.52753448486328,67.02999877929688,203.81167602539062,12.223286628723145,30.739795684814453
2020-08-19,315.7710876464844,406.4637756347656,62.0046272277832,68.0,202.57518005371094,12.101408004760742,30.659652709960938
2020-08-20,315.74334716796875,416.4397888183594,62.96675491333008,67.80999755859375,207.2893829345703,12.103900909423828,31.028276443481445
2020-08-21,319.2076721191406,389.1263427734375,59.37902069091797,66.44999694824219,205.7823944091797,12.644742965698242,31.1564998626709
2020-08-24,318.76300048828125,408.1441955566406,62.199424743652344,64.87999725341797,206.42959594726562,12.681380271911621,31.124439239501953
2020-08-25,319.3003234863281,384.00103759765625,58.580665588378906,66.25,209.11517333984375,12.711040496826172,30.779857635498047
2020-08-26,318.8927307128906,386.46612548828125,58.35817337036133,70.5,213.6361541748047,12.733967781066895,30.491369247436523
2020-08-27,320.8287048339844,382.63262939453125,56.041015625,68.02999877929688,218.8816680908203,12.589661598205566,30.33911895751953
2020-08-28,322.69049072265625,395.8746643066406,57.35440444946289,67.48999786376953,221.1325225830078,13.107574462890625,30.379192352294922
2020-08-31,322.0328369140625,435.0797424316406,61.11379623413086,64.88999938964844,217.8673553466797,13.333633422851562,30.28302574157715
2020-09-01,325.4786071777344,477.0519104003906,62.882789611816406,63.31999969482422,219.5482177734375,13.782889366149902,29.55379867553711
2020-09-02,332.4072265625,440.0404968261719,58.099647521972656,64.72000122070312,223.77940368652344,14.306940078735352,29.81022834777832
2020-09-03,322.6256103515625,385.67193603515625,47.774112701416016,64.83999633789062,209.91696166992188,12.979610443115234,29.169143676757812
2020-09-04,321.0232238769531,388.24114990234375,50.611976623535156,62.599998474121094,206.9706268310547,12.58769416809082,29.137088775634766
2020-09-08,313.8814697265625,337.60211181640625,47.3838005065918,54.34000015258789,195.7744140625,11.88015079498291,28.79251480102539
2020-09-09,320.8935241699219,351.1100158691406,47.89769744873047,56.900001525878906,204.1111297607422,12.679939270019531,28.99285316467285
2020-09-10,314.5021667480469,368.1018981933594,48.716854095458984,57.560001373291016,198.3922576904297,12.277803421020508,28.568134307861328
2020-09-11,314.131591796875,374.6955871582031,49.089752197265625,59.34000015258789,197.0978240966797,12.13095760345459,28.90470314025879
2020-09-14,317.6422424316406,377.26885986328125,49.09012222290039,63.66999816894531,198.4309539794922,12.83675479888916,29.657970428466797
2020-09-15,318.5592346191406,364.8392028808594,48.390098571777344,66.87999725341797,201.68643188476562,12.955178260803223,29.61790657043457
2020-09-16,318.39251708984375,365.8122863769531,47.933433532714844,68.83999633789062,198.0832061767578,12.47999095916748,29.473657608032227
2020-09-17,313.9000549316406,389.01922607421875,48.87706756591797,67.88999938964844,196.01589965820312,12.429132461547852,29.505708694458008
2020-09-18,311.1953125,384.3645324707031,48.46281433105469,69.87000274658203,193.58151245117188,12.1556396484375,29.35345458984375
2020-09-21,314.5391540527344,341.78607177734375,43.390220642089844,69.26000213623047,195.65846252441406,12.482734680175781,28.8646297454834
2020-09-22,319.0594787597656,344.503173828125,44.545047760009766,68.72000122070312,200.37265014648438,12.602901458740234,29.048946380615234
2020-09-23,319.2261657714844,321.1163024902344,43.05768966674805,67.16000366210938,193.7747344970703,12.09031867980957,28.84860610961914
2020-09-24,321.4214782714844,349.3555908203125,45.03985595703125,65.16999816894531,196.286376953125,12.313950538635254,28.65628433227539
2020-09-25,317.3272399902344,352.1832580566406,46.08631134033203,69.47000122070312,200.75906372070312,12.838251113891602,28.888673782348633
2020-09-28,323.8482971191406,355.159423828125,45.35554122924805,70.55000305175781,202.32403564453125,12.999055862426758,29.1611385345459
2020-09-29,326.1826171875,359.75738525390625,45.79656219482422,70.5199966430664,200.2180938720703,13.189281463623047,28.984832763671875
2020-09-30,328.831787109375,359.9378662109375,46.3714599609375,70.75,203.1837921142578,13.493189811706543,29.4095458984375
2020-10-01,332.0367431640625,353.2059020996094,46.313507080078125,70.02999877929688,205.24139404296875,13.576960563659668,29.14510726928711
2020-10-02,328.84100341796875,346.2389221191406,44.923973083496094,68.80999755859375,199.18446350097656,13.026232719421387,29.153120040893555
2020-10-05,332.14788818359375,353.956787109375,46.36322784423828,71.94999694824219,203.2321014404297,13.604881286621094,29.44961929321289
2020-10-06,331.93487548828125,340.81585693359375,45.985530853271484,71.04000091552734,198.91397094726562,13.698622703552246,28.984832763671875
2020-10-07,336.2606201171875,341.80865478515625,46.66048049926758,72.37000274658203,202.70079040527344,13.925494194030762,29.225236892700195
2020-10-08,338.1780090332031,350.7661437988281,47.218379974365234,72.93000030517578,203.42529296875,13.800590515136719,29.56180763244629
2020-10-09,342.225830078125,365.5904846191406,47.83295440673828,73.0,208.47760009765625,13.724799156188965,29.48166847229004
2020-10-12,348.72845458984375,387.73126220703125,50.74381637573242,75.30999755859375,213.87767028808594,14.186771392822266,29.505708694458008
2020-10-13,352.6188049316406,381.1907653808594,49.94063949584961,78.29000091552734,215.28807067871094,14.208959579467773,29.569822311401367
2020-10-14,350.4513244628906,379.4840393066406,49.84648895263672,76.55999755859375,213.3560333251953,14.056382179260254,29.537769317626953
2020-10-15,348.8210144042969,377.44183349609375,49.49037170410156,75.58000183105469,212.1968231201172,13.931478500366211,29.289352416992188
2020-10-16,353.4154357910156,366.22900390625,47.692874908447266,73.94000244140625,212.1968231201172,13.773416519165039,30.41124153137207
2020-10-19,347.8763122558594,379.93560791015625,48.098915100097656,70.95999908447266,206.94161987304688,13.460531234741211,30.291044235229492
2020-10-20,350.42352294921875,369.13690185546875,47.051029205322266,71.30999755859375,207.35699462890625,13.60787296295166,30.042619705200195
2020-10-21,349.9696350097656,392.1899719238281,53.04533004760742,68.37000274658203,207.50192260742188,13.487456321716309,29.714061737060547
2020-10-22,348.0522155761719,413.7729797363281,54.267276763916016,70.83999633789062,207.58883666992188,13.324158668518066,29.994531631469727
2020-10-23,346.9869689941406,409.7666931152344,55.23868942260742,70.52999877929688,208.88333129882812,13.552773475646973,30.595548629760742
2020-10-26,343.3837890625,393.8883056640625,56.74577713012695,70.23999786376953,202.9423065185547,13.10501480102539,30.387203216552734
2020-10-27,345.24560546875,403.9970397949219,57.8160514831543,70.66999816894531,206.0045928955078,13.359810829162598,29.994531631469727
2020-10-28,338.0576171875,388.6507568359375,55.74251174926758,65.73999786376953,195.79368591308594,12.592182159423828,28.407865524291992
2020-10-29,338.6144104003906,386.7301025390625,54.76585388183594,71.27999877929688,197.764404296875,12.988086700439453,28.271635055541992
2020-10-30,331.89520263671875,382.8199768066406,53.83503341674805,67.47000122070312,195.5908203125,12.499439239501953,28.43190574645996
2020-11-02,338.17822265625,383.15673828125,53.817481994628906,67.11000061035156,195.45556640625,12.546061515808105,29.03291130065918
2020-11-03,345.2036437988281,387.6021728515625,53.81962203979492,69.08000183105469,199.41629028320312,12.983597755432129,29.00086212158203
2020-11-04,349.1108703613281,402.1419982910156,54.49910354614258,69.80999755859375,209.0379180908203,13.756214141845703,29.91440773010254
2020-11-05,357.5191650390625,414.0673522949219,58.678497314453125,71.4800033569336,215.70346069335938,14.120954513549805,29.461034774780273
2020-11-06,357.918212890625,454.71929931640625,63.13111114501953,72.44999694824219,216.11883544921875,14.521845817565918,29.469125747680664
2020-11-09,338.74432373046875,444.1630554199219,59.36388397216797,77.73999786376953,210.96994018554688,13.593165397644043,31.73598289489746
2020-11-10,340.2478332519531,449.67962646484375,58.237342834472656,76.05000305175781,203.84066772460938,12.734786987304688,31.314992904663086
2020-11-11,346.0946044921875,462.9605407714844,59.51502990722656,82.44000244140625,209.19244384765625,13.381000518798828,31.169269561767578
2020-11-12,348.6838684082031,461.0052795410156,60.365379333496094,87.80999755859375,208.12017822265625,13.41964340209961,30.400157928466797
2020-11-13,351.5887451171875,474.6264343261719,65.45719909667969,89.38999938964844,209.15377807617188,13.260334968566895,31.266416549682617
2020-11-16,352.4704284667969,459.9403076171875,71.32624816894531,97.94999694824219,209.84934997558594,13.477983474731445,30.2220458984375
2020-11-17,354.447265625,480.3600769042969,75.85234069824219,93.1500015258789,207.1734619140625,13.385238647460938,30.753271102905273
